model,sentence,condition,log_prob,num_tokens,identified_token,surprisal,final_word
meta-llama/Meta-Llama-3-8B,Politicians who are as American as apple pie still want their rewards.,S,-9.6171875,1,rewards,9.6171875,rewards
meta-llama/Meta-Llama-3-8B,Politicians who are as American as apple pie still want their slice.,J,-2.5019531,1,slice,2.5019531,slice
meta-llama/Meta-Llama-3-8B,Save the whales; start a coalition.,S,-7.8085938,1,coalition,7.8085938,coalition
meta-llama/Meta-Llama-3-8B,Save the whales; start a collection.,J,-6.875,1,collection,6.875,collection
meta-llama/Meta-Llama-3-8B,She always told girls not to look for a husband but just to date bachelors.,J,-10.8843078113,3,bachelors,10.8843078113,bachelors
meta-llama/Meta-Llama-3-8B,She always told girls not to look for a husband but just to date someone.,S,-4.3164062,1,someone,4.3164062,someone
meta-llama/Meta-Llama-3-8B,"She asked what state he was born in, and he said in the East.",S,-6.9375,1,East,6.9375,East
meta-llama/Meta-Llama-3-8B,"She asked what state he was born in, and he said in the nude.",J,-9.0625,1,nude,9.0625,nude
meta-llama/Meta-Llama-3-8B,She bought her father a tasteful tie for his birthday.,E,-0.22497559,1,birthday,0.22497559,birthday
meta-llama/Meta-Llama-3-8B,She called her husband at his office.,E,-0.8730469,1,office,0.8730469,office
meta-llama/Meta-Llama-3-8B,"She is so modest, she pulls down the shade to change her jacket.",S,-8.2421875,1,jacket,8.2421875,jacket
meta-llama/Meta-Llama-3-8B,"She is so modest, she pulls down the shade to change her mind.",J,-5.125,1,mind,5.125,mind
meta-llama/Meta-Llama-3-8B,She puts something behind her ears to attract men; lately she's been using her ankles.,J,-7.8085938,1,ankles,7.8085938,ankles
meta-llama/Meta-Llama-3-8B,She puts something behind her ears to attract men; lately she's been using her vanilla.,S,-9.5078125,1,vanilla,9.5078125,vanilla
meta-llama/Meta-Llama-3-8B,She read so much about the bad effects of cigarettes she decided to give up the habit.,S,-0.3449707,1,habit,0.3449707,habit
meta-llama/Meta-Llama-3-8B,She read so much about the bad effects of cigarettes she decided to give up the reading.,J,-12.2578125,1,reading,12.2578125,reading
meta-llama/Meta-Llama-3-8B,She tied up her hair with a yellow ribbon.,E,-0.53125,1,ribbon,0.53125,ribbon
meta-llama/Meta-Llama-3-8B,"She told him he looked like a million, and she meant every century.",J,-11.5546875,1,century,11.5546875,century
meta-llama/Meta-Llama-3-8B,"She told him he looked like a million, and she meant every syllable.",S,-5.4780073166,2,syllable,5.4780073166,syllable
meta-llama/Meta-Llama-3-8B,She used a needle and a tweezers to pull out the splinter.,E,-3.90966792,2,splinter,3.90966792,splinter
meta-llama/Meta-Llama-3-8B,She was suddenly called back to New York and had to take a cab to the airport.,E,-0.14477539,1,airport,0.14477539,airport
meta-llama/Meta-Llama-3-8B,"She went on a fourteen day diet, but she only lost two ounces.",S,-6.125,1,ounces,6.125,ounces
meta-llama/Meta-Llama-3-8B,"She went on a fourteen day diet, but she only lost two weeks.",J,-8.453125,1,weeks,8.453125,weeks
meta-llama/Meta-Llama-3-8B,She's happy because she finally has a boyfriend who gets along with her father.,S,-3.3691406,1,father,3.3691406,father
meta-llama/Meta-Llama-3-8B,She's happy because she finally has a boyfriend who gets along with her fiance.,J,-8.859375,1,fiance,8.859375,fiance
meta-llama/Meta-Llama-3-8B,"Some babies are born to rule, while others are male.",J,-13.265625,1,male,13.265625,male
meta-llama/Meta-Llama-3-8B,"Some babies are born to rule, while others are weak.",S,-11.0703125,1,weak,11.0703125,weak
meta-llama/Meta-Llama-3-8B,"Some husbands are good providers, but only if you count children.",J,-8.125,1,children,8.125,children
meta-llama/Meta-Llama-3-8B,"Some husbands are good providers, but only if you count salary.",S,-9.0,1,salary,9.0,salary
meta-llama/Meta-Llama-3-8B,Some people think courtship is the first in a series of steps leading to divorce.,J,-6.9179688,1,divorce,6.9179688,divorce
meta-llama/Meta-Llama-3-8B,Some people think courtship is the first in a series of steps leading to romance.,S,-6.1210938,1,romance,6.1210938,romance
meta-llama/Meta-Llama-3-8B,Some people's only culture is bacteria.,J,-12.9609375,1,bacteria,12.9609375,bacteria
meta-llama/Meta-Llama-3-8B,Some people's only culture is radio.,S,-8.4375,1,radio,8.4375,radio
meta-llama/Meta-Llama-3-8B,"Statistics indicate that Americans spend eighty million a year on games of chance, mostly blackjack.",S,-5.4179688,1,blackjack,5.4179688,blackjack
meta-llama/Meta-Llama-3-8B,"Statistics indicate that Americans spend eighty million a year on games of chance, mostly weddings.",J,-12.46875,1,weddings,12.46875,weddings
meta-llama/Meta-Llama-3-8B,Sunday is the day we bow our heads and putt.,J,-15.1875,1,putt,15.1875,putt
meta-llama/Meta-Llama-3-8B,Sunday is the day we bow our heads and rest.,S,-7.1601562,1,rest,7.1601562,rest
meta-llama/Meta-Llama-3-8B,The accident injured his spinal cord and his legs are paralyzed.,E,-0.77734375,1,paralyzed,0.77734375,paralyzed
meta-llama/Meta-Llama-3-8B,The art museum just acquired an early Rembrandt; it's done in charcoal.,S,-5.6835938,1,charcoal,5.6835938,charcoal
meta-llama/Meta-Llama-3-8B,The art museum just acquired an early Rembrandt; it's done in Crayola.,J,-10.847534179999998,3,Crayola,10.847534179999998,Crayola
meta-llama/Meta-Llama-3-8B,The baby cried and upset her mother.,E,-0.9433594,1,mother,0.9433594,mother
meta-llama/Meta-Llama-3-8B,The bartender dropped two olives into the strong martini.,E,-2.7190742743,2,martini,2.7190742743,martini
meta-llama/Meta-Llama-3-8B,The best bargain I ever got was when I went to a family garage sale and bought a grandma.,J,-10.7109375,1,grandma,10.7109375,grandma
meta-llama/Meta-Llama-3-8B,The best bargain I ever got was when I went to a family garage sale and bought a toaster.,S,-6.7929688,1,toaster,6.7929688,toaster
meta-llama/Meta-Llama-3-8B,The best gift for the man who has everything is neckties.,S,-14.1601562,2,neckties,14.1601562,neckties
meta-llama/Meta-Llama-3-8B,The best gift for the man who has everything is penicillin.,J,-16.618881226,3,penicillin,16.618881226,penicillin
meta-llama/Meta-Llama-3-8B,The best way to keep the milk from turning sour is to keep it in the cold.,S,-4.3984375,1,cold,4.3984375,cold
meta-llama/Meta-Llama-3-8B,The best way to keep the milk from turning sour is to keep it in the cow.,J,-7.0546875,1,cow,7.0546875,cow
meta-llama/Meta-Llama-3-8B,The best way to remove coffee stains from a white blouse is with detergent.,S,-6.3828125,1,detergent,6.3828125,detergent
meta-llama/Meta-Llama-3-8B,The best way to remove coffee stains from a white blouse is with scissors.,J,-12.7734375,1,scissors,12.7734375,scissors
meta-llama/Meta-Llama-3-8B,The best way to stop an elephant from charging is to cut off its credit.,J,-6.421875,1,credit,6.421875,credit
meta-llama/Meta-Llama-3-8B,The best way to stop an elephant from charging is to cut off its toes.,S,-5.4453125,1,toes,5.4453125,toes
meta-llama/Meta-Llama-3-8B,The bill was due at the end of the month.,E,-0.31347656,1,month,0.31347656,month
meta-llama/Meta-Llama-3-8B,The book that tells you where you can go on vacation is called a checkbook.,J,-11.37109375,2,checkbook,11.37109375,checkbook
meta-llama/Meta-Llama-3-8B,The book that tells you where you can go on vacation is called a guidebook.,S,-2.21118162,2,guidebook,2.21118162,guidebook
meta-llama/Meta-Llama-3-8B,The children held their hands and formed a circle.,E,-0.80371094,1,circle,0.80371094,circle
meta-llama/Meta-Llama-3-8B,The choir sang hymns while the people listened.,E,-3.3652344,1,listened,3.3652344,listened
meta-llama/Meta-Llama-3-8B,"The convict told his cellmate how he'd blown all the money he stole on wine, women, and crack.",S,-5.984375,1,crack,5.984375,crack
meta-llama/Meta-Llama-3-8B,"The convict told his cellmate how he'd blown all the money he stole on wine, women, and lawyers.",J,-10.8984375,1,lawyers,10.8984375,lawyers
meta-llama/Meta-Llama-3-8B,"The cops claimed that the prisoner just decided to come clean, but most people think he was forced into the admission.",S,-2.4179688,1,admission,2.4179688,admission
meta-llama/Meta-Llama-3-8B,"The cops claimed that the prisoner just decided to come clean, but most people think he was forced into the bathtub.",J,-10.9765625,1,bathtub,10.9765625,bathtub
meta-llama/Meta-Llama-3-8B,The curse of heavy drinking is that afterwards you get a huge bartab.,J,-14.89196777,2,bartab,14.89196777,bartab
meta-llama/Meta-Llama-3-8B,The curse of heavy drinking is that afterwards you get a huge headache.,S,-1.4121094,1,headache,1.4121094,headache
meta-llama/Meta-Llama-3-8B,The difference between a dog and a fox is about five beers.,J,-9.0546875,1,beers,9.0546875,beers
meta-llama/Meta-Llama-3-8B,The difference between a dog and a fox is about five degrees.,S,-5.4765625,1,degrees,5.4765625,degrees
meta-llama/Meta-Llama-3-8B,The difference between a good speaker and a bad one is often a nice diction.,S,-8.2382813,2,diction,8.2382813,diction
meta-llama/Meta-Llama-3-8B,The difference between a good speaker and a bad one is often a nice nap.,J,-10.0546875,1,nap,10.0546875,nap
meta-llama/Meta-Llama-3-8B,The doctor said he could have a stroke because his arteries were getting narrow and clogged.,E,-2.390655518,2,clogged,2.390655518,clogged
meta-llama/Meta-Llama-3-8B,The doctor told her not to scratch no matter how much it itched.,E,-0.32568359,2,itched,0.32568359,itched
meta-llama/Meta-Llama-3-8B,The farmer put a new engine in his old tractor.,E,-0.92041016,1,tractor,0.92041016,tractor
meta-llama/Meta-Llama-3-8B,The first thing he does every morning is sit in the lotus position and meditate.,E,-1.167770373,2,meditate,1.167770373,meditate
meta-llama/Meta-Llama-3-8B,The first two hundred story building opened in Chicago; it was a hotel.,S,-3.4023438,1,hotel,3.4023438,hotel
meta-llama/Meta-Llama-3-8B,The first two hundred story building opened in Chicago; it was a library.,J,-7.4101562,1,library,7.4101562,library
meta-llama/Meta-Llama-3-8B,The garment bag kept his suit from getting wrinkled.,E,-0.63873293,2,wrinkled,0.63873293,wrinkled
meta-llama/Meta-Llama-3-8B,The husband who catches his wife in the act is probably on the snoop.,S,-15.9414062,2,snoop,15.9414062,snoop
meta-llama/Meta-Llama-3-8B,The husband who catches his wife in the act is probably on the trapeze.,J,-13.054229786,3,trapeze,13.054229786,trapeze
meta-llama/Meta-Llama-3-8B,The last time a guy in a mask took all my money I was in shock.,S,-9.5859375,1,shock,9.5859375,shock
meta-llama/Meta-Llama-3-8B,The last time a guy in a mask took all my money I was in surgery.,J,-11.1328125,1,surgery,11.1328125,surgery
meta-llama/Meta-Llama-3-8B,The lawyer feared that his client was guilty.,E,-4.3476562,1,guilty,4.3476562,guilty
meta-llama/Meta-Llama-3-8B,The luggage handler seemed to take great delight in tossing the boxes marked fragile.,E,-4.234375,1,fragile,4.234375,fragile
meta-llama/Meta-Llama-3-8B,The mole lived in a hole in the ground.,E,-0.45996094,1,ground,0.45996094,ground
meta-llama/Meta-Llama-3-8B,The most popular instrument in a Scottish marching band is the bagpipe.,E,-2.6103516,2,bagpipe,2.6103516,bagpipe
meta-llama/Meta-Llama-3-8B,The most prevalent form of legalized gambling is betting.,S,-3.6796875,1,betting,3.6796875,betting
meta-llama/Meta-Llama-3-8B,The most prevalent form of legalized gambling is elections.,J,-13.1875,1,elections,13.1875,elections
meta-llama/Meta-Llama-3-8B,The movers put the sofa on the bare floor.,E,-0.95751953,1,floor,0.95751953,floor
meta-llama/Meta-Llama-3-8B,"The new tax forms are more realistic-- where your wife signs, it says: accomplice.",J,-12.9933757782,2,accomplice,12.9933757782,accomplice
meta-llama/Meta-Llama-3-8B,"The new tax forms are more realistic-- where your wife signs, it says: partner.",S,-10.03125,1,partner,10.03125,partner
meta-llama/Meta-Llama-3-8B,The newspaper photo was so murky he couldn't figure out who it was until he read the caption.,E,-0.28076172,1,caption,0.28076172,caption
meta-llama/Meta-Llama-3-8B,The nurse gave him detailed instructions about how to clean the wound and put on a fresh bandage.,E,-0.744079602,2,bandage,0.744079602,bandage
meta-llama/Meta-Llama-3-8B,The old wealthy family lived in a twelve bedroom mansion.,E,-1.1904297,1,mansion,1.1904297,mansion
meta-llama/Meta-Llama-3-8B,The only crop that is grown in America and harvested abroad is the American tobacco.,S,-5.28125,1,tobacco,5.28125,tobacco
meta-llama/Meta-Llama-3-8B,The only crop that is grown in America and harvested abroad is the American tourist.,J,-7.1640625,1,tourist,7.1640625,tourist
meta-llama/Meta-Llama-3-8B,The only fishing through the ice that some men ever do is for the olive.,J,-11.34375,1,olive,11.34375,olive
meta-llama/Meta-Llama-3-8B,The only fishing through the ice that some men ever do is for the trout.,S,-4.3203125,1,trout,4.3203125,trout
meta-llama/Meta-Llama-3-8B,The only ones who want me for my body are losers.,S,-7.0273438,1,losers,7.0273438,losers
meta-llama/Meta-Llama-3-8B,The only ones who want me for my body are mosquitoes.,J,-10.671875,1,mosquitoes,10.671875,mosquitoes
meta-llama/Meta-Llama-3-8B,The only person who sticks closer to you in adversity than a friend is a creditor.,J,-5.8125,1,creditor,5.8125,creditor
meta-llama/Meta-Llama-3-8B,The only person who sticks closer to you in adversity than a friend is a spouse.,S,-4.46875,1,spouse,4.46875,spouse
meta-llama/Meta-Llama-3-8B,The only place where you can find people who spend all their time minding their own business is the bank.,S,-6.0,1,bank,6.0,bank
meta-llama/Meta-Llama-3-8B,The only place where you can find people who spend all their time minding their own business is the cemetery.,J,-2.140625,1,cemetery,2.140625,cemetery
meta-llama/Meta-Llama-3-8B,The only thing money can't buy is generosity.,S,-9.1796875,1,generosity,9.1796875,generosity
meta-llama/Meta-Llama-3-8B,The only thing money can't buy is poverty.,J,-2.2363281,1,poverty,2.2363281,poverty
meta-llama/Meta-Llama-3-8B,The only time my father ever raised a hand to his children was in discipline.,S,-7.7890625,1,discipline,7.7890625,discipline
meta-llama/Meta-Llama-3-8B,The only time my father ever raised a hand to his children was in self-defense.,J,-2.8659668,2,self-defense,2.8659668,self-defense
meta-llama/Meta-Llama-3-8B,The paint turned out to be the wrong color.,E,-0.64990234,1,color,0.64990234,color
meta-llama/Meta-Llama-3-8B,The painter used water-based paint for the interior of the house but enamel for the exterior.,E,-0.51171875,1,exterior,0.51171875,exterior
meta-llama/Meta-Llama-3-8B,The penalty for dishonesty is the disgrace of dying rich.,J,-7.5703125,1,rich,7.5703125,rich
meta-llama/Meta-Llama-3-8B,The penalty for dishonesty is the disgrace of dying unloved.,S,-10.038482666,3,unloved,10.038482666,unloved
meta-llama/Meta-Llama-3-8B,The perfect companion to a vegetarian dinner is a salad.,S,-3.2460938,1,salad,3.2460938,salad
meta-llama/Meta-Llama-3-8B,The perfect companion to a vegetarian dinner is a steak.,J,-7.9023438,1,steak,7.9023438,steak
meta-llama/Meta-Llama-3-8B,The policeman saw him throw the bottle out the window and gave him a ticket for littering.,E,-0.26837921000000003,2,littering,0.26837921000000003,littering
meta-llama/Meta-Llama-3-8B,The Republican candidate won the election by a landslide.,E,-1.8466797,1,landslide,1.8466797,landslide
meta-llama/Meta-Llama-3-8B,The rodeo champion was quite proud of his big silver belt buckle.,E,-0.028182983,1,buckle,0.028182983,buckle
meta-llama/Meta-Llama-3-8B,The show had one act that was really offbeat: the clowns.,S,-6.905517629999999,2,clowns,6.905517629999999,clowns
meta-llama/Meta-Llama-3-8B,The show had one act that was really offbeat: the singer.,J,-5.6875,1,singer,5.6875,singer
meta-llama/Meta-Llama-3-8B,The surgeon tried vainly to save his patient.,E,-1.9794922,1,patient,1.9794922,patient
meta-llama/Meta-Llama-3-8B,The teacher wrote the problem on the board.,E,-0.48754883,1,board,0.48754883,board
meta-llama/Meta-Llama-3-8B,The terrorists planted a bomb in the airport and four people were killed in the explosion.,E,-1.0410156,1,explosion,1.0410156,explosion
meta-llama/Meta-Llama-3-8B,The tourist bureau told the visitors there was plenty of hunting in this part of the country but very little finding.,J,-9.359375,1,finding,9.359375,finding
meta-llama/Meta-Llama-3-8B,The tourist bureau told the visitors there was plenty of hunting in this part of the country but very little sightseeing.,S,-6.04516597,2,sightseeing,6.04516597,sightseeing
meta-llama/Meta-Llama-3-8B,The victim was rushed to the hospital in an ambulance.,E,-0.625,1,ambulance,0.625,ambulance
meta-llama/Meta-Llama-3-8B,The visitor stared at the grandfather clock and seemed almost hypnotized by the swinging of the pendulum.,E,-0.138238909,2,pendulum,0.138238909,pendulum
meta-llama/Meta-Llama-3-8B,The whole town came to hear their mayor speak.,E,-2.0703125,1,speak,2.0703125,speak
meta-llama/Meta-Llama-3-8B,The wind was so strong it blew out three fuses.,J,-8.13360596,2,fuses,8.13360596,fuses
meta-llama/Meta-Llama-3-8B,The wind was so strong it blew out three streetlights.,S,-6.524414,2,streetlights,6.524414,streetlights
meta-llama/Meta-Llama-3-8B,The woman in the grocery store was handing out free samples.,E,-0.5810547,1,samples,0.5810547,samples
meta-llama/Meta-Llama-3-8B,The woman who has her husband eating out of her hand must save a lot of dishwashing.,J,-6.3320313,2,dishwashing,6.3320313,dishwashing
meta-llama/Meta-Llama-3-8B,The woman who has her husband eating out of her hand must save a lot of heartbreak.,S,-10.9492187,2,heartbreak,10.9492187,heartbreak
meta-llama/Meta-Llama-3-8B,There were over a hundred trees in the apple orchard.,E,-0.18270873699999998,2,orchard,0.18270873699999998,orchard
meta-llama/Meta-Llama-3-8B,They planned to dig a tunnel in order to escape.,E,-1.7177734,1,escape,1.7177734,escape
meta-llama/Meta-Llama-3-8B,They redecorated the bar with new drunks.,J,-13.2695313,2,drunks,13.2695313,drunks
meta-llama/Meta-Llama-3-8B,They redecorated the bar with new wood.,S,-4.0859375,1,wood,4.0859375,wood
meta-llama/Meta-Llama-3-8B,They went to Las Vegas and got married in one of those quickie wedding chapels.,E,-0.15697479217,2,chapels,0.15697479217,chapels
meta-llama/Meta-Llama-3-8B,This fall two things are turning yellow: trees and bushes.,S,-11.9140625,1,bushes,11.9140625,bushes
meta-llama/Meta-Llama-3-8B,This fall two things are turning yellow: trees and investors.,J,-8.046875,1,investors,8.046875,investors
meta-llama/Meta-Llama-3-8B,"This house comes with a lot of extras, mostly termites.",J,-11.7590332,2,termites,11.7590332,termites
meta-llama/Meta-Llama-3-8B,"This house comes with a lot of extras, mostly upgrades.",S,-4.7460938,1,upgrades,4.7460938,upgrades
meta-llama/Meta-Llama-3-8B,"This new computer works so quickly, it comes complete with games.",S,-10.0546875,1,games,10.0546875,games
meta-llama/Meta-Llama-3-8B,"This new computer works so quickly, it comes complete with ulcers.",J,-13.14160156,2,ulcers,13.14160156,ulcers
meta-llama/Meta-Llama-3-8B,"Though most people think it's Rome, the world's most beloved capital is actually dollars.",J,-17.03125,1,dollars,17.03125,dollars
meta-llama/Meta-Llama-3-8B,"Though most people think it's Rome, the world's most beloved capital is actually Vienna.",S,-6.0859375,1,Vienna,6.0859375,Vienna
meta-llama/Meta-Llama-3-8B,Three people were killed in a major highway accident.,E,-1.1357422,1,accident,1.1357422,accident
meta-llama/Meta-Llama-3-8B,Tim threw a rock and broke the window.,E,-0.3408203,1,window,0.3408203,window
meta-llama/Meta-Llama-3-8B,"To clothe one soldier, it takes the wool from two sheep and the hides from three animals.",S,-4.6367188,1,animals,4.6367188,animals
meta-llama/Meta-Llama-3-8B,"To clothe one soldier, it takes the wool from two sheep and the hides from three taxpayers.",J,-15.34375,1,taxpayers,15.34375,taxpayers
meta-llama/Meta-Llama-3-8B,"To get something done, a committee should consist of no more than three people, two of whom are dead.",J,-5.34375,1,dead,5.34375,dead
meta-llama/Meta-Llama-3-8B,"To get something done, a committee should consist of no more than three people, two of whom are workers.",S,-17.015625,1,workers,17.015625,workers
meta-llama/Meta-Llama-3-8B,To keep the dogs out of the yard he put up a fence.,E,-0.8959961,1,fence,0.8959961,fence
meta-llama/Meta-Llama-3-8B,To pay for the car Al simply wrote a check.,E,-0.56689453,1,check,0.56689453,check
meta-llama/Meta-Llama-3-8B,Too many girls believe that the chief foundation for true love is a large fortune.,S,-4.1953125,1,fortune,4.1953125,fortune
meta-llama/Meta-Llama-3-8B,Too many girls believe that the chief foundation for true love is a large stone.,J,-8.96875,1,stone,8.96875,stone
meta-llama/Meta-Llama-3-8B,Two things are essential for success: wealth and fame.,S,-4.1289062,1,fame,4.1289062,fame
meta-llama/Meta-Llama-3-8B,Two things are essential for success: wealth and money.,J,-4.8710938,1,money,4.8710938,money
meta-llama/Meta-Llama-3-8B,We finally got a decent picture on the TV after an hour of adjusting the antenna.,E,-2.0449219,1,antenna,2.0449219,antenna
meta-llama/Meta-Llama-3-8B,We live in a lovely suburb; it's just two miles beyond our income.,J,-10.2265625,1,income,10.2265625,income
meta-llama/Meta-Llama-3-8B,We live in a lovely suburb; it's just two miles beyond our town.,S,-2.4179688,1,town,2.4179688,town
meta-llama/Meta-Llama-3-8B,"We used to have food on the table as soon as the customer was seated, but our new system requires more effort.",S,-4.9570312,1,effort,4.9570312,effort
meta-llama/Meta-Llama-3-8B,"We used to have food on the table as soon as the customer was seated, but our new system requires more plates.",J,-7.9648438,1,plates,7.9648438,plates
meta-llama/Meta-Llama-3-8B,"When an irresistible force meets an immovable object, you get two very angry entities.",S,-4.1679688,1,entities,4.1679688,entities
meta-llama/Meta-Llama-3-8B,"When an irresistible force meets an immovable object, you get two very angry women.",J,-5.0507812,1,women,5.0507812,women
meta-llama/Meta-Llama-3-8B,"When he stepped into the elevator, he knew Jennifer had just been there by the smell of her perfume.",E,-0.2709961,1,perfume,0.2709961,perfume
meta-llama/Meta-Llama-3-8B,"When I asked how long I should cook the noodles, he said at least ten inches.",J,-11.640625,1,inches,11.640625,inches
meta-llama/Meta-Llama-3-8B,"When I asked how long I should cook the noodles, he said at least ten seconds.",S,-5.015625,1,seconds,5.015625,seconds
meta-llama/Meta-Llama-3-8B,"When I asked the bartender for something cold and full of rum, he recommended his daiquiri.",S,-6.37607193,3,daiquiri,6.37607193,daiquiri
meta-llama/Meta-Llama-3-8B,"When I asked the bartender for something cold and full of rum, he recommended his wife.",J,-7.2109375,1,wife,7.2109375,wife
meta-llama/Meta-Llama-3-8B,"When I found out how much my wife spent on dresses last year, I dumped her and proposed to the dressmaker.",J,-6.8964843,2,dressmaker,6.8964843,dressmaker
meta-llama/Meta-Llama-3-8B,"When I found out how much my wife spent on dresses last year, I dumped her and proposed to the mistress.",S,-7.4101562,1,mistress,7.4101562,mistress
meta-llama/Meta-Llama-3-8B,"When it comes to keeping warm, nothing beats a thermal brunette.",J,-15.4296875,1,brunette,15.4296875,brunette
meta-llama/Meta-Llama-3-8B,"When it comes to keeping warm, nothing beats a thermal parka.",S,-6.71257782,2,parka,6.71257782,parka
meta-llama/Meta-Llama-3-8B,"When John bought a bulldog, it was no time at all before he had that dog eating out of his fingers.",S,-7.21875,1,fingers,7.21875,fingers
meta-llama/Meta-Llama-3-8B,"When John bought a bulldog, it was no time at all before he had that dog eating out of his leg.",J,-14.40625,1,leg,14.40625,leg
meta-llama/Meta-Llama-3-8B,"When reviewing your notes for a test, the most important ones will be capitalized.",S,-8.453125,1,capitalized,8.453125,capitalized
meta-llama/Meta-Llama-3-8B,"When reviewing your notes for a test, the most important ones will be illegible.",J,-11.098869324,2,illegible,11.098869324,illegible
meta-llama/Meta-Llama-3-8B,"When the kid came into the store and asked for empty boxes, the owner gave him the crate.",S,-9.546875,1,crate,9.546875,crate
meta-llama/Meta-Llama-3-8B,"When the kid came into the store and asked for empty boxes, the owner gave him the register.",J,-11.484375,1,register,11.484375,register
meta-llama/Meta-Llama-3-8B,When they were in London they visited Buckingham Palace.,E,-0.07556152,1,Palace,0.07556152,Palace
meta-llama/Meta-Llama-3-8B,"When we got divorced, my wife and I split the house; she got the inside.",J,-5.5429688,1,inside,5.5429688,inside
meta-llama/Meta-Llama-3-8B,"When we got divorced, my wife and I split the house; she got the kitchen.",S,-3.4257812,1,kitchen,3.4257812,kitchen
meta-llama/Meta-Llama-3-8B,"When we watch a sexy movie, my wife leans over and breathes on my collar.",S,-5.4960938,1,collar,5.4960938,collar
meta-llama/Meta-Llama-3-8B,"When we watch a sexy movie, my wife leans over and breathes on my glasses.",J,-7.7070312,1,glasses,7.7070312,glasses
meta-llama/Meta-Llama-3-8B,"When you go to bed, turn off the lights.",E,-1.3886719,1,lights,1.3886719,lights
meta-llama/Meta-Llama-3-8B,"When you own an ice cream business, your favorite flavor is aspirin.",J,-14.8095703,2,aspirin,14.8095703,aspirin
meta-llama/Meta-Llama-3-8B,"When you own an ice cream business, your favorite flavor is everything.",S,-5.8632812,1,everything,5.8632812,everything
meta-llama/Meta-Llama-3-8B,"Where I'm from, the two most common elements are hydrogen and nitrogen.",S,-3.484375,1,nitrogen,3.484375,nitrogen
meta-llama/Meta-Llama-3-8B,"Where I'm from, the two most common elements are hydrogen and stupidity.",J,-4.0859375,1,stupidity,4.0859375,stupidity
meta-llama/Meta-Llama-3-8B,"Women don't dress to please men; if they did, they'd dress a lot faster.",J,-10.78125,1,faster,10.78125,faster
meta-llama/Meta-Llama-3-8B,"Women don't dress to please men; if they did, they'd dress a lot scantier.",S,-12.3062696457,2,scantier,12.3062696457,scantier
meta-llama/Meta-Llama-3-8B,Women were not allowed to vote until when Congress passed the nineteenth amendment to the constitution.,E,-1.1708984,1,constitution,1.1708984,constitution
meta-llama/Meta-Llama-3-8B,Yesterday they canoed down the river.,E,-1.2939453,1,river,1.2939453,river
meta-llama/Meta-Llama-3-8B,You can keep your kids out of hot water with dishes.,J,-9.1875,1,dishes,9.1875,dishes
meta-llama/Meta-Llama-3-8B,You can keep your kids out of hot water with rules.,S,-8.5625,1,rules,8.5625,rules
meta-llama/Meta-Llama-3-8B,You could tell he had grown up in the South by his accent.,E,-1.2001953,1,accent,1.2001953,accent
