model,sentence,condition,log_prob,num_tokens,identified_token,surprisal,final_word
meta-llama/Meta-Llama-3-70B,Politicians who are as American as apple pie still want their rewards.,S,-10.484375,1,rewards,10.484375,rewards
meta-llama/Meta-Llama-3-70B,Politicians who are as American as apple pie still want their slice.,J,-3.5546875,1,slice,3.5546875,slice
meta-llama/Meta-Llama-3-70B,Save the whales; start a coalition.,S,-8.71875,1,coalition,8.71875,coalition
meta-llama/Meta-Llama-3-70B,Save the whales; start a collection.,J,-7.7695312,1,collection,7.7695312,collection
meta-llama/Meta-Llama-3-70B,She always told girls not to look for a husband but just to date bachelors.,J,-12.279239604499999,3,bachelors,12.279239604499999,bachelors
meta-llama/Meta-Llama-3-70B,She always told girls not to look for a husband but just to date someone.,S,-4.3515625,1,someone,4.3515625,someone
meta-llama/Meta-Llama-3-70B,"She asked what state he was born in, and he said in the East.",S,-6.1835938,1,East,6.1835938,East
meta-llama/Meta-Llama-3-70B,"She asked what state he was born in, and he said in the nude.",J,-6.8359375,1,nude,6.8359375,nude
meta-llama/Meta-Llama-3-70B,She bought her father a tasteful tie for his birthday.,E,-0.15441895,1,birthday,0.15441895,birthday
meta-llama/Meta-Llama-3-70B,She called her husband at his office.,E,-0.76171875,1,office,0.76171875,office
meta-llama/Meta-Llama-3-70B,"She is so modest, she pulls down the shade to change her jacket.",S,-12.25,1,jacket,12.25,jacket
meta-llama/Meta-Llama-3-70B,"She is so modest, she pulls down the shade to change her mind.",J,-0.21850586,1,mind,0.21850586,mind
meta-llama/Meta-Llama-3-70B,She puts something behind her ears to attract men; lately she's been using her ankles.,J,-2.3339844,1,ankles,2.3339844,ankles
meta-llama/Meta-Llama-3-70B,She puts something behind her ears to attract men; lately she's been using her vanilla.,S,-14.3984375,1,vanilla,14.3984375,vanilla
meta-llama/Meta-Llama-3-70B,She read so much about the bad effects of cigarettes she decided to give up the habit.,S,-1.4599609,1,habit,1.4599609,habit
meta-llama/Meta-Llama-3-70B,She read so much about the bad effects of cigarettes she decided to give up the reading.,J,-2.0625,1,reading,2.0625,reading
meta-llama/Meta-Llama-3-70B,She tied up her hair with a yellow ribbon.,E,-0.31640625,1,ribbon,0.31640625,ribbon
meta-llama/Meta-Llama-3-70B,"She told him he looked like a million, and she meant every century.",J,-9.6796875,1,century,9.6796875,century
meta-llama/Meta-Llama-3-70B,"She told him he looked like a million, and she meant every syllable.",S,-3.275894115,2,syllable,3.275894115,syllable
meta-llama/Meta-Llama-3-70B,She used a needle and a tweezers to pull out the splinter.,E,-2.96166997,2,splinter,2.96166997,splinter
meta-llama/Meta-Llama-3-70B,She was suddenly called back to New York and had to take a cab to the airport.,E,-0.18200684,1,airport,0.18200684,airport
meta-llama/Meta-Llama-3-70B,"She went on a fourteen day diet, but she only lost two ounces.",S,-6.3242188,1,ounces,6.3242188,ounces
meta-llama/Meta-Llama-3-70B,"She went on a fourteen day diet, but she only lost two weeks.",J,-1.3476562,1,weeks,1.3476562,weeks
meta-llama/Meta-Llama-3-70B,She's happy because she finally has a boyfriend who gets along with her father.,S,-3.6132812,1,father,3.6132812,father
meta-llama/Meta-Llama-3-70B,She's happy because she finally has a boyfriend who gets along with her fiance.,J,-8.765625,1,fiance,8.765625,fiance
meta-llama/Meta-Llama-3-70B,"Some babies are born to rule, while others are male.",J,-13.21875,1,male,13.21875,male
meta-llama/Meta-Llama-3-70B,"Some babies are born to rule, while others are weak.",S,-12.0546875,1,weak,12.0546875,weak
meta-llama/Meta-Llama-3-70B,"Some husbands are good providers, but only if you count children.",J,-5.3867188,1,children,5.3867188,children
meta-llama/Meta-Llama-3-70B,"Some husbands are good providers, but only if you count salary.",S,-8.796875,1,salary,8.796875,salary
meta-llama/Meta-Llama-3-70B,Some people think courtship is the first in a series of steps leading to divorce.,J,-6.6445312,1,divorce,6.6445312,divorce
meta-llama/Meta-Llama-3-70B,Some people think courtship is the first in a series of steps leading to romance.,S,-6.5273438,1,romance,6.5273438,romance
meta-llama/Meta-Llama-3-70B,Some people's only culture is bacteria.,J,-11.453125,1,bacteria,11.453125,bacteria
meta-llama/Meta-Llama-3-70B,Some people's only culture is radio.,S,-8.40625,1,radio,8.40625,radio
meta-llama/Meta-Llama-3-70B,"Statistics indicate that Americans spend eighty million a year on games of chance, mostly blackjack.",S,-6.9179688,1,blackjack,6.9179688,blackjack
meta-llama/Meta-Llama-3-70B,"Statistics indicate that Americans spend eighty million a year on games of chance, mostly weddings.",J,-13.34375,1,weddings,13.34375,weddings
meta-llama/Meta-Llama-3-70B,Sunday is the day we bow our heads and putt.,J,-15.3359375,1,putt,15.3359375,putt
meta-llama/Meta-Llama-3-70B,Sunday is the day we bow our heads and rest.,S,-6.2773438,1,rest,6.2773438,rest
meta-llama/Meta-Llama-3-70B,The accident injured his spinal cord and his legs are paralyzed.,E,-1.0,1,paralyzed,1.0,paralyzed
meta-llama/Meta-Llama-3-70B,The art museum just acquired an early Rembrandt; it's done in charcoal.,S,-6.1015625,1,charcoal,6.1015625,charcoal
meta-llama/Meta-Llama-3-70B,The art museum just acquired an early Rembrandt; it's done in Crayola.,J,-10.84991455,3,Crayola,10.84991455,Crayola
meta-llama/Meta-Llama-3-70B,The baby cried and upset her mother.,E,-1.0654297,1,mother,1.0654297,mother
meta-llama/Meta-Llama-3-70B,The bartender dropped two olives into the strong martini.,E,-2.6554041158999997,2,martini,2.6554041158999997,martini
meta-llama/Meta-Llama-3-70B,The best bargain I ever got was when I went to a family garage sale and bought a grandma.,J,-11.203125,1,grandma,11.203125,grandma
meta-llama/Meta-Llama-3-70B,The best bargain I ever got was when I went to a family garage sale and bought a toaster.,S,-7.2226562,1,toaster,7.2226562,toaster
meta-llama/Meta-Llama-3-70B,The best gift for the man who has everything is neckties.,S,-13.4726563,2,neckties,13.4726563,neckties
meta-llama/Meta-Llama-3-70B,The best gift for the man who has everything is penicillin.,J,-12.7455520505,3,penicillin,12.7455520505,penicillin
meta-llama/Meta-Llama-3-70B,The best way to keep the milk from turning sour is to keep it in the cold.,S,-4.0273438,1,cold,4.0273438,cold
meta-llama/Meta-Llama-3-70B,The best way to keep the milk from turning sour is to keep it in the cow.,J,-4.8789062,1,cow,4.8789062,cow
meta-llama/Meta-Llama-3-70B,The best way to remove coffee stains from a white blouse is with detergent.,S,-5.7734375,1,detergent,5.7734375,detergent
meta-llama/Meta-Llama-3-70B,The best way to remove coffee stains from a white blouse is with scissors.,J,-13.0,1,scissors,13.0,scissors
meta-llama/Meta-Llama-3-70B,The best way to stop an elephant from charging is to cut off its credit.,J,-8.4375,1,credit,8.4375,credit
meta-llama/Meta-Llama-3-70B,The best way to stop an elephant from charging is to cut off its toes.,S,-5.421875,1,toes,5.421875,toes
meta-llama/Meta-Llama-3-70B,The bill was due at the end of the month.,E,-0.38061523,1,month,0.38061523,month
meta-llama/Meta-Llama-3-70B,The book that tells you where you can go on vacation is called a checkbook.,J,-11.7680664,2,checkbook,11.7680664,checkbook
meta-llama/Meta-Llama-3-70B,The book that tells you where you can go on vacation is called a guidebook.,S,-2.15478512,2,guidebook,2.15478512,guidebook
meta-llama/Meta-Llama-3-70B,The children held their hands and formed a circle.,E,-0.57373047,1,circle,0.57373047,circle
meta-llama/Meta-Llama-3-70B,The choir sang hymns while the people listened.,E,-4.0546875,1,listened,4.0546875,listened
meta-llama/Meta-Llama-3-70B,"The convict told his cellmate how he'd blown all the money he stole on wine, women, and crack.",S,-10.25,1,crack,10.25,crack
meta-llama/Meta-Llama-3-70B,"The convict told his cellmate how he'd blown all the money he stole on wine, women, and lawyers.",J,-8.1171875,1,lawyers,8.1171875,lawyers
meta-llama/Meta-Llama-3-70B,"The cops claimed that the prisoner just decided to come clean, but most people think he was forced into the admission.",S,-3.1015625,1,admission,3.1015625,admission
meta-llama/Meta-Llama-3-70B,"The cops claimed that the prisoner just decided to come clean, but most people think he was forced into the bathtub.",J,-12.28125,1,bathtub,12.28125,bathtub
meta-llama/Meta-Llama-3-70B,The curse of heavy drinking is that afterwards you get a huge bartab.,J,-14.069015503,2,bartab,14.069015503,bartab
meta-llama/Meta-Llama-3-70B,The curse of heavy drinking is that afterwards you get a huge headache.,S,-2.28125,1,headache,2.28125,headache
meta-llama/Meta-Llama-3-70B,The difference between a dog and a fox is about five beers.,J,-4.3867188,1,beers,4.3867188,beers
meta-llama/Meta-Llama-3-70B,The difference between a dog and a fox is about five degrees.,S,-5.3007812,1,degrees,5.3007812,degrees
meta-llama/Meta-Llama-3-70B,The difference between a good speaker and a bad one is often a nice diction.,S,-9.8300781,2,diction,9.8300781,diction
meta-llama/Meta-Llama-3-70B,The difference between a good speaker and a bad one is often a nice nap.,J,-9.0234375,1,nap,9.0234375,nap
meta-llama/Meta-Llama-3-70B,The doctor said he could have a stroke because his arteries were getting narrow and clogged.,E,-3.050323536,2,clogged,3.050323536,clogged
meta-llama/Meta-Llama-3-70B,The doctor told her not to scratch no matter how much it itched.,E,-0.39251709,2,itched,0.39251709,itched
meta-llama/Meta-Llama-3-70B,The farmer put a new engine in his old tractor.,E,-0.6845703,1,tractor,0.6845703,tractor
meta-llama/Meta-Llama-3-70B,The first thing he does every morning is sit in the lotus position and meditate.,E,-0.863998438,2,meditate,0.863998438,meditate
meta-llama/Meta-Llama-3-70B,The first two hundred story building opened in Chicago; it was a hotel.,S,-3.4140625,1,hotel,3.4140625,hotel
meta-llama/Meta-Llama-3-70B,The first two hundred story building opened in Chicago; it was a library.,J,-8.171875,1,library,8.171875,library
meta-llama/Meta-Llama-3-70B,The garment bag kept his suit from getting wrinkled.,E,-0.402729033,2,wrinkled,0.402729033,wrinkled
meta-llama/Meta-Llama-3-70B,The husband who catches his wife in the act is probably on the snoop.,S,-15.9101562,2,snoop,15.9101562,snoop
meta-llama/Meta-Llama-3-70B,The husband who catches his wife in the act is probably on the trapeze.,J,-13.672073313999999,3,trapeze,13.672073313999999,trapeze
meta-llama/Meta-Llama-3-70B,The last time a guy in a mask took all my money I was in shock.,S,-10.875,1,shock,10.875,shock
meta-llama/Meta-Llama-3-70B,The last time a guy in a mask took all my money I was in surgery.,J,-7.5,1,surgery,7.5,surgery
meta-llama/Meta-Llama-3-70B,The lawyer feared that his client was guilty.,E,-3.0,1,guilty,3.0,guilty
meta-llama/Meta-Llama-3-70B,The luggage handler seemed to take great delight in tossing the boxes marked fragile.,E,-2.1542969,1,fragile,2.1542969,fragile
meta-llama/Meta-Llama-3-70B,The mole lived in a hole in the ground.,E,-0.6357422,1,ground,0.6357422,ground
meta-llama/Meta-Llama-3-70B,The most popular instrument in a Scottish marching band is the bagpipe.,E,-1.04199216,2,bagpipe,1.04199216,bagpipe
meta-llama/Meta-Llama-3-70B,The most prevalent form of legalized gambling is betting.,S,-4.3398438,1,betting,4.3398438,betting
meta-llama/Meta-Llama-3-70B,The most prevalent form of legalized gambling is elections.,J,-13.3203125,1,elections,13.3203125,elections
meta-llama/Meta-Llama-3-70B,The movers put the sofa on the bare floor.,E,-0.76660156,1,floor,0.76660156,floor
meta-llama/Meta-Llama-3-70B,"The new tax forms are more realistic-- where your wife signs, it says: accomplice.",J,-13.661930084,2,accomplice,13.661930084,accomplice
meta-llama/Meta-Llama-3-70B,"The new tax forms are more realistic-- where your wife signs, it says: partner.",S,-11.9140625,1,partner,11.9140625,partner
meta-llama/Meta-Llama-3-70B,The newspaper photo was so murky he couldn't figure out who it was until he read the caption.,E,-0.23937988,1,caption,0.23937988,caption
meta-llama/Meta-Llama-3-70B,The nurse gave him detailed instructions about how to clean the wound and put on a fresh bandage.,E,-0.5481109681999999,2,bandage,0.5481109681999999,bandage
meta-llama/Meta-Llama-3-70B,The old wealthy family lived in a twelve bedroom mansion.,E,-1.0498047,1,mansion,1.0498047,mansion
meta-llama/Meta-Llama-3-70B,The only crop that is grown in America and harvested abroad is the American tobacco.,S,-2.7460938,1,tobacco,2.7460938,tobacco
meta-llama/Meta-Llama-3-70B,The only crop that is grown in America and harvested abroad is the American tourist.,J,-6.0898438,1,tourist,6.0898438,tourist
meta-llama/Meta-Llama-3-70B,The only fishing through the ice that some men ever do is for the olive.,J,-11.109375,1,olive,11.109375,olive
meta-llama/Meta-Llama-3-70B,The only fishing through the ice that some men ever do is for the trout.,S,-3.5351562,1,trout,3.5351562,trout
meta-llama/Meta-Llama-3-70B,The only ones who want me for my body are losers.,S,-9.609375,1,losers,9.609375,losers
meta-llama/Meta-Llama-3-70B,The only ones who want me for my body are mosquitoes.,J,-5.859375,1,mosquitoes,5.859375,mosquitoes
meta-llama/Meta-Llama-3-70B,The only person who sticks closer to you in adversity than a friend is a creditor.,J,-0.0042152405,1,creditor,0.0042152405,creditor
meta-llama/Meta-Llama-3-70B,The only person who sticks closer to you in adversity than a friend is a spouse.,S,-13.953125,1,spouse,13.953125,spouse
meta-llama/Meta-Llama-3-70B,The only place where you can find people who spend all their time minding their own business is the bank.,S,-8.03125,1,bank,8.03125,bank
meta-llama/Meta-Llama-3-70B,The only place where you can find people who spend all their time minding their own business is the cemetery.,J,-0.8203125,1,cemetery,0.8203125,cemetery
meta-llama/Meta-Llama-3-70B,The only thing money can't buy is generosity.,S,-10.0078125,1,generosity,10.0078125,generosity
meta-llama/Meta-Llama-3-70B,The only thing money can't buy is poverty.,J,-2.09375,1,poverty,2.09375,poverty
meta-llama/Meta-Llama-3-70B,The only time my father ever raised a hand to his children was in discipline.,S,-7.1679688,1,discipline,7.1679688,discipline
meta-llama/Meta-Llama-3-70B,The only time my father ever raised a hand to his children was in self-defense.,J,-3.3154296600000004,2,self-defense,3.3154296600000004,self-defense
meta-llama/Meta-Llama-3-70B,The paint turned out to be the wrong color.,E,-0.7084961,1,color,0.7084961,color
meta-llama/Meta-Llama-3-70B,The painter used water-based paint for the interior of the house but enamel for the exterior.,E,-0.5385742,1,exterior,0.5385742,exterior
meta-llama/Meta-Llama-3-70B,The penalty for dishonesty is the disgrace of dying rich.,J,-5.0078125,1,rich,5.0078125,rich
meta-llama/Meta-Llama-3-70B,The penalty for dishonesty is the disgrace of dying unloved.,S,-5.780731126,3,unloved,5.780731126,unloved
meta-llama/Meta-Llama-3-70B,The perfect companion to a vegetarian dinner is a salad.,S,-4.1015625,1,salad,4.1015625,salad
meta-llama/Meta-Llama-3-70B,The perfect companion to a vegetarian dinner is a steak.,J,-8.2265625,1,steak,8.2265625,steak
meta-llama/Meta-Llama-3-70B,The policeman saw him throw the bottle out the window and gave him a ticket for littering.,E,-0.10967254629999999,2,littering,0.10967254629999999,littering
meta-llama/Meta-Llama-3-70B,The Republican candidate won the election by a landslide.,E,-1.5078125,1,landslide,1.5078125,landslide
meta-llama/Meta-Llama-3-70B,The rodeo champion was quite proud of his big silver belt buckle.,E,-0.03753662,1,buckle,0.03753662,buckle
meta-llama/Meta-Llama-3-70B,The show had one act that was really offbeat: the clowns.,S,-7.36523438,2,clowns,7.36523438,clowns
meta-llama/Meta-Llama-3-70B,The show had one act that was really offbeat: the singer.,J,-6.9335938,1,singer,6.9335938,singer
meta-llama/Meta-Llama-3-70B,The surgeon tried vainly to save his patient.,E,-1.7177734,1,patient,1.7177734,patient
meta-llama/Meta-Llama-3-70B,The teacher wrote the problem on the board.,E,-0.36645508,1,board,0.36645508,board
meta-llama/Meta-Llama-3-70B,The terrorists planted a bomb in the airport and four people were killed in the explosion.,E,-0.83447266,1,explosion,0.83447266,explosion
meta-llama/Meta-Llama-3-70B,The tourist bureau told the visitors there was plenty of hunting in this part of the country but very little finding.,J,-8.578125,1,finding,8.578125,finding
meta-llama/Meta-Llama-3-70B,The tourist bureau told the visitors there was plenty of hunting in this part of the country but very little sightseeing.,S,-8.57788086,2,sightseeing,8.57788086,sightseeing
meta-llama/Meta-Llama-3-70B,The victim was rushed to the hospital in an ambulance.,E,-0.33007812,1,ambulance,0.33007812,ambulance
meta-llama/Meta-Llama-3-70B,The visitor stared at the grandfather clock and seemed almost hypnotized by the swinging of the pendulum.,E,-0.20697021270000002,2,pendulum,0.20697021270000002,pendulum
meta-llama/Meta-Llama-3-70B,The whole town came to hear their mayor speak.,E,-1.5175781,1,speak,1.5175781,speak
meta-llama/Meta-Llama-3-70B,The wind was so strong it blew out three fuses.,J,-7.80126953,2,fuses,7.80126953,fuses
meta-llama/Meta-Llama-3-70B,The wind was so strong it blew out three streetlights.,S,-4.7783203,2,streetlights,4.7783203,streetlights
meta-llama/Meta-Llama-3-70B,The woman in the grocery store was handing out free samples.,E,-0.23962402,1,samples,0.23962402,samples
meta-llama/Meta-Llama-3-70B,The woman who has her husband eating out of her hand must save a lot of dishwashing.,J,-6.18945312,2,dishwashing,6.18945312,dishwashing
meta-llama/Meta-Llama-3-70B,The woman who has her husband eating out of her hand must save a lot of heartbreak.,S,-11.3632813,2,heartbreak,11.3632813,heartbreak
meta-llama/Meta-Llama-3-70B,There were over a hundred trees in the apple orchard.,E,-0.090576172,2,orchard,0.090576172,orchard
meta-llama/Meta-Llama-3-70B,They planned to dig a tunnel in order to escape.,E,-0.36767578,1,escape,0.36767578,escape
meta-llama/Meta-Llama-3-70B,They redecorated the bar with new drunks.,J,-13.8710938,2,drunks,13.8710938,drunks
meta-llama/Meta-Llama-3-70B,They redecorated the bar with new wood.,S,-4.5898438,1,wood,4.5898438,wood
meta-llama/Meta-Llama-3-70B,They went to Las Vegas and got married in one of those quickie wedding chapels.,E,-0.1838483829,2,chapels,0.1838483829,chapels
meta-llama/Meta-Llama-3-70B,This fall two things are turning yellow: trees and bushes.,S,-11.171875,1,bushes,11.171875,bushes
meta-llama/Meta-Llama-3-70B,This fall two things are turning yellow: trees and investors.,J,-8.1796875,1,investors,8.1796875,investors
meta-llama/Meta-Llama-3-70B,"This house comes with a lot of extras, mostly termites.",J,-11.65557861,2,termites,11.65557861,termites
meta-llama/Meta-Llama-3-70B,"This house comes with a lot of extras, mostly upgrades.",S,-5.1757812,1,upgrades,5.1757812,upgrades
meta-llama/Meta-Llama-3-70B,"This new computer works so quickly, it comes complete with games.",S,-8.1171875,1,games,8.1171875,games
meta-llama/Meta-Llama-3-70B,"This new computer works so quickly, it comes complete with ulcers.",J,-13.2177734,2,ulcers,13.2177734,ulcers
meta-llama/Meta-Llama-3-70B,"Though most people think it's Rome, the world's most beloved capital is actually dollars.",J,-17.640625,1,dollars,17.640625,dollars
meta-llama/Meta-Llama-3-70B,"Though most people think it's Rome, the world's most beloved capital is actually Vienna.",S,-7.2734375,1,Vienna,7.2734375,Vienna
meta-llama/Meta-Llama-3-70B,Three people were killed in a major highway accident.,E,-1.0820312,1,accident,1.0820312,accident
meta-llama/Meta-Llama-3-70B,Tim threw a rock and broke the window.,E,-0.3334961,1,window,0.3334961,window
meta-llama/Meta-Llama-3-70B,"To clothe one soldier, it takes the wool from two sheep and the hides from three animals.",S,-5.6015625,1,animals,5.6015625,animals
meta-llama/Meta-Llama-3-70B,"To clothe one soldier, it takes the wool from two sheep and the hides from three taxpayers.",J,-16.671875,1,taxpayers,16.671875,taxpayers
meta-llama/Meta-Llama-3-70B,"To get something done, a committee should consist of no more than three people, two of whom are dead.",J,-12.4296875,1,dead,12.4296875,dead
meta-llama/Meta-Llama-3-70B,"To get something done, a committee should consist of no more than three people, two of whom are workers.",S,-26.0625,1,workers,26.0625,workers
meta-llama/Meta-Llama-3-70B,To keep the dogs out of the yard he put up a fence.,E,-1.1855469,1,fence,1.1855469,fence
meta-llama/Meta-Llama-3-70B,To pay for the car Al simply wrote a check.,E,-0.7836914,1,check,0.7836914,check
meta-llama/Meta-Llama-3-70B,Too many girls believe that the chief foundation for true love is a large fortune.,S,-1.1269531,1,fortune,1.1269531,fortune
meta-llama/Meta-Llama-3-70B,Too many girls believe that the chief foundation for true love is a large stone.,J,-10.359375,1,stone,10.359375,stone
meta-llama/Meta-Llama-3-70B,Two things are essential for success: wealth and fame.,S,-3.8515625,1,fame,3.8515625,fame
meta-llama/Meta-Llama-3-70B,Two things are essential for success: wealth and money.,J,-4.9921875,1,money,4.9921875,money
meta-llama/Meta-Llama-3-70B,We finally got a decent picture on the TV after an hour of adjusting the antenna.,E,-1.40625,1,antenna,1.40625,antenna
meta-llama/Meta-Llama-3-70B,We live in a lovely suburb; it's just two miles beyond our income.,J,-10.15625,1,income,10.15625,income
meta-llama/Meta-Llama-3-70B,We live in a lovely suburb; it's just two miles beyond our town.,S,-2.671875,1,town,2.671875,town
meta-llama/Meta-Llama-3-70B,"We used to have food on the table as soon as the customer was seated, but our new system requires more effort.",S,-4.2460938,1,effort,4.2460938,effort
meta-llama/Meta-Llama-3-70B,"We used to have food on the table as soon as the customer was seated, but our new system requires more plates.",J,-7.8398438,1,plates,7.8398438,plates
meta-llama/Meta-Llama-3-70B,"When an irresistible force meets an immovable object, you get two very angry entities.",S,-6.4609375,1,entities,6.4609375,entities
meta-llama/Meta-Llama-3-70B,"When an irresistible force meets an immovable object, you get two very angry women.",J,-4.2265625,1,women,4.2265625,women
meta-llama/Meta-Llama-3-70B,"When he stepped into the elevator, he knew Jennifer had just been there by the smell of her perfume.",E,-0.24169922,1,perfume,0.24169922,perfume
meta-llama/Meta-Llama-3-70B,"When I asked how long I should cook the noodles, he said at least ten inches.",J,-12.0703125,1,inches,12.0703125,inches
meta-llama/Meta-Llama-3-70B,"When I asked how long I should cook the noodles, he said at least ten seconds.",S,-5.4921875,1,seconds,5.4921875,seconds
meta-llama/Meta-Llama-3-70B,"When I asked the bartender for something cold and full of rum, he recommended his daiquiri.",S,-6.701877544,3,daiquiri,6.701877544,daiquiri
meta-llama/Meta-Llama-3-70B,"When I asked the bartender for something cold and full of rum, he recommended his wife.",J,-7.6132812,1,wife,7.6132812,wife
meta-llama/Meta-Llama-3-70B,"When I found out how much my wife spent on dresses last year, I dumped her and proposed to the dressmaker.",J,-3.7915039299999997,2,dressmaker,3.7915039299999997,dressmaker
meta-llama/Meta-Llama-3-70B,"When I found out how much my wife spent on dresses last year, I dumped her and proposed to the mistress.",S,-7.46875,1,mistress,7.46875,mistress
meta-llama/Meta-Llama-3-70B,"When it comes to keeping warm, nothing beats a thermal brunette.",J,-16.390625,1,brunette,16.390625,brunette
meta-llama/Meta-Llama-3-70B,"When it comes to keeping warm, nothing beats a thermal parka.",S,-8.4566345215,2,parka,8.4566345215,parka
meta-llama/Meta-Llama-3-70B,"When John bought a bulldog, it was no time at all before he had that dog eating out of his fingers.",S,-11.0078125,1,fingers,11.0078125,fingers
meta-llama/Meta-Llama-3-70B,"When John bought a bulldog, it was no time at all before he had that dog eating out of his leg.",J,-13.40625,1,leg,13.40625,leg
meta-llama/Meta-Llama-3-70B,"When reviewing your notes for a test, the most important ones will be capitalized.",S,-10.578125,1,capitalized,10.578125,capitalized
meta-llama/Meta-Llama-3-70B,"When reviewing your notes for a test, the most important ones will be illegible.",J,-10.4801807404,2,illegible,10.4801807404,illegible
meta-llama/Meta-Llama-3-70B,"When the kid came into the store and asked for empty boxes, the owner gave him the crate.",S,-8.9765625,1,crate,8.9765625,crate
meta-llama/Meta-Llama-3-70B,"When the kid came into the store and asked for empty boxes, the owner gave him the register.",J,-11.203125,1,register,11.203125,register
meta-llama/Meta-Llama-3-70B,When they were in London they visited Buckingham Palace.,E,-0.06744385,1,Palace,0.06744385,Palace
meta-llama/Meta-Llama-3-70B,"When we got divorced, my wife and I split the house; she got the inside.",J,-0.5698242,1,inside,0.5698242,inside
meta-llama/Meta-Llama-3-70B,"When we got divorced, my wife and I split the house; she got the kitchen.",S,-3.7421875,1,kitchen,3.7421875,kitchen
meta-llama/Meta-Llama-3-70B,"When we watch a sexy movie, my wife leans over and breathes on my collar.",S,-7.9570312,1,collar,7.9570312,collar
meta-llama/Meta-Llama-3-70B,"When we watch a sexy movie, my wife leans over and breathes on my glasses.",J,-6.6445312,1,glasses,6.6445312,glasses
meta-llama/Meta-Llama-3-70B,"When you go to bed, turn off the lights.",E,-0.7578125,1,lights,0.7578125,lights
meta-llama/Meta-Llama-3-70B,"When you own an ice cream business, your favorite flavor is aspirin.",J,-13.99707031,2,aspirin,13.99707031,aspirin
meta-llama/Meta-Llama-3-70B,"When you own an ice cream business, your favorite flavor is everything.",S,-5.7929688,1,everything,5.7929688,everything
meta-llama/Meta-Llama-3-70B,"Where I'm from, the two most common elements are hydrogen and nitrogen.",S,-6.140625,1,nitrogen,6.140625,nitrogen
meta-llama/Meta-Llama-3-70B,"Where I'm from, the two most common elements are hydrogen and stupidity.",J,-0.1496582,1,stupidity,0.1496582,stupidity
meta-llama/Meta-Llama-3-70B,"Women don't dress to please men; if they did, they'd dress a lot faster.",J,-6.8007812,1,faster,6.8007812,faster
meta-llama/Meta-Llama-3-70B,"Women don't dress to please men; if they did, they'd dress a lot scantier.",S,-8.348579407,2,scantier,8.348579407,scantier
meta-llama/Meta-Llama-3-70B,Women were not allowed to vote until when Congress passed the nineteenth amendment to the constitution.,E,-1.9863281,1,constitution,1.9863281,constitution
meta-llama/Meta-Llama-3-70B,Yesterday they canoed down the river.,E,-1.4824219,1,river,1.4824219,river
meta-llama/Meta-Llama-3-70B,You can keep your kids out of hot water with dishes.,J,-10.1328125,1,dishes,10.1328125,dishes
meta-llama/Meta-Llama-3-70B,You can keep your kids out of hot water with rules.,S,-7.46875,1,rules,7.46875,rules
meta-llama/Meta-Llama-3-70B,You could tell he had grown up in the South by his accent.,E,-1.9257812,1,accent,1.9257812,accent
