model,sentence,answer,shots,condition,correct,yes_lp,no_lp,lp_ratio
mistralai/Mixtral-8x7B-v0.1,My brother-in-law enjoys fixing things around the house so much he spent an hour last night just fixing our stove.,He's a real handyman.,0,S,yes,-2.2792969,-3.5605469,1.28125
mistralai/Mixtral-8x7B-v0.1,My church welcomes all denominations but prefers Mormons.,My church is strictly Catholic.,0,S,no,-2.9921875,-2.6640625,-0.328125
mistralai/Mixtral-8x7B-v0.1,My church welcomes all denominations but prefers twenties.,My church wants money.,0,J,yes,-2.4179688,-3.2773438,0.859375
mistralai/Mixtral-8x7B-v0.1,My doctor has never violated his oath: the oath he took years ago to become a millionaire.,My doctor charges a lot of money.,0,J,yes,-2.6054688,-3.4179688,0.8125
mistralai/Mixtral-8x7B-v0.1,My doctor has never violated his oath: the oath he took years ago to become a practitioner.,My doctor is very honorable.,0,S,yes,-2.609375,-3.78125,1.171875
mistralai/Mixtral-8x7B-v0.1,My husband took the money we were saving to buy a new car and blew it all at the laundry.,We had saved a lot of money.,0,J,no,-2.4941406,-3.5878906,1.09375
mistralai/Mixtral-8x7B-v0.1,My husband took the money we were saving to buy a new car and blew it all at the tables.,He gambled away our savings.,0,S,yes,-2.328125,-4.28125,1.953125
mistralai/Mixtral-8x7B-v0.1,"My mechanic couldn't fix my brakes, so he fixed my clutch.",My clutch was also broken.,0,S,yes,-2.59375,-3.96875,1.375
mistralai/Mixtral-8x7B-v0.1,"My mechanic couldn't fix my brakes, so he fixed my horn.","He figures if I can't stop, I'll have to honk at people.",0,J,yes,-2.5703125,-3.7578125,1.1875
mistralai/Mixtral-8x7B-v0.1,My wife did natural childbirth: no anesthetic.,She took drugs for the pain.,0,S,no,-2.8535156,-3.5410156,0.6875
mistralai/Mixtral-8x7B-v0.1,My wife did natural childbirth: no makeup.,My wife didn't wear makeup when she had her baby.,0,J,yes,-2.4804688,-3.6367188,1.15625
mistralai/Mixtral-8x7B-v0.1,"Nature has three ways of thinning the herd: drought, famine, and hunting.",Predatory hunting reduces the number of prey.,0,S,yes,-2.2871094,-3.8339844,1.546875
mistralai/Mixtral-8x7B-v0.1,"Nature has three ways of thinning the herd: drought, famine, and primaries.",Politics is a lot like nature.,0,J,yes,-2.5722656,-3.5722656,1.0
mistralai/Mixtral-8x7B-v0.1,No patient should leave the hospital until he's strong enough to face the cashier.,Hospital bills are quite expensive.,0,J,yes,-2.5625,-3.328125,0.765625
mistralai/Mixtral-8x7B-v0.1,No patient should leave the hospital until he's strong enough to face the outside.,Patients should be released as soon as possible.,0,S,no,-2.9628906,-3.1816406,0.21875
mistralai/Mixtral-8x7B-v0.1,None of his books made any sense.,His books were hard to understand.,0,E,yes,-2.1015625,-3.4296875,1.328125
mistralai/Mixtral-8x7B-v0.1,Nothing ages a woman faster than hardships.,A difficult life can make you look old.,0,S,yes,-2.4433594,-3.8808594,1.4375
mistralai/Mixtral-8x7B-v0.1,Nothing ages a woman faster than identification.,Many women lie about their age.,0,J,yes,-2.6933594,-3.4121094,0.71875
mistralai/Mixtral-8x7B-v0.1,Nothing in the known universe travels faster than gossip.,Rumors get around quickly.,0,J,yes,-2.2382812,-3.9570312,1.71875
mistralai/Mixtral-8x7B-v0.1,Nothing in the known universe travels faster than radiation.,Radiation travels at great speed.,0,S,yes,-2.3125,-3.84375,1.53125
mistralai/Mixtral-8x7B-v0.1,Nothing you put in a banana split is as potentially fattening as the spoon.,Eating banana splits can make you fat.,0,J,yes,-2.7148438,-3.4023438,0.6875
mistralai/Mixtral-8x7B-v0.1,Nothing you put in a banana split is as potentially fattening as the syrup.,Syrup has very few calories.,0,S,no,-3.0195312,-2.5664062,-0.453125
mistralai/Mixtral-8x7B-v0.1,"Now that the Hollywood couple has ironed out the divorce settlement, they can finally go ahead with their careers.",The divorce hadn't affected their work.,0,S,no,-2.4960938,-3.1992188,0.703125
mistralai/Mixtral-8x7B-v0.1,"Now that the Hollywood couple has ironed out the divorce settlement, they can finally go ahead with their nuptials.",They are already married.,0,J,no,-2.7089844,-3.0058594,0.296875
mistralai/Mixtral-8x7B-v0.1,"Once a week they hold a bingo game, and all the proceeds go to fight disease.",They are raising money to build a new church.,0,S,no,-2.7460938,-2.9960938,0.25
mistralai/Mixtral-8x7B-v0.1,"Once a week they hold a bingo game, and all the proceeds go to fight gambling.",They are raising money to help orphans.,0,J,no,-2.640625,-3.046875,0.40625
mistralai/Mixtral-8x7B-v0.1,One good turn gets most of the blanket.,"If you do nice things, people will give you blankets.",0,J,no,-3.0117188,-3.5742188,0.5625
mistralai/Mixtral-8x7B-v0.1,One good turn gets most of the profit.,Doing something good can earn you money.,0,S,yes,-2.6796875,-3.5859375,0.90625
mistralai/Mixtral-8x7B-v0.1,One good way to invest in the country is to buy a business.,Buying a business is bad for the economy.,0,S,no,-3.3144531,-2.4707031,-0.84375
mistralai/Mixtral-8x7B-v0.1,One good way to invest in the country is to buy a senator.,Politicians will do favors for money.,0,J,yes,-2.4882812,-3.5976562,1.109375
mistralai/Mixtral-8x7B-v0.1,One person who sure makes a long story short is my aunt.,My aunt talks a lot.,0,S,no,-2.4414062,-3.4414062,1.0
mistralai/Mixtral-8x7B-v0.1,One person who sure makes a long story short is my editor.,My editor cuts out parts of my stories.,0,J,yes,-2.3691406,-3.9003906,1.53125
mistralai/Mixtral-8x7B-v0.1,One thing that makes the world go round is detours.,Detours make people go around.,0,J,yes,-2.4667969,-3.5292969,1.0625
mistralai/Mixtral-8x7B-v0.1,One thing that makes the world go round is greed.,Most people don't care about money.,0,S,no,-2.9433594,-2.7871094,-0.15625
mistralai/Mixtral-8x7B-v0.1,One way to keep pornography away from teenagers is to put it in a cabinet.,Adult magazines should be put where adolescents won't get into them.,0,S,yes,-2.8339844,-3.8339844,1.0
mistralai/Mixtral-8x7B-v0.1,One way to keep pornography away from teenagers is to put it in a textbook.,Teenagers read their textbooks often.,0,J,no,-2.5292969,-2.9511719,0.421875
mistralai/Mixtral-8x7B-v0.1,Our new green car blocked the narrow driveway.,The car was parked in the garage.,0,E,no,-2.890625,-2.53125,-0.359375
mistralai/Mixtral-8x7B-v0.1,Our son brought home a note from school saying they need a written excuse for his presence.,The son does very well in school.,0,J,no,-2.7539062,-2.8476562,0.09375
mistralai/Mixtral-8x7B-v0.1,Our son brought home a note from school saying they need a written excuse for his tardiness.,He had been late for school.,0,S,yes,-2.3828125,-3.4453125,1.0625
mistralai/Mixtral-8x7B-v0.1,"Parents support clubs for teenagers, especially when they lack other forms of diversion.",Parents want their teenagers to have appropriate forms of entertainment.,0,S,yes,-2.578125,-3.984375,1.40625
mistralai/Mixtral-8x7B-v0.1,"Parents support clubs for teenagers, especially when they lack other forms of punishment.",Teenagers may need physical punishment.,0,J,yes,-2.8789062,-3.2070312,0.328125
mistralai/Mixtral-8x7B-v0.1,Paul heard a loud grinding noise when someone put a tin can right down the garbage disposal.,Paul broke the garbage disposal.,0,E,no,-2.5488281,-3.5332031,0.984375
mistralai/Mixtral-8x7B-v0.1,Politicians who are as American as apple pie still want their rewards.,Patriotic politicians don't care about personal glory.,0,S,no,-2.9023438,-3.3085938,0.40625
mistralai/Mixtral-8x7B-v0.1,Politicians who are as American as apple pie still want their slice.,Politicians are happy to do something for nothing.,0,J,no,-2.8105469,-3.5761719,0.765625
mistralai/Mixtral-8x7B-v0.1,Save the whales; start a coalition.,"To save an endangered species, it's best to act alone.",0,S,no,-3.03125,-2.890625,-0.140625
mistralai/Mixtral-8x7B-v0.1,Save the whales; start a collection.,It's important to protect endangered species in the wild.,0,J,no,-3.0664062,-3.6132812,0.546875
mistralai/Mixtral-8x7B-v0.1,She always told girls not to look for a husband but just to date bachelors.,It's better to date a married man.,0,J,no,-2.8125,-2.78125,-0.03125
mistralai/Mixtral-8x7B-v0.1,She always told girls not to look for a husband but just to date someone.,She thinks you should wait for the perfect man.,0,S,no,-2.890625,-3.40625,0.515625
mistralai/Mixtral-8x7B-v0.1,"She asked what state he was born in, and he said in the East.",He was a native Californian.,0,S,no,-2.8164062,-3.0351562,0.21875
mistralai/Mixtral-8x7B-v0.1,"She asked what state he was born in, and he said in the nude.",He said he was born in the North.,0,J,no,-2.6464844,-2.9902344,0.34375
mistralai/Mixtral-8x7B-v0.1,She bought her father a tasteful tie for his birthday.,She was giving her father a Christmas gift.,0,E,no,-2.3457031,-3.3613281,1.015625
mistralai/Mixtral-8x7B-v0.1,She called her husband at his office.,Her husband worked at home.,0,E,no,-3.0664062,-2.1132812,-0.953125
mistralai/Mixtral-8x7B-v0.1,"She is so modest, she pulls down the shade to change her jacket.",She doesn't want people to see her change clothes.,0,S,yes,-2.3867188,-3.6679688,1.28125
mistralai/Mixtral-8x7B-v0.1,"She is so modest, she pulls down the shade to change her mind.",She likes to show off in front of others.,0,J,no,-2.8417969,-3.0136719,0.171875
mistralai/Mixtral-8x7B-v0.1,She puts something behind her ears to attract men; lately she's been using her ankles.,She's very prudish.,0,J,no,-2.9707031,-2.9082031,-0.0625
mistralai/Mixtral-8x7B-v0.1,She puts something behind her ears to attract men; lately she's been using her vanilla.,She wears vanilla as a perfume.,0,S,yes,-2.3144531,-3.4238281,1.109375
mistralai/Mixtral-8x7B-v0.1,She read so much about the bad effects of cigarettes she decided to give up the habit.,She was going to quit smoking.,0,S,yes,-2.2363281,-3.9863281,1.75
mistralai/Mixtral-8x7B-v0.1,She read so much about the bad effects of cigarettes she decided to give up the reading.,She planned to quit smoking.,0,J,no,-2.6679688,-3.2304688,0.5625
mistralai/Mixtral-8x7B-v0.1,She tied up her hair with a yellow ribbon.,She had very short hair.,0,E,no,-2.890625,-2.609375,-0.28125
mistralai/Mixtral-8x7B-v0.1,"She told him he looked like a million, and she meant every century.",She thought he looked quite young and handsome.,0,J,no,-2.5410156,-3.3535156,0.8125
mistralai/Mixtral-8x7B-v0.1,"She told him he looked like a million, and she meant every syllable.",She thought he looked good.,0,S,yes,-2.4199219,-3.3574219,0.9375
mistralai/Mixtral-8x7B-v0.1,She used a needle and a tweezers to pull out the splinter.,She needed a scalpel to remove the splinter.,0,E,no,-2.9570312,-3.0039062,0.046875
mistralai/Mixtral-8x7B-v0.1,She was suddenly called back to New York and had to take a cab to the airport.,She was going to take a train.,0,E,no,-2.6445312,-3.4414062,0.796875
mistralai/Mixtral-8x7B-v0.1,"She went on a fourteen day diet, but she only lost two ounces.",She didn't lose much weight.,0,S,yes,-2.1523438,-4.0273438,1.8749999999999996
mistralai/Mixtral-8x7B-v0.1,"She went on a fourteen day diet, but she only lost two weeks.",She didn't lose any weight.,0,J,yes,-2.4609375,-3.4140625,0.953125
mistralai/Mixtral-8x7B-v0.1,She's happy because she finally has a boyfriend who gets along with her father.,Her father really liked her previous boyfriends.,0,S,no,-2.8554688,-3.2460938,0.390625
mistralai/Mixtral-8x7B-v0.1,She's happy because she finally has a boyfriend who gets along with her fiance.,She is dating more than one man.,0,J,yes,-2.6542969,-3.1542969,0.5
mistralai/Mixtral-8x7B-v0.1,"Some babies are born to rule, while others are male.",Males are born rulers.,0,J,no,-2.6523438,-3.0429688,0.390625
mistralai/Mixtral-8x7B-v0.1,"Some babies are born to rule, while others are weak.",Power starts at an early age.,0,S,yes,-2.5625,-3.625,1.0625
mistralai/Mixtral-8x7B-v0.1,"Some husbands are good providers, but only if you count children.",Some men don't take care of their families.,0,J,yes,-2.7207031,-3.4394531,0.71875
mistralai/Mixtral-8x7B-v0.1,"Some husbands are good providers, but only if you count salary.",Some men give their families nothing but money.,0,S,yes,-2.6738281,-3.6425781,0.96875
mistralai/Mixtral-8x7B-v0.1,Some people think courtship is the first in a series of steps leading to divorce.,One of those steps is marriage.,0,J,yes,-2.4003906,-3.4785156,1.078125
mistralai/Mixtral-8x7B-v0.1,Some people think courtship is the first in a series of steps leading to romance.,Some people still believe in romantic courtship.,0,S,yes,-2.6601562,-4.2070312,1.5468750000000004
mistralai/Mixtral-8x7B-v0.1,Some people's only culture is bacteria.,Everybody can appreciate the fine arts.,0,J,no,-3.0273438,-2.8867188,-0.140625
mistralai/Mixtral-8x7B-v0.1,Some people's only culture is radio.,Everyone watches television.,0,S,no,-2.9277344,-2.9121094,-0.015625
mistralai/Mixtral-8x7B-v0.1,"Statistics indicate that Americans spend eighty million a year on games of chance, mostly blackjack.",Americans like to gamble on card games.,0,S,yes,-2.4121094,-3.8652344,1.453125
mistralai/Mixtral-8x7B-v0.1,"Statistics indicate that Americans spend eighty million a year on games of chance, mostly weddings.",Getting married is a risky thing to do.,0,J,yes,-2.3613281,-3.2363281,0.875
mistralai/Mixtral-8x7B-v0.1,Sunday is the day we bow our heads and putt.,We go to church on Sunday.,0,J,no,-2.5976562,-3.1445312,0.546875
mistralai/Mixtral-8x7B-v0.1,Sunday is the day we bow our heads and rest.,We work hard on Sunday.,0,S,no,-2.8652344,-2.5839844,-0.28125
mistralai/Mixtral-8x7B-v0.1,The accident injured his spinal cord and his legs are paralyzed.,He can move his legs.,0,E,no,-3.2382812,-2.3945312,-0.84375
mistralai/Mixtral-8x7B-v0.1,The art museum just acquired an early Rembrandt; it's done in charcoal.,This early work is an oil painting.,0,S,no,-3.0371094,-2.5683594,-0.46875
mistralai/Mixtral-8x7B-v0.1,The art museum just acquired an early Rembrandt; it's done in Crayola.,Rembrandt was a child when he completed the work.,0,J,yes,-2.3320312,-2.8789062,0.546875
mistralai/Mixtral-8x7B-v0.1,The baby cried and upset her mother.,The mother was very calm.,0,E,no,-3.0214844,-2.5996094,-0.421875
mistralai/Mixtral-8x7B-v0.1,The bartender dropped two olives into the strong martini.,The bartender was preparing a drink.,0,E,yes,-2.2832031,-3.9707031,1.6875
mistralai/Mixtral-8x7B-v0.1,The best bargain I ever got was when I went to a family garage sale and bought a grandma.,I bought a car at the garage sale.,0,J,no,-2.6171875,-2.6015625,-0.015625
mistralai/Mixtral-8x7B-v0.1,The best bargain I ever got was when I went to a family garage sale and bought a toaster.,I got a really good deal on a blender.,0,S,no,-2.6367188,-3.5585938,0.921875
mistralai/Mixtral-8x7B-v0.1,The best gift for the man who has everything is neckties.,A necktie always makes a good gift for a man.,0,S,yes,-2.7695312,-3.7382812,0.96875
mistralai/Mixtral-8x7B-v0.1,The best gift for the man who has everything is penicillin.,This man has lots of diseases.,0,J,yes,-2.7675781,-3.2675781,0.5
mistralai/Mixtral-8x7B-v0.1,The best way to keep the milk from turning sour is to keep it in the cold.,Milk turns sour faster when it's warm.,0,S,yes,-2.4492188,-3.4648438,1.015625
mistralai/Mixtral-8x7B-v0.1,The best way to keep the milk from turning sour is to keep it in the cow.,Milk stays fresh for a long time.,0,J,no,-2.7050781,-3.3457031,0.640625
mistralai/Mixtral-8x7B-v0.1,The best way to remove coffee stains from a white blouse is with detergent.,Coffee stains are impossible to wash out.,0,S,no,-3.1972656,-2.6503906,-0.546875
mistralai/Mixtral-8x7B-v0.1,The best way to remove coffee stains from a white blouse is with scissors.,Coffee stains are easy to wash out.,0,J,no,-2.8867188,-2.8242188,-0.0625
mistralai/Mixtral-8x7B-v0.1,The best way to stop an elephant from charging is to cut off its credit.,Elephants should pay in cash.,0,J,yes,-2.6308594,-3.1933594,0.5625
mistralai/Mixtral-8x7B-v0.1,The best way to stop an elephant from charging is to cut off its toes.,Elephants can run quickly even without toes.,0,S,no,-2.7402344,-3.2714844,0.53125
mistralai/Mixtral-8x7B-v0.1,The bill was due at the end of the month.,He had to pay by the thirty-first.,0,E,yes,-2.1953125,-4.2109375,2.015625
mistralai/Mixtral-8x7B-v0.1,The book that tells you where you can go on vacation is called a checkbook.,Where you go on vacation depends on how much you can afford.,0,J,yes,-2.7109375,-3.6640625,0.953125
mistralai/Mixtral-8x7B-v0.1,The book that tells you where you can go on vacation is called a guidebook.,Guidebooks aren't very useful for planning a trip.,0,S,no,-2.8613281,-2.8144531,-0.046875
mistralai/Mixtral-8x7B-v0.1,The children held their hands and formed a circle.,The children were watching television.,0,E,no,-2.8730469,-2.6230469,-0.25
mistralai/Mixtral-8x7B-v0.1,The choir sang hymns while the people listened.,The people joined in the singing.,0,E,no,-2.6523438,-3.1367188,0.484375
mistralai/Mixtral-8x7B-v0.1,"The convict told his cellmate how he'd blown all the money he stole on wine, women, and crack.",The convict had been a drug user.,0,S,yes,-2.5820312,-4.0507812,1.4687500000000004
mistralai/Mixtral-8x7B-v0.1,"The convict told his cellmate how he'd blown all the money he stole on wine, women, and lawyers.",Lawyers are expensive.,0,J,yes,-2.4316406,-3.8222656,1.390625
mistralai/Mixtral-8x7B-v0.1,"The cops claimed that the prisoner just decided to come clean, but most people think he was forced into the admission.",The prisoner may have been forced into confessing.,0,S,yes,-2.3496094,-4.2265625,1.8769531000000002
mistralai/Mixtral-8x7B-v0.1,"The cops claimed that the prisoner just decided to come clean, but most people think he was forced into the bathtub.",The prisoner had been dirty and needed to be washed.,0,J,yes,-2.8203125,-2.6796875,-0.140625
mistralai/Mixtral-8x7B-v0.1,The curse of heavy drinking is that afterwards you get a huge bartab.,Drinking a lot can be expensive.,0,J,yes,-2.4394531,-3.6425781,1.203125
mistralai/Mixtral-8x7B-v0.1,The curse of heavy drinking is that afterwards you get a huge headache.,Drinking alcohol can lead to a hangover.,0,S,yes,-2.4355469,-3.7792969,1.34375
mistralai/Mixtral-8x7B-v0.1,The difference between a dog and a fox is about five beers.,Drinking makes women appear more attractive.,0,J,yes,-2.8613281,-3.2519531,0.390625
mistralai/Mixtral-8x7B-v0.1,The difference between a dog and a fox is about five degrees.,Dogs and foxes have the same body temperature.,0,S,no,-2.6679688,-3.4804688,0.8125
mistralai/Mixtral-8x7B-v0.1,The difference between a good speaker and a bad one is often a nice diction.,It's important to speak clearly.,0,S,yes,-2.5058594,-3.1933594,0.6875
mistralai/Mixtral-8x7B-v0.1,The difference between a good speaker and a bad one is often a nice nap.,Bad speakers can put you to sleep.,0,J,yes,-2.5351562,-3.8007812,1.265625
mistralai/Mixtral-8x7B-v0.1,The doctor said he could have a stroke because his arteries were getting narrow and clogged.,He was in excellent health.,0,E,no,-2.9355469,-2.4824219,-0.453125
mistralai/Mixtral-8x7B-v0.1,The doctor told her not to scratch no matter how much it itched.,She had a heart condition.,0,E,no,-2.7285156,-3.2597656,0.53125
mistralai/Mixtral-8x7B-v0.1,The farmer put a new engine in his old tractor.,The farmer wanted to keep the tractor.,0,E,yes,-2.3339844,-4.2421875,1.9082031000000002
mistralai/Mixtral-8x7B-v0.1,The first thing he does every morning is sit in the lotus position and meditate.,He starts every day with coffee and the morning news.,0,E,no,-2.9472656,-2.7597656,-0.1875
mistralai/Mixtral-8x7B-v0.1,The first two hundred story building opened in Chicago; it was a hotel.,Chicago has a skyscraper that's a hotel.,0,S,yes,-2.2226562,-3.4726562,1.25
mistralai/Mixtral-8x7B-v0.1,The first two hundred story building opened in Chicago; it was a library.,This building had lots of books.,0,J,yes,-2.3476562,-3.5195312,1.171875
mistralai/Mixtral-8x7B-v0.1,The garment bag kept his suit from getting wrinkled.,His suit needed to be ironed.,0,E,no,-2.9628906,-2.9160156,-0.046875
mistralai/Mixtral-8x7B-v0.1,The husband who catches his wife in the act is probably on the snoop.,An unfaithful wife can get in trouble if her husband is on the lookout.,0,S,yes,-2.7871094,-3.7714844,0.984375
mistralai/Mixtral-8x7B-v0.1,The husband who catches his wife in the act is probably on the trapeze.,His wife is cheating on him.,0,J,no,-2.4550781,-3.2363281,0.78125
mistralai/Mixtral-8x7B-v0.1,The last time a guy in a mask took all my money I was in shock.,I had been mugged.,0,S,yes,-2.5019531,-3.5332031,1.03125
mistralai/Mixtral-8x7B-v0.1,The last time a guy in a mask took all my money I was in surgery.,I had been mugged.,0,J,no,-2.4589844,-3.3496094,0.890625
mistralai/Mixtral-8x7B-v0.1,The lawyer feared that his client was guilty.,The lawyer was a prosecutor.,0,E,no,-2.7480469,-3.3261719,0.578125
mistralai/Mixtral-8x7B-v0.1,The luggage handler seemed to take great delight in tossing the boxes marked fragile.,The luggage handler was very careful.,0,E,no,-3.0429688,-2.3398438,-0.703125
mistralai/Mixtral-8x7B-v0.1,The mole lived in a hole in the ground.,The mole was kept in the house as a pet.,0,E,no,-3.0039062,-2.8945312,-0.109375
mistralai/Mixtral-8x7B-v0.1,The most popular instrument in a Scottish marching band is the bagpipe.,"In Scottish marching bands, people like bagpipes more than drums.",0,E,yes,-2.453125,-3.546875,1.09375
mistralai/Mixtral-8x7B-v0.1,The most prevalent form of legalized gambling is betting.,Betting is not very common.,0,S,no,-3.015625,-3.015625,0.0
mistralai/Mixtral-8x7B-v0.1,The most prevalent form of legalized gambling is elections.,People are gambling when they vote for someone.,0,J,yes,-2.3515625,-3.6484375,1.296875
mistralai/Mixtral-8x7B-v0.1,The movers put the sofa on the bare floor.,The house was fully carpeted.,0,E,no,-2.890625,-3.046875,0.15625
mistralai/Mixtral-8x7B-v0.1,"The new tax forms are more realistic-- where your wife signs, it says: accomplice.",Your wife doesn't need to sign your tax form.,0,J,no,-3.0351562,-2.4570312,-0.578125
mistralai/Mixtral-8x7B-v0.1,"The new tax forms are more realistic-- where your wife signs, it says: partner.",Tax forms are very old-fashioned.,0,S,no,-2.9003906,-3.2597656,0.359375
mistralai/Mixtral-8x7B-v0.1,The newspaper photo was so murky he couldn't figure out who it was until he read the caption.,He could see the person in the photo clearly.,0,E,no,-2.9882812,-2.6445312,-0.34375
mistralai/Mixtral-8x7B-v0.1,The nurse gave him detailed instructions about how to clean the wound and put on a fresh bandage.,He had been injured.,0,E,yes,-2.2011719,-3.7792969,1.578125
mistralai/Mixtral-8x7B-v0.1,The old wealthy family lived in a twelve bedroom mansion.,They lived in a small home.,0,E,no,-2.9960938,-2.4023438,-0.59375
mistralai/Mixtral-8x7B-v0.1,The only crop that is grown in America and harvested abroad is the American tobacco.,Very few foreigners smoke American cigarettes.,0,S,no,-2.6992188,-3.1523438,0.453125
mistralai/Mixtral-8x7B-v0.1,The only crop that is grown in America and harvested abroad is the American tourist.,Tourists spend a lot of money in other countries.,0,J,yes,-2.4667969,-3.0449219,0.578125
mistralai/Mixtral-8x7B-v0.1,The only fishing through the ice that some men ever do is for the olive.,Some men fish; others just drink martinis.,0,J,yes,-2.7285156,-3.6191406,0.890625
mistralai/Mixtral-8x7B-v0.1,The only fishing through the ice that some men ever do is for the trout.,Some ice fishermen only want to catch trout.,0,S,yes,-2.4609375,-3.6796875,1.21875
mistralai/Mixtral-8x7B-v0.1,The only ones who want me for my body are losers.,Everybody finds me very attractive.,0,S,no,-3.0195312,-2.8789062,-0.140625
mistralai/Mixtral-8x7B-v0.1,The only ones who want me for my body are mosquitoes.,People find me very sexy.,0,J,no,-3.015625,-2.640625,-0.375
mistralai/Mixtral-8x7B-v0.1,The only person who sticks closer to you in adversity than a friend is a creditor.,People you owe money to don't hang around much.,0,J,no,-2.4746094,-3.3496094,0.875
mistralai/Mixtral-8x7B-v0.1,The only person who sticks closer to you in adversity than a friend is a spouse.,You just can't depend on a husband or wife.,0,S,no,-3.0,-3.34375,0.34375
mistralai/Mixtral-8x7B-v0.1,The only place where you can find people who spend all their time minding their own business is the bank.,People at banks are very nosy.,0,S,no,-2.5078125,-2.9765625,0.46875
mistralai/Mixtral-8x7B-v0.1,The only place where you can find people who spend all their time minding their own business is the cemetery.,Everybody is nosy to some extent.,0,J,yes,-2.9804688,-3.1992188,0.21875
mistralai/Mixtral-8x7B-v0.1,The only thing money can't buy is generosity.,Just because you have money doesn't mean you'll share it.,0,S,yes,-2.8261719,-3.8886719,1.0625
mistralai/Mixtral-8x7B-v0.1,The only thing money can't buy is poverty.,Money can buy almost anything.,0,J,yes,-2.9101562,-3.6601562,0.75
mistralai/Mixtral-8x7B-v0.1,The only time my father ever raised a hand to his children was in discipline.,My father didn't believe in corporal punishment.,0,S,no,-2.7460938,-3.2617188,0.515625
mistralai/Mixtral-8x7B-v0.1,The only time my father ever raised a hand to his children was in self-defense.,My father beat his children a lot.,0,J,no,-2.9296875,-2.7109375,-0.21875
mistralai/Mixtral-8x7B-v0.1,The paint turned out to be the wrong color.,They were putting up wallpaper.,0,E,no,-2.921875,-2.53125,-0.390625
mistralai/Mixtral-8x7B-v0.1,The painter used water-based paint for the interior of the house but enamel for the exterior.,He used the same paint both inside and outside the house.,0,E,no,-2.9726562,-2.7695312,-0.203125
mistralai/Mixtral-8x7B-v0.1,The penalty for dishonesty is the disgrace of dying rich.,Liars never win.,0,J,no,-2.671875,-3.28125,0.609375
mistralai/Mixtral-8x7B-v0.1,The penalty for dishonesty is the disgrace of dying unloved.,People who lie don't have many friends.,0,S,yes,-2.4394531,-3.5019531,1.0625
mistralai/Mixtral-8x7B-v0.1,The perfect companion to a vegetarian dinner is a salad.,A vegetarian meal doesn't need a salad.,0,S,no,-2.9101562,-3.2382812,0.328125
mistralai/Mixtral-8x7B-v0.1,The perfect companion to a vegetarian dinner is a steak.,I don't believe in eating meat.,0,J,no,-2.7597656,-2.7597656,0.0
mistralai/Mixtral-8x7B-v0.1,The policeman saw him throw the bottle out the window and gave him a ticket for littering.,He got a ticket for speeding.,0,E,no,-2.8339844,-2.4902344,-0.34375
mistralai/Mixtral-8x7B-v0.1,The Republican candidate won the election by a landslide.,The election was very close.,0,E,no,-3.2070312,-2.3945312,-0.8125
mistralai/Mixtral-8x7B-v0.1,The rodeo champion was quite proud of his big silver belt buckle.,The rodeo champion didn't wear a belt.,0,E,no,-2.7734375,-2.7734375,0.0
mistralai/Mixtral-8x7B-v0.1,The show had one act that was really offbeat: the clowns.,The clowns were really out of the ordinary.,0,S,yes,-2.3066406,-3.7597656,1.453125
mistralai/Mixtral-8x7B-v0.1,The show had one act that was really offbeat: the singer.,The singer had poor rhythm.,0,J,yes,-2.4316406,-3.0722656,0.640625
mistralai/Mixtral-8x7B-v0.1,The surgeon tried vainly to save his patient.,The patient died.,0,E,yes,-2.3339844,-4.1640625,1.8300781000000002
mistralai/Mixtral-8x7B-v0.1,The teacher wrote the problem on the board.,The teacher was going to explain the problem.,0,E,yes,-2.3066406,-3.7128906,1.40625
mistralai/Mixtral-8x7B-v0.1,The terrorists planted a bomb in the airport and four people were killed in the explosion.,The bomb squad was able to defuse the bomb.,0,E,no,-2.6953125,-3.1328125,0.4375
mistralai/Mixtral-8x7B-v0.1,The tourist bureau told the visitors there was plenty of hunting in this part of the country but very little finding.,Things are hard to find in this area.,0,J,yes,-2.4394531,-3.6425781,1.203125
mistralai/Mixtral-8x7B-v0.1,The tourist bureau told the visitors there was plenty of hunting in this part of the country but very little sightseeing.,There aren't many tourist sights in the area.,0,S,yes,-2.4335938,-3.4335938,1.0
mistralai/Mixtral-8x7B-v0.1,The victim was rushed to the hospital in an ambulance.,The victim wasn't hurt in the accident.,0,E,no,-2.9707031,-2.5644531,-0.40625
mistralai/Mixtral-8x7B-v0.1,The visitor stared at the grandfather clock and seemed almost hypnotized by the swinging of the pendulum.,The visitor could see the clock.,0,E,yes,-2.1777344,-3.7714844,1.59375
mistralai/Mixtral-8x7B-v0.1,The whole town came to hear their mayor speak.,The people wanted to hear what the mayor would say.,0,E,yes,-2.4921875,-4.8203125,2.328125
mistralai/Mixtral-8x7B-v0.1,The wind was so strong it blew out three fuses.,The wind affected the electrical system.,0,J,yes,-2.3671875,-4.0234375,1.65625
mistralai/Mixtral-8x7B-v0.1,The wind was so strong it blew out three streetlights.,The storm didn't cause any damage.,0,S,no,-2.8964844,-2.8652344,-0.03125
mistralai/Mixtral-8x7B-v0.1,The woman in the grocery store was handing out free samples.,The samples cost ten cents each.,0,E,no,-3.0019531,-2.8925781,-0.109375
mistralai/Mixtral-8x7B-v0.1,The woman who has her husband eating out of her hand must save a lot of dishwashing.,The husband washes all the dishes.,0,J,no,-2.6542969,-3.2167969,0.5625
