model,sentence,answer,shots,condition,correct,yes_lp,no_lp,lp_ratio
meta-llama/Meta-Llama-3-8B,My doctor has never violated his oath: the oath he took years ago to become a millionaire.,My doctor charges a lot of money.,0,J,yes,-2.4433594,-3.4980469,1.0546875
meta-llama/Meta-Llama-3-8B,My doctor has never violated his oath: the oath he took years ago to become a practitioner.,My doctor is very honorable.,0,S,yes,-2.3378906,-3.5019531,1.1640625
meta-llama/Meta-Llama-3-8B,My husband took the money we were saving to buy a new car and blew it all at the laundry.,We had saved a lot of money.,0,J,no,-2.2832031,-3.2050781,0.921875
meta-llama/Meta-Llama-3-8B,My husband took the money we were saving to buy a new car and blew it all at the tables.,He gambled away our savings.,0,S,yes,-2.0351562,-3.6914062,1.65625
meta-llama/Meta-Llama-3-8B,"My mechanic couldn't fix my brakes, so he fixed my clutch.",My clutch was also broken.,0,S,yes,-2.2441406,-3.5722656,1.328125
meta-llama/Meta-Llama-3-8B,"My mechanic couldn't fix my brakes, so he fixed my horn.","He figures if I can't stop, I'll have to honk at people.",0,J,yes,-2.1953125,-3.84375,1.6484375
meta-llama/Meta-Llama-3-8B,My wife did natural childbirth: no anesthetic.,She took drugs for the pain.,0,S,no,-2.2734375,-3.4296875,1.15625
meta-llama/Meta-Llama-3-8B,My wife did natural childbirth: no makeup.,My wife didn't wear makeup when she had her baby.,0,J,yes,-2.2421875,-3.890625,1.6484375
meta-llama/Meta-Llama-3-8B,"Nature has three ways of thinning the herd: drought, famine, and hunting.",Predatory hunting reduces the number of prey.,0,S,yes,-1.9853516,-3.7519531,1.7666015000000002
meta-llama/Meta-Llama-3-8B,"Nature has three ways of thinning the herd: drought, famine, and primaries.",Politics is a lot like nature.,0,J,yes,-2.0253906,-3.6425781,1.6171875
meta-llama/Meta-Llama-3-8B,No patient should leave the hospital until he's strong enough to face the cashier.,Hospital bills are quite expensive.,0,J,yes,-2.3769531,-3.3300781,0.953125
meta-llama/Meta-Llama-3-8B,No patient should leave the hospital until he's strong enough to face the outside.,Patients should be released as soon as possible.,0,S,no,-2.1660156,-2.8535156,0.6875
meta-llama/Meta-Llama-3-8B,None of his books made any sense.,His books were hard to understand.,0,E,yes,-2.2539062,-3.4648438,1.2109376000000003
meta-llama/Meta-Llama-3-8B,Nothing ages a woman faster than hardships.,A difficult life can make you look old.,0,S,yes,-2.1210938,-3.9023438,1.78125
meta-llama/Meta-Llama-3-8B,Nothing ages a woman faster than identification.,Many women lie about their age.,0,J,yes,-2.2929688,-3.0429688,0.75
meta-llama/Meta-Llama-3-8B,Nothing in the known universe travels faster than gossip.,Rumors get around quickly.,0,J,yes,-2.0039062,-3.7148438,1.7109376000000003
meta-llama/Meta-Llama-3-8B,Nothing in the known universe travels faster than radiation.,Radiation travels at great speed.,0,S,yes,-2.1132812,-3.6445312,1.53125
meta-llama/Meta-Llama-3-8B,Nothing you put in a banana split is as potentially fattening as the spoon.,Eating banana splits can make you fat.,0,J,yes,-2.28125,-3.4140625,1.1328125
meta-llama/Meta-Llama-3-8B,Nothing you put in a banana split is as potentially fattening as the syrup.,Syrup has very few calories.,0,S,no,-2.4121094,-3.2480469,0.8359375
meta-llama/Meta-Llama-3-8B,"Now that the Hollywood couple has ironed out the divorce settlement, they can finally go ahead with their careers.",The divorce hadn't affected their work.,0,S,no,-2.4335938,-3.4882812,1.0546873999999997
meta-llama/Meta-Llama-3-8B,"Now that the Hollywood couple has ironed out the divorce settlement, they can finally go ahead with their nuptials.",They are already married.,0,J,no,-2.4277344,-3.4511719,1.0234375
meta-llama/Meta-Llama-3-8B,"Once a week they hold a bingo game, and all the proceeds go to fight disease.",They are raising money to build a new church.,0,S,no,-2.328125,-3.09375,0.765625
meta-llama/Meta-Llama-3-8B,"Once a week they hold a bingo game, and all the proceeds go to fight gambling.",They are raising money to help orphans.,0,J,no,-2.1699219,-3.3105469,1.140625
meta-llama/Meta-Llama-3-8B,One good turn gets most of the blanket.,"If you do nice things, people will give you blankets.",0,J,no,-2.0761719,-3.4042969,1.328125
meta-llama/Meta-Llama-3-8B,One good turn gets most of the profit.,Doing something good can earn you money.,0,S,yes,-1.9980469,-3.9746094,1.9765624999999998
meta-llama/Meta-Llama-3-8B,One good way to invest in the country is to buy a business.,Buying a business is bad for the economy.,0,S,no,-2.8027344,-3.2324219,0.4296875
meta-llama/Meta-Llama-3-8B,One good way to invest in the country is to buy a senator.,Politicians will do favors for money.,0,J,yes,-2.2050781,-3.6035156,1.3984375
meta-llama/Meta-Llama-3-8B,One person who sure makes a long story short is my aunt.,My aunt talks a lot.,0,S,no,-2.140625,-3.6484375,1.5078125
meta-llama/Meta-Llama-3-8B,One person who sure makes a long story short is my editor.,My editor cuts out parts of my stories.,0,J,yes,-2.0234375,-3.7578125,1.734375
meta-llama/Meta-Llama-3-8B,One thing that makes the world go round is detours.,Detours make people go around.,0,J,yes,-2.1796875,-3.8671875,1.6875
meta-llama/Meta-Llama-3-8B,One thing that makes the world go round is greed.,Most people don't care about money.,0,S,no,-2.5019531,-3.0175781,0.515625
meta-llama/Meta-Llama-3-8B,One way to keep pornography away from teenagers is to put it in a cabinet.,Adult magazines should be put where adolescents won't get into them.,0,S,yes,-2.3007812,-4.0664062,1.7656250000000004
meta-llama/Meta-Llama-3-8B,One way to keep pornography away from teenagers is to put it in a textbook.,Teenagers read their textbooks often.,0,J,no,-2.3417969,-3.8027344,1.4609375
meta-llama/Meta-Llama-3-8B,Our new green car blocked the narrow driveway.,The car was parked in the garage.,0,E,no,-2.3398438,-3.4257812,1.0859373999999997
meta-llama/Meta-Llama-3-8B,Our son brought home a note from school saying they need a written excuse for his presence.,The son does very well in school.,0,J,no,-2.3457031,-3.2988281,0.953125
meta-llama/Meta-Llama-3-8B,Our son brought home a note from school saying they need a written excuse for his tardiness.,He had been late for school.,0,S,yes,-2.0507812,-3.6601562,1.609375
meta-llama/Meta-Llama-3-8B,"Parents support clubs for teenagers, especially when they lack other forms of diversion.",Parents want their teenagers to have appropriate forms of entertainment.,0,S,yes,-2.1445312,-3.9023438,1.7578126000000003
meta-llama/Meta-Llama-3-8B,"Parents support clubs for teenagers, especially when they lack other forms of punishment.",Teenagers may need physical punishment.,0,J,yes,-2.6015625,-3.0859375,0.484375
meta-llama/Meta-Llama-3-8B,Paul heard a loud grinding noise when someone put a tin can right down the garbage disposal.,Paul broke the garbage disposal.,0,E,no,-2.2910156,-3.2910156,1.0
meta-llama/Meta-Llama-3-8B,Politicians who are as American as apple pie still want their rewards.,Patriotic politicians don't care about personal glory.,0,S,no,-2.4746094,-3.3574219,0.8828125
meta-llama/Meta-Llama-3-8B,Politicians who are as American as apple pie still want their slice.,Politicians are happy to do something for nothing.,0,J,no,-2.3671875,-3.390625,1.0234375
meta-llama/Meta-Llama-3-8B,Save the whales; start a coalition.,"To save an endangered species, it's best to act alone.",0,S,no,-2.7089844,-3.1699219,0.4609375
meta-llama/Meta-Llama-3-8B,Save the whales; start a collection.,It's important to protect endangered species in the wild.,0,J,no,-2.2539062,-3.7148438,1.4609376000000003
meta-llama/Meta-Llama-3-8B,She always told girls not to look for a husband but just to date bachelors.,It's better to date a married man.,0,J,no,-2.3535156,-3.1035156,0.75
meta-llama/Meta-Llama-3-8B,She always told girls not to look for a husband but just to date someone.,She thinks you should wait for the perfect man.,0,S,no,-2.1523438,-3.0117188,0.859375
meta-llama/Meta-Llama-3-8B,"She asked what state he was born in, and he said in the East.",He was a native Californian.,0,S,no,-2.4414062,-3.5195312,1.078125
meta-llama/Meta-Llama-3-8B,"She asked what state he was born in, and he said in the nude.",He said he was born in the North.,0,J,no,-2.4023438,-3.2773438,0.875
meta-llama/Meta-Llama-3-8B,She bought her father a tasteful tie for his birthday.,She was giving her father a Christmas gift.,0,E,no,-2.3027344,-3.1386719,0.8359375
meta-llama/Meta-Llama-3-8B,She called her husband at his office.,Her husband worked at home.,0,E,no,-2.5078125,-3.28125,0.7734375
meta-llama/Meta-Llama-3-8B,"She is so modest, she pulls down the shade to change her jacket.",She doesn't want people to see her change clothes.,0,S,yes,-1.8203125,-3.625,1.8046875
meta-llama/Meta-Llama-3-8B,"She is so modest, she pulls down the shade to change her mind.",She likes to show off in front of others.,0,J,no,-2.5117188,-3.2539062,0.7421873999999997
meta-llama/Meta-Llama-3-8B,She puts something behind her ears to attract men; lately she's been using her ankles.,She's very prudish.,0,J,no,-2.4941406,-3.3535156,0.859375
meta-llama/Meta-Llama-3-8B,She puts something behind her ears to attract men; lately she's been using her vanilla.,She wears vanilla as a perfume.,0,S,yes,-2.1015625,-3.453125,1.3515625
meta-llama/Meta-Llama-3-8B,She read so much about the bad effects of cigarettes she decided to give up the habit.,She was going to quit smoking.,0,S,yes,-2.0039062,-3.6289062,1.625
meta-llama/Meta-Llama-3-8B,She read so much about the bad effects of cigarettes she decided to give up the reading.,She planned to quit smoking.,0,J,no,-2.2460938,-3.4257812,1.1796873999999997
meta-llama/Meta-Llama-3-8B,She tied up her hair with a yellow ribbon.,She had very short hair.,0,E,no,-2.6679688,-3.3085938,0.640625
meta-llama/Meta-Llama-3-8B,"She told him he looked like a million, and she meant every century.",She thought he looked quite young and handsome.,0,J,no,-2.4257812,-3.1367188,0.7109376000000003
meta-llama/Meta-Llama-3-8B,"She told him he looked like a million, and she meant every syllable.",She thought he looked good.,0,S,yes,-2.2773438,-3.1210938,0.84375
meta-llama/Meta-Llama-3-8B,She used a needle and a tweezers to pull out the splinter.,She needed a scalpel to remove the splinter.,0,E,no,-2.546875,-3.359375,0.8125
meta-llama/Meta-Llama-3-8B,She was suddenly called back to New York and had to take a cab to the airport.,She was going to take a train.,0,E,no,-2.40625,-3.1015625,0.6953125
meta-llama/Meta-Llama-3-8B,"She went on a fourteen day diet, but she only lost two ounces.",She didn't lose much weight.,0,S,yes,-2.2226562,-3.4570312,1.234375
meta-llama/Meta-Llama-3-8B,"She went on a fourteen day diet, but she only lost two weeks.",She didn't lose any weight.,0,J,yes,-2.3066406,-3.4003906,1.09375
meta-llama/Meta-Llama-3-8B,She's happy because she finally has a boyfriend who gets along with her father.,Her father really liked her previous boyfriends.,0,S,no,-2.28125,-3.2265625,0.9453125
meta-llama/Meta-Llama-3-8B,She's happy because she finally has a boyfriend who gets along with her fiance.,She is dating more than one man.,0,J,yes,-2.3867188,-3.0273438,0.640625
meta-llama/Meta-Llama-3-8B,"Some babies are born to rule, while others are male.",Males are born rulers.,0,J,no,-2.5761719,-3.4746094,0.8984375
meta-llama/Meta-Llama-3-8B,"Some babies are born to rule, while others are weak.",Power starts at an early age.,0,S,yes,-2.3476562,-3.8945312,1.546875
meta-llama/Meta-Llama-3-8B,"Some husbands are good providers, but only if you count children.",Some men don't take care of their families.,0,J,yes,-2.1328125,-3.109375,0.9765625
meta-llama/Meta-Llama-3-8B,"Some husbands are good providers, but only if you count salary.",Some men give their families nothing but money.,0,S,yes,-2.3261719,-3.4511719,1.125
meta-llama/Meta-Llama-3-8B,Some people think courtship is the first in a series of steps leading to divorce.,One of those steps is marriage.,0,J,yes,-2.3261719,-3.8417969,1.515625
meta-llama/Meta-Llama-3-8B,Some people think courtship is the first in a series of steps leading to romance.,Some people still believe in romantic courtship.,0,S,yes,-2.1894531,-3.7128906,1.5234375
meta-llama/Meta-Llama-3-8B,Some people's only culture is bacteria.,Everybody can appreciate the fine arts.,0,J,no,-2.6308594,-3.1777344,0.546875
meta-llama/Meta-Llama-3-8B,Some people's only culture is radio.,Everyone watches television.,0,S,no,-2.5839844,-3.4121094,0.828125
meta-llama/Meta-Llama-3-8B,"Statistics indicate that Americans spend eighty million a year on games of chance, mostly blackjack.",Americans like to gamble on card games.,0,S,yes,-2.0507812,-3.7539062,1.703125
meta-llama/Meta-Llama-3-8B,"Statistics indicate that Americans spend eighty million a year on games of chance, mostly weddings.",Getting married is a risky thing to do.,0,J,yes,-2.3359375,-3.5390625,1.203125
meta-llama/Meta-Llama-3-8B,Sunday is the day we bow our heads and putt.,We go to church on Sunday.,0,J,no,-2.2597656,-3.7128906,1.453125
meta-llama/Meta-Llama-3-8B,Sunday is the day we bow our heads and rest.,We work hard on Sunday.,0,S,no,-2.5585938,-3.2929688,0.734375
meta-llama/Meta-Llama-3-8B,The accident injured his spinal cord and his legs are paralyzed.,He can move his legs.,0,E,no,-2.6816406,-3.0722656,0.390625
meta-llama/Meta-Llama-3-8B,The art museum just acquired an early Rembrandt; it's done in charcoal.,This early work is an oil painting.,0,S,no,-2.8085938,-3.5195312,0.7109373999999997
meta-llama/Meta-Llama-3-8B,The art museum just acquired an early Rembrandt; it's done in Crayola.,Rembrandt was a child when he completed the work.,0,J,yes,-2.6425781,-3.5644531,0.921875
meta-llama/Meta-Llama-3-8B,The baby cried and upset her mother.,The mother was very calm.,0,E,no,-2.7070312,-3.1523438,0.4453126000000003
meta-llama/Meta-Llama-3-8B,The bartender dropped two olives into the strong martini.,The bartender was preparing a drink.,0,E,yes,-2.2832031,-3.3378906,1.0546875
meta-llama/Meta-Llama-3-8B,The best bargain I ever got was when I went to a family garage sale and bought a grandma.,I bought a car at the garage sale.,0,J,no,-2.3847656,-3.2988281,0.9140625
meta-llama/Meta-Llama-3-8B,The best bargain I ever got was when I went to a family garage sale and bought a toaster.,I got a really good deal on a blender.,0,S,no,-2.1445312,-3.5820312,1.4375
meta-llama/Meta-Llama-3-8B,The best gift for the man who has everything is neckties.,A necktie always makes a good gift for a man.,0,S,yes,-2.0878906,-4.1914062,2.1035156
meta-llama/Meta-Llama-3-8B,The best gift for the man who has everything is penicillin.,This man has lots of diseases.,0,J,yes,-2.4394531,-3.5410156,1.1015625
meta-llama/Meta-Llama-3-8B,The best way to keep the milk from turning sour is to keep it in the cold.,Milk turns sour faster when it's warm.,0,S,yes,-2.2773438,-3.8867188,1.609375
meta-llama/Meta-Llama-3-8B,The best way to keep the milk from turning sour is to keep it in the cow.,Milk stays fresh for a long time.,0,J,no,-2.4824219,-3.3027344,0.8203125
meta-llama/Meta-Llama-3-8B,The best way to remove coffee stains from a white blouse is with detergent.,Coffee stains are impossible to wash out.,0,S,no,-2.4257812,-3.4179688,0.9921876000000003
meta-llama/Meta-Llama-3-8B,The best way to remove coffee stains from a white blouse is with scissors.,Coffee stains are easy to wash out.,0,J,no,-2.5839844,-3.3105469,0.7265625
meta-llama/Meta-Llama-3-8B,The best way to stop an elephant from charging is to cut off its credit.,Elephants should pay in cash.,0,J,yes,-2.2832031,-3.2832031,1.0
meta-llama/Meta-Llama-3-8B,The best way to stop an elephant from charging is to cut off its toes.,Elephants can run quickly even without toes.,0,S,no,-2.6503906,-3.4941406,0.84375
meta-llama/Meta-Llama-3-8B,The bill was due at the end of the month.,He had to pay by the thirty-first.,0,E,yes,-2.2519531,-3.8769531,1.625
meta-llama/Meta-Llama-3-8B,The book that tells you where you can go on vacation is called a checkbook.,Where you go on vacation depends on how much you can afford.,0,J,yes,-2.4902344,-3.8730469,1.3828125
meta-llama/Meta-Llama-3-8B,The book that tells you where you can go on vacation is called a guidebook.,Guidebooks aren't very useful for planning a trip.,0,S,no,-2.5429688,-3.2851562,0.7421873999999997
meta-llama/Meta-Llama-3-8B,The children held their hands and formed a circle.,The children were watching television.,0,E,no,-2.5644531,-3.0019531,0.4375
meta-llama/Meta-Llama-3-8B,The choir sang hymns while the people listened.,The people joined in the singing.,0,E,no,-2.2539062,-3.8632812,1.609375
meta-llama/Meta-Llama-3-8B,"The convict told his cellmate how he'd blown all the money he stole on wine, women, and crack.",The convict had been a drug user.,0,S,yes,-2.265625,-3.6171875,1.3515625
meta-llama/Meta-Llama-3-8B,"The convict told his cellmate how he'd blown all the money he stole on wine, women, and lawyers.",Lawyers are expensive.,0,J,yes,-2.25,-3.6328125,1.3828125
meta-llama/Meta-Llama-3-8B,"The cops claimed that the prisoner just decided to come clean, but most people think he was forced into the admission.",The prisoner may have been forced into confessing.,0,S,yes,-2.0996094,-3.9121094,1.8125
meta-llama/Meta-Llama-3-8B,"The cops claimed that the prisoner just decided to come clean, but most people think he was forced into the bathtub.",The prisoner had been dirty and needed to be washed.,0,J,yes,-2.1972656,-3.5175781,1.3203125
meta-llama/Meta-Llama-3-8B,The curse of heavy drinking is that afterwards you get a huge bartab.,Drinking a lot can be expensive.,0,J,yes,-2.2246094,-4.1210938,1.8964843999999998
meta-llama/Meta-Llama-3-8B,The curse of heavy drinking is that afterwards you get a huge headache.,Drinking alcohol can lead to a hangover.,0,S,yes,-2.0625,-4.4921875,2.4296875
meta-llama/Meta-Llama-3-8B,The difference between a dog and a fox is about five beers.,Drinking makes women appear more attractive.,0,J,yes,-2.46875,-3.3203125,0.8515625
meta-llama/Meta-Llama-3-8B,The difference between a dog and a fox is about five degrees.,Dogs and foxes have the same body temperature.,0,S,no,-2.5351562,-3.2382812,0.703125
meta-llama/Meta-Llama-3-8B,The difference between a good speaker and a bad one is often a nice diction.,It's important to speak clearly.,0,S,yes,-2.3496094,-3.7558594,1.40625
meta-llama/Meta-Llama-3-8B,The difference between a good speaker and a bad one is often a nice nap.,Bad speakers can put you to sleep.,0,J,yes,-2.1171875,-3.8515625,1.734375
meta-llama/Meta-Llama-3-8B,The doctor said he could have a stroke because his arteries were getting narrow and clogged.,He was in excellent health.,0,E,no,-2.6640625,-3.0390625,0.375
meta-llama/Meta-Llama-3-8B,The doctor told her not to scratch no matter how much it itched.,She had a heart condition.,0,E,no,-2.4492188,-3.4960938,1.046875
meta-llama/Meta-Llama-3-8B,The farmer put a new engine in his old tractor.,The farmer wanted to keep the tractor.,0,E,yes,-2.1953125,-3.5,1.3046875
meta-llama/Meta-Llama-3-8B,The first thing he does every morning is sit in the lotus position and meditate.,He starts every day with coffee and the morning news.,0,E,no,-2.6855469,-3.1699219,0.484375
meta-llama/Meta-Llama-3-8B,The first two hundred story building opened in Chicago; it was a hotel.,Chicago has a skyscraper that's a hotel.,0,S,yes,-2.0,-3.8828125,1.8828125
meta-llama/Meta-Llama-3-8B,The first two hundred story building opened in Chicago; it was a library.,This building had lots of books.,0,J,yes,-2.0976562,-3.6914062,1.59375
meta-llama/Meta-Llama-3-8B,The garment bag kept his suit from getting wrinkled.,His suit needed to be ironed.,0,E,no,-2.3476562,-3.2304688,0.8828126000000003
meta-llama/Meta-Llama-3-8B,The husband who catches his wife in the act is probably on the snoop.,An unfaithful wife can get in trouble if her husband is on the lookout.,0,S,yes,-2.1132812,-3.9335938,1.8203126000000003
meta-llama/Meta-Llama-3-8B,The husband who catches his wife in the act is probably on the trapeze.,His wife is cheating on him.,0,J,no,-2.2636719,-3.3730469,1.109375
meta-llama/Meta-Llama-3-8B,The last time a guy in a mask took all my money I was in shock.,I had been mugged.,0,S,yes,-2.1738281,-3.4785156,1.3046875
meta-llama/Meta-Llama-3-8B,The last time a guy in a mask took all my money I was in surgery.,I had been mugged.,0,J,no,-2.2753906,-3.4003906,1.125
meta-llama/Meta-Llama-3-8B,The lawyer feared that his client was guilty.,The lawyer was a prosecutor.,0,E,no,-2.484375,-3.421875,0.9375
meta-llama/Meta-Llama-3-8B,The luggage handler seemed to take great delight in tossing the boxes marked fragile.,The luggage handler was very careful.,0,E,no,-2.5410156,-3.2050781,0.6640625
meta-llama/Meta-Llama-3-8B,The mole lived in a hole in the ground.,The mole was kept in the house as a pet.,0,E,no,-2.6367188,-3.2617188,0.625
meta-llama/Meta-Llama-3-8B,The most popular instrument in a Scottish marching band is the bagpipe.,"In Scottish marching bands, people like bagpipes more than drums.",0,E,yes,-2.3886719,-3.9355469,1.546875
meta-llama/Meta-Llama-3-8B,The most prevalent form of legalized gambling is betting.,Betting is not very common.,0,S,no,-2.7460938,-3.2539062,0.5078123999999997
meta-llama/Meta-Llama-3-8B,The most prevalent form of legalized gambling is elections.,People are gambling when they vote for someone.,0,J,yes,-1.9208984,-3.6777344,1.7568359999999998
meta-llama/Meta-Llama-3-8B,The movers put the sofa on the bare floor.,The house was fully carpeted.,0,E,no,-2.6464844,-3.6230469,0.9765625
meta-llama/Meta-Llama-3-8B,"The new tax forms are more realistic-- where your wife signs, it says: accomplice.",Your wife doesn't need to sign your tax form.,0,J,no,-2.625,-3.3984375,0.7734375
meta-llama/Meta-Llama-3-8B,"The new tax forms are more realistic-- where your wife signs, it says: partner.",Tax forms are very old-fashioned.,0,S,no,-2.6621094,-3.3496094,0.6875
meta-llama/Meta-Llama-3-8B,The newspaper photo was so murky he couldn't figure out who it was until he read the caption.,He could see the person in the photo clearly.,0,E,no,-2.5058594,-3.3339844,0.828125
meta-llama/Meta-Llama-3-8B,The nurse gave him detailed instructions about how to clean the wound and put on a fresh bandage.,He had been injured.,0,E,yes,-2.1640625,-3.59375,1.4296875
meta-llama/Meta-Llama-3-8B,The old wealthy family lived in a twelve bedroom mansion.,They lived in a small home.,0,E,no,-2.59375,-3.03125,0.4375
meta-llama/Meta-Llama-3-8B,The only crop that is grown in America and harvested abroad is the American tobacco.,Very few foreigners smoke American cigarettes.,0,S,no,-2.3554688,-3.5585938,1.203125
meta-llama/Meta-Llama-3-8B,The only crop that is grown in America and harvested abroad is the American tourist.,Tourists spend a lot of money in other countries.,0,J,yes,-2.1582031,-3.8222656,1.6640625
meta-llama/Meta-Llama-3-8B,The only fishing through the ice that some men ever do is for the olive.,Some men fish; others just drink martinis.,0,J,yes,-2.3457031,-3.5175781,1.171875
meta-llama/Meta-Llama-3-8B,The only fishing through the ice that some men ever do is for the trout.,Some ice fishermen only want to catch trout.,0,S,yes,-2.0761719,-3.6230469,1.546875
meta-llama/Meta-Llama-3-8B,The only ones who want me for my body are losers.,Everybody finds me very attractive.,0,S,no,-2.6445312,-3.3789062,0.734375
meta-llama/Meta-Llama-3-8B,The only ones who want me for my body are mosquitoes.,People find me very sexy.,0,J,no,-2.6738281,-3.3457031,0.671875
meta-llama/Meta-Llama-3-8B,The only person who sticks closer to you in adversity than a friend is a creditor.,People you owe money to don't hang around much.,0,J,no,-2.28125,-3.3515625,1.0703125
meta-llama/Meta-Llama-3-8B,The only person who sticks closer to you in adversity than a friend is a spouse.,You just can't depend on a husband or wife.,0,S,no,-2.3808594,-3.1699219,0.7890625
meta-llama/Meta-Llama-3-8B,The only place where you can find people who spend all their time minding their own business is the bank.,People at banks are very nosy.,0,S,no,-2.5976562,-3.4882812,0.890625
meta-llama/Meta-Llama-3-8B,The only place where you can find people who spend all their time minding their own business is the cemetery.,Everybody is nosy to some extent.,0,J,yes,-2.5703125,-3.75,1.1796875
meta-llama/Meta-Llama-3-8B,The only thing money can't buy is generosity.,Just because you have money doesn't mean you'll share it.,0,S,yes,-2.3925781,-3.4863281,1.09375
meta-llama/Meta-Llama-3-8B,The only thing money can't buy is poverty.,Money can buy almost anything.,0,J,yes,-2.4941406,-3.5878906,1.09375
meta-llama/Meta-Llama-3-8B,The only time my father ever raised a hand to his children was in discipline.,My father didn't believe in corporal punishment.,0,S,no,-2.1464844,-3.4121094,1.265625
meta-llama/Meta-Llama-3-8B,The only time my father ever raised a hand to his children was in self-defense.,My father beat his children a lot.,0,J,no,-2.4824219,-3.1855469,0.703125
meta-llama/Meta-Llama-3-8B,The paint turned out to be the wrong color.,They were putting up wallpaper.,0,E,no,-2.5410156,-3.4160156,0.875
meta-llama/Meta-Llama-3-8B,The painter used water-based paint for the interior of the house but enamel for the exterior.,He used the same paint both inside and outside the house.,0,E,no,-2.4921875,-3.25,0.7578125
meta-llama/Meta-Llama-3-8B,The penalty for dishonesty is the disgrace of dying rich.,Liars never win.,0,J,no,-2.3730469,-3.5136719,1.140625
meta-llama/Meta-Llama-3-8B,The penalty for dishonesty is the disgrace of dying unloved.,People who lie don't have many friends.,0,S,yes,-2.2011719,-3.7480469,1.546875
meta-llama/Meta-Llama-3-8B,The perfect companion to a vegetarian dinner is a salad.,A vegetarian meal doesn't need a salad.,0,S,no,-2.4355469,-3.1074219,0.671875
meta-llama/Meta-Llama-3-8B,The perfect companion to a vegetarian dinner is a steak.,I don't believe in eating meat.,0,J,no,-2.4960938,-3.2070312,0.7109373999999997
meta-llama/Meta-Llama-3-8B,The policeman saw him throw the bottle out the window and gave him a ticket for littering.,He got a ticket for speeding.,0,E,no,-2.578125,-3.265625,0.6875
meta-llama/Meta-Llama-3-8B,The Republican candidate won the election by a landslide.,The election was very close.,0,E,no,-2.9648438,-3.4257812,0.4609373999999997
meta-llama/Meta-Llama-3-8B,The rodeo champion was quite proud of his big silver belt buckle.,The rodeo champion didn't wear a belt.,0,E,no,-2.4765625,-3.3515625,0.875
meta-llama/Meta-Llama-3-8B,The show had one act that was really offbeat: the clowns.,The clowns were really out of the ordinary.,0,S,yes,-2.3203125,-4.3515625,2.03125
meta-llama/Meta-Llama-3-8B,The show had one act that was really offbeat: the singer.,The singer had poor rhythm.,0,J,yes,-2.5175781,-3.8144531,1.296875
meta-llama/Meta-Llama-3-8B,The surgeon tried vainly to save his patient.,The patient died.,0,E,yes,-2.4375,-3.953125,1.515625
meta-llama/Meta-Llama-3-8B,The teacher wrote the problem on the board.,The teacher was going to explain the problem.,0,E,yes,-2.3476562,-3.5820312,1.234375
meta-llama/Meta-Llama-3-8B,The terrorists planted a bomb in the airport and four people were killed in the explosion.,The bomb squad was able to defuse the bomb.,0,E,no,-2.3808594,-3.3730469,0.9921875
meta-llama/Meta-Llama-3-8B,The tourist bureau told the visitors there was plenty of hunting in this part of the country but very little finding.,Things are hard to find in this area.,0,J,yes,-2.3769531,-3.6660156,1.2890625
meta-llama/Meta-Llama-3-8B,The tourist bureau told the visitors there was plenty of hunting in this part of the country but very little sightseeing.,There aren't many tourist sights in the area.,0,S,yes,-2.078125,-3.453125,1.375
meta-llama/Meta-Llama-3-8B,The victim was rushed to the hospital in an ambulance.,The victim wasn't hurt in the accident.,0,E,no,-2.5683594,-3.0683594,0.5
meta-llama/Meta-Llama-3-8B,The visitor stared at the grandfather clock and seemed almost hypnotized by the swinging of the pendulum.,The visitor could see the clock.,0,E,yes,-2.2363281,-3.2128906,0.9765625
meta-llama/Meta-Llama-3-8B,The whole town came to hear their mayor speak.,The people wanted to hear what the mayor would say.,0,E,yes,-2.1582031,-3.9628906,1.8046875
meta-llama/Meta-Llama-3-8B,The wind was so strong it blew out three fuses.,The wind affected the electrical system.,0,J,yes,-2.109375,-4.09375,1.984375
meta-llama/Meta-Llama-3-8B,The wind was so strong it blew out three streetlights.,The storm didn't cause any damage.,0,S,no,-2.3964844,-3.4042969,1.0078125
meta-llama/Meta-Llama-3-8B,The woman in the grocery store was handing out free samples.,The samples cost ten cents each.,0,E,no,-2.8144531,-3.4160156,0.6015625
meta-llama/Meta-Llama-3-8B,The woman who has her husband eating out of her hand must save a lot of dishwashing.,The husband washes all the dishes.,0,J,no,-2.4335938,-3.3632812,0.9296873999999997
meta-llama/Meta-Llama-3-8B,The woman who has her husband eating out of her hand must save a lot of heartbreak.,She's happy because her husband does what she wants.,0,S,yes,-2.0957031,-3.6191406,1.5234375
meta-llama/Meta-Llama-3-8B,There were over a hundred trees in the apple orchard.,It was an extremely small orchard.,0,E,no,-2.8222656,-3.3378906,0.515625
meta-llama/Meta-Llama-3-8B,They planned to dig a tunnel in order to escape.,They were being held prisoner.,0,E,yes,-2.1816406,-3.7128906,1.53125
meta-llama/Meta-Llama-3-8B,They redecorated the bar with new drunks.,The bar has all new furniture.,0,J,no,-2.5039062,-3.4804688,0.9765626000000003
meta-llama/Meta-Llama-3-8B,They redecorated the bar with new wood.,The bar is all chrome and glass.,0,S,no,-2.6503906,-3.4628906,0.8125
meta-llama/Meta-Llama-3-8B,They went to Las Vegas and got married in one of those quickie wedding chapels.,They spent months planning a big wedding.,0,E,no,-2.7207031,-2.9863281,0.265625
meta-llama/Meta-Llama-3-8B,This fall two things are turning yellow: trees and bushes.,The leaves are changing color.,0,S,yes,-2.1015625,-4.0234375,1.921875
