model,sentence,answer,shots,condition,correct,yes_lp,no_lp,lp_ratio
meta-llama/Meta-Llama-3-70B,My brother-in-law enjoys fixing things around the house so much he spent an hour last night just fixing our drinks.,My brother-in-law fixed our plumbing.,0,J,no,-2.3828125,-1.8359375,-0.546875
meta-llama/Meta-Llama-3-70B,My brother-in-law enjoys fixing things around the house so much he spent an hour last night just fixing our stove.,He's a real handyman.,0,S,yes,-1.4453125,-3.328125,1.8828125
meta-llama/Meta-Llama-3-70B,My church welcomes all denominations but prefers Mormons.,My church is strictly Catholic.,0,S,no,-3.2851562,-1.3955078,-1.8896483999999998
meta-llama/Meta-Llama-3-70B,My church welcomes all denominations but prefers twenties.,My church wants money.,0,J,yes,-1.6337891,-2.4609375,0.8271484
meta-llama/Meta-Llama-3-70B,My doctor has never violated his oath: the oath he took years ago to become a millionaire.,My doctor charges a lot of money.,0,J,yes,-1.6904297,-2.6289062,0.9384764999999999
meta-llama/Meta-Llama-3-70B,My doctor has never violated his oath: the oath he took years ago to become a practitioner.,My doctor is very honorable.,0,S,yes,-1.6669922,-2.6972656,1.0302734000000002
meta-llama/Meta-Llama-3-70B,My husband took the money we were saving to buy a new car and blew it all at the laundry.,We had saved a lot of money.,0,J,no,-1.5332031,-2.3925781,0.8593750000000002
meta-llama/Meta-Llama-3-70B,My husband took the money we were saving to buy a new car and blew it all at the tables.,He gambled away our savings.,0,S,yes,-1.1728516,-3.5957031,2.4228515
meta-llama/Meta-Llama-3-70B,"My mechanic couldn't fix my brakes, so he fixed my clutch.",My clutch was also broken.,0,S,yes,-1.9150391,-2.0722656,0.15722650000000016
meta-llama/Meta-Llama-3-70B,"My mechanic couldn't fix my brakes, so he fixed my horn.","He figures if I can't stop, I'll have to honk at people.",0,J,yes,-1.6601562,-2.5585938,0.8984376000000001
meta-llama/Meta-Llama-3-70B,My wife did natural childbirth: no anesthetic.,She took drugs for the pain.,0,S,no,-2.7792969,-1.4990234,-1.2802734999999998
meta-llama/Meta-Llama-3-70B,My wife did natural childbirth: no makeup.,My wife didn't wear makeup when she had her baby.,0,J,yes,-1.8056641,-2.5800781,0.7744140000000002
meta-llama/Meta-Llama-3-70B,"Nature has three ways of thinning the herd: drought, famine, and hunting.",Predatory hunting reduces the number of prey.,0,S,yes,-1.4150391,-2.7265625,1.3115234
meta-llama/Meta-Llama-3-70B,"Nature has three ways of thinning the herd: drought, famine, and primaries.",Politics is a lot like nature.,0,J,yes,-2.0546875,-2.25,0.1953125
meta-llama/Meta-Llama-3-70B,No patient should leave the hospital until he's strong enough to face the cashier.,Hospital bills are quite expensive.,0,J,yes,-1.9970703,-2.0292969,0.03222659999999977
meta-llama/Meta-Llama-3-70B,No patient should leave the hospital until he's strong enough to face the outside.,Patients should be released as soon as possible.,0,S,no,-2.625,-1.71875,-0.90625
meta-llama/Meta-Llama-3-70B,None of his books made any sense.,His books were hard to understand.,0,E,yes,-1.1308594,-3.4277344,2.296875
meta-llama/Meta-Llama-3-70B,Nothing ages a woman faster than hardships.,A difficult life can make you look old.,0,S,yes,-1.2558594,-3.8417969,2.5859375
meta-llama/Meta-Llama-3-70B,Nothing ages a woman faster than identification.,Many women lie about their age.,0,J,yes,-2.0839844,-1.8349609,-0.24902349999999984
meta-llama/Meta-Llama-3-70B,Nothing in the known universe travels faster than gossip.,Rumors get around quickly.,0,J,yes,-1.4199219,-3.3652344,1.9453124999999998
meta-llama/Meta-Llama-3-70B,Nothing in the known universe travels faster than radiation.,Radiation travels at great speed.,0,S,yes,-1.2568359,-3.5761719,2.319336
meta-llama/Meta-Llama-3-70B,Nothing you put in a banana split is as potentially fattening as the spoon.,Eating banana splits can make you fat.,0,J,yes,-1.6640625,-2.640625,0.9765625
meta-llama/Meta-Llama-3-70B,Nothing you put in a banana split is as potentially fattening as the syrup.,Syrup has very few calories.,0,S,no,-2.2304688,-1.7851562,-0.44531260000000006
meta-llama/Meta-Llama-3-70B,"Now that the Hollywood couple has ironed out the divorce settlement, they can finally go ahead with their careers.",The divorce hadn't affected their work.,0,S,no,-1.7558594,-2.0058594,0.24999999999999978
meta-llama/Meta-Llama-3-70B,"Now that the Hollywood couple has ironed out the divorce settlement, they can finally go ahead with their nuptials.",They are already married.,0,J,no,-2.7011719,-1.4580078,-1.2431640999999998
meta-llama/Meta-Llama-3-70B,"Once a week they hold a bingo game, and all the proceeds go to fight disease.",They are raising money to build a new church.,0,S,no,-2.4277344,-1.6386719,-0.7890624999999998
meta-llama/Meta-Llama-3-70B,"Once a week they hold a bingo game, and all the proceeds go to fight gambling.",They are raising money to help orphans.,0,J,no,-2.3515625,-1.7734375,-0.578125
meta-llama/Meta-Llama-3-70B,One good turn gets most of the blanket.,"If you do nice things, people will give you blankets.",0,J,no,-2.1621094,-1.9833984,-0.17871099999999984
meta-llama/Meta-Llama-3-70B,One good turn gets most of the profit.,Doing something good can earn you money.,0,S,yes,-1.5742188,-2.8007812,1.2265624
meta-llama/Meta-Llama-3-70B,One good way to invest in the country is to buy a business.,Buying a business is bad for the economy.,0,S,no,-3.3828125,-1.4384766,-1.9443359
meta-llama/Meta-Llama-3-70B,One good way to invest in the country is to buy a senator.,Politicians will do favors for money.,0,J,yes,-1.5390625,-3.0546875,1.515625
meta-llama/Meta-Llama-3-70B,One person who sure makes a long story short is my aunt.,My aunt talks a lot.,0,S,no,-1.7939453,-1.9814453,0.1875
meta-llama/Meta-Llama-3-70B,One person who sure makes a long story short is my editor.,My editor cuts out parts of my stories.,0,J,yes,-1.3066406,-2.9941406,1.6875000000000002
meta-llama/Meta-Llama-3-70B,One thing that makes the world go round is detours.,Detours make people go around.,0,J,yes,-1.9472656,-1.9316406,-0.015625
meta-llama/Meta-Llama-3-70B,One thing that makes the world go round is greed.,Most people don't care about money.,0,S,no,-2.9160156,-2.0097656,-0.90625
meta-llama/Meta-Llama-3-70B,One way to keep pornography away from teenagers is to put it in a cabinet.,Adult magazines should be put where adolescents won't get into them.,0,S,yes,-1.5195312,-2.7851562,1.2656249999999998
meta-llama/Meta-Llama-3-70B,One way to keep pornography away from teenagers is to put it in a textbook.,Teenagers read their textbooks often.,0,J,no,-2.8671875,-1.5771484,-1.2900391
meta-llama/Meta-Llama-3-70B,Our new green car blocked the narrow driveway.,The car was parked in the garage.,0,E,no,-2.1289062,-1.7851562,-0.3437499999999998
meta-llama/Meta-Llama-3-70B,Our son brought home a note from school saying they need a written excuse for his presence.,The son does very well in school.,0,J,no,-2.25,-1.7490234,-0.5009766
meta-llama/Meta-Llama-3-70B,Our son brought home a note from school saying they need a written excuse for his tardiness.,He had been late for school.,0,S,yes,-1.2695312,-3.0195312,1.7499999999999998
meta-llama/Meta-Llama-3-70B,"Parents support clubs for teenagers, especially when they lack other forms of diversion.",Parents want their teenagers to have appropriate forms of entertainment.,0,S,yes,-1.5361328,-2.4824219,0.9462890999999998
meta-llama/Meta-Llama-3-70B,"Parents support clubs for teenagers, especially when they lack other forms of punishment.",Teenagers may need physical punishment.,0,J,yes,-2.359375,-1.8671875,-0.4921875
meta-llama/Meta-Llama-3-70B,Paul heard a loud grinding noise when someone put a tin can right down the garbage disposal.,Paul broke the garbage disposal.,0,E,no,-2.1015625,-1.9208984,-0.1806641
meta-llama/Meta-Llama-3-70B,Politicians who are as American as apple pie still want their rewards.,Patriotic politicians don't care about personal glory.,0,S,no,-2.296875,-1.984375,-0.3125
meta-llama/Meta-Llama-3-70B,Politicians who are as American as apple pie still want their slice.,Politicians are happy to do something for nothing.,0,J,no,-2.3105469,-1.9970703,-0.31347659999999977
meta-llama/Meta-Llama-3-70B,Save the whales; start a coalition.,"To save an endangered species, it's best to act alone.",0,S,no,-3.4472656,-1.3691406,-2.078125
meta-llama/Meta-Llama-3-70B,Save the whales; start a collection.,It's important to protect endangered species in the wild.,0,J,no,-2.4453125,-1.8984375,-0.546875
meta-llama/Meta-Llama-3-70B,She always told girls not to look for a husband but just to date bachelors.,It's better to date a married man.,0,J,no,-2.2109375,-1.8203125,-0.390625
meta-llama/Meta-Llama-3-70B,She always told girls not to look for a husband but just to date someone.,She thinks you should wait for the perfect man.,0,S,no,-2.2851562,-1.7617188,-0.5234373999999999
meta-llama/Meta-Llama-3-70B,"She asked what state he was born in, and he said in the East.",He was a native Californian.,0,S,no,-2.8574219,-1.5371094,-1.3203124999999998
meta-llama/Meta-Llama-3-70B,"She asked what state he was born in, and he said in the nude.",He said he was born in the North.,0,J,no,-2.4121094,-1.7236328,-0.6884765999999998
meta-llama/Meta-Llama-3-70B,She bought her father a tasteful tie for his birthday.,She was giving her father a Christmas gift.,0,E,no,-1.5244141,-2.2578125,0.7333984
meta-llama/Meta-Llama-3-70B,She called her husband at his office.,Her husband worked at home.,0,E,no,-3.1582031,-1.3769531,-1.7812500000000002
meta-llama/Meta-Llama-3-70B,"She is so modest, she pulls down the shade to change her jacket.",She doesn't want people to see her change clothes.,0,S,yes,-1.6230469,-3.1855469,1.5624999999999998
meta-llama/Meta-Llama-3-70B,"She is so modest, she pulls down the shade to change her mind.",She likes to show off in front of others.,0,J,no,-3.390625,-1.625,-1.765625
meta-llama/Meta-Llama-3-70B,She puts something behind her ears to attract men; lately she's been using her ankles.,She's very prudish.,0,J,no,-3.1796875,-1.6962891,-1.4833984
meta-llama/Meta-Llama-3-70B,She puts something behind her ears to attract men; lately she's been using her vanilla.,She wears vanilla as a perfume.,0,S,yes,-1.7207031,-2.7597656,1.0390625000000002
meta-llama/Meta-Llama-3-70B,She read so much about the bad effects of cigarettes she decided to give up the habit.,She was going to quit smoking.,0,S,yes,-1.2314453,-3.8027344,2.5712890999999996
meta-llama/Meta-Llama-3-70B,She read so much about the bad effects of cigarettes she decided to give up the reading.,She planned to quit smoking.,0,J,no,-2.0351562,-2.0664062,0.03125
meta-llama/Meta-Llama-3-70B,She tied up her hair with a yellow ribbon.,She had very short hair.,0,E,no,-2.4902344,-1.6630859,-0.8271484999999998
meta-llama/Meta-Llama-3-70B,"She told him he looked like a million, and she meant every century.",She thought he looked quite young and handsome.,0,J,no,-2.1191406,-2.2753906,0.15625
meta-llama/Meta-Llama-3-70B,"She told him he looked like a million, and she meant every syllable.",She thought he looked good.,0,S,yes,-1.5791016,-3.0644531,1.4853515000000002
meta-llama/Meta-Llama-3-70B,She used a needle and a tweezers to pull out the splinter.,She needed a scalpel to remove the splinter.,0,E,no,-2.3300781,-1.9853516,-0.34472650000000016
meta-llama/Meta-Llama-3-70B,She was suddenly called back to New York and had to take a cab to the airport.,She was going to take a train.,0,E,no,-2.796875,-1.6328125,-1.1640625
meta-llama/Meta-Llama-3-70B,"She went on a fourteen day diet, but she only lost two ounces.",She didn't lose much weight.,0,S,yes,-1.3789062,-3.9101562,2.53125
meta-llama/Meta-Llama-3-70B,"She went on a fourteen day diet, but she only lost two weeks.",She didn't lose any weight.,0,J,yes,-2.3417969,-2.3183594,-0.0234375
meta-llama/Meta-Llama-3-70B,She's happy because she finally has a boyfriend who gets along with her father.,Her father really liked her previous boyfriends.,0,S,no,-2.9023438,-1.5888672,-1.3134766000000002
meta-llama/Meta-Llama-3-70B,She's happy because she finally has a boyfriend who gets along with her fiance.,She is dating more than one man.,0,J,yes,-2.4335938,-1.9023438,-0.5312500000000002
meta-llama/Meta-Llama-3-70B,"Some babies are born to rule, while others are male.",Males are born rulers.,0,J,no,-2.1191406,-1.7597656,-0.3593750000000002
meta-llama/Meta-Llama-3-70B,"Some babies are born to rule, while others are weak.",Power starts at an early age.,0,S,yes,-1.6660156,-2.7910156,1.1250000000000002
meta-llama/Meta-Llama-3-70B,"Some husbands are good providers, but only if you count children.",Some men don't take care of their families.,0,J,yes,-2.1914062,-2.2070312,0.015625
meta-llama/Meta-Llama-3-70B,"Some husbands are good providers, but only if you count salary.",Some men give their families nothing but money.,0,S,yes,-1.8515625,-2.5390625,0.6875
meta-llama/Meta-Llama-3-70B,Some people think courtship is the first in a series of steps leading to divorce.,One of those steps is marriage.,0,J,yes,-2.09375,-2.109375,0.015625
meta-llama/Meta-Llama-3-70B,Some people think courtship is the first in a series of steps leading to romance.,Some people still believe in romantic courtship.,0,S,yes,-1.7060547,-2.6894531,0.9833984000000002
meta-llama/Meta-Llama-3-70B,Some people's only culture is bacteria.,Everybody can appreciate the fine arts.,0,J,no,-3.1015625,-1.7099609,-1.3916016
meta-llama/Meta-Llama-3-70B,Some people's only culture is radio.,Everyone watches television.,0,S,no,-2.9023438,-1.6904297,-1.2119141000000002
meta-llama/Meta-Llama-3-70B,"Statistics indicate that Americans spend eighty million a year on games of chance, mostly blackjack.",Americans like to gamble on card games.,0,S,yes,-1.3417969,-3.0605469,1.7187499999999998
meta-llama/Meta-Llama-3-70B,"Statistics indicate that Americans spend eighty million a year on games of chance, mostly weddings.",Getting married is a risky thing to do.,0,J,yes,-2.0019531,-2.1425781,0.140625
meta-llama/Meta-Llama-3-70B,Sunday is the day we bow our heads and putt.,We go to church on Sunday.,0,J,no,-2.2070312,-1.7226562,-0.4843749999999998
meta-llama/Meta-Llama-3-70B,Sunday is the day we bow our heads and rest.,We work hard on Sunday.,0,S,no,-2.6582031,-1.4394531,-1.2187500000000002
meta-llama/Meta-Llama-3-70B,The accident injured his spinal cord and his legs are paralyzed.,He can move his legs.,0,E,no,-3.8769531,-1.1269531,-2.75
meta-llama/Meta-Llama-3-70B,The art museum just acquired an early Rembrandt; it's done in charcoal.,This early work is an oil painting.,0,S,no,-3.15625,-1.5,-1.65625
meta-llama/Meta-Llama-3-70B,The art museum just acquired an early Rembrandt; it's done in Crayola.,Rembrandt was a child when he completed the work.,0,J,yes,-2.4375,-1.984375,-0.453125
meta-llama/Meta-Llama-3-70B,The baby cried and upset her mother.,The mother was very calm.,0,E,no,-3.3476562,-1.3955078,-1.9521483999999998
meta-llama/Meta-Llama-3-70B,The bartender dropped two olives into the strong martini.,The bartender was preparing a drink.,0,E,yes,-1.3544922,-3.5488281,2.1943359000000004
meta-llama/Meta-Llama-3-70B,The best bargain I ever got was when I went to a family garage sale and bought a grandma.,I bought a car at the garage sale.,0,J,no,-2.5507812,-1.6601562,-0.8906249999999998
meta-llama/Meta-Llama-3-70B,The best bargain I ever got was when I went to a family garage sale and bought a toaster.,I got a really good deal on a blender.,0,S,no,-2.3105469,-1.7714844,-0.5390624999999998
meta-llama/Meta-Llama-3-70B,The best gift for the man who has everything is neckties.,A necktie always makes a good gift for a man.,0,S,yes,-1.5742188,-2.4492188,0.8750000000000002
meta-llama/Meta-Llama-3-70B,The best gift for the man who has everything is penicillin.,This man has lots of diseases.,0,J,yes,-2.0761719,-1.9511719,-0.12499999999999978
meta-llama/Meta-Llama-3-70B,The best way to keep the milk from turning sour is to keep it in the cold.,Milk turns sour faster when it's warm.,0,S,yes,-1.4023438,-3.0742188,1.6718750000000002
meta-llama/Meta-Llama-3-70B,The best way to keep the milk from turning sour is to keep it in the cow.,Milk stays fresh for a long time.,0,J,no,-2.0390625,-2.1171875,0.078125
meta-llama/Meta-Llama-3-70B,The best way to remove coffee stains from a white blouse is with detergent.,Coffee stains are impossible to wash out.,0,S,no,-2.8242188,-1.5507812,-1.2734376
meta-llama/Meta-Llama-3-70B,The best way to remove coffee stains from a white blouse is with scissors.,Coffee stains are easy to wash out.,0,J,no,-2.90625,-1.6328125,-1.2734375
meta-llama/Meta-Llama-3-70B,The best way to stop an elephant from charging is to cut off its credit.,Elephants should pay in cash.,0,J,yes,-2.3007812,-1.7060547,-0.5947264999999999
meta-llama/Meta-Llama-3-70B,The best way to stop an elephant from charging is to cut off its toes.,Elephants can run quickly even without toes.,0,S,no,-2.25,-1.9130859,-0.3369141
meta-llama/Meta-Llama-3-70B,The bill was due at the end of the month.,He had to pay by the thirty-first.,0,E,yes,-1.3583984,-3.625,2.2666016
meta-llama/Meta-Llama-3-70B,The book that tells you where you can go on vacation is called a checkbook.,Where you go on vacation depends on how much you can afford.,0,J,yes,-1.9394531,-2.2207031,0.2812500000000002
meta-llama/Meta-Llama-3-70B,The book that tells you where you can go on vacation is called a guidebook.,Guidebooks aren't very useful for planning a trip.,0,S,no,-2.5683594,-1.9755859,-0.5927734999999998
meta-llama/Meta-Llama-3-70B,The children held their hands and formed a circle.,The children were watching television.,0,E,no,-3.2988281,-1.3056641,-1.9931640000000002
meta-llama/Meta-Llama-3-70B,The choir sang hymns while the people listened.,The people joined in the singing.,0,E,no,-2.7226562,-1.5820312,-1.1406249999999998
meta-llama/Meta-Llama-3-70B,"The convict told his cellmate how he'd blown all the money he stole on wine, women, and crack.",The convict had been a drug user.,0,S,yes,-1.6621094,-2.5136719,0.8515624999999998
meta-llama/Meta-Llama-3-70B,"The convict told his cellmate how he'd blown all the money he stole on wine, women, and lawyers.",Lawyers are expensive.,0,J,yes,-1.5888672,-2.2851562,0.6962889999999999
meta-llama/Meta-Llama-3-70B,"The cops claimed that the prisoner just decided to come clean, but most people think he was forced into the admission.",The prisoner may have been forced into confessing.,0,S,yes,-1.5644531,-3.0878906,1.5234375000000002
meta-llama/Meta-Llama-3-70B,"The cops claimed that the prisoner just decided to come clean, but most people think he was forced into the bathtub.",The prisoner had been dirty and needed to be washed.,0,J,yes,-2.3769531,-1.9560547,-0.42089840000000023
meta-llama/Meta-Llama-3-70B,The curse of heavy drinking is that afterwards you get a huge bartab.,Drinking a lot can be expensive.,0,J,yes,-1.5664062,-2.7929688,1.2265626
meta-llama/Meta-Llama-3-70B,The curse of heavy drinking is that afterwards you get a huge headache.,Drinking alcohol can lead to a hangover.,0,S,yes,-1.2666016,-3.5859375,2.3193359
meta-llama/Meta-Llama-3-70B,The difference between a dog and a fox is about five beers.,Drinking makes women appear more attractive.,0,J,yes,-2.0351562,-2.0039062,-0.03125
meta-llama/Meta-Llama-3-70B,The difference between a dog and a fox is about five degrees.,Dogs and foxes have the same body temperature.,0,S,no,-2.3300781,-1.7441406,-0.5859375000000002
meta-llama/Meta-Llama-3-70B,The difference between a good speaker and a bad one is often a nice diction.,It's important to speak clearly.,0,S,yes,-1.4179688,-3.0351562,1.6171874
meta-llama/Meta-Llama-3-70B,The difference between a good speaker and a bad one is often a nice nap.,Bad speakers can put you to sleep.,0,J,yes,-1.4980469,-2.9824219,1.4843749999999998
meta-llama/Meta-Llama-3-70B,The doctor said he could have a stroke because his arteries were getting narrow and clogged.,He was in excellent health.,0,E,no,-3.5683594,-1.4433594,-2.125
meta-llama/Meta-Llama-3-70B,The doctor told her not to scratch no matter how much it itched.,She had a heart condition.,0,E,no,-2.8027344,-1.5380859,-1.2646484999999998
meta-llama/Meta-Llama-3-70B,The farmer put a new engine in his old tractor.,The farmer wanted to keep the tractor.,0,E,yes,-1.4423828,-3.0117188,1.569336
meta-llama/Meta-Llama-3-70B,The first thing he does every morning is sit in the lotus position and meditate.,He starts every day with coffee and the morning news.,0,E,no,-3.75,-1.3828125,-2.3671875
meta-llama/Meta-Llama-3-70B,The first two hundred story building opened in Chicago; it was a hotel.,Chicago has a skyscraper that's a hotel.,0,S,yes,-1.3955078,-2.8398438,1.444336
meta-llama/Meta-Llama-3-70B,The first two hundred story building opened in Chicago; it was a library.,This building had lots of books.,0,J,yes,-1.4433594,-2.7480469,1.3046874999999998
meta-llama/Meta-Llama-3-70B,The garment bag kept his suit from getting wrinkled.,His suit needed to be ironed.,0,E,no,-2.765625,-1.5634766,-1.2021484
meta-llama/Meta-Llama-3-70B,The husband who catches his wife in the act is probably on the snoop.,An unfaithful wife can get in trouble if her husband is on the lookout.,0,S,yes,-1.8642578,-2.4101562,0.5458983999999998
meta-llama/Meta-Llama-3-70B,The husband who catches his wife in the act is probably on the trapeze.,His wife is cheating on him.,0,J,no,-1.9912109,-1.9443359,-0.046875
meta-llama/Meta-Llama-3-70B,The last time a guy in a mask took all my money I was in shock.,I had been mugged.,0,S,yes,-1.8886719,-1.9667969,0.078125
meta-llama/Meta-Llama-3-70B,The last time a guy in a mask took all my money I was in surgery.,I had been mugged.,0,J,no,-2.7402344,-1.5683594,-1.1718749999999998
meta-llama/Meta-Llama-3-70B,The lawyer feared that his client was guilty.,The lawyer was a prosecutor.,0,E,no,-2.7441406,-1.5410156,-1.2031250000000002
meta-llama/Meta-Llama-3-70B,The luggage handler seemed to take great delight in tossing the boxes marked fragile.,The luggage handler was very careful.,0,E,no,-3.6875,-1.3203125,-2.3671875
meta-llama/Meta-Llama-3-70B,The mole lived in a hole in the ground.,The mole was kept in the house as a pet.,0,E,no,-3.5214844,-1.4355469,-2.0859375
meta-llama/Meta-Llama-3-70B,The most popular instrument in a Scottish marching band is the bagpipe.,"In Scottish marching bands, people like bagpipes more than drums.",0,E,yes,-1.4814453,-2.6777344,1.1962890999999998
meta-llama/Meta-Llama-3-70B,The most prevalent form of legalized gambling is betting.,Betting is not very common.,0,S,no,-2.8378906,-1.6035156,-1.2343750000000002
meta-llama/Meta-Llama-3-70B,The most prevalent form of legalized gambling is elections.,People are gambling when they vote for someone.,0,J,yes,-1.7939453,-2.5976562,0.8037108999999998
meta-llama/Meta-Llama-3-70B,The movers put the sofa on the bare floor.,The house was fully carpeted.,0,E,no,-2.7714844,-1.7021484,-1.0693359999999998
meta-llama/Meta-Llama-3-70B,"The new tax forms are more realistic-- where your wife signs, it says: accomplice.",Your wife doesn't need to sign your tax form.,0,J,no,-2.7109375,-1.9921875,-0.71875
meta-llama/Meta-Llama-3-70B,"The new tax forms are more realistic-- where your wife signs, it says: partner.",Tax forms are very old-fashioned.,0,S,no,-2.7011719,-1.7714844,-0.9296874999999998
meta-llama/Meta-Llama-3-70B,The newspaper photo was so murky he couldn't figure out who it was until he read the caption.,He could see the person in the photo clearly.,0,E,no,-3.2714844,-1.6005859,-1.6708984999999998
meta-llama/Meta-Llama-3-70B,The nurse gave him detailed instructions about how to clean the wound and put on a fresh bandage.,He had been injured.,0,E,yes,-1.6230469,-2.4199219,0.7968749999999998
meta-llama/Meta-Llama-3-70B,The old wealthy family lived in a twelve bedroom mansion.,They lived in a small home.,0,E,no,-3.6757812,-1.0898438,-2.5859373999999997
meta-llama/Meta-Llama-3-70B,The only crop that is grown in America and harvested abroad is the American tobacco.,Very few foreigners smoke American cigarettes.,0,S,no,-2.1386719,-1.9267578,-0.21191409999999977
meta-llama/Meta-Llama-3-70B,The only crop that is grown in America and harvested abroad is the American tourist.,Tourists spend a lot of money in other countries.,0,J,yes,-1.8134766,-2.109375,0.2958984
meta-llama/Meta-Llama-3-70B,The only fishing through the ice that some men ever do is for the olive.,Some men fish; others just drink martinis.,0,J,yes,-1.9277344,-2.0917969,0.16406249999999978
meta-llama/Meta-Llama-3-70B,The only fishing through the ice that some men ever do is for the trout.,Some ice fishermen only want to catch trout.,0,S,yes,-1.6210938,-2.6210938,1.0000000000000002
meta-llama/Meta-Llama-3-70B,The only ones who want me for my body are losers.,Everybody finds me very attractive.,0,S,no,-2.5761719,-1.5839844,-0.9921874999999998
meta-llama/Meta-Llama-3-70B,The only ones who want me for my body are mosquitoes.,People find me very sexy.,0,J,no,-2.796875,-1.4453125,-1.3515625
meta-llama/Meta-Llama-3-70B,The only person who sticks closer to you in adversity than a friend is a creditor.,People you owe money to don't hang around much.,0,J,no,-2.6894531,-2.1269531,-0.5625
meta-llama/Meta-Llama-3-70B,The only person who sticks closer to you in adversity than a friend is a spouse.,You just can't depend on a husband or wife.,0,S,no,-2.4160156,-1.7910156,-0.6250000000000002
meta-llama/Meta-Llama-3-70B,The only place where you can find people who spend all their time minding their own business is the bank.,People at banks are very nosy.,0,S,no,-3.0332031,-1.5263672,-1.5068359000000002
meta-llama/Meta-Llama-3-70B,The only place where you can find people who spend all their time minding their own business is the cemetery.,Everybody is nosy to some extent.,0,J,yes,-2.71875,-1.9453125,-0.7734375
meta-llama/Meta-Llama-3-70B,The only thing money can't buy is generosity.,Just because you have money doesn't mean you'll share it.,0,S,yes,-1.6650391,-3.1875,1.5224609
meta-llama/Meta-Llama-3-70B,The only thing money can't buy is poverty.,Money can buy almost anything.,0,J,yes,-1.8955078,-2.1132812,0.21777339999999978
meta-llama/Meta-Llama-3-70B,The only time my father ever raised a hand to his children was in discipline.,My father didn't believe in corporal punishment.,0,S,no,-1.9970703,-2.2480469,0.25097659999999977
meta-llama/Meta-Llama-3-70B,The only time my father ever raised a hand to his children was in self-defense.,My father beat his children a lot.,0,J,no,-2.9765625,-1.4609375,-1.515625
meta-llama/Meta-Llama-3-70B,The paint turned out to be the wrong color.,They were putting up wallpaper.,0,E,no,-3.0917969,-1.4121094,-1.6796874999999998
meta-llama/Meta-Llama-3-70B,The painter used water-based paint for the interior of the house but enamel for the exterior.,He used the same paint both inside and outside the house.,0,E,no,-3.8007812,-1.1523438,-2.6484373999999997
meta-llama/Meta-Llama-3-70B,The penalty for dishonesty is the disgrace of dying rich.,Liars never win.,0,J,no,-1.9580078,-2.1308594,0.17285159999999977
meta-llama/Meta-Llama-3-70B,The penalty for dishonesty is the disgrace of dying unloved.,People who lie don't have many friends.,0,S,yes,-1.6162109,-2.7421875,1.1259766
meta-llama/Meta-Llama-3-70B,The perfect companion to a vegetarian dinner is a salad.,A vegetarian meal doesn't need a salad.,0,S,no,-2.7167969,-1.8505859,-0.8662109999999998
meta-llama/Meta-Llama-3-70B,The perfect companion to a vegetarian dinner is a steak.,I don't believe in eating meat.,0,J,no,-2.1699219,-2.0292969,-0.140625
meta-llama/Meta-Llama-3-70B,The policeman saw him throw the bottle out the window and gave him a ticket for littering.,He got a ticket for speeding.,0,E,no,-3.0820312,-1.3466797,-1.7353515
meta-llama/Meta-Llama-3-70B,The Republican candidate won the election by a landslide.,The election was very close.,0,E,no,-3.9707031,-1.3457031,-2.625
meta-llama/Meta-Llama-3-70B,The rodeo champion was quite proud of his big silver belt buckle.,The rodeo champion didn't wear a belt.,0,E,no,-2.7167969,-1.7333984,-0.9833984999999998
meta-llama/Meta-Llama-3-70B,The show had one act that was really offbeat: the clowns.,The clowns were really out of the ordinary.,0,S,yes,-1.3710938,-3.2148438,1.8437500000000002
meta-llama/Meta-Llama-3-70B,The show had one act that was really offbeat: the singer.,The singer had poor rhythm.,0,J,yes,-2.0136719,-1.9042969,-0.10937499999999978
meta-llama/Meta-Llama-3-70B,The surgeon tried vainly to save his patient.,The patient died.,0,E,yes,-1.5751953,-2.4355469,0.8603515999999998
meta-llama/Meta-Llama-3-70B,The teacher wrote the problem on the board.,The teacher was going to explain the problem.,0,E,yes,-1.9394531,-1.9550781,0.015625
meta-llama/Meta-Llama-3-70B,The terrorists planted a bomb in the airport and four people were killed in the explosion.,The bomb squad was able to defuse the bomb.,0,E,no,-3.3964844,-1.3427734,-2.053711
meta-llama/Meta-Llama-3-70B,The tourist bureau told the visitors there was plenty of hunting in this part of the country but very little finding.,Things are hard to find in this area.,0,J,yes,-1.6328125,-2.7734375,1.140625
meta-llama/Meta-Llama-3-70B,The tourist bureau told the visitors there was plenty of hunting in this part of the country but very little sightseeing.,There aren't many tourist sights in the area.,0,S,yes,-1.7587891,-2.6328125,0.8740234
meta-llama/Meta-Llama-3-70B,The victim was rushed to the hospital in an ambulance.,The victim wasn't hurt in the accident.,0,E,no,-3.1503906,-1.6884766,-1.4619140000000002
meta-llama/Meta-Llama-3-70B,The visitor stared at the grandfather clock and seemed almost hypnotized by the swinging of the pendulum.,The visitor could see the clock.,0,E,yes,-1.5820312,-2.5976562,1.0156249999999998
meta-llama/Meta-Llama-3-70B,The whole town came to hear their mayor speak.,The people wanted to hear what the mayor would say.,0,E,yes,-1.2890625,-3.8359375,2.546875
meta-llama/Meta-Llama-3-70B,The wind was so strong it blew out three fuses.,The wind affected the electrical system.,0,J,yes,-1.2226562,-3.5117188,2.2890626000000003
