sentence,answer,model,condition,correct,cosine_similarity,n_params
She puts something behind her ears to attract men; lately she's been using her vanilla.,She wears vanilla as a perfume.,bert-large-uncased,S,yes,0.7812528610229492,335141888
She read so much about the bad effects of cigarettes she decided to give up the habit.,She was going to quit smoking.,bert-large-uncased,S,yes,0.8403376936912537,335141888
She read so much about the bad effects of cigarettes she decided to give up the reading.,She planned to quit smoking.,bert-large-uncased,J,no,0.8822557926177979,335141888
She tied up her hair with a yellow ribbon.,She had very short hair.,bert-large-uncased,E,no,0.7026097774505615,335141888
"She told him he looked like a million, and she meant every century.",She thought he looked quite young and handsome.,bert-large-uncased,J,no,0.6553375124931335,335141888
"She told him he looked like a million, and she meant every syllable.",She thought he looked good.,bert-large-uncased,S,yes,0.7495808601379395,335141888
She used a needle and a tweezers to pull out the splinter.,She needed a scalpel to remove the splinter.,bert-large-uncased,E,no,0.7460305094718933,335141888
She was suddenly called back to New York and had to take a cab to the airport.,She was going to take a train.,bert-large-uncased,E,no,0.7469309568405151,335141888
"She went on a fourteen day diet, but she only lost two ounces.",She didn't lose much weight.,bert-large-uncased,S,yes,0.8210746645927429,335141888
"She went on a fourteen day diet, but she only lost two weeks.",She didn't lose any weight.,bert-large-uncased,J,yes,0.8093834519386292,335141888
She's happy because she finally has a boyfriend who gets along with her father.,Her father really liked her previous boyfriends.,bert-large-uncased,S,no,0.7070133686065674,335141888
She's happy because she finally has a boyfriend who gets along with her fiance.,She is dating more than one man.,bert-large-uncased,J,yes,0.6640691161155701,335141888
"Some babies are born to rule, while others are male.",Males are born rulers.,bert-large-uncased,J,no,0.889411211013794,335141888
"Some babies are born to rule, while others are weak.",Power starts at an early age.,bert-large-uncased,S,yes,0.5464175939559937,335141888
"Some husbands are good providers, but only if you count children.",Some men don't take care of their families.,bert-large-uncased,J,yes,0.7697123885154724,335141888
"Some husbands are good providers, but only if you count salary.",Some men give their families nothing but money.,bert-large-uncased,S,yes,0.8486183285713196,335141888
Some people think courtship is the first in a series of steps leading to divorce.,One of those steps is marriage.,bert-large-uncased,J,yes,0.8057143688201904,335141888
Some people think courtship is the first in a series of steps leading to romance.,Some people still believe in romantic courtship.,bert-large-uncased,S,yes,0.8990475535392761,335141888
Some people's only culture is bacteria.,Everybody can appreciate the fine arts.,bert-large-uncased,J,no,0.6560292840003967,335141888
Some people's only culture is radio.,Everyone watches television.,bert-large-uncased,S,no,0.7771790623664856,335141888
"Statistics indicate that Americans spend eighty million a year on games of chance, mostly blackjack.",Americans like to gamble on card games.,bert-large-uncased,S,yes,0.8168005347251892,335141888
"Statistics indicate that Americans spend eighty million a year on games of chance, mostly weddings.",Getting married is a risky thing to do.,bert-large-uncased,J,yes,0.7685025334358215,335141888
Sunday is the day we bow our heads and putt.,We go to church on Sunday.,bert-large-uncased,J,no,0.78618323802948,335141888
Sunday is the day we bow our heads and rest.,We work hard on Sunday.,bert-large-uncased,S,no,0.7108757495880127,335141888
The accident injured his spinal cord and his legs are paralyzed.,He can move his legs.,bert-large-uncased,E,no,0.6884089708328247,335141888
The art museum just acquired an early Rembrandt; it's done in charcoal.,This early work is an oil painting.,bert-large-uncased,S,no,0.6862512826919556,335141888
The art museum just acquired an early Rembrandt; it's done in Crayola.,Rembrandt was a child when he completed the work.,bert-large-uncased,J,yes,0.7975674867630005,335141888
The baby cried and upset her mother.,The mother was very calm.,bert-large-uncased,E,no,0.6479783058166504,335141888
The bartender dropped two olives into the strong martini.,The bartender was preparing a drink.,bert-large-uncased,E,yes,0.8201790452003479,335141888
The best bargain I ever got was when I went to a family garage sale and bought a grandma.,I bought a car at the garage sale.,bert-large-uncased,J,no,0.8208887577056885,335141888
The best bargain I ever got was when I went to a family garage sale and bought a toaster.,I got a really good deal on a blender.,bert-large-uncased,S,no,0.783536434173584,335141888
The best gift for the man who has everything is neckties.,A necktie always makes a good gift for a man.,bert-large-uncased,S,yes,0.8408132195472717,335141888
The best gift for the man who has everything is penicillin.,This man has lots of diseases.,bert-large-uncased,J,yes,0.7521404027938843,335141888
The best way to keep the milk from turning sour is to keep it in the cold.,Milk turns sour faster when it's warm.,bert-large-uncased,S,yes,0.7418330907821655,335141888
The best way to keep the milk from turning sour is to keep it in the cow.,Milk stays fresh for a long time.,bert-large-uncased,J,no,0.7647765874862671,335141888
The best way to remove coffee stains from a white blouse is with detergent.,Coffee stains are impossible to wash out.,bert-large-uncased,S,no,0.6565088033676147,335141888
The best way to remove coffee stains from a white blouse is with scissors.,Coffee stains are easy to wash out.,bert-large-uncased,J,no,0.6488155126571655,335141888
The best way to stop an elephant from charging is to cut off its credit.,Elephants should pay in cash.,bert-large-uncased,J,yes,0.8306513428688049,335141888
The best way to stop an elephant from charging is to cut off its toes.,Elephants can run quickly even without toes.,bert-large-uncased,S,no,0.8512730598449707,335141888
The bill was due at the end of the month.,He had to pay by the thirty-first.,bert-large-uncased,E,yes,0.7398549318313599,335141888
The book that tells you where you can go on vacation is called a checkbook.,Where you go on vacation depends on how much you can afford.,bert-large-uncased,J,yes,0.715626060962677,335141888
The book that tells you where you can go on vacation is called a guidebook.,Guidebooks aren't very useful for planning a trip.,bert-large-uncased,S,no,0.712162435054779,335141888
The children held their hands and formed a circle.,The children were watching television.,bert-large-uncased,E,no,0.7281479835510254,335141888
The choir sang hymns while the people listened.,The people joined in the singing.,bert-large-uncased,E,no,0.8100030422210693,335141888
"The convict told his cellmate how he'd blown all the money he stole on wine, women, and crack.",The convict had been a drug user.,bert-large-uncased,S,yes,0.6971920728683472,335141888
"The convict told his cellmate how he'd blown all the money he stole on wine, women, and lawyers.",Lawyers are expensive.,bert-large-uncased,J,yes,0.7576308250427246,335141888
"The cops claimed that the prisoner just decided to come clean, but most people think he was forced into the admission.",The prisoner may have been forced into confessing.,bert-large-uncased,S,yes,0.7247995734214783,335141888
"The cops claimed that the prisoner just decided to come clean, but most people think he was forced into the bathtub.",The prisoner had been dirty and needed to be washed.,bert-large-uncased,J,yes,0.6723669171333313,335141888
The curse of heavy drinking is that afterwards you get a huge bartab.,Drinking a lot can be expensive.,bert-large-uncased,J,yes,0.5975173711776733,335141888
The curse of heavy drinking is that afterwards you get a huge headache.,Drinking alcohol can lead to a hangover.,bert-large-uncased,S,yes,0.8157151937484741,335141888
The difference between a dog and a fox is about five beers.,Drinking makes women appear more attractive.,bert-large-uncased,J,yes,0.4667438268661499,335141888
The difference between a dog and a fox is about five degrees.,Dogs and foxes have the same body temperature.,bert-large-uncased,S,no,0.6940593123435974,335141888
The difference between a good speaker and a bad one is often a nice diction.,It's important to speak clearly.,bert-large-uncased,S,yes,0.7659428119659424,335141888
The difference between a good speaker and a bad one is often a nice nap.,Bad speakers can put you to sleep.,bert-large-uncased,J,yes,0.8202816247940063,335141888
The doctor said he could have a stroke because his arteries were getting narrow and clogged.,He was in excellent health.,bert-large-uncased,E,no,0.4476497769355774,335141888
The doctor told her not to scratch no matter how much it itched.,She had a heart condition.,bert-large-uncased,E,no,0.645842432975769,335141888
The farmer put a new engine in his old tractor.,The farmer wanted to keep the tractor.,bert-large-uncased,E,yes,0.8577184081077576,335141888
The first thing he does every morning is sit in the lotus position and meditate.,He starts every day with coffee and the morning news.,bert-large-uncased,E,no,0.6847618818283081,335141888
The first two hundred story building opened in Chicago; it was a hotel.,Chicago has a skyscraper that's a hotel.,bert-large-uncased,S,yes,0.7102598547935486,335141888
The first two hundred story building opened in Chicago; it was a library.,This building had lots of books.,bert-large-uncased,J,yes,0.7779493927955627,335141888
The garment bag kept his suit from getting wrinkled.,His suit needed to be ironed.,bert-large-uncased,E,no,0.8531509041786194,335141888
The husband who catches his wife in the act is probably on the snoop.,An unfaithful wife can get in trouble if her husband is on the lookout.,bert-large-uncased,S,yes,0.8582643270492554,335141888
The husband who catches his wife in the act is probably on the trapeze.,His wife is cheating on him.,bert-large-uncased,J,no,0.5757542252540588,335141888
The last time a guy in a mask took all my money I was in shock.,I had been mugged.,bert-large-uncased,S,yes,0.6966840028762817,335141888
The last time a guy in a mask took all my money I was in surgery.,I had been mugged.,bert-large-uncased,J,no,0.7732042074203491,335141888
The lawyer feared that his client was guilty.,The lawyer was a prosecutor.,bert-large-uncased,E,no,0.7182968854904175,335141888
The luggage handler seemed to take great delight in tossing the boxes marked fragile.,The luggage handler was very careful.,bert-large-uncased,E,no,0.7829539775848389,335141888
The mole lived in a hole in the ground.,The mole was kept in the house as a pet.,bert-large-uncased,E,no,0.7348219752311707,335141888
The most popular instrument in a Scottish marching band is the bagpipe.,"In Scottish marching bands, people like bagpipes more than drums.",bert-large-uncased,E,yes,0.8918083906173706,335141888
The most prevalent form of legalized gambling is betting.,Betting is not very common.,bert-large-uncased,S,no,0.8805235624313354,335141888
The most prevalent form of legalized gambling is elections.,People are gambling when they vote for someone.,bert-large-uncased,J,yes,0.6524546146392822,335141888
The movers put the sofa on the bare floor.,The house was fully carpeted.,bert-large-uncased,E,no,0.7953212261199951,335141888
"The new tax forms are more realistic-- where your wife signs, it says: accomplice.",Your wife doesn't need to sign your tax form.,bert-large-uncased,J,no,0.8547869920730591,335141888
"The new tax forms are more realistic-- where your wife signs, it says: partner.",Tax forms are very old-fashioned.,bert-large-uncased,S,no,0.8706380128860474,335141888
The newspaper photo was so murky he couldn't figure out who it was until he read the caption.,He could see the person in the photo clearly.,bert-large-uncased,E,no,0.7790104150772095,335141888
The nurse gave him detailed instructions about how to clean the wound and put on a fresh bandage.,He had been injured.,bert-large-uncased,E,yes,0.5242152810096741,335141888
The old wealthy family lived in a twelve bedroom mansion.,They lived in a small home.,bert-large-uncased,E,no,0.8788391351699829,335141888
The only crop that is grown in America and harvested abroad is the American tobacco.,Very few foreigners smoke American cigarettes.,bert-large-uncased,S,no,0.8500218987464905,335141888
The only crop that is grown in America and harvested abroad is the American tourist.,Tourists spend a lot of money in other countries.,bert-large-uncased,J,yes,0.5531651377677917,335141888
The only fishing through the ice that some men ever do is for the olive.,Some men fish; others just drink martinis.,bert-large-uncased,J,yes,0.570742130279541,335141888
The only fishing through the ice that some men ever do is for the trout.,Some ice fishermen only want to catch trout.,bert-large-uncased,S,yes,0.7541031837463379,335141888
The only ones who want me for my body are losers.,Everybody finds me very attractive.,bert-large-uncased,S,no,0.8210925459861755,335141888
The only ones who want me for my body are mosquitoes.,People find me very sexy.,bert-large-uncased,J,no,0.7811140418052673,335141888
The only person who sticks closer to you in adversity than a friend is a creditor.,People you owe money to don't hang around much.,bert-large-uncased,J,no,0.7655850648880005,335141888
The only person who sticks closer to you in adversity than a friend is a spouse.,You just can't depend on a husband or wife.,bert-large-uncased,S,no,0.6061627864837646,335141888
The only place where you can find people who spend all their time minding their own business is the bank.,People at banks are very nosy.,bert-large-uncased,S,no,0.7717046141624451,335141888
The only place where you can find people who spend all their time minding their own business is the cemetery.,Everybody is nosy to some extent.,bert-large-uncased,J,yes,0.7677266597747803,335141888
The only thing money can't buy is generosity.,Just because you have money doesn't mean you'll share it.,bert-large-uncased,S,yes,0.7620441317558289,335141888
The only thing money can't buy is poverty.,Money can buy almost anything.,bert-large-uncased,J,yes,0.8654625415802002,335141888
The only time my father ever raised a hand to his children was in discipline.,My father didn't believe in corporal punishment.,bert-large-uncased,S,no,0.8063751459121704,335141888
The only time my father ever raised a hand to his children was in self-defense.,My father beat his children a lot.,bert-large-uncased,J,no,0.7641196250915527,335141888
The paint turned out to be the wrong color.,They were putting up wallpaper.,bert-large-uncased,E,no,0.7280523777008057,335141888
The painter used water-based paint for the interior of the house but enamel for the exterior.,He used the same paint both inside and outside the house.,bert-large-uncased,E,no,0.7627584338188171,335141888
The penalty for dishonesty is the disgrace of dying rich.,Liars never win.,bert-large-uncased,J,no,0.5063120722770691,335141888
The penalty for dishonesty is the disgrace of dying unloved.,People who lie don't have many friends.,bert-large-uncased,S,yes,0.7786734700202942,335141888
The perfect companion to a vegetarian dinner is a salad.,A vegetarian meal doesn't need a salad.,bert-large-uncased,S,no,0.7544621229171753,335141888
The perfect companion to a vegetarian dinner is a steak.,I don't believe in eating meat.,bert-large-uncased,J,no,0.6876042485237122,335141888
The policeman saw him throw the bottle out the window and gave him a ticket for littering.,He got a ticket for speeding.,bert-large-uncased,E,no,0.7014002799987793,335141888
The Republican candidate won the election by a landslide.,The election was very close.,bert-large-uncased,E,no,0.6405199766159058,335141888
The rodeo champion was quite proud of his big silver belt buckle.,The rodeo champion didn't wear a belt.,bert-large-uncased,E,no,0.8383693695068359,335141888
The show had one act that was really offbeat: the clowns.,The clowns were really out of the ordinary.,bert-large-uncased,S,yes,0.6913528442382812,335141888
The show had one act that was really offbeat: the singer.,The singer had poor rhythm.,bert-large-uncased,J,yes,0.791684627532959,335141888
The surgeon tried vainly to save his patient.,The patient died.,bert-large-uncased,E,yes,0.6499993801116943,335141888
The teacher wrote the problem on the board.,The teacher was going to explain the problem.,bert-large-uncased,E,yes,0.7673807740211487,335141888
The terrorists planted a bomb in the airport and four people were killed in the explosion.,The bomb squad was able to defuse the bomb.,bert-large-uncased,E,no,0.8004789352416992,335141888
The tourist bureau told the visitors there was plenty of hunting in this part of the country but very little finding.,Things are hard to find in this area.,bert-large-uncased,J,yes,0.6795494556427002,335141888
The tourist bureau told the visitors there was plenty of hunting in this part of the country but very little sightseeing.,There aren't many tourist sights in the area.,bert-large-uncased,S,yes,0.82305508852005,335141888
The victim was rushed to the hospital in an ambulance.,The victim wasn't hurt in the accident.,bert-large-uncased,E,no,0.761850893497467,335141888
The visitor stared at the grandfather clock and seemed almost hypnotized by the swinging of the pendulum.,The visitor could see the clock.,bert-large-uncased,E,yes,0.7225446701049805,335141888
The whole town came to hear their mayor speak.,The people wanted to hear what the mayor would say.,bert-large-uncased,E,yes,0.8612580895423889,335141888
The wind was so strong it blew out three fuses.,The wind affected the electrical system.,bert-large-uncased,J,yes,0.8129692077636719,335141888
The wind was so strong it blew out three streetlights.,The storm didn't cause any damage.,bert-large-uncased,S,no,0.6608281135559082,335141888
The woman in the grocery store was handing out free samples.,The samples cost ten cents each.,bert-large-uncased,E,no,0.6657005548477173,335141888
The woman who has her husband eating out of her hand must save a lot of dishwashing.,The husband washes all the dishes.,bert-large-uncased,J,no,0.598396360874176,335141888
The woman who has her husband eating out of her hand must save a lot of heartbreak.,She's happy because her husband does what she wants.,bert-large-uncased,S,yes,0.7605294585227966,335141888
There were over a hundred trees in the apple orchard.,It was an extremely small orchard.,bert-large-uncased,E,no,0.7330727577209473,335141888
They planned to dig a tunnel in order to escape.,They were being held prisoner.,bert-large-uncased,E,yes,0.6428952217102051,335141888
They redecorated the bar with new drunks.,The bar has all new furniture.,bert-large-uncased,J,no,0.8155425786972046,335141888
They redecorated the bar with new wood.,The bar is all chrome and glass.,bert-large-uncased,S,no,0.8907371759414673,335141888
They went to Las Vegas and got married in one of those quickie wedding chapels.,They spent months planning a big wedding.,bert-large-uncased,E,no,0.8391808867454529,335141888
This fall two things are turning yellow: trees and bushes.,The leaves are changing color.,bert-large-uncased,S,yes,0.7589874267578125,335141888
This fall two things are turning yellow: trees and investors.,Investors are becoming scared.,bert-large-uncased,J,yes,0.7706296443939209,335141888
"This house comes with a lot of extras, mostly termites.",The house is free of bugs.,bert-large-uncased,J,no,0.7541607618331909,335141888
"This house comes with a lot of extras, mostly upgrades.",The house would be a good purchase.,bert-large-uncased,S,yes,0.6927064061164856,335141888
"This new computer works so quickly, it comes complete with games.","If you use this computer, you'll have time left to play.",bert-large-uncased,S,yes,0.687939465045929,335141888
"This new computer works so quickly, it comes complete with ulcers.",The computer feels no stress.,bert-large-uncased,J,no,0.5944544076919556,335141888
"Though most people think it's Rome, the world's most beloved capital is actually dollars.",People love money.,bert-large-uncased,J,yes,0.6000767946243286,335141888
"Though most people think it's Rome, the world's most beloved capital is actually Vienna.",Rome is more beloved than Vienna.,bert-large-uncased,S,no,0.6480475664138794,335141888
Three people were killed in a major highway accident.,The accident had not been fatal.,bert-large-uncased,E,no,0.6373797059059143,335141888
Tim threw a rock and broke the window.,Tim was playing baseball.,bert-large-uncased,E,no,0.6634796857833862,335141888
"To clothe one soldier, it takes the wool from two sheep and the hides from three animals.",Military uniforms are made from natural materials.,bert-large-uncased,S,yes,0.7585390210151672,335141888
"To clothe one soldier, it takes the wool from two sheep and the hides from three taxpayers.",Military uniforms are expensive.,bert-large-uncased,J,yes,0.7469629049301147,335141888
"To get something done, a committee should consist of no more than three people, two of whom are dead.",Groups are more efficient than individuals.,bert-large-uncased,J,no,0.4178179204463959,335141888
"To get something done, a committee should consist of no more than three people, two of whom are workers.",A committee works best with one leader.,bert-large-uncased,S,yes,0.7022797465324402,335141888
To keep the dogs out of the yard he put up a fence.,He was worried his pet would escape.,bert-large-uncased,E,no,0.6353777647018433,335141888
To pay for the car Al simply wrote a check.,Al paid with a credit card.,bert-large-uncased,E,no,0.8049893975257874,335141888
Too many girls believe that the chief foundation for true love is a large fortune.,A lot of women marry for money.,bert-large-uncased,S,yes,0.7330133318901062,335141888
Too many girls believe that the chief foundation for true love is a large stone.,Some girls just want a big diamond ring.,bert-large-uncased,J,yes,0.7180537581443787,335141888
Two things are essential for success: wealth and fame.,Having money without celebrity is still success.,bert-large-uncased,S,no,0.6499943137168884,335141888
Two things are essential for success: wealth and money.,You don't need much cash to succeed in business.,bert-large-uncased,J,no,0.7189852595329285,335141888
We finally got a decent picture on the TV after an hour of adjusting the antenna.,The TV had poor reception.,bert-large-uncased,E,yes,0.7655270099639893,335141888
We live in a lovely suburb; it's just two miles beyond our income.,We can't afford to live where we do.,bert-large-uncased,J,yes,0.8093297481536865,335141888
We live in a lovely suburb; it's just two miles beyond our town.,The suburb is far from the city.,bert-large-uncased,S,no,0.8098750114440918,335141888
"We used to have food on the table as soon as the customer was seated, but our new system requires more effort.",We have to work harder now.,bert-large-uncased,S,yes,0.7628877758979797,335141888
"We used to have food on the table as soon as the customer was seated, but our new system requires more plates.",Our service is faster now.,bert-large-uncased,J,no,0.7622433304786682,335141888
"When an irresistible force meets an immovable object, you get two very angry entities.","When one thing runs into another, both become unhappy.",bert-large-uncased,S,yes,0.7658585906028748,335141888
"When an irresistible force meets an immovable object, you get two very angry women.",Women can be stubborn.,bert-large-uncased,J,yes,0.7279060482978821,335141888
"When he stepped into the elevator, he knew Jennifer had just been there by the smell of her perfume.",Jennifer wore strong perfume.,bert-large-uncased,E,yes,0.7945202589035034,335141888
"When I asked how long I should cook the noodles, he said at least ten inches.",The noodles should be at least ten inches long.,bert-large-uncased,J,yes,0.7229920029640198,335141888
"When I asked how long I should cook the noodles, he said at least ten seconds.",They had already eaten.,bert-large-uncased,S,no,0.7151979804039001,335141888
"When I asked the bartender for something cold and full of rum, he recommended his daiquiri.",The bartender recommended a drink.,bert-large-uncased,S,yes,0.8583171963691711,335141888
"When I asked the bartender for something cold and full of rum, he recommended his wife.",The bartender was married.,bert-large-uncased,J,yes,0.7080720663070679,335141888
"When I found out how much my wife spent on dresses last year, I dumped her and proposed to the dressmaker.",The dressmaker had a lot of my money.,bert-large-uncased,J,yes,0.771300733089447,335141888
"When I found out how much my wife spent on dresses last year, I dumped her and proposed to the mistress.",I had been faithful to my wife.,bert-large-uncased,S,no,0.6094323396682739,335141888
"When it comes to keeping warm, nothing beats a thermal brunette.",A down parka is the best way to keep warm.,bert-large-uncased,J,no,0.7230552434921265,335141888
"When it comes to keeping warm, nothing beats a thermal parka.",A trenchcoat is the best way to keep warm.,bert-large-uncased,S,no,0.7900434136390686,335141888
"When John bought a bulldog, it was no time at all before he had that dog eating out of his fingers.",He trained the dog well.,bert-large-uncased,S,yes,0.7529274821281433,335141888
"When John bought a bulldog, it was no time at all before he had that dog eating out of his leg.",The dog was aggressive.,bert-large-uncased,J,yes,0.7142484188079834,335141888
"When reviewing your notes for a test, the most important ones will be capitalized.",Pay more attention to the things in small print.,bert-large-uncased,S,no,0.7046225070953369,335141888
"When reviewing your notes for a test, the most important ones will be illegible.",Important notes are written clearly so they stand out.,bert-large-uncased,J,no,0.8383303284645081,335141888
"When the kid came into the store and asked for empty boxes, the owner gave him the crate.",The kid didn't get any boxes.,bert-large-uncased,S,no,0.5656875967979431,335141888
"When the kid came into the store and asked for empty boxes, the owner gave him the register.",The store had made a lot of money.,bert-large-uncased,J,no,0.6016051769256592,335141888
When they were in London they visited Buckingham Palace.,They made a trip to England.,bert-large-uncased,E,yes,0.7859426140785217,335141888
"When we got divorced, my wife and I split the house; she got the inside.",I got the outside.,bert-large-uncased,J,yes,0.8679620027542114,335141888
"When we got divorced, my wife and I split the house; she got the kitchen.",My wife gave me the kitchen items.,bert-large-uncased,S,no,0.8135346174240112,335141888
"When we watch a sexy movie, my wife leans over and breathes on my collar.",She wants to get me excited.,bert-large-uncased,S,yes,0.6795733571052551,335141888
"When we watch a sexy movie, my wife leans over and breathes on my glasses.",She wants me to see the movie.,bert-large-uncased,J,no,0.7376685738563538,335141888
"When you go to bed, turn off the lights.",The lights are on.,bert-large-uncased,E,yes,0.7937332391738892,335141888
"When you own an ice cream business, your favorite flavor is aspirin.",Running an ice cream business can give you a headache.,bert-large-uncased,J,yes,0.7527344226837158,335141888
"When you own an ice cream business, your favorite flavor is everything.",You start to like all the flavors.,bert-large-uncased,S,yes,0.8431366682052612,335141888
"Where I'm from, the two most common elements are hydrogen and nitrogen.",Phosphorus is the most common element in my hometown.,bert-large-uncased,S,no,0.7824902534484863,335141888
"Where I'm from, the two most common elements are hydrogen and stupidity.",People in my hometown are very smart.,bert-large-uncased,J,no,0.743608832359314,335141888
"Women don't dress to please men; if they did, they'd dress a lot faster.",Women take a long time to get dressed.,bert-large-uncased,J,yes,0.8899390697479248,335141888
"Women don't dress to please men; if they did, they'd dress a lot scantier.",Men prefer women who wear a lot of clothes.,bert-large-uncased,S,no,0.7592639923095703,335141888
Women were not allowed to vote until when Congress passed the nineteenth amendment to the constitution.,Women in 1900 could not vote.,bert-large-uncased,E,yes,0.8298062682151794,335141888
Yesterday they canoed down the river.,They spent yesterday outdoors.,bert-large-uncased,E,yes,0.8135091066360474,335141888
You can keep your kids out of hot water with dishes.,Kids like to wash dishes.,bert-large-uncased,J,no,0.871471643447876,335141888
You can keep your kids out of hot water with rules.,Clear boundaries help keep kids out of trouble.,bert-large-uncased,S,yes,0.8353369235992432,335141888
You could tell he had grown up in the South by his accent.,He talked like a Southerner.,bert-large-uncased,E,yes,0.8531877994537354,335141888
