sentence,answer,model,condition,correct,cosine_similarity,n_params
She puts something behind her ears to attract men; lately she's been using her vanilla.,She wears vanilla as a perfume.,bert-base-uncased,S,yes,0.9273695349693298,109482240
She read so much about the bad effects of cigarettes she decided to give up the habit.,She was going to quit smoking.,bert-base-uncased,S,yes,0.9046051502227783,109482240
She read so much about the bad effects of cigarettes she decided to give up the reading.,She planned to quit smoking.,bert-base-uncased,J,no,0.9003025889396667,109482240
She tied up her hair with a yellow ribbon.,She had very short hair.,bert-base-uncased,E,no,0.933290958404541,109482240
"She told him he looked like a million, and she meant every century.",She thought he looked quite young and handsome.,bert-base-uncased,J,no,0.9222646951675415,109482240
"She told him he looked like a million, and she meant every syllable.",She thought he looked good.,bert-base-uncased,S,yes,0.9392987489700317,109482240
She used a needle and a tweezers to pull out the splinter.,She needed a scalpel to remove the splinter.,bert-base-uncased,E,no,0.9274526238441467,109482240
She was suddenly called back to New York and had to take a cab to the airport.,She was going to take a train.,bert-base-uncased,E,no,0.9262820482254028,109482240
"She went on a fourteen day diet, but she only lost two ounces.",She didn't lose much weight.,bert-base-uncased,S,yes,0.8810198903083801,109482240
"She went on a fourteen day diet, but she only lost two weeks.",She didn't lose any weight.,bert-base-uncased,J,yes,0.9009749293327332,109482240
She's happy because she finally has a boyfriend who gets along with her father.,Her father really liked her previous boyfriends.,bert-base-uncased,S,no,0.8811433911323547,109482240
She's happy because she finally has a boyfriend who gets along with her fiance.,She is dating more than one man.,bert-base-uncased,J,yes,0.9117811918258667,109482240
"Some babies are born to rule, while others are male.",Males are born rulers.,bert-base-uncased,J,no,0.9326791763305664,109482240
"Some babies are born to rule, while others are weak.",Power starts at an early age.,bert-base-uncased,S,yes,0.888233482837677,109482240
"Some husbands are good providers, but only if you count children.",Some men don't take care of their families.,bert-base-uncased,J,yes,0.9302787780761719,109482240
"Some husbands are good providers, but only if you count salary.",Some men give their families nothing but money.,bert-base-uncased,S,yes,0.9132837653160095,109482240
Some people think courtship is the first in a series of steps leading to divorce.,One of those steps is marriage.,bert-base-uncased,J,yes,0.8711824417114258,109482240
Some people think courtship is the first in a series of steps leading to romance.,Some people still believe in romantic courtship.,bert-base-uncased,S,yes,0.9163254499435425,109482240
Some people's only culture is bacteria.,Everybody can appreciate the fine arts.,bert-base-uncased,J,no,0.8771414160728455,109482240
Some people's only culture is radio.,Everyone watches television.,bert-base-uncased,S,no,0.8150076866149902,109482240
"Statistics indicate that Americans spend eighty million a year on games of chance, mostly blackjack.",Americans like to gamble on card games.,bert-base-uncased,S,yes,0.8868902325630188,109482240
"Statistics indicate that Americans spend eighty million a year on games of chance, mostly weddings.",Getting married is a risky thing to do.,bert-base-uncased,J,yes,0.7662909626960754,109482240
Sunday is the day we bow our heads and putt.,We go to church on Sunday.,bert-base-uncased,J,no,0.9025591015815735,109482240
Sunday is the day we bow our heads and rest.,We work hard on Sunday.,bert-base-uncased,S,no,0.9145345687866211,109482240
The accident injured his spinal cord and his legs are paralyzed.,He can move his legs.,bert-base-uncased,E,no,0.8195877075195312,109482240
The art museum just acquired an early Rembrandt; it's done in charcoal.,This early work is an oil painting.,bert-base-uncased,S,no,0.8307774662971497,109482240
The art museum just acquired an early Rembrandt; it's done in Crayola.,Rembrandt was a child when he completed the work.,bert-base-uncased,J,yes,0.810006856918335,109482240
The baby cried and upset her mother.,The mother was very calm.,bert-base-uncased,E,no,0.9231500029563904,109482240
The bartender dropped two olives into the strong martini.,The bartender was preparing a drink.,bert-base-uncased,E,yes,0.9397057294845581,109482240
The best bargain I ever got was when I went to a family garage sale and bought a grandma.,I bought a car at the garage sale.,bert-base-uncased,J,no,0.8971177339553833,109482240
The best bargain I ever got was when I went to a family garage sale and bought a toaster.,I got a really good deal on a blender.,bert-base-uncased,S,no,0.9321904182434082,109482240
The best gift for the man who has everything is neckties.,A necktie always makes a good gift for a man.,bert-base-uncased,S,yes,0.9356783628463745,109482240
The best gift for the man who has everything is penicillin.,This man has lots of diseases.,bert-base-uncased,J,yes,0.8870028257369995,109482240
The best way to keep the milk from turning sour is to keep it in the cold.,Milk turns sour faster when it's warm.,bert-base-uncased,S,yes,0.8417604565620422,109482240
The best way to keep the milk from turning sour is to keep it in the cow.,Milk stays fresh for a long time.,bert-base-uncased,J,no,0.8256082534790039,109482240
The best way to remove coffee stains from a white blouse is with detergent.,Coffee stains are impossible to wash out.,bert-base-uncased,S,no,0.8753796815872192,109482240
The best way to remove coffee stains from a white blouse is with scissors.,Coffee stains are easy to wash out.,bert-base-uncased,J,no,0.8795793056488037,109482240
The best way to stop an elephant from charging is to cut off its credit.,Elephants should pay in cash.,bert-base-uncased,J,yes,0.8321843147277832,109482240
The best way to stop an elephant from charging is to cut off its toes.,Elephants can run quickly even without toes.,bert-base-uncased,S,no,0.8702105283737183,109482240
The bill was due at the end of the month.,He had to pay by the thirty-first.,bert-base-uncased,E,yes,0.9207619428634644,109482240
The book that tells you where you can go on vacation is called a checkbook.,Where you go on vacation depends on how much you can afford.,bert-base-uncased,J,yes,0.9061768054962158,109482240
The book that tells you where you can go on vacation is called a guidebook.,Guidebooks aren't very useful for planning a trip.,bert-base-uncased,S,no,0.9036518335342407,109482240
The children held their hands and formed a circle.,The children were watching television.,bert-base-uncased,E,no,0.8584468364715576,109482240
The choir sang hymns while the people listened.,The people joined in the singing.,bert-base-uncased,E,no,0.9483205676078796,109482240
"The convict told his cellmate how he'd blown all the money he stole on wine, women, and crack.",The convict had been a drug user.,bert-base-uncased,S,yes,0.9041523337364197,109482240
"The convict told his cellmate how he'd blown all the money he stole on wine, women, and lawyers.",Lawyers are expensive.,bert-base-uncased,J,yes,0.8599355220794678,109482240
"The cops claimed that the prisoner just decided to come clean, but most people think he was forced into the admission.",The prisoner may have been forced into confessing.,bert-base-uncased,S,yes,0.8424177765846252,109482240
"The cops claimed that the prisoner just decided to come clean, but most people think he was forced into the bathtub.",The prisoner had been dirty and needed to be washed.,bert-base-uncased,J,yes,0.8345691561698914,109482240
The curse of heavy drinking is that afterwards you get a huge bartab.,Drinking a lot can be expensive.,bert-base-uncased,J,yes,0.8863233327865601,109482240
The curse of heavy drinking is that afterwards you get a huge headache.,Drinking alcohol can lead to a hangover.,bert-base-uncased,S,yes,0.8613961338996887,109482240
The difference between a dog and a fox is about five beers.,Drinking makes women appear more attractive.,bert-base-uncased,J,yes,0.7538288831710815,109482240
The difference between a dog and a fox is about five degrees.,Dogs and foxes have the same body temperature.,bert-base-uncased,S,no,0.8180842399597168,109482240
The difference between a good speaker and a bad one is often a nice diction.,It's important to speak clearly.,bert-base-uncased,S,yes,0.8926257491111755,109482240
The difference between a good speaker and a bad one is often a nice nap.,Bad speakers can put you to sleep.,bert-base-uncased,J,yes,0.9186812043190002,109482240
The doctor said he could have a stroke because his arteries were getting narrow and clogged.,He was in excellent health.,bert-base-uncased,E,no,0.9140250086784363,109482240
The doctor told her not to scratch no matter how much it itched.,She had a heart condition.,bert-base-uncased,E,no,0.9060456156730652,109482240
The farmer put a new engine in his old tractor.,The farmer wanted to keep the tractor.,bert-base-uncased,E,yes,0.9327778816223145,109482240
The first thing he does every morning is sit in the lotus position and meditate.,He starts every day with coffee and the morning news.,bert-base-uncased,E,no,0.8922808766365051,109482240
The first two hundred story building opened in Chicago; it was a hotel.,Chicago has a skyscraper that's a hotel.,bert-base-uncased,S,yes,0.8728786110877991,109482240
The first two hundred story building opened in Chicago; it was a library.,This building had lots of books.,bert-base-uncased,J,yes,0.8784857392311096,109482240
The garment bag kept his suit from getting wrinkled.,His suit needed to be ironed.,bert-base-uncased,E,no,0.9215039014816284,109482240
The husband who catches his wife in the act is probably on the snoop.,An unfaithful wife can get in trouble if her husband is on the lookout.,bert-base-uncased,S,yes,0.9031674265861511,109482240
The husband who catches his wife in the act is probably on the trapeze.,His wife is cheating on him.,bert-base-uncased,J,no,0.7317061424255371,109482240
The last time a guy in a mask took all my money I was in shock.,I had been mugged.,bert-base-uncased,S,yes,0.8692969083786011,109482240
The last time a guy in a mask took all my money I was in surgery.,I had been mugged.,bert-base-uncased,J,no,0.849008321762085,109482240
The lawyer feared that his client was guilty.,The lawyer was a prosecutor.,bert-base-uncased,E,no,0.9111213088035583,109482240
The luggage handler seemed to take great delight in tossing the boxes marked fragile.,The luggage handler was very careful.,bert-base-uncased,E,no,0.9390718340873718,109482240
The mole lived in a hole in the ground.,The mole was kept in the house as a pet.,bert-base-uncased,E,no,0.9306740760803223,109482240
The most popular instrument in a Scottish marching band is the bagpipe.,"In Scottish marching bands, people like bagpipes more than drums.",bert-base-uncased,E,yes,0.8679416179656982,109482240
The most prevalent form of legalized gambling is betting.,Betting is not very common.,bert-base-uncased,S,no,0.8732894659042358,109482240
The most prevalent form of legalized gambling is elections.,People are gambling when they vote for someone.,bert-base-uncased,J,yes,0.8403871059417725,109482240
The movers put the sofa on the bare floor.,The house was fully carpeted.,bert-base-uncased,E,no,0.902745246887207,109482240
"The new tax forms are more realistic-- where your wife signs, it says: accomplice.",Your wife doesn't need to sign your tax form.,bert-base-uncased,J,no,0.8934407234191895,109482240
"The new tax forms are more realistic-- where your wife signs, it says: partner.",Tax forms are very old-fashioned.,bert-base-uncased,S,no,0.8422942161560059,109482240
The newspaper photo was so murky he couldn't figure out who it was until he read the caption.,He could see the person in the photo clearly.,bert-base-uncased,E,no,0.9289788007736206,109482240
The nurse gave him detailed instructions about how to clean the wound and put on a fresh bandage.,He had been injured.,bert-base-uncased,E,yes,0.8479449152946472,109482240
The old wealthy family lived in a twelve bedroom mansion.,They lived in a small home.,bert-base-uncased,E,no,0.9238533973693848,109482240
The only crop that is grown in America and harvested abroad is the American tobacco.,Very few foreigners smoke American cigarettes.,bert-base-uncased,S,no,0.8468780517578125,109482240
The only crop that is grown in America and harvested abroad is the American tourist.,Tourists spend a lot of money in other countries.,bert-base-uncased,J,yes,0.8508994579315186,109482240
The only fishing through the ice that some men ever do is for the olive.,Some men fish; others just drink martinis.,bert-base-uncased,J,yes,0.9034630656242371,109482240
The only fishing through the ice that some men ever do is for the trout.,Some ice fishermen only want to catch trout.,bert-base-uncased,S,yes,0.9033714532852173,109482240
The only ones who want me for my body are losers.,Everybody finds me very attractive.,bert-base-uncased,S,no,0.9129988551139832,109482240
The only ones who want me for my body are mosquitoes.,People find me very sexy.,bert-base-uncased,J,no,0.8990030288696289,109482240
The only person who sticks closer to you in adversity than a friend is a creditor.,People you owe money to don't hang around much.,bert-base-uncased,J,no,0.9103509187698364,109482240
The only person who sticks closer to you in adversity than a friend is a spouse.,You just can't depend on a husband or wife.,bert-base-uncased,S,no,0.9192091226577759,109482240
The only place where you can find people who spend all their time minding their own business is the bank.,People at banks are very nosy.,bert-base-uncased,S,no,0.9234844446182251,109482240
The only place where you can find people who spend all their time minding their own business is the cemetery.,Everybody is nosy to some extent.,bert-base-uncased,J,yes,0.8885877132415771,109482240
The only thing money can't buy is generosity.,Just because you have money doesn't mean you'll share it.,bert-base-uncased,S,yes,0.9249975681304932,109482240
The only thing money can't buy is poverty.,Money can buy almost anything.,bert-base-uncased,J,yes,0.9250584840774536,109482240
The only time my father ever raised a hand to his children was in discipline.,My father didn't believe in corporal punishment.,bert-base-uncased,S,no,0.9311569333076477,109482240
The only time my father ever raised a hand to his children was in self-defense.,My father beat his children a lot.,bert-base-uncased,J,no,0.8985482454299927,109482240
The paint turned out to be the wrong color.,They were putting up wallpaper.,bert-base-uncased,E,no,0.827272891998291,109482240
The painter used water-based paint for the interior of the house but enamel for the exterior.,He used the same paint both inside and outside the house.,bert-base-uncased,E,no,0.8936527967453003,109482240
The penalty for dishonesty is the disgrace of dying rich.,Liars never win.,bert-base-uncased,J,no,0.9109611511230469,109482240
The penalty for dishonesty is the disgrace of dying unloved.,People who lie don't have many friends.,bert-base-uncased,S,yes,0.8962857723236084,109482240
The perfect companion to a vegetarian dinner is a salad.,A vegetarian meal doesn't need a salad.,bert-base-uncased,S,no,0.9525941014289856,109482240
The perfect companion to a vegetarian dinner is a steak.,I don't believe in eating meat.,bert-base-uncased,J,no,0.9095977544784546,109482240
The policeman saw him throw the bottle out the window and gave him a ticket for littering.,He got a ticket for speeding.,bert-base-uncased,E,no,0.8747992515563965,109482240
The Republican candidate won the election by a landslide.,The election was very close.,bert-base-uncased,E,no,0.8962547779083252,109482240
The rodeo champion was quite proud of his big silver belt buckle.,The rodeo champion didn't wear a belt.,bert-base-uncased,E,no,0.9294673800468445,109482240
The show had one act that was really offbeat: the clowns.,The clowns were really out of the ordinary.,bert-base-uncased,S,yes,0.9312747716903687,109482240
The show had one act that was really offbeat: the singer.,The singer had poor rhythm.,bert-base-uncased,J,yes,0.9291835427284241,109482240
The surgeon tried vainly to save his patient.,The patient died.,bert-base-uncased,E,yes,0.8945043683052063,109482240
The teacher wrote the problem on the board.,The teacher was going to explain the problem.,bert-base-uncased,E,yes,0.9232366681098938,109482240
The terrorists planted a bomb in the airport and four people were killed in the explosion.,The bomb squad was able to defuse the bomb.,bert-base-uncased,E,no,0.8598518371582031,109482240
The tourist bureau told the visitors there was plenty of hunting in this part of the country but very little finding.,Things are hard to find in this area.,bert-base-uncased,J,yes,0.9060468077659607,109482240
The tourist bureau told the visitors there was plenty of hunting in this part of the country but very little sightseeing.,There aren't many tourist sights in the area.,bert-base-uncased,S,yes,0.9078257083892822,109482240
The victim was rushed to the hospital in an ambulance.,The victim wasn't hurt in the accident.,bert-base-uncased,E,no,0.8580811619758606,109482240
The visitor stared at the grandfather clock and seemed almost hypnotized by the swinging of the pendulum.,The visitor could see the clock.,bert-base-uncased,E,yes,0.922788143157959,109482240
The whole town came to hear their mayor speak.,The people wanted to hear what the mayor would say.,bert-base-uncased,E,yes,0.9280679225921631,109482240
The wind was so strong it blew out three fuses.,The wind affected the electrical system.,bert-base-uncased,J,yes,0.8917775750160217,109482240
The wind was so strong it blew out three streetlights.,The storm didn't cause any damage.,bert-base-uncased,S,no,0.9236750602722168,109482240
The woman in the grocery store was handing out free samples.,The samples cost ten cents each.,bert-base-uncased,E,no,0.8463085889816284,109482240
The woman who has her husband eating out of her hand must save a lot of dishwashing.,The husband washes all the dishes.,bert-base-uncased,J,no,0.6183298230171204,109482240
The woman who has her husband eating out of her hand must save a lot of heartbreak.,She's happy because her husband does what she wants.,bert-base-uncased,S,yes,0.9011170268058777,109482240
There were over a hundred trees in the apple orchard.,It was an extremely small orchard.,bert-base-uncased,E,no,0.9253623485565186,109482240
They planned to dig a tunnel in order to escape.,They were being held prisoner.,bert-base-uncased,E,yes,0.8636363744735718,109482240
They redecorated the bar with new drunks.,The bar has all new furniture.,bert-base-uncased,J,no,0.9055690169334412,109482240
They redecorated the bar with new wood.,The bar is all chrome and glass.,bert-base-uncased,S,no,0.9090532064437866,109482240
They went to Las Vegas and got married in one of those quickie wedding chapels.,They spent months planning a big wedding.,bert-base-uncased,E,no,0.9236466884613037,109482240
This fall two things are turning yellow: trees and bushes.,The leaves are changing color.,bert-base-uncased,S,yes,0.8975595235824585,109482240
This fall two things are turning yellow: trees and investors.,Investors are becoming scared.,bert-base-uncased,J,yes,0.8604493737220764,109482240
"This house comes with a lot of extras, mostly termites.",The house is free of bugs.,bert-base-uncased,J,no,0.8957762122154236,109482240
"This house comes with a lot of extras, mostly upgrades.",The house would be a good purchase.,bert-base-uncased,S,yes,0.8958646059036255,109482240
"This new computer works so quickly, it comes complete with games.","If you use this computer, you'll have time left to play.",bert-base-uncased,S,yes,0.8975163698196411,109482240
"This new computer works so quickly, it comes complete with ulcers.",The computer feels no stress.,bert-base-uncased,J,no,0.8976006507873535,109482240
"Though most people think it's Rome, the world's most beloved capital is actually dollars.",People love money.,bert-base-uncased,J,yes,0.8751161694526672,109482240
"Though most people think it's Rome, the world's most beloved capital is actually Vienna.",Rome is more beloved than Vienna.,bert-base-uncased,S,no,0.9020395278930664,109482240
Three people were killed in a major highway accident.,The accident had not been fatal.,bert-base-uncased,E,no,0.8875268697738647,109482240
Tim threw a rock and broke the window.,Tim was playing baseball.,bert-base-uncased,E,no,0.8533422946929932,109482240
"To clothe one soldier, it takes the wool from two sheep and the hides from three animals.",Military uniforms are made from natural materials.,bert-base-uncased,S,yes,0.6927566528320312,109482240
"To clothe one soldier, it takes the wool from two sheep and the hides from three taxpayers.",Military uniforms are expensive.,bert-base-uncased,J,yes,0.7322419881820679,109482240
"To get something done, a committee should consist of no more than three people, two of whom are dead.",Groups are more efficient than individuals.,bert-base-uncased,J,no,0.8511995077133179,109482240
"To get something done, a committee should consist of no more than three people, two of whom are workers.",A committee works best with one leader.,bert-base-uncased,S,yes,0.9024454355239868,109482240
To keep the dogs out of the yard he put up a fence.,He was worried his pet would escape.,bert-base-uncased,E,no,0.8121964931488037,109482240
To pay for the car Al simply wrote a check.,Al paid with a credit card.,bert-base-uncased,E,no,0.9403743147850037,109482240
Too many girls believe that the chief foundation for true love is a large fortune.,A lot of women marry for money.,bert-base-uncased,S,yes,0.9292996525764465,109482240
Too many girls believe that the chief foundation for true love is a large stone.,Some girls just want a big diamond ring.,bert-base-uncased,J,yes,0.9228541254997253,109482240
Two things are essential for success: wealth and fame.,Having money without celebrity is still success.,bert-base-uncased,S,no,0.8610867261886597,109482240
Two things are essential for success: wealth and money.,You don't need much cash to succeed in business.,bert-base-uncased,J,no,0.8965539932250977,109482240
We finally got a decent picture on the TV after an hour of adjusting the antenna.,The TV had poor reception.,bert-base-uncased,E,yes,0.9229879975318909,109482240
We live in a lovely suburb; it's just two miles beyond our income.,We can't afford to live where we do.,bert-base-uncased,J,yes,0.8955399394035339,109482240
We live in a lovely suburb; it's just two miles beyond our town.,The suburb is far from the city.,bert-base-uncased,S,no,0.8909346461296082,109482240
"We used to have food on the table as soon as the customer was seated, but our new system requires more effort.",We have to work harder now.,bert-base-uncased,S,yes,0.893083930015564,109482240
"We used to have food on the table as soon as the customer was seated, but our new system requires more plates.",Our service is faster now.,bert-base-uncased,J,no,0.8875860571861267,109482240
"When an irresistible force meets an immovable object, you get two very angry entities.","When one thing runs into another, both become unhappy.",bert-base-uncased,S,yes,0.845598578453064,109482240
"When an irresistible force meets an immovable object, you get two very angry women.",Women can be stubborn.,bert-base-uncased,J,yes,0.8492042422294617,109482240
"When he stepped into the elevator, he knew Jennifer had just been there by the smell of her perfume.",Jennifer wore strong perfume.,bert-base-uncased,E,yes,0.8032697439193726,109482240
"When I asked how long I should cook the noodles, he said at least ten inches.",The noodles should be at least ten inches long.,bert-base-uncased,J,yes,0.8671046495437622,109482240
"When I asked how long I should cook the noodles, he said at least ten seconds.",They had already eaten.,bert-base-uncased,S,no,0.8313078880310059,109482240
"When I asked the bartender for something cold and full of rum, he recommended his daiquiri.",The bartender recommended a drink.,bert-base-uncased,S,yes,0.866038978099823,109482240
"When I asked the bartender for something cold and full of rum, he recommended his wife.",The bartender was married.,bert-base-uncased,J,yes,0.8443512320518494,109482240
"When I found out how much my wife spent on dresses last year, I dumped her and proposed to the dressmaker.",The dressmaker had a lot of my money.,bert-base-uncased,J,yes,0.8722930550575256,109482240
"When I found out how much my wife spent on dresses last year, I dumped her and proposed to the mistress.",I had been faithful to my wife.,bert-base-uncased,S,no,0.8587978482246399,109482240
"When it comes to keeping warm, nothing beats a thermal brunette.",A down parka is the best way to keep warm.,bert-base-uncased,J,no,0.8978304862976074,109482240
"When it comes to keeping warm, nothing beats a thermal parka.",A trenchcoat is the best way to keep warm.,bert-base-uncased,S,no,0.9219480156898499,109482240
"When John bought a bulldog, it was no time at all before he had that dog eating out of his fingers.",He trained the dog well.,bert-base-uncased,S,yes,0.904751181602478,109482240
"When John bought a bulldog, it was no time at all before he had that dog eating out of his leg.",The dog was aggressive.,bert-base-uncased,J,yes,0.8674461245536804,109482240
"When reviewing your notes for a test, the most important ones will be capitalized.",Pay more attention to the things in small print.,bert-base-uncased,S,no,0.8457403779029846,109482240
"When reviewing your notes for a test, the most important ones will be illegible.",Important notes are written clearly so they stand out.,bert-base-uncased,J,no,0.9072152972221375,109482240
"When the kid came into the store and asked for empty boxes, the owner gave him the crate.",The kid didn't get any boxes.,bert-base-uncased,S,no,0.8598560094833374,109482240
"When the kid came into the store and asked for empty boxes, the owner gave him the register.",The store had made a lot of money.,bert-base-uncased,J,no,0.8011224865913391,109482240
When they were in London they visited Buckingham Palace.,They made a trip to England.,bert-base-uncased,E,yes,0.9336663484573364,109482240
"When we got divorced, my wife and I split the house; she got the inside.",I got the outside.,bert-base-uncased,J,yes,0.8914456367492676,109482240
"When we got divorced, my wife and I split the house; she got the kitchen.",My wife gave me the kitchen items.,bert-base-uncased,S,no,0.9056658744812012,109482240
"When we watch a sexy movie, my wife leans over and breathes on my collar.",She wants to get me excited.,bert-base-uncased,S,yes,0.8515218496322632,109482240
"When we watch a sexy movie, my wife leans over and breathes on my glasses.",She wants me to see the movie.,bert-base-uncased,J,no,0.8545677065849304,109482240
"When you go to bed, turn off the lights.",The lights are on.,bert-base-uncased,E,yes,0.8160279989242554,109482240
"When you own an ice cream business, your favorite flavor is aspirin.",Running an ice cream business can give you a headache.,bert-base-uncased,J,yes,0.9536915421485901,109482240
"When you own an ice cream business, your favorite flavor is everything.",You start to like all the flavors.,bert-base-uncased,S,yes,0.7932031154632568,109482240
"Where I'm from, the two most common elements are hydrogen and nitrogen.",Phosphorus is the most common element in my hometown.,bert-base-uncased,S,no,0.9045372009277344,109482240
"Where I'm from, the two most common elements are hydrogen and stupidity.",People in my hometown are very smart.,bert-base-uncased,J,no,0.9188432693481445,109482240
"Women don't dress to please men; if they did, they'd dress a lot faster.",Women take a long time to get dressed.,bert-base-uncased,J,yes,0.9027554988861084,109482240
"Women don't dress to please men; if they did, they'd dress a lot scantier.",Men prefer women who wear a lot of clothes.,bert-base-uncased,S,no,0.9215697050094604,109482240
Women were not allowed to vote until when Congress passed the nineteenth amendment to the constitution.,Women in 1900 could not vote.,bert-base-uncased,E,yes,0.8537536859512329,109482240
Yesterday they canoed down the river.,They spent yesterday outdoors.,bert-base-uncased,E,yes,0.9255208373069763,109482240
You can keep your kids out of hot water with dishes.,Kids like to wash dishes.,bert-base-uncased,J,no,0.8850427865982056,109482240
You can keep your kids out of hot water with rules.,Clear boundaries help keep kids out of trouble.,bert-base-uncased,S,yes,0.9045032262802124,109482240
You could tell he had grown up in the South by his accent.,He talked like a Southerner.,bert-base-uncased,E,yes,0.9394170641899109,109482240
