sentence,answer,model,condition,correct,cosine_similarity,n_params
She tied up her hair with a yellow ribbon.,She had very short hair.,bert-base-cased,E,no,0.9380738735198975,108310272
"She told him he looked like a million, and she meant every century.",She thought he looked quite young and handsome.,bert-base-cased,J,no,0.9558489322662354,108310272
"She told him he looked like a million, and she meant every syllable.",She thought he looked good.,bert-base-cased,S,yes,0.9481608867645264,108310272
She used a needle and a tweezers to pull out the splinter.,She needed a scalpel to remove the splinter.,bert-base-cased,E,no,0.9532523155212402,108310272
She was suddenly called back to New York and had to take a cab to the airport.,She was going to take a train.,bert-base-cased,E,no,0.9718482494354248,108310272
"She went on a fourteen day diet, but she only lost two ounces.",She didn't lose much weight.,bert-base-cased,S,yes,0.9697519540786743,108310272
"She went on a fourteen day diet, but she only lost two weeks.",She didn't lose any weight.,bert-base-cased,J,yes,0.9724968075752258,108310272
She's happy because she finally has a boyfriend who gets along with her father.,Her father really liked her previous boyfriends.,bert-base-cased,S,no,0.9594131112098694,108310272
She's happy because she finally has a boyfriend who gets along with her fiance.,She is dating more than one man.,bert-base-cased,J,yes,0.9765744805335999,108310272
"Some babies are born to rule, while others are male.",Males are born rulers.,bert-base-cased,J,no,0.971498966217041,108310272
"Some babies are born to rule, while others are weak.",Power starts at an early age.,bert-base-cased,S,yes,0.9517087936401367,108310272
"Some husbands are good providers, but only if you count children.",Some men don't take care of their families.,bert-base-cased,J,yes,0.9827620983123779,108310272
"Some husbands are good providers, but only if you count salary.",Some men give their families nothing but money.,bert-base-cased,S,yes,0.9764366149902344,108310272
Some people think courtship is the first in a series of steps leading to divorce.,One of those steps is marriage.,bert-base-cased,J,yes,0.9737735986709595,108310272
Some people think courtship is the first in a series of steps leading to romance.,Some people still believe in romantic courtship.,bert-base-cased,S,yes,0.9809415936470032,108310272
Some people's only culture is bacteria.,Everybody can appreciate the fine arts.,bert-base-cased,J,no,0.9623558521270752,108310272
Some people's only culture is radio.,Everyone watches television.,bert-base-cased,S,no,0.9546166658401489,108310272
"Statistics indicate that Americans spend eighty million a year on games of chance, mostly blackjack.",Americans like to gamble on card games.,bert-base-cased,S,yes,0.9666760563850403,108310272
"Statistics indicate that Americans spend eighty million a year on games of chance, mostly weddings.",Getting married is a risky thing to do.,bert-base-cased,J,yes,0.9477217793464661,108310272
Sunday is the day we bow our heads and putt.,We go to church on Sunday.,bert-base-cased,J,no,0.9716797471046448,108310272
Sunday is the day we bow our heads and rest.,We work hard on Sunday.,bert-base-cased,S,no,0.972152054309845,108310272
The accident injured his spinal cord and his legs are paralyzed.,He can move his legs.,bert-base-cased,E,no,0.9434496164321899,108310272
The art museum just acquired an early Rembrandt; it's done in charcoal.,This early work is an oil painting.,bert-base-cased,S,no,0.9609712362289429,108310272
The art museum just acquired an early Rembrandt; it's done in Crayola.,Rembrandt was a child when he completed the work.,bert-base-cased,J,yes,0.956447958946228,108310272
The baby cried and upset her mother.,The mother was very calm.,bert-base-cased,E,no,0.9344947934150696,108310272
The bartender dropped two olives into the strong martini.,The bartender was preparing a drink.,bert-base-cased,E,yes,0.9769420623779297,108310272
The best bargain I ever got was when I went to a family garage sale and bought a grandma.,I bought a car at the garage sale.,bert-base-cased,J,no,0.9693806171417236,108310272
The best bargain I ever got was when I went to a family garage sale and bought a toaster.,I got a really good deal on a blender.,bert-base-cased,S,no,0.9727381467819214,108310272
The best gift for the man who has everything is neckties.,A necktie always makes a good gift for a man.,bert-base-cased,S,yes,0.9823181629180908,108310272
The best gift for the man who has everything is penicillin.,This man has lots of diseases.,bert-base-cased,J,yes,0.9580563902854919,108310272
The best way to keep the milk from turning sour is to keep it in the cold.,Milk turns sour faster when it's warm.,bert-base-cased,S,yes,0.9756940603256226,108310272
The best way to keep the milk from turning sour is to keep it in the cow.,Milk stays fresh for a long time.,bert-base-cased,J,no,0.9576984643936157,108310272
The best way to remove coffee stains from a white blouse is with detergent.,Coffee stains are impossible to wash out.,bert-base-cased,S,no,0.9645648002624512,108310272
The best way to remove coffee stains from a white blouse is with scissors.,Coffee stains are easy to wash out.,bert-base-cased,J,no,0.9671857357025146,108310272
The best way to stop an elephant from charging is to cut off its credit.,Elephants should pay in cash.,bert-base-cased,J,yes,0.9721425771713257,108310272
The best way to stop an elephant from charging is to cut off its toes.,Elephants can run quickly even without toes.,bert-base-cased,S,no,0.9681093692779541,108310272
The bill was due at the end of the month.,He had to pay by the thirty-first.,bert-base-cased,E,yes,0.9518394470214844,108310272
The book that tells you where you can go on vacation is called a checkbook.,Where you go on vacation depends on how much you can afford.,bert-base-cased,J,yes,0.9640476107597351,108310272
The book that tells you where you can go on vacation is called a guidebook.,Guidebooks aren't very useful for planning a trip.,bert-base-cased,S,no,0.9606125354766846,108310272
The children held their hands and formed a circle.,The children were watching television.,bert-base-cased,E,no,0.9520210027694702,108310272
The choir sang hymns while the people listened.,The people joined in the singing.,bert-base-cased,E,no,0.9785284996032715,108310272
"The convict told his cellmate how he'd blown all the money he stole on wine, women, and crack.",The convict had been a drug user.,bert-base-cased,S,yes,0.9522302746772766,108310272
"The convict told his cellmate how he'd blown all the money he stole on wine, women, and lawyers.",Lawyers are expensive.,bert-base-cased,J,yes,0.9232341051101685,108310272
"The cops claimed that the prisoner just decided to come clean, but most people think he was forced into the admission.",The prisoner may have been forced into confessing.,bert-base-cased,S,yes,0.9639890789985657,108310272
"The cops claimed that the prisoner just decided to come clean, but most people think he was forced into the bathtub.",The prisoner had been dirty and needed to be washed.,bert-base-cased,J,yes,0.9678953886032104,108310272
The curse of heavy drinking is that afterwards you get a huge bartab.,Drinking a lot can be expensive.,bert-base-cased,J,yes,0.9659266471862793,108310272
The curse of heavy drinking is that afterwards you get a huge headache.,Drinking alcohol can lead to a hangover.,bert-base-cased,S,yes,0.9634666442871094,108310272
The difference between a dog and a fox is about five beers.,Drinking makes women appear more attractive.,bert-base-cased,J,yes,0.9501123428344727,108310272
The difference between a dog and a fox is about five degrees.,Dogs and foxes have the same body temperature.,bert-base-cased,S,no,0.9796484708786011,108310272
The difference between a good speaker and a bad one is often a nice diction.,It's important to speak clearly.,bert-base-cased,S,yes,0.9492292404174805,108310272
The difference between a good speaker and a bad one is often a nice nap.,Bad speakers can put you to sleep.,bert-base-cased,J,yes,0.9715430736541748,108310272
The doctor said he could have a stroke because his arteries were getting narrow and clogged.,He was in excellent health.,bert-base-cased,E,no,0.959438681602478,108310272
The doctor told her not to scratch no matter how much it itched.,She had a heart condition.,bert-base-cased,E,no,0.9378035068511963,108310272
The farmer put a new engine in his old tractor.,The farmer wanted to keep the tractor.,bert-base-cased,E,yes,0.9793624877929688,108310272
The first thing he does every morning is sit in the lotus position and meditate.,He starts every day with coffee and the morning news.,bert-base-cased,E,no,0.9679023027420044,108310272
The first two hundred story building opened in Chicago; it was a hotel.,Chicago has a skyscraper that's a hotel.,bert-base-cased,S,yes,0.9689157009124756,108310272
The first two hundred story building opened in Chicago; it was a library.,This building had lots of books.,bert-base-cased,J,yes,0.9466820955276489,108310272
The garment bag kept his suit from getting wrinkled.,His suit needed to be ironed.,bert-base-cased,E,no,0.9768710732460022,108310272
The husband who catches his wife in the act is probably on the snoop.,An unfaithful wife can get in trouble if her husband is on the lookout.,bert-base-cased,S,yes,0.967678427696228,108310272
The husband who catches his wife in the act is probably on the trapeze.,His wife is cheating on him.,bert-base-cased,J,no,0.9483467936515808,108310272
The last time a guy in a mask took all my money I was in shock.,I had been mugged.,bert-base-cased,S,yes,0.9690494537353516,108310272
The last time a guy in a mask took all my money I was in surgery.,I had been mugged.,bert-base-cased,J,no,0.9775704145431519,108310272
The lawyer feared that his client was guilty.,The lawyer was a prosecutor.,bert-base-cased,E,no,0.9652444124221802,108310272
The luggage handler seemed to take great delight in tossing the boxes marked fragile.,The luggage handler was very careful.,bert-base-cased,E,no,0.9701496362686157,108310272
The mole lived in a hole in the ground.,The mole was kept in the house as a pet.,bert-base-cased,E,no,0.9769241213798523,108310272
The most popular instrument in a Scottish marching band is the bagpipe.,"In Scottish marching bands, people like bagpipes more than drums.",bert-base-cased,E,yes,0.9794305562973022,108310272
The most prevalent form of legalized gambling is betting.,Betting is not very common.,bert-base-cased,S,no,0.9676914215087891,108310272
The most prevalent form of legalized gambling is elections.,People are gambling when they vote for someone.,bert-base-cased,J,yes,0.9612513184547424,108310272
The movers put the sofa on the bare floor.,The house was fully carpeted.,bert-base-cased,E,no,0.9445960521697998,108310272
"The new tax forms are more realistic-- where your wife signs, it says: accomplice.",Your wife doesn't need to sign your tax form.,bert-base-cased,J,no,0.9583091735839844,108310272
"The new tax forms are more realistic-- where your wife signs, it says: partner.",Tax forms are very old-fashioned.,bert-base-cased,S,no,0.9577078223228455,108310272
The newspaper photo was so murky he couldn't figure out who it was until he read the caption.,He could see the person in the photo clearly.,bert-base-cased,E,no,0.9594489932060242,108310272
The nurse gave him detailed instructions about how to clean the wound and put on a fresh bandage.,He had been injured.,bert-base-cased,E,yes,0.939103901386261,108310272
The old wealthy family lived in a twelve bedroom mansion.,They lived in a small home.,bert-base-cased,E,no,0.9842482805252075,108310272
The only crop that is grown in America and harvested abroad is the American tobacco.,Very few foreigners smoke American cigarettes.,bert-base-cased,S,no,0.9525462985038757,108310272
The only crop that is grown in America and harvested abroad is the American tourist.,Tourists spend a lot of money in other countries.,bert-base-cased,J,yes,0.9666563868522644,108310272
The only fishing through the ice that some men ever do is for the olive.,Some men fish; others just drink martinis.,bert-base-cased,J,yes,0.9713541865348816,108310272
The only fishing through the ice that some men ever do is for the trout.,Some ice fishermen only want to catch trout.,bert-base-cased,S,yes,0.9736543297767639,108310272
The only ones who want me for my body are losers.,Everybody finds me very attractive.,bert-base-cased,S,no,0.9680905342102051,108310272
The only ones who want me for my body are mosquitoes.,People find me very sexy.,bert-base-cased,J,no,0.9626129865646362,108310272
The only person who sticks closer to you in adversity than a friend is a creditor.,People you owe money to don't hang around much.,bert-base-cased,J,no,0.9637451171875,108310272
The only person who sticks closer to you in adversity than a friend is a spouse.,You just can't depend on a husband or wife.,bert-base-cased,S,no,0.9773076176643372,108310272
The only place where you can find people who spend all their time minding their own business is the bank.,People at banks are very nosy.,bert-base-cased,S,no,0.9649250507354736,108310272
The only place where you can find people who spend all their time minding their own business is the cemetery.,Everybody is nosy to some extent.,bert-base-cased,J,yes,0.9689087867736816,108310272
The only thing money can't buy is generosity.,Just because you have money doesn't mean you'll share it.,bert-base-cased,S,yes,0.973486065864563,108310272
The only thing money can't buy is poverty.,Money can buy almost anything.,bert-base-cased,J,yes,0.9827688932418823,108310272
The only time my father ever raised a hand to his children was in discipline.,My father didn't believe in corporal punishment.,bert-base-cased,S,no,0.9756637215614319,108310272
The only time my father ever raised a hand to his children was in self-defense.,My father beat his children a lot.,bert-base-cased,J,no,0.9631749391555786,108310272
The paint turned out to be the wrong color.,They were putting up wallpaper.,bert-base-cased,E,no,0.9667795896530151,108310272
The painter used water-based paint for the interior of the house but enamel for the exterior.,He used the same paint both inside and outside the house.,bert-base-cased,E,no,0.9725971221923828,108310272
The penalty for dishonesty is the disgrace of dying rich.,Liars never win.,bert-base-cased,J,no,0.9499937295913696,108310272
The penalty for dishonesty is the disgrace of dying unloved.,People who lie don't have many friends.,bert-base-cased,S,yes,0.9361402988433838,108310272
The perfect companion to a vegetarian dinner is a salad.,A vegetarian meal doesn't need a salad.,bert-base-cased,S,no,0.9849727749824524,108310272
The perfect companion to a vegetarian dinner is a steak.,I don't believe in eating meat.,bert-base-cased,J,no,0.96583491563797,108310272
The policeman saw him throw the bottle out the window and gave him a ticket for littering.,He got a ticket for speeding.,bert-base-cased,E,no,0.9715068936347961,108310272
The Republican candidate won the election by a landslide.,The election was very close.,bert-base-cased,E,no,0.9628767967224121,108310272
The rodeo champion was quite proud of his big silver belt buckle.,The rodeo champion didn't wear a belt.,bert-base-cased,E,no,0.9803832769393921,108310272
The show had one act that was really offbeat: the clowns.,The clowns were really out of the ordinary.,bert-base-cased,S,yes,0.9662243127822876,108310272
The show had one act that was really offbeat: the singer.,The singer had poor rhythm.,bert-base-cased,J,yes,0.959069013595581,108310272
The surgeon tried vainly to save his patient.,The patient died.,bert-base-cased,E,yes,0.9749318361282349,108310272
The teacher wrote the problem on the board.,The teacher was going to explain the problem.,bert-base-cased,E,yes,0.9591988325119019,108310272
The terrorists planted a bomb in the airport and four people were killed in the explosion.,The bomb squad was able to defuse the bomb.,bert-base-cased,E,no,0.9744675755500793,108310272
The tourist bureau told the visitors there was plenty of hunting in this part of the country but very little finding.,Things are hard to find in this area.,bert-base-cased,J,yes,0.9717303514480591,108310272
The tourist bureau told the visitors there was plenty of hunting in this part of the country but very little sightseeing.,There aren't many tourist sights in the area.,bert-base-cased,S,yes,0.9673442244529724,108310272
The victim was rushed to the hospital in an ambulance.,The victim wasn't hurt in the accident.,bert-base-cased,E,no,0.9624196290969849,108310272
The visitor stared at the grandfather clock and seemed almost hypnotized by the swinging of the pendulum.,The visitor could see the clock.,bert-base-cased,E,yes,0.9724797606468201,108310272
The whole town came to hear their mayor speak.,The people wanted to hear what the mayor would say.,bert-base-cased,E,yes,0.9809057116508484,108310272
The wind was so strong it blew out three fuses.,The wind affected the electrical system.,bert-base-cased,J,yes,0.9611963629722595,108310272
The wind was so strong it blew out three streetlights.,The storm didn't cause any damage.,bert-base-cased,S,no,0.9685045480728149,108310272
The woman in the grocery store was handing out free samples.,The samples cost ten cents each.,bert-base-cased,E,no,0.9511882066726685,108310272
The woman who has her husband eating out of her hand must save a lot of dishwashing.,The husband washes all the dishes.,bert-base-cased,J,no,0.9626585245132446,108310272
The woman who has her husband eating out of her hand must save a lot of heartbreak.,She's happy because her husband does what she wants.,bert-base-cased,S,yes,0.976951003074646,108310272
There were over a hundred trees in the apple orchard.,It was an extremely small orchard.,bert-base-cased,E,no,0.9748561382293701,108310272
They planned to dig a tunnel in order to escape.,They were being held prisoner.,bert-base-cased,E,yes,0.9742140173912048,108310272
They redecorated the bar with new drunks.,The bar has all new furniture.,bert-base-cased,J,no,0.958829402923584,108310272
They redecorated the bar with new wood.,The bar is all chrome and glass.,bert-base-cased,S,no,0.9448226094245911,108310272
They went to Las Vegas and got married in one of those quickie wedding chapels.,They spent months planning a big wedding.,bert-base-cased,E,no,0.9840486645698547,108310272
This fall two things are turning yellow: trees and bushes.,The leaves are changing color.,bert-base-cased,S,yes,0.9674771428108215,108310272
This fall two things are turning yellow: trees and investors.,Investors are becoming scared.,bert-base-cased,J,yes,0.9680856466293335,108310272
"This house comes with a lot of extras, mostly termites.",The house is free of bugs.,bert-base-cased,J,no,0.9766496419906616,108310272
"This house comes with a lot of extras, mostly upgrades.",The house would be a good purchase.,bert-base-cased,S,yes,0.9505972266197205,108310272
"This new computer works so quickly, it comes complete with games.","If you use this computer, you'll have time left to play.",bert-base-cased,S,yes,0.9636421203613281,108310272
"This new computer works so quickly, it comes complete with ulcers.",The computer feels no stress.,bert-base-cased,J,no,0.9651301503181458,108310272
"Though most people think it's Rome, the world's most beloved capital is actually dollars.",People love money.,bert-base-cased,J,yes,0.9749667048454285,108310272
"Though most people think it's Rome, the world's most beloved capital is actually Vienna.",Rome is more beloved than Vienna.,bert-base-cased,S,no,0.9606122970581055,108310272
Three people were killed in a major highway accident.,The accident had not been fatal.,bert-base-cased,E,no,0.9555196762084961,108310272
Tim threw a rock and broke the window.,Tim was playing baseball.,bert-base-cased,E,no,0.9450362920761108,108310272
"To clothe one soldier, it takes the wool from two sheep and the hides from three animals.",Military uniforms are made from natural materials.,bert-base-cased,S,yes,0.9565616846084595,108310272
"To clothe one soldier, it takes the wool from two sheep and the hides from three taxpayers.",Military uniforms are expensive.,bert-base-cased,J,yes,0.9474376440048218,108310272
"To get something done, a committee should consist of no more than three people, two of whom are dead.",Groups are more efficient than individuals.,bert-base-cased,J,no,0.9449054002761841,108310272
"To get something done, a committee should consist of no more than three people, two of whom are workers.",A committee works best with one leader.,bert-base-cased,S,yes,0.9721761345863342,108310272
To keep the dogs out of the yard he put up a fence.,He was worried his pet would escape.,bert-base-cased,E,no,0.9414615631103516,108310272
To pay for the car Al simply wrote a check.,Al paid with a credit card.,bert-base-cased,E,no,0.9702430963516235,108310272
Too many girls believe that the chief foundation for true love is a large fortune.,A lot of women marry for money.,bert-base-cased,S,yes,0.9741926789283752,108310272
Too many girls believe that the chief foundation for true love is a large stone.,Some girls just want a big diamond ring.,bert-base-cased,J,yes,0.9632539749145508,108310272
Two things are essential for success: wealth and fame.,Having money without celebrity is still success.,bert-base-cased,S,no,0.9600416421890259,108310272
Two things are essential for success: wealth and money.,You don't need much cash to succeed in business.,bert-base-cased,J,no,0.9541817307472229,108310272
We finally got a decent picture on the TV after an hour of adjusting the antenna.,The TV had poor reception.,bert-base-cased,E,yes,0.9657626748085022,108310272
We live in a lovely suburb; it's just two miles beyond our income.,We can't afford to live where we do.,bert-base-cased,J,yes,0.9637211561203003,108310272
We live in a lovely suburb; it's just two miles beyond our town.,The suburb is far from the city.,bert-base-cased,S,no,0.9673229455947876,108310272
"We used to have food on the table as soon as the customer was seated, but our new system requires more effort.",We have to work harder now.,bert-base-cased,S,yes,0.9586334228515625,108310272
"We used to have food on the table as soon as the customer was seated, but our new system requires more plates.",Our service is faster now.,bert-base-cased,J,no,0.9575079679489136,108310272
"When an irresistible force meets an immovable object, you get two very angry entities.","When one thing runs into another, both become unhappy.",bert-base-cased,S,yes,0.9706441164016724,108310272
"When an irresistible force meets an immovable object, you get two very angry women.",Women can be stubborn.,bert-base-cased,J,yes,0.9575201272964478,108310272
"When he stepped into the elevator, he knew Jennifer had just been there by the smell of her perfume.",Jennifer wore strong perfume.,bert-base-cased,E,yes,0.9520402550697327,108310272
"When I asked how long I should cook the noodles, he said at least ten inches.",The noodles should be at least ten inches long.,bert-base-cased,J,yes,0.9694924354553223,108310272
"When I asked how long I should cook the noodles, he said at least ten seconds.",They had already eaten.,bert-base-cased,S,no,0.9520923495292664,108310272
"When I asked the bartender for something cold and full of rum, he recommended his daiquiri.",The bartender recommended a drink.,bert-base-cased,S,yes,0.9696909189224243,108310272
"When I asked the bartender for something cold and full of rum, he recommended his wife.",The bartender was married.,bert-base-cased,J,yes,0.9615997076034546,108310272
"When I found out how much my wife spent on dresses last year, I dumped her and proposed to the dressmaker.",The dressmaker had a lot of my money.,bert-base-cased,J,yes,0.967272162437439,108310272
"When I found out how much my wife spent on dresses last year, I dumped her and proposed to the mistress.",I had been faithful to my wife.,bert-base-cased,S,no,0.9564872980117798,108310272
"When it comes to keeping warm, nothing beats a thermal brunette.",A down parka is the best way to keep warm.,bert-base-cased,J,no,0.971781849861145,108310272
"When it comes to keeping warm, nothing beats a thermal parka.",A trenchcoat is the best way to keep warm.,bert-base-cased,S,no,0.9850971102714539,108310272
"When John bought a bulldog, it was no time at all before he had that dog eating out of his fingers.",He trained the dog well.,bert-base-cased,S,yes,0.9541220664978027,108310272
"When John bought a bulldog, it was no time at all before he had that dog eating out of his leg.",The dog was aggressive.,bert-base-cased,J,yes,0.9599292278289795,108310272
"When reviewing your notes for a test, the most important ones will be capitalized.",Pay more attention to the things in small print.,bert-base-cased,S,no,0.9717980623245239,108310272
"When reviewing your notes for a test, the most important ones will be illegible.",Important notes are written clearly so they stand out.,bert-base-cased,J,no,0.9712644815444946,108310272
"When the kid came into the store and asked for empty boxes, the owner gave him the crate.",The kid didn't get any boxes.,bert-base-cased,S,no,0.9671557545661926,108310272
"When the kid came into the store and asked for empty boxes, the owner gave him the register.",The store had made a lot of money.,bert-base-cased,J,no,0.9517083168029785,108310272
When they were in London they visited Buckingham Palace.,They made a trip to England.,bert-base-cased,E,yes,0.9771909713745117,108310272
"When we got divorced, my wife and I split the house; she got the inside.",I got the outside.,bert-base-cased,J,yes,0.956304132938385,108310272
"When we got divorced, my wife and I split the house; she got the kitchen.",My wife gave me the kitchen items.,bert-base-cased,S,no,0.9620764255523682,108310272
"When we watch a sexy movie, my wife leans over and breathes on my collar.",She wants to get me excited.,bert-base-cased,S,yes,0.9570394158363342,108310272
"When we watch a sexy movie, my wife leans over and breathes on my glasses.",She wants me to see the movie.,bert-base-cased,J,no,0.9575493931770325,108310272
"When you go to bed, turn off the lights.",The lights are on.,bert-base-cased,E,yes,0.9550265669822693,108310272
"When you own an ice cream business, your favorite flavor is aspirin.",Running an ice cream business can give you a headache.,bert-base-cased,J,yes,0.968116044998169,108310272
"When you own an ice cream business, your favorite flavor is everything.",You start to like all the flavors.,bert-base-cased,S,yes,0.974800705909729,108310272
"Where I'm from, the two most common elements are hydrogen and nitrogen.",Phosphorus is the most common element in my hometown.,bert-base-cased,S,no,0.9716604948043823,108310272
"Where I'm from, the two most common elements are hydrogen and stupidity.",People in my hometown are very smart.,bert-base-cased,J,no,0.9652535915374756,108310272
"Women don't dress to please men; if they did, they'd dress a lot faster.",Women take a long time to get dressed.,bert-base-cased,J,yes,0.9779202938079834,108310272
"Women don't dress to please men; if they did, they'd dress a lot scantier.",Men prefer women who wear a lot of clothes.,bert-base-cased,S,no,0.9673568606376648,108310272
Women were not allowed to vote until when Congress passed the nineteenth amendment to the constitution.,Women in 1900 could not vote.,bert-base-cased,E,yes,0.9746114015579224,108310272
Yesterday they canoed down the river.,They spent yesterday outdoors.,bert-base-cased,E,yes,0.9751975536346436,108310272
You can keep your kids out of hot water with dishes.,Kids like to wash dishes.,bert-base-cased,J,no,0.9715456366539001,108310272
You can keep your kids out of hot water with rules.,Clear boundaries help keep kids out of trouble.,bert-base-cased,S,yes,0.9632326364517212,108310272
You could tell he had grown up in the South by his accent.,He talked like a Southerner.,bert-base-cased,E,yes,0.9695028066635132,108310272
