sentence,answer,model,condition,correct,cosine_similarity,n_params
She tied up her hair with a yellow ribbon.,She had very short hair.,bert-large-cased,E,no,0.9344767928123474,333579264
"She told him he looked like a million, and she meant every century.",She thought he looked quite young and handsome.,bert-large-cased,J,no,0.9245505928993225,333579264
"She told him he looked like a million, and she meant every syllable.",She thought he looked good.,bert-large-cased,S,yes,0.9325406551361084,333579264
She used a needle and a tweezers to pull out the splinter.,She needed a scalpel to remove the splinter.,bert-large-cased,E,no,0.9616883397102356,333579264
She was suddenly called back to New York and had to take a cab to the airport.,She was going to take a train.,bert-large-cased,E,no,0.9412116408348083,333579264
"She went on a fourteen day diet, but she only lost two ounces.",She didn't lose much weight.,bert-large-cased,S,yes,0.9407573938369751,333579264
"She went on a fourteen day diet, but she only lost two weeks.",She didn't lose any weight.,bert-large-cased,J,yes,0.9434750080108643,333579264
She's happy because she finally has a boyfriend who gets along with her father.,Her father really liked her previous boyfriends.,bert-large-cased,S,no,0.8601420521736145,333579264
She's happy because she finally has a boyfriend who gets along with her fiance.,She is dating more than one man.,bert-large-cased,J,yes,0.9209229350090027,333579264
"Some babies are born to rule, while others are male.",Males are born rulers.,bert-large-cased,J,no,0.9442198276519775,333579264
"Some babies are born to rule, while others are weak.",Power starts at an early age.,bert-large-cased,S,yes,0.9527508616447449,333579264
"Some husbands are good providers, but only if you count children.",Some men don't take care of their families.,bert-large-cased,J,yes,0.9512339234352112,333579264
"Some husbands are good providers, but only if you count salary.",Some men give their families nothing but money.,bert-large-cased,S,yes,0.97038733959198,333579264
Some people think courtship is the first in a series of steps leading to divorce.,One of those steps is marriage.,bert-large-cased,J,yes,0.9524393677711487,333579264
Some people think courtship is the first in a series of steps leading to romance.,Some people still believe in romantic courtship.,bert-large-cased,S,yes,0.9741663932800293,333579264
Some people's only culture is bacteria.,Everybody can appreciate the fine arts.,bert-large-cased,J,no,0.9468380212783813,333579264
Some people's only culture is radio.,Everyone watches television.,bert-large-cased,S,no,0.9446851015090942,333579264
"Statistics indicate that Americans spend eighty million a year on games of chance, mostly blackjack.",Americans like to gamble on card games.,bert-large-cased,S,yes,0.9704880714416504,333579264
"Statistics indicate that Americans spend eighty million a year on games of chance, mostly weddings.",Getting married is a risky thing to do.,bert-large-cased,J,yes,0.9255108833312988,333579264
Sunday is the day we bow our heads and putt.,We go to church on Sunday.,bert-large-cased,J,no,0.9550723433494568,333579264
Sunday is the day we bow our heads and rest.,We work hard on Sunday.,bert-large-cased,S,no,0.9401249885559082,333579264
The accident injured his spinal cord and his legs are paralyzed.,He can move his legs.,bert-large-cased,E,no,0.8826067447662354,333579264
The art museum just acquired an early Rembrandt; it's done in charcoal.,This early work is an oil painting.,bert-large-cased,S,no,0.932052731513977,333579264
The art museum just acquired an early Rembrandt; it's done in Crayola.,Rembrandt was a child when he completed the work.,bert-large-cased,J,yes,0.9263969659805298,333579264
The baby cried and upset her mother.,The mother was very calm.,bert-large-cased,E,no,0.9362099766731262,333579264
The bartender dropped two olives into the strong martini.,The bartender was preparing a drink.,bert-large-cased,E,yes,0.9529595375061035,333579264
The best bargain I ever got was when I went to a family garage sale and bought a grandma.,I bought a car at the garage sale.,bert-large-cased,J,no,0.8981132507324219,333579264
The best bargain I ever got was when I went to a family garage sale and bought a toaster.,I got a really good deal on a blender.,bert-large-cased,S,no,0.8939558863639832,333579264
The best gift for the man who has everything is neckties.,A necktie always makes a good gift for a man.,bert-large-cased,S,yes,0.9546917080879211,333579264
The best gift for the man who has everything is penicillin.,This man has lots of diseases.,bert-large-cased,J,yes,0.9298540949821472,333579264
The best way to keep the milk from turning sour is to keep it in the cold.,Milk turns sour faster when it's warm.,bert-large-cased,S,yes,0.9462636709213257,333579264
The best way to keep the milk from turning sour is to keep it in the cow.,Milk stays fresh for a long time.,bert-large-cased,J,no,0.9112510085105896,333579264
The best way to remove coffee stains from a white blouse is with detergent.,Coffee stains are impossible to wash out.,bert-large-cased,S,no,0.9392353296279907,333579264
The best way to remove coffee stains from a white blouse is with scissors.,Coffee stains are easy to wash out.,bert-large-cased,J,no,0.9509011507034302,333579264
The best way to stop an elephant from charging is to cut off its credit.,Elephants should pay in cash.,bert-large-cased,J,yes,0.9266476631164551,333579264
The best way to stop an elephant from charging is to cut off its toes.,Elephants can run quickly even without toes.,bert-large-cased,S,no,0.9211915135383606,333579264
The bill was due at the end of the month.,He had to pay by the thirty-first.,bert-large-cased,E,yes,0.940707802772522,333579264
The book that tells you where you can go on vacation is called a checkbook.,Where you go on vacation depends on how much you can afford.,bert-large-cased,J,yes,0.948361337184906,333579264
The book that tells you where you can go on vacation is called a guidebook.,Guidebooks aren't very useful for planning a trip.,bert-large-cased,S,no,0.9341067671775818,333579264
The children held their hands and formed a circle.,The children were watching television.,bert-large-cased,E,no,0.9395458102226257,333579264
The choir sang hymns while the people listened.,The people joined in the singing.,bert-large-cased,E,no,0.9712098836898804,333579264
"The convict told his cellmate how he'd blown all the money he stole on wine, women, and crack.",The convict had been a drug user.,bert-large-cased,S,yes,0.9502902030944824,333579264
"The convict told his cellmate how he'd blown all the money he stole on wine, women, and lawyers.",Lawyers are expensive.,bert-large-cased,J,yes,0.9110310673713684,333579264
"The cops claimed that the prisoner just decided to come clean, but most people think he was forced into the admission.",The prisoner may have been forced into confessing.,bert-large-cased,S,yes,0.9063584804534912,333579264
"The cops claimed that the prisoner just decided to come clean, but most people think he was forced into the bathtub.",The prisoner had been dirty and needed to be washed.,bert-large-cased,J,yes,0.8817495703697205,333579264
The curse of heavy drinking is that afterwards you get a huge bartab.,Drinking a lot can be expensive.,bert-large-cased,J,yes,0.9556625485420227,333579264
The curse of heavy drinking is that afterwards you get a huge headache.,Drinking alcohol can lead to a hangover.,bert-large-cased,S,yes,0.9629996418952942,333579264
The difference between a dog and a fox is about five beers.,Drinking makes women appear more attractive.,bert-large-cased,J,yes,0.9082411527633667,333579264
The difference between a dog and a fox is about five degrees.,Dogs and foxes have the same body temperature.,bert-large-cased,S,no,0.9511727094650269,333579264
The difference between a good speaker and a bad one is often a nice diction.,It's important to speak clearly.,bert-large-cased,S,yes,0.9451385736465454,333579264
The difference between a good speaker and a bad one is often a nice nap.,Bad speakers can put you to sleep.,bert-large-cased,J,yes,0.9391200542449951,333579264
The doctor said he could have a stroke because his arteries were getting narrow and clogged.,He was in excellent health.,bert-large-cased,E,no,0.9502845406532288,333579264
The doctor told her not to scratch no matter how much it itched.,She had a heart condition.,bert-large-cased,E,no,0.9190056920051575,333579264
The farmer put a new engine in his old tractor.,The farmer wanted to keep the tractor.,bert-large-cased,E,yes,0.9622379541397095,333579264
The first thing he does every morning is sit in the lotus position and meditate.,He starts every day with coffee and the morning news.,bert-large-cased,E,no,0.8876696228981018,333579264
The first two hundred story building opened in Chicago; it was a hotel.,Chicago has a skyscraper that's a hotel.,bert-large-cased,S,yes,0.9290320873260498,333579264
The first two hundred story building opened in Chicago; it was a library.,This building had lots of books.,bert-large-cased,J,yes,0.9277478456497192,333579264
The garment bag kept his suit from getting wrinkled.,His suit needed to be ironed.,bert-large-cased,E,no,0.9542174339294434,333579264
The husband who catches his wife in the act is probably on the snoop.,An unfaithful wife can get in trouble if her husband is on the lookout.,bert-large-cased,S,yes,0.9337515830993652,333579264
The husband who catches his wife in the act is probably on the trapeze.,His wife is cheating on him.,bert-large-cased,J,no,0.911033034324646,333579264
The last time a guy in a mask took all my money I was in shock.,I had been mugged.,bert-large-cased,S,yes,0.8517851233482361,333579264
The last time a guy in a mask took all my money I was in surgery.,I had been mugged.,bert-large-cased,J,no,0.8375046849250793,333579264
The lawyer feared that his client was guilty.,The lawyer was a prosecutor.,bert-large-cased,E,no,0.9529486298561096,333579264
The luggage handler seemed to take great delight in tossing the boxes marked fragile.,The luggage handler was very careful.,bert-large-cased,E,no,0.9599718451499939,333579264
The mole lived in a hole in the ground.,The mole was kept in the house as a pet.,bert-large-cased,E,no,0.9573850035667419,333579264
The most popular instrument in a Scottish marching band is the bagpipe.,"In Scottish marching bands, people like bagpipes more than drums.",bert-large-cased,E,yes,0.9289661049842834,333579264
The most prevalent form of legalized gambling is betting.,Betting is not very common.,bert-large-cased,S,no,0.9676964282989502,333579264
The most prevalent form of legalized gambling is elections.,People are gambling when they vote for someone.,bert-large-cased,J,yes,0.8854740858078003,333579264
The movers put the sofa on the bare floor.,The house was fully carpeted.,bert-large-cased,E,no,0.928687572479248,333579264
"The new tax forms are more realistic-- where your wife signs, it says: accomplice.",Your wife doesn't need to sign your tax form.,bert-large-cased,J,no,0.9504392147064209,333579264
"The new tax forms are more realistic-- where your wife signs, it says: partner.",Tax forms are very old-fashioned.,bert-large-cased,S,no,0.9374204874038696,333579264
The newspaper photo was so murky he couldn't figure out who it was until he read the caption.,He could see the person in the photo clearly.,bert-large-cased,E,no,0.9388033747673035,333579264
The nurse gave him detailed instructions about how to clean the wound and put on a fresh bandage.,He had been injured.,bert-large-cased,E,yes,0.9339390993118286,333579264
The old wealthy family lived in a twelve bedroom mansion.,They lived in a small home.,bert-large-cased,E,no,0.9498001933097839,333579264
The only crop that is grown in America and harvested abroad is the American tobacco.,Very few foreigners smoke American cigarettes.,bert-large-cased,S,no,0.951373815536499,333579264
The only crop that is grown in America and harvested abroad is the American tourist.,Tourists spend a lot of money in other countries.,bert-large-cased,J,yes,0.9247929453849792,333579264
The only fishing through the ice that some men ever do is for the olive.,Some men fish; others just drink martinis.,bert-large-cased,J,yes,0.944082498550415,333579264
The only fishing through the ice that some men ever do is for the trout.,Some ice fishermen only want to catch trout.,bert-large-cased,S,yes,0.9423103928565979,333579264
The only ones who want me for my body are losers.,Everybody finds me very attractive.,bert-large-cased,S,no,0.9478577375411987,333579264
The only ones who want me for my body are mosquitoes.,People find me very sexy.,bert-large-cased,J,no,0.9559237360954285,333579264
The only person who sticks closer to you in adversity than a friend is a creditor.,People you owe money to don't hang around much.,bert-large-cased,J,no,0.9481058716773987,333579264
The only person who sticks closer to you in adversity than a friend is a spouse.,You just can't depend on a husband or wife.,bert-large-cased,S,no,0.939035177230835,333579264
The only place where you can find people who spend all their time minding their own business is the bank.,People at banks are very nosy.,bert-large-cased,S,no,0.9310820698738098,333579264
The only place where you can find people who spend all their time minding their own business is the cemetery.,Everybody is nosy to some extent.,bert-large-cased,J,yes,0.9425591230392456,333579264
The only thing money can't buy is generosity.,Just because you have money doesn't mean you'll share it.,bert-large-cased,S,yes,0.9434805512428284,333579264
The only thing money can't buy is poverty.,Money can buy almost anything.,bert-large-cased,J,yes,0.9657208919525146,333579264
The only time my father ever raised a hand to his children was in discipline.,My father didn't believe in corporal punishment.,bert-large-cased,S,no,0.9252678751945496,333579264
The only time my father ever raised a hand to his children was in self-defense.,My father beat his children a lot.,bert-large-cased,J,no,0.914945125579834,333579264
The paint turned out to be the wrong color.,They were putting up wallpaper.,bert-large-cased,E,no,0.9399203658103943,333579264
The painter used water-based paint for the interior of the house but enamel for the exterior.,He used the same paint both inside and outside the house.,bert-large-cased,E,no,0.9658365249633789,333579264
The penalty for dishonesty is the disgrace of dying rich.,Liars never win.,bert-large-cased,J,no,0.9209198951721191,333579264
The penalty for dishonesty is the disgrace of dying unloved.,People who lie don't have many friends.,bert-large-cased,S,yes,0.9254619479179382,333579264
The perfect companion to a vegetarian dinner is a salad.,A vegetarian meal doesn't need a salad.,bert-large-cased,S,no,0.9432977437973022,333579264
The perfect companion to a vegetarian dinner is a steak.,I don't believe in eating meat.,bert-large-cased,J,no,0.9047839641571045,333579264
The policeman saw him throw the bottle out the window and gave him a ticket for littering.,He got a ticket for speeding.,bert-large-cased,E,no,0.9444382190704346,333579264
The Republican candidate won the election by a landslide.,The election was very close.,bert-large-cased,E,no,0.9519336223602295,333579264
The rodeo champion was quite proud of his big silver belt buckle.,The rodeo champion didn't wear a belt.,bert-large-cased,E,no,0.9444227814674377,333579264
The show had one act that was really offbeat: the clowns.,The clowns were really out of the ordinary.,bert-large-cased,S,yes,0.9381349086761475,333579264
The show had one act that was really offbeat: the singer.,The singer had poor rhythm.,bert-large-cased,J,yes,0.8858285546302795,333579264
The surgeon tried vainly to save his patient.,The patient died.,bert-large-cased,E,yes,0.9684699773788452,333579264
The teacher wrote the problem on the board.,The teacher was going to explain the problem.,bert-large-cased,E,yes,0.9265713095664978,333579264
The terrorists planted a bomb in the airport and four people were killed in the explosion.,The bomb squad was able to defuse the bomb.,bert-large-cased,E,no,0.8925217390060425,333579264
The tourist bureau told the visitors there was plenty of hunting in this part of the country but very little finding.,Things are hard to find in this area.,bert-large-cased,J,yes,0.9365360140800476,333579264
The tourist bureau told the visitors there was plenty of hunting in this part of the country but very little sightseeing.,There aren't many tourist sights in the area.,bert-large-cased,S,yes,0.9182888865470886,333579264
The victim was rushed to the hospital in an ambulance.,The victim wasn't hurt in the accident.,bert-large-cased,E,no,0.8973424434661865,333579264
The visitor stared at the grandfather clock and seemed almost hypnotized by the swinging of the pendulum.,The visitor could see the clock.,bert-large-cased,E,yes,0.9564362168312073,333579264
The whole town came to hear their mayor speak.,The people wanted to hear what the mayor would say.,bert-large-cased,E,yes,0.9569379687309265,333579264
The wind was so strong it blew out three fuses.,The wind affected the electrical system.,bert-large-cased,J,yes,0.952725350856781,333579264
The wind was so strong it blew out three streetlights.,The storm didn't cause any damage.,bert-large-cased,S,no,0.9258066415786743,333579264
The woman in the grocery store was handing out free samples.,The samples cost ten cents each.,bert-large-cased,E,no,0.9209653735160828,333579264
The woman who has her husband eating out of her hand must save a lot of dishwashing.,The husband washes all the dishes.,bert-large-cased,J,no,0.9152726531028748,333579264
The woman who has her husband eating out of her hand must save a lot of heartbreak.,She's happy because her husband does what she wants.,bert-large-cased,S,yes,0.9506058096885681,333579264
There were over a hundred trees in the apple orchard.,It was an extremely small orchard.,bert-large-cased,E,no,0.9717278480529785,333579264
They planned to dig a tunnel in order to escape.,They were being held prisoner.,bert-large-cased,E,yes,0.9553841352462769,333579264
They redecorated the bar with new drunks.,The bar has all new furniture.,bert-large-cased,J,no,0.9415830373764038,333579264
They redecorated the bar with new wood.,The bar is all chrome and glass.,bert-large-cased,S,no,0.9451984167098999,333579264
They went to Las Vegas and got married in one of those quickie wedding chapels.,They spent months planning a big wedding.,bert-large-cased,E,no,0.9588083028793335,333579264
This fall two things are turning yellow: trees and bushes.,The leaves are changing color.,bert-large-cased,S,yes,0.9068667888641357,333579264
This fall two things are turning yellow: trees and investors.,Investors are becoming scared.,bert-large-cased,J,yes,0.9000632166862488,333579264
"This house comes with a lot of extras, mostly termites.",The house is free of bugs.,bert-large-cased,J,no,0.9413390159606934,333579264
"This house comes with a lot of extras, mostly upgrades.",The house would be a good purchase.,bert-large-cased,S,yes,0.9360745549201965,333579264
"This new computer works so quickly, it comes complete with games.","If you use this computer, you'll have time left to play.",bert-large-cased,S,yes,0.9426789879798889,333579264
"This new computer works so quickly, it comes complete with ulcers.",The computer feels no stress.,bert-large-cased,J,no,0.9357503652572632,333579264
"Though most people think it's Rome, the world's most beloved capital is actually dollars.",People love money.,bert-large-cased,J,yes,0.944456934928894,333579264
"Though most people think it's Rome, the world's most beloved capital is actually Vienna.",Rome is more beloved than Vienna.,bert-large-cased,S,no,0.9523589015007019,333579264
Three people were killed in a major highway accident.,The accident had not been fatal.,bert-large-cased,E,no,0.9524460434913635,333579264
Tim threw a rock and broke the window.,Tim was playing baseball.,bert-large-cased,E,no,0.8814001679420471,333579264
"To clothe one soldier, it takes the wool from two sheep and the hides from three animals.",Military uniforms are made from natural materials.,bert-large-cased,S,yes,0.9036726355552673,333579264
"To clothe one soldier, it takes the wool from two sheep and the hides from three taxpayers.",Military uniforms are expensive.,bert-large-cased,J,yes,0.9293060898780823,333579264
"To get something done, a committee should consist of no more than three people, two of whom are dead.",Groups are more efficient than individuals.,bert-large-cased,J,no,0.9445136785507202,333579264
"To get something done, a committee should consist of no more than three people, two of whom are workers.",A committee works best with one leader.,bert-large-cased,S,yes,0.9466027021408081,333579264
To keep the dogs out of the yard he put up a fence.,He was worried his pet would escape.,bert-large-cased,E,no,0.9397127628326416,333579264
To pay for the car Al simply wrote a check.,Al paid with a credit card.,bert-large-cased,E,no,0.9665493965148926,333579264
Too many girls believe that the chief foundation for true love is a large fortune.,A lot of women marry for money.,bert-large-cased,S,yes,0.9238752126693726,333579264
Too many girls believe that the chief foundation for true love is a large stone.,Some girls just want a big diamond ring.,bert-large-cased,J,yes,0.9143717288970947,333579264
Two things are essential for success: wealth and fame.,Having money without celebrity is still success.,bert-large-cased,S,no,0.9536203145980835,333579264
Two things are essential for success: wealth and money.,You don't need much cash to succeed in business.,bert-large-cased,J,no,0.9422318935394287,333579264
We finally got a decent picture on the TV after an hour of adjusting the antenna.,The TV had poor reception.,bert-large-cased,E,yes,0.9415944814682007,333579264
We live in a lovely suburb; it's just two miles beyond our income.,We can't afford to live where we do.,bert-large-cased,J,yes,0.9512104392051697,333579264
We live in a lovely suburb; it's just two miles beyond our town.,The suburb is far from the city.,bert-large-cased,S,no,0.9465764164924622,333579264
"We used to have food on the table as soon as the customer was seated, but our new system requires more effort.",We have to work harder now.,bert-large-cased,S,yes,0.9252678155899048,333579264
"We used to have food on the table as soon as the customer was seated, but our new system requires more plates.",Our service is faster now.,bert-large-cased,J,no,0.9249141216278076,333579264
"When an irresistible force meets an immovable object, you get two very angry entities.","When one thing runs into another, both become unhappy.",bert-large-cased,S,yes,0.9275251626968384,333579264
"When an irresistible force meets an immovable object, you get two very angry women.",Women can be stubborn.,bert-large-cased,J,yes,0.9029369950294495,333579264
"When he stepped into the elevator, he knew Jennifer had just been there by the smell of her perfume.",Jennifer wore strong perfume.,bert-large-cased,E,yes,0.9216945171356201,333579264
"When I asked how long I should cook the noodles, he said at least ten inches.",The noodles should be at least ten inches long.,bert-large-cased,J,yes,0.9302648305892944,333579264
"When I asked how long I should cook the noodles, he said at least ten seconds.",They had already eaten.,bert-large-cased,S,no,0.9108787775039673,333579264
"When I asked the bartender for something cold and full of rum, he recommended his daiquiri.",The bartender recommended a drink.,bert-large-cased,S,yes,0.9557474851608276,333579264
"When I asked the bartender for something cold and full of rum, he recommended his wife.",The bartender was married.,bert-large-cased,J,yes,0.9358671307563782,333579264
"When I found out how much my wife spent on dresses last year, I dumped her and proposed to the dressmaker.",The dressmaker had a lot of my money.,bert-large-cased,J,yes,0.898810625076294,333579264
"When I found out how much my wife spent on dresses last year, I dumped her and proposed to the mistress.",I had been faithful to my wife.,bert-large-cased,S,no,0.8927778005599976,333579264
"When it comes to keeping warm, nothing beats a thermal brunette.",A down parka is the best way to keep warm.,bert-large-cased,J,no,0.9334492683410645,333579264
"When it comes to keeping warm, nothing beats a thermal parka.",A trenchcoat is the best way to keep warm.,bert-large-cased,S,no,0.9643125534057617,333579264
"When John bought a bulldog, it was no time at all before he had that dog eating out of his fingers.",He trained the dog well.,bert-large-cased,S,yes,0.9119142293930054,333579264
"When John bought a bulldog, it was no time at all before he had that dog eating out of his leg.",The dog was aggressive.,bert-large-cased,J,yes,0.9041927456855774,333579264
"When reviewing your notes for a test, the most important ones will be capitalized.",Pay more attention to the things in small print.,bert-large-cased,S,no,0.9386895895004272,333579264
"When reviewing your notes for a test, the most important ones will be illegible.",Important notes are written clearly so they stand out.,bert-large-cased,J,no,0.9398071765899658,333579264
"When the kid came into the store and asked for empty boxes, the owner gave him the crate.",The kid didn't get any boxes.,bert-large-cased,S,no,0.9118125438690186,333579264
"When the kid came into the store and asked for empty boxes, the owner gave him the register.",The store had made a lot of money.,bert-large-cased,J,no,0.9339838027954102,333579264
When they were in London they visited Buckingham Palace.,They made a trip to England.,bert-large-cased,E,yes,0.974317193031311,333579264
"When we got divorced, my wife and I split the house; she got the inside.",I got the outside.,bert-large-cased,J,yes,0.9135808944702148,333579264
"When we got divorced, my wife and I split the house; she got the kitchen.",My wife gave me the kitchen items.,bert-large-cased,S,no,0.941482424736023,333579264
"When we watch a sexy movie, my wife leans over and breathes on my collar.",She wants to get me excited.,bert-large-cased,S,yes,0.8813339471817017,333579264
"When we watch a sexy movie, my wife leans over and breathes on my glasses.",She wants me to see the movie.,bert-large-cased,J,no,0.8824764490127563,333579264
"When you go to bed, turn off the lights.",The lights are on.,bert-large-cased,E,yes,0.9580358266830444,333579264
"When you own an ice cream business, your favorite flavor is aspirin.",Running an ice cream business can give you a headache.,bert-large-cased,J,yes,0.9405316710472107,333579264
"When you own an ice cream business, your favorite flavor is everything.",You start to like all the flavors.,bert-large-cased,S,yes,0.9025808572769165,333579264
"Where I'm from, the two most common elements are hydrogen and nitrogen.",Phosphorus is the most common element in my hometown.,bert-large-cased,S,no,0.950387179851532,333579264
"Where I'm from, the two most common elements are hydrogen and stupidity.",People in my hometown are very smart.,bert-large-cased,J,no,0.933262825012207,333579264
"Women don't dress to please men; if they did, they'd dress a lot faster.",Women take a long time to get dressed.,bert-large-cased,J,yes,0.9559906125068665,333579264
"Women don't dress to please men; if they did, they'd dress a lot scantier.",Men prefer women who wear a lot of clothes.,bert-large-cased,S,no,0.9615355730056763,333579264
Women were not allowed to vote until when Congress passed the nineteenth amendment to the constitution.,Women in 1900 could not vote.,bert-large-cased,E,yes,0.9550001621246338,333579264
Yesterday they canoed down the river.,They spent yesterday outdoors.,bert-large-cased,E,yes,0.9209954738616943,333579264
You can keep your kids out of hot water with dishes.,Kids like to wash dishes.,bert-large-cased,J,no,0.9462674856185913,333579264
You can keep your kids out of hot water with rules.,Clear boundaries help keep kids out of trouble.,bert-large-cased,S,yes,0.8846582174301147,333579264
You could tell he had grown up in the South by his accent.,He talked like a Southerner.,bert-large-cased,E,yes,0.9309858679771423,333579264
