model,sentence,answer,condition,correct,yes_lp,no_lp,lp_ratio,is_joke
meta-llama/Meta-Llama-3-70B,My brother-in-law enjoys fixing things around the house so much he spent an hour last night just fixing our drinks.,My brother-in-law fixed our plumbing.,J,no,-1.4580078,-2.1386719,0.6806640999999998,True
meta-llama/Meta-Llama-3-70B,My brother-in-law enjoys fixing things around the house so much he spent an hour last night just fixing our stove.,He's a real handyman.,S,yes,-1.6279297,-1.8388672,0.2109375,False
meta-llama/Meta-Llama-3-70B,My church welcomes all denominations but prefers Mormons.,My church is strictly Catholic.,S,no,-1.6738281,-1.8769531,0.203125,False
meta-llama/Meta-Llama-3-70B,My church welcomes all denominations but prefers twenties.,My church wants money.,J,yes,-1.3886719,-2.3730469,0.9843749999999998,True
meta-llama/Meta-Llama-3-70B,My doctor has never violated his oath: the oath he took years ago to become a millionaire.,My doctor charges a lot of money.,J,yes,-1.6630859,-1.9990234,0.3359375,True
meta-llama/Meta-Llama-3-70B,My doctor has never violated his oath: the oath he took years ago to become a practitioner.,My doctor is very honorable.,S,yes,-1.7939453,-1.7314453,-0.0625,False
meta-llama/Meta-Llama-3-70B,My husband took the money we were saving to buy a new car and blew it all at the laundry.,We had saved a lot of money.,J,no,-1.6142578,-1.9580078,0.34375,True
meta-llama/Meta-Llama-3-70B,My husband took the money we were saving to buy a new car and blew it all at the tables.,He gambled away our savings.,S,yes,-1.5449219,-1.9980469,0.453125,False
meta-llama/Meta-Llama-3-70B,"My mechanic couldn't fix my brakes, so he fixed my clutch.",My clutch was also broken.,S,yes,-1.6445312,-2.1523438,0.5078126000000001,False
meta-llama/Meta-Llama-3-70B,"My mechanic couldn't fix my brakes, so he fixed my horn.","He figures if I can't stop, I'll have to honk at people.",J,yes,-1.6015625,-2.2109375,0.609375,True
meta-llama/Meta-Llama-3-70B,My wife did natural childbirth: no anesthetic.,She took drugs for the pain.,S,no,-1.4130859,-2.25,0.8369141,False
meta-llama/Meta-Llama-3-70B,My wife did natural childbirth: no makeup.,My wife didn't wear makeup when she had her baby.,J,yes,-1.4443359,-2.4511719,1.0068359999999998,True
meta-llama/Meta-Llama-3-70B,"Nature has three ways of thinning the herd: drought, famine, and hunting.",Predatory hunting reduces the number of prey.,S,yes,-1.7636719,-2.0058594,0.24218749999999978,False
meta-llama/Meta-Llama-3-70B,"Nature has three ways of thinning the herd: drought, famine, and primaries.",Politics is a lot like nature.,J,yes,-1.5839844,-2.3652344,0.7812499999999998,True
meta-llama/Meta-Llama-3-70B,No patient should leave the hospital until he's strong enough to face the cashier.,Hospital bills are quite expensive.,J,yes,-1.4570312,-2.4335938,0.9765626000000001,True
meta-llama/Meta-Llama-3-70B,No patient should leave the hospital until he's strong enough to face the outside.,Patients should be released as soon as possible.,S,no,-1.6972656,-1.9785156,0.28125,False
meta-llama/Meta-Llama-3-70B,None of his books made any sense.,His books were hard to understand.,E,yes,-1.7373047,-1.7373047,0.0,False
meta-llama/Meta-Llama-3-70B,Nothing ages a woman faster than hardships.,A difficult life can make you look old.,S,yes,-1.96875,-1.7421875,-0.2265625,False
meta-llama/Meta-Llama-3-70B,Nothing ages a woman faster than identification.,Many women lie about their age.,J,yes,-1.7197266,-1.9775391,0.2578125,True
meta-llama/Meta-Llama-3-70B,Nothing in the known universe travels faster than gossip.,Rumors get around quickly.,J,yes,-1.890625,-1.9921875,0.1015625,True
meta-llama/Meta-Llama-3-70B,Nothing in the known universe travels faster than radiation.,Radiation travels at great speed.,S,yes,-2.2578125,-1.7099609,-0.5478516,False
meta-llama/Meta-Llama-3-70B,Nothing you put in a banana split is as potentially fattening as the spoon.,Eating banana splits can make you fat.,J,yes,-1.6503906,-1.9941406,0.34375,True
meta-llama/Meta-Llama-3-70B,Nothing you put in a banana split is as potentially fattening as the syrup.,Syrup has very few calories.,S,no,-1.7568359,-1.9130859,0.15625,False
meta-llama/Meta-Llama-3-70B,"Now that the Hollywood couple has ironed out the divorce settlement, they can finally go ahead with their careers.",The divorce hadn't affected their work.,S,no,-1.6660156,-1.8925781,0.2265625,False
meta-llama/Meta-Llama-3-70B,"Now that the Hollywood couple has ironed out the divorce settlement, they can finally go ahead with their nuptials.",They are already married.,J,no,-1.5595703,-1.8408203,0.28125,True
meta-llama/Meta-Llama-3-70B,"Once a week they hold a bingo game, and all the proceeds go to fight disease.",They are raising money to build a new church.,S,no,-1.7978516,-1.7978516,0.0,False
meta-llama/Meta-Llama-3-70B,"Once a week they hold a bingo game, and all the proceeds go to fight gambling.",They are raising money to help orphans.,J,no,-1.5693359,-2.2734375,0.7041016,True
meta-llama/Meta-Llama-3-70B,One good turn gets most of the blanket.,"If you do nice things, people will give you blankets.",J,no,-1.5771484,-2.2167969,0.6396484999999998,True
meta-llama/Meta-Llama-3-70B,One good turn gets most of the profit.,Doing something good can earn you money.,S,yes,-1.8525391,-1.9697266,0.1171875,False
meta-llama/Meta-Llama-3-70B,One good way to invest in the country is to buy a business.,Buying a business is bad for the economy.,S,no,-2.1132812,-1.7382812,-0.3749999999999998,False
meta-llama/Meta-Llama-3-70B,One good way to invest in the country is to buy a senator.,Politicians will do favors for money.,J,yes,-1.6904297,-2.0566406,0.36621090000000023,True
meta-llama/Meta-Llama-3-70B,One person who sure makes a long story short is my aunt.,My aunt talks a lot.,S,no,-1.6923828,-1.9111328,0.21875,False
meta-llama/Meta-Llama-3-70B,One person who sure makes a long story short is my editor.,My editor cuts out parts of my stories.,J,yes,-1.5537109,-2.015625,0.4619141,True
meta-llama/Meta-Llama-3-70B,One thing that makes the world go round is detours.,Detours make people go around.,J,yes,-1.8251953,-1.9267578,0.1015625,True
meta-llama/Meta-Llama-3-70B,One thing that makes the world go round is greed.,Most people don't care about money.,S,no,-2.015625,-1.7265625,-0.2890625,False
meta-llama/Meta-Llama-3-70B,One way to keep pornography away from teenagers is to put it in a cabinet.,Adult magazines should be put where adolescents won't get into them.,S,yes,-1.6611328,-2.0742188,0.41308600000000006,False
meta-llama/Meta-Llama-3-70B,One way to keep pornography away from teenagers is to put it in a textbook.,Teenagers read their textbooks often.,J,no,-1.7080078,-2.1308594,0.42285159999999977,True
meta-llama/Meta-Llama-3-70B,Our new green car blocked the narrow driveway.,The car was parked in the garage.,E,no,-1.8984375,-1.6484375,-0.25,False
meta-llama/Meta-Llama-3-70B,Our son brought home a note from school saying they need a written excuse for his presence.,The son does very well in school.,J,no,-1.5878906,-1.7988281,0.2109375,True
meta-llama/Meta-Llama-3-70B,Our son brought home a note from school saying they need a written excuse for his tardiness.,He had been late for school.,S,yes,-1.546875,-1.71875,0.171875,False
meta-llama/Meta-Llama-3-70B,"Parents support clubs for teenagers, especially when they lack other forms of diversion.",Parents want their teenagers to have appropriate forms of entertainment.,S,yes,-1.953125,-1.6953125,-0.2578125,False
meta-llama/Meta-Llama-3-70B,"Parents support clubs for teenagers, especially when they lack other forms of punishment.",Teenagers may need physical punishment.,J,yes,-1.671875,-1.9375,0.265625,True
meta-llama/Meta-Llama-3-70B,Paul heard a loud grinding noise when someone put a tin can right down the garbage disposal.,Paul broke the garbage disposal.,E,no,-1.7958984,-1.7880859,-0.0078125,False
meta-llama/Meta-Llama-3-70B,Politicians who are as American as apple pie still want their rewards.,Patriotic politicians don't care about personal glory.,S,no,-1.8759766,-1.7275391,-0.1484375,False
meta-llama/Meta-Llama-3-70B,Politicians who are as American as apple pie still want their slice.,Politicians are happy to do something for nothing.,J,no,-1.6425781,-1.9863281,0.34375,True
meta-llama/Meta-Llama-3-70B,Save the whales; start a coalition.,"To save an endangered species, it's best to act alone.",S,no,-1.6523438,-1.9726562,0.32031240000000016,False
meta-llama/Meta-Llama-3-70B,Save the whales; start a collection.,It's important to protect endangered species in the wild.,J,no,-1.4863281,-2.2597656,0.7734375000000002,True
meta-llama/Meta-Llama-3-70B,She always told girls not to look for a husband but just to date bachelors.,It's better to date a married man.,J,no,-1.7626953,-2.0273438,0.26464850000000006,True
meta-llama/Meta-Llama-3-70B,She always told girls not to look for a husband but just to date someone.,She thinks you should wait for the perfect man.,S,no,-1.8232422,-1.9716797,0.1484375,False
meta-llama/Meta-Llama-3-70B,"She asked what state he was born in, and he said in the East.",He was a native Californian.,S,no,-1.7558594,-1.8730469,0.1171875,False
meta-llama/Meta-Llama-3-70B,"She asked what state he was born in, and he said in the nude.",He said he was born in the North.,J,no,-1.484375,-2.1796875,0.6953125,True
meta-llama/Meta-Llama-3-70B,She bought her father a tasteful tie for his birthday.,She was giving her father a Christmas gift.,E,no,-2.1191406,-1.3603516,-0.7587890000000002,False
meta-llama/Meta-Llama-3-70B,She called her husband at his office.,Her husband worked at home.,E,no,-2.0078125,-1.4765625,-0.53125,False
meta-llama/Meta-Llama-3-70B,"She is so modest, she pulls down the shade to change her jacket.",She doesn't want people to see her change clothes.,S,yes,-1.59375,-1.984375,0.390625,False
meta-llama/Meta-Llama-3-70B,"She is so modest, she pulls down the shade to change her mind.",She likes to show off in front of others.,J,no,-1.6152344,-2.0605469,0.4453124999999998,True
meta-llama/Meta-Llama-3-70B,She puts something behind her ears to attract men; lately she's been using her ankles.,She's very prudish.,J,no,-1.4648438,-2.3007812,0.8359373999999999,True
meta-llama/Meta-Llama-3-70B,She puts something behind her ears to attract men; lately she's been using her vanilla.,She wears vanilla as a perfume.,S,yes,-1.5517578,-2.2304688,0.6787110000000001,False
meta-llama/Meta-Llama-3-70B,She read so much about the bad effects of cigarettes she decided to give up the habit.,She was going to quit smoking.,S,yes,-1.6845703,-1.9189453,0.234375,False
meta-llama/Meta-Llama-3-70B,She read so much about the bad effects of cigarettes she decided to give up the reading.,She planned to quit smoking.,J,no,-1.4707031,-2.8300781,1.3593750000000002,True
meta-llama/Meta-Llama-3-70B,She tied up her hair with a yellow ribbon.,She had very short hair.,E,no,-2.1210938,-1.4560547,-0.6650391000000002,False
meta-llama/Meta-Llama-3-70B,"She told him he looked like a million, and she meant every century.",She thought he looked quite young and handsome.,J,no,-1.3837891,-2.5332031,1.1494140000000002,True
meta-llama/Meta-Llama-3-70B,"She told him he looked like a million, and she meant every syllable.",She thought he looked good.,S,yes,-1.3798828,-2.3652344,0.9853515999999998,False
meta-llama/Meta-Llama-3-70B,She used a needle and a tweezers to pull out the splinter.,She needed a scalpel to remove the splinter.,E,no,-2.4355469,-1.2939453,-1.1416015999999998,False
meta-llama/Meta-Llama-3-70B,She was suddenly called back to New York and had to take a cab to the airport.,She was going to take a train.,E,no,-2.1289062,-1.4335938,-0.6953123999999999,False
meta-llama/Meta-Llama-3-70B,"She went on a fourteen day diet, but she only lost two ounces.",She didn't lose much weight.,S,yes,-1.5,-2.25,0.75,False
meta-llama/Meta-Llama-3-70B,"She went on a fourteen day diet, but she only lost two weeks.",She didn't lose any weight.,J,yes,-1.4345703,-2.5996094,1.1650390999999998,True
meta-llama/Meta-Llama-3-70B,She's happy because she finally has a boyfriend who gets along with her father.,Her father really liked her previous boyfriends.,S,no,-1.6484375,-1.7734375,0.125,False
meta-llama/Meta-Llama-3-70B,She's happy because she finally has a boyfriend who gets along with her fiance.,She is dating more than one man.,J,yes,-1.5888672,-1.8623047,0.2734375,True
meta-llama/Meta-Llama-3-70B,"Some babies are born to rule, while others are male.",Males are born rulers.,J,no,-1.5966797,-2.3320312,0.7353514999999999,True
meta-llama/Meta-Llama-3-70B,"Some babies are born to rule, while others are weak.",Power starts at an early age.,S,yes,-1.9765625,-2.0390625,0.0625,False
meta-llama/Meta-Llama-3-70B,"Some husbands are good providers, but only if you count children.",Some men don't take care of their families.,J,yes,-1.4638672,-2.2929688,0.8291016000000002,True
meta-llama/Meta-Llama-3-70B,"Some husbands are good providers, but only if you count salary.",Some men give their families nothing but money.,S,yes,-1.4521484,-2.2578125,0.8056641,False
meta-llama/Meta-Llama-3-70B,Some people think courtship is the first in a series of steps leading to divorce.,One of those steps is marriage.,J,yes,-1.7265625,-1.984375,0.2578125,True
meta-llama/Meta-Llama-3-70B,Some people think courtship is the first in a series of steps leading to romance.,Some people still believe in romantic courtship.,S,yes,-1.8857422,-1.7841797,-0.1015625,False
meta-llama/Meta-Llama-3-70B,Some people's only culture is bacteria.,Everybody can appreciate the fine arts.,J,no,-1.7255859,-1.9443359,0.21875,True
meta-llama/Meta-Llama-3-70B,Some people's only culture is radio.,Everyone watches television.,S,no,-1.8808594,-1.8027344,-0.078125,False
meta-llama/Meta-Llama-3-70B,"Statistics indicate that Americans spend eighty million a year on games of chance, mostly blackjack.",Americans like to gamble on card games.,S,yes,-1.8857422,-1.8779297,-0.0078125,False
meta-llama/Meta-Llama-3-70B,"Statistics indicate that Americans spend eighty million a year on games of chance, mostly weddings.",Getting married is a risky thing to do.,J,yes,-1.5429688,-2.5820312,1.0390624,True
meta-llama/Meta-Llama-3-70B,Sunday is the day we bow our heads and putt.,We go to church on Sunday.,J,no,-1.671875,-2.2109375,0.5390625,True
meta-llama/Meta-Llama-3-70B,Sunday is the day we bow our heads and rest.,We work hard on Sunday.,S,no,-2.0644531,-1.7138672,-0.35058590000000023,False
meta-llama/Meta-Llama-3-70B,The accident injured his spinal cord and his legs are paralyzed.,He can move his legs.,E,no,-2.9160156,-1.1972656,-1.7187500000000002,False
meta-llama/Meta-Llama-3-70B,The art museum just acquired an early Rembrandt; it's done in charcoal.,This early work is an oil painting.,S,no,-1.5917969,-1.7871094,0.1953125,False
meta-llama/Meta-Llama-3-70B,The art museum just acquired an early Rembrandt; it's done in Crayola.,Rembrandt was a child when he completed the work.,J,yes,-1.4296875,-2.359375,0.9296875,True
meta-llama/Meta-Llama-3-70B,The baby cried and upset her mother.,The mother was very calm.,E,no,-2.3203125,-1.3349609,-0.9853516,False
meta-llama/Meta-Llama-3-70B,The bartender dropped two olives into the strong martini.,The bartender was preparing a drink.,E,yes,-1.75,-1.6328125,-0.1171875,False
meta-llama/Meta-Llama-3-70B,The best bargain I ever got was when I went to a family garage sale and bought a grandma.,I bought a car at the garage sale.,J,no,-1.5,-2.375,0.875,True
meta-llama/Meta-Llama-3-70B,The best bargain I ever got was when I went to a family garage sale and bought a toaster.,I got a really good deal on a blender.,S,no,-1.8535156,-1.8457031,-0.0078125,False
meta-llama/Meta-Llama-3-70B,The best gift for the man who has everything is neckties.,A necktie always makes a good gift for a man.,S,yes,-1.6181641,-2.03125,0.4130859,False
meta-llama/Meta-Llama-3-70B,The best gift for the man who has everything is penicillin.,This man has lots of diseases.,J,yes,-1.5869141,-2.1894531,0.6025390000000002,True
meta-llama/Meta-Llama-3-70B,The best way to keep the milk from turning sour is to keep it in the cold.,Milk turns sour faster when it's warm.,S,yes,-2.0488281,-1.5419922,-0.5068359000000002,False
meta-llama/Meta-Llama-3-70B,The best way to keep the milk from turning sour is to keep it in the cow.,Milk stays fresh for a long time.,J,no,-1.6611328,-1.9345703,0.2734375,True
meta-llama/Meta-Llama-3-70B,The best way to remove coffee stains from a white blouse is with detergent.,Coffee stains are impossible to wash out.,S,no,-2.1875,-1.5703125,-0.6171875,False
meta-llama/Meta-Llama-3-70B,The best way to remove coffee stains from a white blouse is with scissors.,Coffee stains are easy to wash out.,J,no,-1.6933594,-1.9667969,0.2734375,True
meta-llama/Meta-Llama-3-70B,The best way to stop an elephant from charging is to cut off its credit.,Elephants should pay in cash.,J,yes,-1.6132812,-2.2617188,0.6484376000000001,True
meta-llama/Meta-Llama-3-70B,The best way to stop an elephant from charging is to cut off its toes.,Elephants can run quickly even without toes.,S,no,-1.8447266,-1.8212891,-0.0234375,False
meta-llama/Meta-Llama-3-70B,The bill was due at the end of the month.,He had to pay by the thirty-first.,E,yes,-2.5898438,-1.4101562,-1.1796876,False
meta-llama/Meta-Llama-3-70B,The book that tells you where you can go on vacation is called a checkbook.,Where you go on vacation depends on how much you can afford.,J,yes,-1.6328125,-2.0703125,0.4375,True
meta-llama/Meta-Llama-3-70B,The book that tells you where you can go on vacation is called a guidebook.,Guidebooks aren't very useful for planning a trip.,S,no,-1.9130859,-1.6865234,-0.2265625,False
meta-llama/Meta-Llama-3-70B,The children held their hands and formed a circle.,The children were watching television.,E,no,-2.3945312,-1.4257812,-0.9687499999999998,False
meta-llama/Meta-Llama-3-70B,The choir sang hymns while the people listened.,The people joined in the singing.,E,no,-2.6738281,-1.3525391,-1.3212890000000002,False
meta-llama/Meta-Llama-3-70B,"The convict told his cellmate how he'd blown all the money he stole on wine, women, and crack.",The convict had been a drug user.,S,yes,-1.7333984,-1.8740234,0.140625,False
meta-llama/Meta-Llama-3-70B,"The convict told his cellmate how he'd blown all the money he stole on wine, women, and lawyers.",Lawyers are expensive.,J,yes,-1.6464844,-1.8886719,0.2421875,True
meta-llama/Meta-Llama-3-70B,"The cops claimed that the prisoner just decided to come clean, but most people think he was forced into the admission.",The prisoner may have been forced into confessing.,S,yes,-1.6621094,-2.1152344,0.4531249999999998,False
meta-llama/Meta-Llama-3-70B,"The cops claimed that the prisoner just decided to come clean, but most people think he was forced into the bathtub.",The prisoner had been dirty and needed to be washed.,J,yes,-1.4111328,-2.4335938,1.022461,True
meta-llama/Meta-Llama-3-70B,The curse of heavy drinking is that afterwards you get a huge bartab.,Drinking a lot can be expensive.,J,yes,-1.6103516,-2.2910156,0.6806640000000002,True
meta-llama/Meta-Llama-3-70B,The curse of heavy drinking is that afterwards you get a huge headache.,Drinking alcohol can lead to a hangover.,S,yes,-1.8798828,-1.8330078,-0.046875,False
meta-llama/Meta-Llama-3-70B,The difference between a dog and a fox is about five beers.,Drinking makes women appear more attractive.,J,yes,-1.5830078,-2.2089844,0.6259765999999998,True
meta-llama/Meta-Llama-3-70B,The difference between a dog and a fox is about five degrees.,Dogs and foxes have the same body temperature.,S,no,-1.7470703,-1.9111328,0.1640625,False
meta-llama/Meta-Llama-3-70B,The difference between a good speaker and a bad one is often a nice diction.,It's important to speak clearly.,S,yes,-2.0117188,-1.9716797,-0.040039100000000216,False
meta-llama/Meta-Llama-3-70B,The difference between a good speaker and a bad one is often a nice nap.,Bad speakers can put you to sleep.,J,yes,-1.6630859,-2.4453125,0.7822266,True
meta-llama/Meta-Llama-3-70B,The doctor said he could have a stroke because his arteries were getting narrow and clogged.,He was in excellent health.,E,no,-2.1621094,-1.4130859,-0.7490234999999998,False
meta-llama/Meta-Llama-3-70B,The doctor told her not to scratch no matter how much it itched.,She had a heart condition.,E,no,-1.9384766,-1.7587891,-0.1796875,False
meta-llama/Meta-Llama-3-70B,The farmer put a new engine in his old tractor.,The farmer wanted to keep the tractor.,E,yes,-2.1015625,-1.5615234,-0.5400391,False
meta-llama/Meta-Llama-3-70B,The first thing he does every morning is sit in the lotus position and meditate.,He starts every day with coffee and the morning news.,E,no,-2.0820312,-1.5664062,-0.5156249999999998,False
meta-llama/Meta-Llama-3-70B,The first two hundred story building opened in Chicago; it was a hotel.,Chicago has a skyscraper that's a hotel.,S,yes,-1.5722656,-1.9472656,0.375,False
meta-llama/Meta-Llama-3-70B,The first two hundred story building opened in Chicago; it was a library.,This building had lots of books.,J,yes,-1.5625,-2.03125,0.46875,True
meta-llama/Meta-Llama-3-70B,The garment bag kept his suit from getting wrinkled.,His suit needed to be ironed.,E,no,-2.3847656,-1.2900391,-1.0947265000000002,False
meta-llama/Meta-Llama-3-70B,The husband who catches his wife in the act is probably on the snoop.,An unfaithful wife can get in trouble if her husband is on the lookout.,S,yes,-1.6074219,-2.2480469,0.6406249999999998,False
meta-llama/Meta-Llama-3-70B,The husband who catches his wife in the act is probably on the trapeze.,His wife is cheating on him.,J,no,-1.5097656,-2.2675781,0.7578125000000002,True
meta-llama/Meta-Llama-3-70B,The last time a guy in a mask took all my money I was in shock.,I had been mugged.,S,yes,-1.5878906,-2.1660156,0.5781250000000002,False
meta-llama/Meta-Llama-3-70B,The last time a guy in a mask took all my money I was in surgery.,I had been mugged.,J,no,-1.4755859,-2.375,0.8994141,True
meta-llama/Meta-Llama-3-70B,The lawyer feared that his client was guilty.,The lawyer was a prosecutor.,E,no,-1.9257812,-1.7304688,-0.19531240000000016,False
meta-llama/Meta-Llama-3-70B,The luggage handler seemed to take great delight in tossing the boxes marked fragile.,The luggage handler was very careful.,E,no,-1.515625,-2.0703125,0.5546875,False
meta-llama/Meta-Llama-3-70B,The mole lived in a hole in the ground.,The mole was kept in the house as a pet.,E,no,-1.7451172,-1.7373047,-0.0078125,False
meta-llama/Meta-Llama-3-70B,The most popular instrument in a Scottish marching band is the bagpipe.,"In Scottish marching bands, people like bagpipes more than drums.",E,yes,-1.6025391,-1.8759766,0.2734375,False
meta-llama/Meta-Llama-3-70B,The most prevalent form of legalized gambling is betting.,Betting is not very common.,S,no,-1.9316406,-1.7519531,-0.1796875,False
meta-llama/Meta-Llama-3-70B,The most prevalent form of legalized gambling is elections.,People are gambling when they vote for someone.,J,yes,-1.625,-2.171875,0.546875,True
meta-llama/Meta-Llama-3-70B,The movers put the sofa on the bare floor.,The house was fully carpeted.,E,no,-1.828125,-1.609375,-0.21875,False
meta-llama/Meta-Llama-3-70B,"The new tax forms are more realistic-- where your wife signs, it says: accomplice.",Your wife doesn't need to sign your tax form.,J,no,-1.5712891,-2.6113281,1.0400390000000002,True
meta-llama/Meta-Llama-3-70B,"The new tax forms are more realistic-- where your wife signs, it says: partner.",Tax forms are very old-fashioned.,S,no,-1.6357422,-2.5800781,0.9443359000000002,False
meta-llama/Meta-Llama-3-70B,The newspaper photo was so murky he couldn't figure out who it was until he read the caption.,He could see the person in the photo clearly.,E,no,-1.9414062,-1.8320312,-0.109375,False
meta-llama/Meta-Llama-3-70B,The nurse gave him detailed instructions about how to clean the wound and put on a fresh bandage.,He had been injured.,E,yes,-2.8886719,-1.2558594,-1.6328124999999998,False
meta-llama/Meta-Llama-3-70B,The old wealthy family lived in a twelve bedroom mansion.,They lived in a small home.,E,no,-2.5429688,-1.3476562,-1.1953126,False
meta-llama/Meta-Llama-3-70B,The only crop that is grown in America and harvested abroad is the American tobacco.,Very few foreigners smoke American cigarettes.,S,no,-1.9355469,-1.7402344,-0.1953125,False
meta-llama/Meta-Llama-3-70B,The only crop that is grown in America and harvested abroad is the American tourist.,Tourists spend a lot of money in other countries.,J,yes,-1.6953125,-2.0859375,0.390625,True
meta-llama/Meta-Llama-3-70B,The only fishing through the ice that some men ever do is for the olive.,Some men fish; others just drink martinis.,J,yes,-1.6455078,-2.2539062,0.6083983999999998,True
meta-llama/Meta-Llama-3-70B,The only fishing through the ice that some men ever do is for the trout.,Some ice fishermen only want to catch trout.,S,yes,-1.8232422,-2.0410156,0.21777340000000023,False
meta-llama/Meta-Llama-3-70B,The only ones who want me for my body are losers.,Everybody finds me very attractive.,S,no,-1.5986328,-2.0605469,0.46191409999999977,False
meta-llama/Meta-Llama-3-70B,The only ones who want me for my body are mosquitoes.,People find me very sexy.,J,no,-1.3886719,-2.3261719,0.9374999999999998,True
meta-llama/Meta-Llama-3-70B,The only person who sticks closer to you in adversity than a friend is a creditor.,People you owe money to don't hang around much.,J,no,-1.7333984,-2.2167969,0.48339849999999984,True
meta-llama/Meta-Llama-3-70B,The only person who sticks closer to you in adversity than a friend is a spouse.,You just can't depend on a husband or wife.,S,no,-2.0234375,-1.9296875,-0.09375,False
meta-llama/Meta-Llama-3-70B,The only place where you can find people who spend all their time minding their own business is the bank.,People at banks are very nosy.,S,no,-1.7226562,-2.0742188,0.35156260000000006,False
meta-llama/Meta-Llama-3-70B,The only place where you can find people who spend all their time minding their own business is the cemetery.,Everybody is nosy to some extent.,J,yes,-1.8007812,-1.9101562,0.109375,True
meta-llama/Meta-Llama-3-70B,The only thing money can't buy is generosity.,Just because you have money doesn't mean you'll share it.,S,yes,-1.8476562,-1.8945312,0.046875,False
meta-llama/Meta-Llama-3-70B,The only thing money can't buy is poverty.,Money can buy almost anything.,J,yes,-1.8125,-1.9296875,0.1171875,True
meta-llama/Meta-Llama-3-70B,The only time my father ever raised a hand to his children was in discipline.,My father didn't believe in corporal punishment.,S,no,-1.890625,-1.65625,-0.234375,False
meta-llama/Meta-Llama-3-70B,The only time my father ever raised a hand to his children was in self-defense.,My father beat his children a lot.,J,no,-1.6142578,-2.0117188,0.39746100000000006,True
meta-llama/Meta-Llama-3-70B,The paint turned out to be the wrong color.,They were putting up wallpaper.,E,no,-1.9121094,-1.5292969,-0.3828125,False
meta-llama/Meta-Llama-3-70B,The painter used water-based paint for the interior of the house but enamel for the exterior.,He used the same paint both inside and outside the house.,E,no,-2.1464844,-1.4443359,-0.7021484999999998,False
meta-llama/Meta-Llama-3-70B,The penalty for dishonesty is the disgrace of dying rich.,Liars never win.,J,no,-1.7802734,-1.9833984,0.203125,True
meta-llama/Meta-Llama-3-70B,The penalty for dishonesty is the disgrace of dying unloved.,People who lie don't have many friends.,S,yes,-2.0566406,-1.7753906,-0.2812500000000002,False
meta-llama/Meta-Llama-3-70B,The perfect companion to a vegetarian dinner is a salad.,A vegetarian meal doesn't need a salad.,S,no,-1.8515625,-1.640625,-0.2109375,False
meta-llama/Meta-Llama-3-70B,The perfect companion to a vegetarian dinner is a steak.,I don't believe in eating meat.,J,no,-1.6005859,-1.7802734,0.1796875,True
meta-llama/Meta-Llama-3-70B,The policeman saw him throw the bottle out the window and gave him a ticket for littering.,He got a ticket for speeding.,E,no,-1.8261719,-1.5058594,-0.3203125,False
meta-llama/Meta-Llama-3-70B,The Republican candidate won the election by a landslide.,The election was very close.,E,no,-1.8925781,-1.4785156,-0.4140625,False
meta-llama/Meta-Llama-3-70B,The rodeo champion was quite proud of his big silver belt buckle.,The rodeo champion didn't wear a belt.,E,no,-1.7851562,-1.5820312,-0.203125,False
meta-llama/Meta-Llama-3-70B,The show had one act that was really offbeat: the clowns.,The clowns were really out of the ordinary.,S,yes,-1.6396484,-1.7333984,0.09375,False
meta-llama/Meta-Llama-3-70B,The show had one act that was really offbeat: the singer.,The singer had poor rhythm.,J,yes,-1.5478516,-1.9306641,0.3828125,True
meta-llama/Meta-Llama-3-70B,The surgeon tried vainly to save his patient.,The patient died.,E,yes,-1.9511719,-1.5527344,-0.3984375,False
meta-llama/Meta-Llama-3-70B,The teacher wrote the problem on the board.,The teacher was going to explain the problem.,E,yes,-2.2070312,-1.5283203,-0.6787108999999998,False
meta-llama/Meta-Llama-3-70B,The terrorists planted a bomb in the airport and four people were killed in the explosion.,The bomb squad was able to defuse the bomb.,E,no,-2.3515625,-1.25,-1.1015625,False
meta-llama/Meta-Llama-3-70B,The tourist bureau told the visitors there was plenty of hunting in this part of the country but very little finding.,Things are hard to find in this area.,J,yes,-1.7451172,-2.2285156,0.48339840000000023,True
meta-llama/Meta-Llama-3-70B,The tourist bureau told the visitors there was plenty of hunting in this part of the country but very little sightseeing.,There aren't many tourist sights in the area.,S,yes,-1.7841797,-2.0429688,0.2587891000000002,False
meta-llama/Meta-Llama-3-70B,The victim was rushed to the hospital in an ambulance.,The victim wasn't hurt in the accident.,E,no,-2.4550781,-1.2763672,-1.1787109000000002,False
meta-llama/Meta-Llama-3-70B,The visitor stared at the grandfather clock and seemed almost hypnotized by the swinging of the pendulum.,The visitor could see the clock.,E,yes,-1.9824219,-1.5683594,-0.4140625,False
meta-llama/Meta-Llama-3-70B,The whole town came to hear their mayor speak.,The people wanted to hear what the mayor would say.,E,yes,-2.0644531,-1.5800781,-0.4843750000000002,False
meta-llama/Meta-Llama-3-70B,The wind was so strong it blew out three fuses.,The wind affected the electrical system.,J,yes,-1.875,-1.6640625,-0.2109375,True
meta-llama/Meta-Llama-3-70B,The wind was so strong it blew out three streetlights.,The storm didn't cause any damage.,S,no,-1.7695312,-1.7617188,-0.007812400000000164,False
meta-llama/Meta-Llama-3-70B,The woman in the grocery store was handing out free samples.,The samples cost ten cents each.,E,no,-2.28125,-1.3818359,-0.8994141,False
