model,sentence,answer,condition,correct,yes_lp,no_lp,lp_ratio,is_joke
meta-llama/Meta-Llama-3-8B,My brother-in-law enjoys fixing things around the house so much he spent an hour last night just fixing our stove.,He's a real handyman.,S,yes,-1.6835938,-1.8007812,0.11718740000000016,False
meta-llama/Meta-Llama-3-8B,My church welcomes all denominations but prefers Mormons.,My church is strictly Catholic.,S,no,-1.7519531,-1.8535156,0.1015625,False
meta-llama/Meta-Llama-3-8B,My church welcomes all denominations but prefers twenties.,My church wants money.,J,yes,-1.7128906,-1.7519531,0.0390625,True
meta-llama/Meta-Llama-3-8B,My doctor has never violated his oath: the oath he took years ago to become a millionaire.,My doctor charges a lot of money.,J,yes,-1.5839844,-1.9277344,0.34375,True
meta-llama/Meta-Llama-3-8B,My doctor has never violated his oath: the oath he took years ago to become a practitioner.,My doctor is very honorable.,S,yes,-1.8730469,-1.5917969,-0.28125,False
meta-llama/Meta-Llama-3-8B,My husband took the money we were saving to buy a new car and blew it all at the laundry.,We had saved a lot of money.,J,no,-1.6201172,-1.7919922,0.171875,True
meta-llama/Meta-Llama-3-8B,My husband took the money we were saving to buy a new car and blew it all at the tables.,He gambled away our savings.,S,yes,-1.609375,-1.7890625,0.1796875,False
meta-llama/Meta-Llama-3-8B,"My mechanic couldn't fix my brakes, so he fixed my clutch.",My clutch was also broken.,S,yes,-1.5917969,-1.8886719,0.296875,False
meta-llama/Meta-Llama-3-8B,"My mechanic couldn't fix my brakes, so he fixed my horn.","He figures if I can't stop, I'll have to honk at people.",J,yes,-1.5205078,-2.1308594,0.6103515999999998,True
meta-llama/Meta-Llama-3-8B,My wife did natural childbirth: no anesthetic.,She took drugs for the pain.,S,no,-1.7285156,-1.7597656,0.03125,False
meta-llama/Meta-Llama-3-8B,My wife did natural childbirth: no makeup.,My wife didn't wear makeup when she had her baby.,J,yes,-1.765625,-1.84375,0.078125,True
meta-llama/Meta-Llama-3-8B,"Nature has three ways of thinning the herd: drought, famine, and hunting.",Predatory hunting reduces the number of prey.,S,yes,-1.6142578,-1.8720703,0.2578125,False
meta-llama/Meta-Llama-3-8B,"Nature has three ways of thinning the herd: drought, famine, and primaries.",Politics is a lot like nature.,J,yes,-1.5068359,-1.9052734,0.3984375,True
meta-llama/Meta-Llama-3-8B,No patient should leave the hospital until he's strong enough to face the cashier.,Hospital bills are quite expensive.,J,yes,-1.6611328,-1.5283203,-0.1328125,True
meta-llama/Meta-Llama-3-8B,No patient should leave the hospital until he's strong enough to face the outside.,Patients should be released as soon as possible.,S,no,-1.7685547,-1.4794922,-0.2890625,False
meta-llama/Meta-Llama-3-8B,None of his books made any sense.,His books were hard to understand.,E,yes,-2.0,-1.671875,-0.328125,False
meta-llama/Meta-Llama-3-8B,Nothing ages a woman faster than hardships.,A difficult life can make you look old.,S,yes,-1.9638672,-1.5810547,-0.3828125,False
meta-llama/Meta-Llama-3-8B,Nothing ages a woman faster than identification.,Many women lie about their age.,J,yes,-1.8173828,-1.7314453,-0.0859375,True
meta-llama/Meta-Llama-3-8B,Nothing in the known universe travels faster than gossip.,Rumors get around quickly.,J,yes,-1.7304688,-1.8476562,0.11718740000000016,True
meta-llama/Meta-Llama-3-8B,Nothing in the known universe travels faster than radiation.,Radiation travels at great speed.,S,yes,-1.8544922,-1.6591797,-0.1953125,False
meta-llama/Meta-Llama-3-8B,Nothing you put in a banana split is as potentially fattening as the spoon.,Eating banana splits can make you fat.,J,yes,-1.8984375,-1.734375,-0.1640625,True
meta-llama/Meta-Llama-3-8B,Nothing you put in a banana split is as potentially fattening as the syrup.,Syrup has very few calories.,S,no,-1.8925781,-1.7207031,-0.171875,False
meta-llama/Meta-Llama-3-8B,"Now that the Hollywood couple has ironed out the divorce settlement, they can finally go ahead with their careers.",The divorce hadn't affected their work.,S,no,-1.8007812,-1.6210938,-0.17968740000000016,False
meta-llama/Meta-Llama-3-8B,"Now that the Hollywood couple has ironed out the divorce settlement, they can finally go ahead with their nuptials.",They are already married.,J,no,-1.7841797,-1.6044922,-0.1796875,True
meta-llama/Meta-Llama-3-8B,"Once a week they hold a bingo game, and all the proceeds go to fight disease.",They are raising money to build a new church.,S,no,-1.8632812,-1.5585938,-0.30468740000000016,False
meta-llama/Meta-Llama-3-8B,"Once a week they hold a bingo game, and all the proceeds go to fight gambling.",They are raising money to help orphans.,J,no,-1.7949219,-1.6699219,-0.125,True
meta-llama/Meta-Llama-3-8B,One good turn gets most of the blanket.,"If you do nice things, people will give you blankets.",J,no,-1.9033203,-1.4814453,-0.421875,True
meta-llama/Meta-Llama-3-8B,One good turn gets most of the profit.,Doing something good can earn you money.,S,yes,-2.1152344,-1.3974609,-0.7177734999999998,False
meta-llama/Meta-Llama-3-8B,One good way to invest in the country is to buy a business.,Buying a business is bad for the economy.,S,no,-1.8251953,-1.6142578,-0.2109375,False
meta-llama/Meta-Llama-3-8B,One good way to invest in the country is to buy a senator.,Politicians will do favors for money.,J,yes,-1.8417969,-1.5449219,-0.296875,True
meta-llama/Meta-Llama-3-8B,One person who sure makes a long story short is my aunt.,My aunt talks a lot.,S,no,-1.8076172,-1.4873047,-0.3203125,False
meta-llama/Meta-Llama-3-8B,One person who sure makes a long story short is my editor.,My editor cuts out parts of my stories.,J,yes,-1.6621094,-1.6074219,-0.0546875,True
meta-llama/Meta-Llama-3-8B,One thing that makes the world go round is detours.,Detours make people go around.,J,yes,-1.7939453,-1.5673828,-0.2265625,True
meta-llama/Meta-Llama-3-8B,One thing that makes the world go round is greed.,Most people don't care about money.,S,no,-1.9296875,-1.5234375,-0.40625,False
meta-llama/Meta-Llama-3-8B,One way to keep pornography away from teenagers is to put it in a cabinet.,Adult magazines should be put where adolescents won't get into them.,S,yes,-1.8066406,-1.7207031,-0.0859375,False
meta-llama/Meta-Llama-3-8B,One way to keep pornography away from teenagers is to put it in a textbook.,Teenagers read their textbooks often.,J,no,-1.8066406,-1.9316406,0.125,True
meta-llama/Meta-Llama-3-8B,Our new green car blocked the narrow driveway.,The car was parked in the garage.,E,no,-2.1816406,-1.1748047,-1.0068359000000002,False
meta-llama/Meta-Llama-3-8B,Our son brought home a note from school saying they need a written excuse for his presence.,The son does very well in school.,J,no,-1.5712891,-1.7587891,0.1875,True
meta-llama/Meta-Llama-3-8B,Our son brought home a note from school saying they need a written excuse for his tardiness.,He had been late for school.,S,yes,-1.6601562,-1.6757812,0.015625,False
meta-llama/Meta-Llama-3-8B,"Parents support clubs for teenagers, especially when they lack other forms of diversion.",Parents want their teenagers to have appropriate forms of entertainment.,S,yes,-1.9169922,-1.7373047,-0.1796875,False
meta-llama/Meta-Llama-3-8B,"Parents support clubs for teenagers, especially when they lack other forms of punishment.",Teenagers may need physical punishment.,J,yes,-1.8378906,-1.7753906,-0.0625,True
meta-llama/Meta-Llama-3-8B,Paul heard a loud grinding noise when someone put a tin can right down the garbage disposal.,Paul broke the garbage disposal.,E,no,-1.8037109,-1.7412109,-0.0625,False
meta-llama/Meta-Llama-3-8B,Politicians who are as American as apple pie still want their rewards.,Patriotic politicians don't care about personal glory.,S,no,-1.7636719,-1.7011719,-0.0625,False
meta-llama/Meta-Llama-3-8B,Politicians who are as American as apple pie still want their slice.,Politicians are happy to do something for nothing.,J,no,-1.7001953,-1.7548828,0.0546875,True
meta-llama/Meta-Llama-3-8B,Save the whales; start a coalition.,"To save an endangered species, it's best to act alone.",S,no,-1.8652344,-1.6308594,-0.234375,False
meta-llama/Meta-Llama-3-8B,Save the whales; start a collection.,It's important to protect endangered species in the wild.,J,no,-1.9267578,-1.6142578,-0.3125,True
meta-llama/Meta-Llama-3-8B,She always told girls not to look for a husband but just to date bachelors.,It's better to date a married man.,J,no,-1.8300781,-1.7988281,-0.03125,True
meta-llama/Meta-Llama-3-8B,She always told girls not to look for a husband but just to date someone.,She thinks you should wait for the perfect man.,S,no,-1.8251953,-1.7080078,-0.1171875,False
meta-llama/Meta-Llama-3-8B,"She asked what state he was born in, and he said in the East.",He was a native Californian.,S,no,-1.890625,-1.5390625,-0.3515625,False
meta-llama/Meta-Llama-3-8B,"She asked what state he was born in, and he said in the nude.",He said he was born in the North.,J,no,-1.5,-2.078125,0.578125,True
meta-llama/Meta-Llama-3-8B,She bought her father a tasteful tie for his birthday.,She was giving her father a Christmas gift.,E,no,-2.2226562,-1.2783203,-0.9443358999999998,False
meta-llama/Meta-Llama-3-8B,She called her husband at his office.,Her husband worked at home.,E,no,-2.1523438,-1.3164062,-0.8359376000000001,False
meta-llama/Meta-Llama-3-8B,"She is so modest, she pulls down the shade to change her jacket.",She doesn't want people to see her change clothes.,S,yes,-1.6923828,-1.6923828,0.0,False
meta-llama/Meta-Llama-3-8B,"She is so modest, she pulls down the shade to change her mind.",She likes to show off in front of others.,J,no,-1.6572266,-1.7978516,0.140625,True
meta-llama/Meta-Llama-3-8B,She puts something behind her ears to attract men; lately she's been using her ankles.,She's very prudish.,J,no,-1.7705078,-1.8251953,0.0546875,True
meta-llama/Meta-Llama-3-8B,She puts something behind her ears to attract men; lately she's been using her vanilla.,She wears vanilla as a perfume.,S,yes,-1.8691406,-1.7988281,-0.0703125,False
meta-llama/Meta-Llama-3-8B,She read so much about the bad effects of cigarettes she decided to give up the habit.,She was going to quit smoking.,S,yes,-1.9775391,-1.5087891,-0.46875,False
meta-llama/Meta-Llama-3-8B,She read so much about the bad effects of cigarettes she decided to give up the reading.,She planned to quit smoking.,J,no,-1.7587891,-1.7822266,0.0234375,True
meta-llama/Meta-Llama-3-8B,She tied up her hair with a yellow ribbon.,She had very short hair.,E,no,-2.1660156,-1.2519531,-0.9140625000000002,False
meta-llama/Meta-Llama-3-8B,"She told him he looked like a million, and she meant every century.",She thought he looked quite young and handsome.,J,no,-1.6005859,-1.7255859,0.125,True
meta-llama/Meta-Llama-3-8B,"She told him he looked like a million, and she meant every syllable.",She thought he looked good.,S,yes,-1.7597656,-1.5566406,-0.203125,False
meta-llama/Meta-Llama-3-8B,She used a needle and a tweezers to pull out the splinter.,She needed a scalpel to remove the splinter.,E,no,-2.0898438,-1.3876953,-0.7021485000000001,False
meta-llama/Meta-Llama-3-8B,She was suddenly called back to New York and had to take a cab to the airport.,She was going to take a train.,E,no,-1.9433594,-1.4042969,-0.5390625,False
meta-llama/Meta-Llama-3-8B,"She went on a fourteen day diet, but she only lost two ounces.",She didn't lose much weight.,S,yes,-1.7744141,-1.6103516,-0.1640625,False
meta-llama/Meta-Llama-3-8B,"She went on a fourteen day diet, but she only lost two weeks.",She didn't lose any weight.,J,yes,-1.5009766,-1.9931641,0.4921875,True
meta-llama/Meta-Llama-3-8B,She's happy because she finally has a boyfriend who gets along with her father.,Her father really liked her previous boyfriends.,S,no,-2.1289062,-1.4023438,-0.7265623999999999,False
meta-llama/Meta-Llama-3-8B,She's happy because she finally has a boyfriend who gets along with her fiance.,She is dating more than one man.,J,yes,-2.1640625,-1.4931641,-0.6708984,True
meta-llama/Meta-Llama-3-8B,"Some babies are born to rule, while others are male.",Males are born rulers.,J,no,-2.1210938,-1.5751953,-0.5458985000000001,True
meta-llama/Meta-Llama-3-8B,"Some babies are born to rule, while others are weak.",Power starts at an early age.,S,yes,-1.9130859,-1.5537109,-0.359375,False
meta-llama/Meta-Llama-3-8B,"Some husbands are good providers, but only if you count children.",Some men don't take care of their families.,J,yes,-1.6552734,-1.8505859,0.1953125,True
meta-llama/Meta-Llama-3-8B,"Some husbands are good providers, but only if you count salary.",Some men give their families nothing but money.,S,yes,-1.6445312,-1.9101562,0.265625,False
meta-llama/Meta-Llama-3-8B,Some people think courtship is the first in a series of steps leading to divorce.,One of those steps is marriage.,J,yes,-1.8613281,-1.7675781,-0.09375,True
meta-llama/Meta-Llama-3-8B,Some people think courtship is the first in a series of steps leading to romance.,Some people still believe in romantic courtship.,S,yes,-1.9755859,-1.7333984,-0.2421875,False
meta-llama/Meta-Llama-3-8B,Some people's only culture is bacteria.,Everybody can appreciate the fine arts.,J,no,-1.8447266,-1.6103516,-0.234375,True
meta-llama/Meta-Llama-3-8B,Some people's only culture is radio.,Everyone watches television.,S,no,-1.8134766,-1.6728516,-0.140625,False
meta-llama/Meta-Llama-3-8B,"Statistics indicate that Americans spend eighty million a year on games of chance, mostly blackjack.",Americans like to gamble on card games.,S,yes,-1.8173828,-1.7626953,-0.0546875,False
meta-llama/Meta-Llama-3-8B,"Statistics indicate that Americans spend eighty million a year on games of chance, mostly weddings.",Getting married is a risky thing to do.,J,yes,-1.7910156,-1.7519531,-0.0390625,True
meta-llama/Meta-Llama-3-8B,Sunday is the day we bow our heads and putt.,We go to church on Sunday.,J,no,-1.7558594,-1.6855469,-0.0703125,True
meta-llama/Meta-Llama-3-8B,Sunday is the day we bow our heads and rest.,We work hard on Sunday.,S,no,-1.9082031,-1.4863281,-0.421875,False
meta-llama/Meta-Llama-3-8B,The accident injured his spinal cord and his legs are paralyzed.,He can move his legs.,E,no,-2.3652344,-1.2490234,-1.1162109999999998,False
meta-llama/Meta-Llama-3-8B,The art museum just acquired an early Rembrandt; it's done in charcoal.,This early work is an oil painting.,S,no,-2.0332031,-1.5097656,-0.5234375000000002,False
meta-llama/Meta-Llama-3-8B,The art museum just acquired an early Rembrandt; it's done in Crayola.,Rembrandt was a child when he completed the work.,J,yes,-1.9121094,-1.6074219,-0.3046875,True
meta-llama/Meta-Llama-3-8B,The baby cried and upset her mother.,The mother was very calm.,E,no,-2.1269531,-1.2451172,-0.8818359000000002,False
meta-llama/Meta-Llama-3-8B,The bartender dropped two olives into the strong martini.,The bartender was preparing a drink.,E,yes,-1.5732422,-1.7529297,0.1796875,False
meta-llama/Meta-Llama-3-8B,The best bargain I ever got was when I went to a family garage sale and bought a grandma.,I bought a car at the garage sale.,J,no,-1.6542969,-1.9355469,0.28125,True
meta-llama/Meta-Llama-3-8B,The best bargain I ever got was when I went to a family garage sale and bought a toaster.,I got a really good deal on a blender.,S,no,-1.8515625,-1.7109375,-0.140625,False
meta-llama/Meta-Llama-3-8B,The best gift for the man who has everything is neckties.,A necktie always makes a good gift for a man.,S,yes,-1.9394531,-1.5097656,-0.4296875,False
meta-llama/Meta-Llama-3-8B,The best gift for the man who has everything is penicillin.,This man has lots of diseases.,J,yes,-1.875,-1.5859375,-0.2890625,True
meta-llama/Meta-Llama-3-8B,The best way to keep the milk from turning sour is to keep it in the cold.,Milk turns sour faster when it's warm.,S,yes,-1.8886719,-1.6152344,-0.2734375,False
meta-llama/Meta-Llama-3-8B,The best way to keep the milk from turning sour is to keep it in the cow.,Milk stays fresh for a long time.,J,no,-1.8583984,-1.6943359,-0.1640625,True
meta-llama/Meta-Llama-3-8B,The best way to remove coffee stains from a white blouse is with detergent.,Coffee stains are impossible to wash out.,S,no,-2.1054688,-1.4716797,-0.6337891000000002,False
meta-llama/Meta-Llama-3-8B,The best way to remove coffee stains from a white blouse is with scissors.,Coffee stains are easy to wash out.,J,no,-2.0527344,-1.5605469,-0.4921874999999998,True
meta-llama/Meta-Llama-3-8B,The best way to stop an elephant from charging is to cut off its credit.,Elephants should pay in cash.,J,yes,-1.6845703,-1.8486328,0.1640625,True
meta-llama/Meta-Llama-3-8B,The best way to stop an elephant from charging is to cut off its toes.,Elephants can run quickly even without toes.,S,no,-1.7255859,-1.8505859,0.125,False
meta-llama/Meta-Llama-3-8B,The bill was due at the end of the month.,He had to pay by the thirty-first.,E,yes,-2.5351562,-1.1533203,-1.3818358999999998,False
meta-llama/Meta-Llama-3-8B,The book that tells you where you can go on vacation is called a checkbook.,Where you go on vacation depends on how much you can afford.,J,yes,-1.8310547,-1.6044922,-0.2265625,True
meta-llama/Meta-Llama-3-8B,The book that tells you where you can go on vacation is called a guidebook.,Guidebooks aren't very useful for planning a trip.,S,no,-1.9667969,-1.5214844,-0.4453125,False
meta-llama/Meta-Llama-3-8B,The children held their hands and formed a circle.,The children were watching television.,E,no,-2.2109375,-1.28125,-0.9296875,False
meta-llama/Meta-Llama-3-8B,The choir sang hymns while the people listened.,The people joined in the singing.,E,no,-2.3007812,-1.2607422,-1.040039,False
meta-llama/Meta-Llama-3-8B,"The convict told his cellmate how he'd blown all the money he stole on wine, women, and crack.",The convict had been a drug user.,S,yes,-1.53125,-2.0234375,0.4921875,False
meta-llama/Meta-Llama-3-8B,"The convict told his cellmate how he'd blown all the money he stole on wine, women, and lawyers.",Lawyers are expensive.,J,yes,-1.5419922,-2.0664062,0.5244139999999999,True
meta-llama/Meta-Llama-3-8B,"The cops claimed that the prisoner just decided to come clean, but most people think he was forced into the admission.",The prisoner may have been forced into confessing.,S,yes,-1.9580078,-1.6064453,-0.3515625,False
meta-llama/Meta-Llama-3-8B,"The cops claimed that the prisoner just decided to come clean, but most people think he was forced into the bathtub.",The prisoner had been dirty and needed to be washed.,J,yes,-1.7900391,-1.7431641,-0.046875,True
meta-llama/Meta-Llama-3-8B,The curse of heavy drinking is that afterwards you get a huge bartab.,Drinking a lot can be expensive.,J,yes,-1.8066406,-1.7128906,-0.09375,True
meta-llama/Meta-Llama-3-8B,The curse of heavy drinking is that afterwards you get a huge headache.,Drinking alcohol can lead to a hangover.,S,yes,-1.9013672,-1.5419922,-0.359375,False
meta-llama/Meta-Llama-3-8B,The difference between a dog and a fox is about five beers.,Drinking makes women appear more attractive.,J,yes,-1.7578125,-1.7890625,0.03125,True
meta-llama/Meta-Llama-3-8B,The difference between a dog and a fox is about five degrees.,Dogs and foxes have the same body temperature.,S,no,-2.0214844,-1.5761719,-0.4453124999999998,False
meta-llama/Meta-Llama-3-8B,The difference between a good speaker and a bad one is often a nice diction.,It's important to speak clearly.,S,yes,-2.0839844,-1.7939453,-0.29003909999999977,False
meta-llama/Meta-Llama-3-8B,The difference between a good speaker and a bad one is often a nice nap.,Bad speakers can put you to sleep.,J,yes,-1.9550781,-1.9472656,-0.0078125,True
meta-llama/Meta-Llama-3-8B,The doctor said he could have a stroke because his arteries were getting narrow and clogged.,He was in excellent health.,E,no,-1.9980469,-1.4667969,-0.53125,False
meta-llama/Meta-Llama-3-8B,The doctor told her not to scratch no matter how much it itched.,She had a heart condition.,E,no,-1.7792969,-1.6230469,-0.15625,False
meta-llama/Meta-Llama-3-8B,The farmer put a new engine in his old tractor.,The farmer wanted to keep the tractor.,E,yes,-1.9619141,-1.4306641,-0.53125,False
meta-llama/Meta-Llama-3-8B,The first thing he does every morning is sit in the lotus position and meditate.,He starts every day with coffee and the morning news.,E,no,-1.9707031,-1.5957031,-0.375,False
meta-llama/Meta-Llama-3-8B,The first two hundred story building opened in Chicago; it was a hotel.,Chicago has a skyscraper that's a hotel.,S,yes,-1.8105469,-1.5527344,-0.2578125,False
meta-llama/Meta-Llama-3-8B,The first two hundred story building opened in Chicago; it was a library.,This building had lots of books.,J,yes,-1.9130859,-1.5693359,-0.34375,True
meta-llama/Meta-Llama-3-8B,The garment bag kept his suit from getting wrinkled.,His suit needed to be ironed.,E,no,-2.2207031,-1.3144531,-0.9062500000000002,False
meta-llama/Meta-Llama-3-8B,The husband who catches his wife in the act is probably on the snoop.,An unfaithful wife can get in trouble if her husband is on the lookout.,S,yes,-1.7734375,-1.890625,0.1171875,False
meta-llama/Meta-Llama-3-8B,The husband who catches his wife in the act is probably on the trapeze.,His wife is cheating on him.,J,no,-1.8203125,-1.84375,0.0234375,True
meta-llama/Meta-Llama-3-8B,The last time a guy in a mask took all my money I was in shock.,I had been mugged.,S,yes,-1.9326172,-1.5263672,-0.40625,False
meta-llama/Meta-Llama-3-8B,The last time a guy in a mask took all my money I was in surgery.,I had been mugged.,J,no,-1.8935547,-1.5966797,-0.296875,True
meta-llama/Meta-Llama-3-8B,The lawyer feared that his client was guilty.,The lawyer was a prosecutor.,E,no,-1.9619141,-1.4931641,-0.46875,False
meta-llama/Meta-Llama-3-8B,The luggage handler seemed to take great delight in tossing the boxes marked fragile.,The luggage handler was very careful.,E,no,-1.578125,-1.7265625,0.1484375,False
meta-llama/Meta-Llama-3-8B,The mole lived in a hole in the ground.,The mole was kept in the house as a pet.,E,no,-1.9990234,-1.3740234,-0.625,False
meta-llama/Meta-Llama-3-8B,The most popular instrument in a Scottish marching band is the bagpipe.,"In Scottish marching bands, people like bagpipes more than drums.",E,yes,-1.8447266,-1.5791016,-0.265625,False
meta-llama/Meta-Llama-3-8B,The most prevalent form of legalized gambling is betting.,Betting is not very common.,S,no,-1.9931641,-1.5087891,-0.484375,False
meta-llama/Meta-Llama-3-8B,The most prevalent form of legalized gambling is elections.,People are gambling when they vote for someone.,J,yes,-1.8339844,-1.5839844,-0.25,True
meta-llama/Meta-Llama-3-8B,The movers put the sofa on the bare floor.,The house was fully carpeted.,E,no,-2.1210938,-1.2382812,-0.8828126000000001,False
meta-llama/Meta-Llama-3-8B,"The new tax forms are more realistic-- where your wife signs, it says: accomplice.",Your wife doesn't need to sign your tax form.,J,no,-1.4951172,-2.3691406,0.8740234000000002,True
meta-llama/Meta-Llama-3-8B,"The new tax forms are more realistic-- where your wife signs, it says: partner.",Tax forms are very old-fashioned.,S,no,-1.4980469,-2.4511719,0.9531249999999998,False
meta-llama/Meta-Llama-3-8B,The newspaper photo was so murky he couldn't figure out who it was until he read the caption.,He could see the person in the photo clearly.,E,no,-1.7519531,-1.7128906,-0.0390625,False
meta-llama/Meta-Llama-3-8B,The nurse gave him detailed instructions about how to clean the wound and put on a fresh bandage.,He had been injured.,E,yes,-2.7695312,-1.1826172,-1.586914,False
meta-llama/Meta-Llama-3-8B,The old wealthy family lived in a twelve bedroom mansion.,They lived in a small home.,E,no,-2.1328125,-1.2275391,-0.9052734,False
meta-llama/Meta-Llama-3-8B,The only crop that is grown in America and harvested abroad is the American tobacco.,Very few foreigners smoke American cigarettes.,S,no,-1.7470703,-1.7001953,-0.046875,False
meta-llama/Meta-Llama-3-8B,The only crop that is grown in America and harvested abroad is the American tourist.,Tourists spend a lot of money in other countries.,J,yes,-1.5996094,-1.8652344,0.265625,True
meta-llama/Meta-Llama-3-8B,The only fishing through the ice that some men ever do is for the olive.,Some men fish; others just drink martinis.,J,yes,-1.7050781,-1.7519531,0.046875,True
meta-llama/Meta-Llama-3-8B,The only fishing through the ice that some men ever do is for the trout.,Some ice fishermen only want to catch trout.,S,yes,-1.7197266,-1.7666016,0.046875,False
meta-llama/Meta-Llama-3-8B,The only ones who want me for my body are losers.,Everybody finds me very attractive.,S,no,-1.8544922,-1.5966797,-0.2578125,False
meta-llama/Meta-Llama-3-8B,The only ones who want me for my body are mosquitoes.,People find me very sexy.,J,no,-1.828125,-1.6015625,-0.2265625,True
meta-llama/Meta-Llama-3-8B,The only person who sticks closer to you in adversity than a friend is a creditor.,People you owe money to don't hang around much.,J,no,-1.7441406,-1.9082031,0.1640625,True
meta-llama/Meta-Llama-3-8B,The only person who sticks closer to you in adversity than a friend is a spouse.,You just can't depend on a husband or wife.,S,no,-1.9550781,-1.7050781,-0.25,False
meta-llama/Meta-Llama-3-8B,The only place where you can find people who spend all their time minding their own business is the bank.,People at banks are very nosy.,S,no,-1.734375,-1.796875,0.0625,False
meta-llama/Meta-Llama-3-8B,The only place where you can find people who spend all their time minding their own business is the cemetery.,Everybody is nosy to some extent.,J,yes,-1.6865234,-1.9287109,0.2421875,True
meta-llama/Meta-Llama-3-8B,The only thing money can't buy is generosity.,Just because you have money doesn't mean you'll share it.,S,yes,-1.8837891,-1.7353516,-0.1484375,False
meta-llama/Meta-Llama-3-8B,The only thing money can't buy is poverty.,Money can buy almost anything.,J,yes,-1.8662109,-1.8662109,0.0,True
meta-llama/Meta-Llama-3-8B,The only time my father ever raised a hand to his children was in discipline.,My father didn't believe in corporal punishment.,S,no,-1.828125,-1.734375,-0.09375,False
meta-llama/Meta-Llama-3-8B,The only time my father ever raised a hand to his children was in self-defense.,My father beat his children a lot.,J,no,-1.7529297,-1.8544922,0.1015625,True
meta-llama/Meta-Llama-3-8B,The paint turned out to be the wrong color.,They were putting up wallpaper.,E,no,-2.3789062,-1.2001953,-1.1787108999999998,False
meta-llama/Meta-Llama-3-8B,The painter used water-based paint for the interior of the house but enamel for the exterior.,He used the same paint both inside and outside the house.,E,no,-1.8828125,-1.609375,-0.2734375,False
meta-llama/Meta-Llama-3-8B,The penalty for dishonesty is the disgrace of dying rich.,Liars never win.,J,no,-1.8339844,-1.5605469,-0.2734375,True
meta-llama/Meta-Llama-3-8B,The penalty for dishonesty is the disgrace of dying unloved.,People who lie don't have many friends.,S,yes,-1.8486328,-1.5986328,-0.25,False
meta-llama/Meta-Llama-3-8B,The perfect companion to a vegetarian dinner is a salad.,A vegetarian meal doesn't need a salad.,S,no,-1.8613281,-1.5175781,-0.34375,False
meta-llama/Meta-Llama-3-8B,The perfect companion to a vegetarian dinner is a steak.,I don't believe in eating meat.,J,no,-2.15625,-1.3359375,-0.8203125,True
meta-llama/Meta-Llama-3-8B,The policeman saw him throw the bottle out the window and gave him a ticket for littering.,He got a ticket for speeding.,E,no,-1.9990234,-1.3662109,-0.6328125,False
meta-llama/Meta-Llama-3-8B,The Republican candidate won the election by a landslide.,The election was very close.,E,no,-2.0371094,-1.3330078,-0.7041015999999998,False
meta-llama/Meta-Llama-3-8B,The rodeo champion was quite proud of his big silver belt buckle.,The rodeo champion didn't wear a belt.,E,no,-1.9941406,-1.3847656,-0.609375,False
meta-llama/Meta-Llama-3-8B,The show had one act that was really offbeat: the clowns.,The clowns were really out of the ordinary.,S,yes,-1.8642578,-1.6142578,-0.25,False
meta-llama/Meta-Llama-3-8B,The show had one act that was really offbeat: the singer.,The singer had poor rhythm.,J,yes,-1.7431641,-1.6572266,-0.0859375,True
meta-llama/Meta-Llama-3-8B,The surgeon tried vainly to save his patient.,The patient died.,E,yes,-2.171875,-1.3505859,-0.8212891,False
meta-llama/Meta-Llama-3-8B,The teacher wrote the problem on the board.,The teacher was going to explain the problem.,E,yes,-1.8447266,-1.3681641,-0.4765625,False
meta-llama/Meta-Llama-3-8B,The terrorists planted a bomb in the airport and four people were killed in the explosion.,The bomb squad was able to defuse the bomb.,E,no,-2.1074219,-1.2861328,-0.8212890999999998,False
meta-llama/Meta-Llama-3-8B,The tourist bureau told the visitors there was plenty of hunting in this part of the country but very little finding.,Things are hard to find in this area.,J,yes,-1.6914062,-2.0117188,0.32031260000000006,True
meta-llama/Meta-Llama-3-8B,The tourist bureau told the visitors there was plenty of hunting in this part of the country but very little sightseeing.,There aren't many tourist sights in the area.,S,yes,-1.8291016,-1.8837891,0.0546875,False
meta-llama/Meta-Llama-3-8B,The victim was rushed to the hospital in an ambulance.,The victim wasn't hurt in the accident.,E,no,-2.1542969,-1.2568359,-0.8974609999999998,False
meta-llama/Meta-Llama-3-8B,The visitor stared at the grandfather clock and seemed almost hypnotized by the swinging of the pendulum.,The visitor could see the clock.,E,yes,-2.1875,-1.34375,-0.84375,False
meta-llama/Meta-Llama-3-8B,The whole town came to hear their mayor speak.,The people wanted to hear what the mayor would say.,E,yes,-2.1738281,-1.2587891,-0.9150390000000002,False
meta-llama/Meta-Llama-3-8B,The wind was so strong it blew out three fuses.,The wind affected the electrical system.,J,yes,-1.7509766,-1.5087891,-0.2421875,True
meta-llama/Meta-Llama-3-8B,The wind was so strong it blew out three streetlights.,The storm didn't cause any damage.,S,no,-1.6386719,-1.5449219,-0.09375,False
meta-llama/Meta-Llama-3-8B,The woman in the grocery store was handing out free samples.,The samples cost ten cents each.,E,no,-1.984375,-1.3828125,-0.6015625,False
meta-llama/Meta-Llama-3-8B,The woman who has her husband eating out of her hand must save a lot of dishwashing.,The husband washes all the dishes.,J,no,-1.6748047,-1.8310547,0.15625,True
meta-llama/Meta-Llama-3-8B,The woman who has her husband eating out of her hand must save a lot of heartbreak.,She's happy because her husband does what she wants.,S,yes,-1.8349609,-1.6708984,-0.1640625,False
