"ParticipantID","TrialNumber","Response","ReactionTime","Sentence","TargetWords","Surprisal","NumTokens","LastEventCode","StimType","CounterBalance","ComprehensionQuestion","CorrectAnswer","Match"
"5c689b1d0487640001026127",7,"NO",2859.01300000223,"She was suddenly called back to New York and had to take a cab to the airport","airport",3.021786889,1,5033,"expected","1C","She was going to take a train.","no",1
"5c689b1d0487640001026127",8,"YES",5513.22800000074,"For a great vacation, put the kids in the back seat, and take a freeway","freeway",15.28390735,1,4063,"straight","1C","A road trip can be a fun vacation.","yes",1
"5c689b1d0487640001026127",9,"YES",2044.68300000149,"My doctor has never violated his oath: the oath he took years ago to become a practitioner","practitioner",11.97259273,1,4029,"straight","1C","My doctor is very honorable.","yes",1
"5c689b1d0487640001026127",10,"NO",4764.00600000223,"I asked the florist what I should give to my girlfriend, and he suggested his address","address",11.41269379,1,2090,"joke","1C","The florist would like to meet the girlfriend.","yes",0
"5c689b1d0487640001026127",11,"YES",2176.93700000149,"He spilled some of the quart of oil onto the engine because he didn't have a funnel","funnel",13.99511469,1,5041,"expected","1C","He was pouring oil into the car.","yes",1
"5c689b1d0487640001026127",12,"NO",4540.02699999926,"It's extraordinary what fine poker hand you get when you're playing bridge","bridge",17.02911973,1,1118,"joke","1C","You always get the best hand just when you need it.","no",1
"5c689b1d0487640001026127",13,"NO",1529.54099999926,"He asked if I'd join him in a bowl of soup, but I told him we didn't have enough room","room",4.820401869,1,1034,"joke","1C","We can't afford the soup.","no",1
"5c689b1d0487640001026127",14,"NO",1500.378,"There were over a hundred trees in the apple orchard","orchard",8.806346785,2,5046,"expected","1C","It was an extremely small orchard.","no",1
"5c689b1d0487640001026127",15,"NO",4674.56200000075,"One person who sure makes a long story short is my aunt","aunt",8.373546002,1,3051,"straight","1C","My aunt talks a lot.","no",1
"5c689b1d0487640001026127",16,"YES",3482.62900000224,"Some babies are born to rule, while others are weak","weak",12.11343088,1,4093,"straight","1C","Power starts at an early age.","yes",1
"5c689b1d0487640001026127",17,"NO",1695.51000000149,"After Olga tore her red dress, she went to the store for a needle and a spool of red thread","thread",6.739739415,1,5014,"expected","1C","She planned to throw the dress away.","no",1
"5c689b1d0487640001026127",18,"NO",1356.93100000222,"This is an attention check so please select no if you are paying attention.","",NA,NA,NA,"catch","1C","They forgot the dog at home. ","no",1
"5c689b1d0487640001026127",19,"YES",1016.72600000002,"Nothing in the known universe travels faster than gossip","gossip",18.66224037,1,2010,"joke","1C","Rumors get around quickly.","yes",1
"5c689b1d0487640001026127",20,"YES",4012.897,"Figures don't lie, except on the beaches","beaches",11.72183771,1,1132,"joke","1C","People lie in the sand.","yes",1
"5c689b1d0487640001026127",21,"NO",3498.96599999999,"To pay for the car Al simply wrote a check","check",1.955601878,1,5006,"expected","1C","Al paid with a credit card.","no",1
"5c689b1d0487640001026127",22,"NO",1638.58499999999,"He likes to make things around the house; this week it's the shelves","shelves",15.03289989,1,4137,"straight","1C","He isn't very good with his hands.","no",1
"5c689b1d0487640001026127",23,"YES",2536.4170000015,"I hope this train stops at Grand Central because if it doesn't, there will be a delay","delay",7.932313067,1,4104,"straight","1C","I'm afraid I will fall behind schedule.","yes",1
"5c689b1d0487640001026127",24,"YES",2491.38099999999,"Sunday is the day we bow our heads and putt","putt",25.02242179,2,1006,"joke","1C","We go to church on Sunday.","no",0
"5c689b1d0487640001026127",25,"YES",2709.24500000148,"A good source of vitamin A is orange vegetables like carrots","carrots",3.896494472,1,6056,"expected","1C","Carrots contain vitamin A.","yes",1
"5c689b1d0487640001026127",26,"YES",1981.83400000224,"A thoughtful wife has pork chops ready when her husband comes home from working","working",8.0518802,1,3003,"straight","1C","A nice wife cooks dinner for her husband.","yes",1
"5c689b1d0487640001026127",27,"NO",2720.87200000149,"He owns stock in a company that pays quarterly dividends, so every three months they send him a statement","statement",8.74219597,1,4011,"straight","1C","He never hears from the company.","no",1
"5c689b1d0487640001026127",28,"NO",1319.81700000001,"The policeman saw him throw the bottle out the window and gave him a ticket for littering","littering",9.591963528,2,5026,"expected","1C","He got a ticket for speeding.","no",1
"5c689b1d0487640001026127",29,"YES",3622.33400000076,"The cops claimed that the prisoner just decided to come clean, but most people think he was forced into the bathtub","bathtub",9.085282771,2,2038,"joke","1C","The prisoner had been dirty and needed to be washed.","yes",1
"5c689b1d0487640001026127",30,"YES",1616.03800000224,"Love has its benefits, and they are usually called alimony","alimony",18.88641237,2,1150,"joke","1C","Divorce can get you some money.","yes",1
"5c689b1d0487640001026127",31,"YES",3638.35400000075,"The whole town came to hear their mayor speak","speak",3.911737277,1,5025,"expected","1C","The people wanted to hear what the mayor would say.","yes",1
"5c689b1d0487640001026127",32,"NO",2506.23400000148,"The newspaper photo was so murky he couldn't figure out who it was until he read the caption","caption",5.303910534,1,5073,"expected","1C","He could see the person in the photo clearly.","no",1
"5c689b1d0487640001026127",33,"YES",2191.21900000222,"Diamonds are produced by great pressure, usually provided by a piston","piston",8.91414506,1,4125,"straight","1C","Diamonds can be made by machine.","yes",1
"5c689b1d0487640001026127",34,"NO",2907.96700000225,"I can walk on water, but I stagger on alcohol","alcohol",12.86157897,1,1064,"joke","1C","I can walk just fine even when I'm drunk.","no",1
"5c689b1d0487640001026127",35,"YES",4700.22699999998,"Nothing you put in a banana split is as potentially fattening as the spoon","spoon",10.95940007,1,2030,"joke","1C","Eating banana splits can make you fat.","yes",1
"5c689b1d0487640001026127",36,"YES",1243.89300000074,"Eva turned down the heat and left the sauce on the stove to simmer","simmer",5.457855614,1,6051,"expected","1C","Eva was cooking.","yes",1
"5c689b1d0487640001026127",37,"YES",5012.58800000223,"My brother-in-law enjoys fixing things around the house so much he spent an hour last night just fixing our stove","stove",8.858617358,1,4081,"straight","1C","He's a real handyman.","yes",1
"5c689b1d0487640001026127",38,"NO",1088.24100000222,"This is an attention check so please select no if you are paying attention.","",NA,NA,NA,"catch","1C","The sun was shining.","no",1
"5c689b1d0487640001026127",39,"YES",2758.89300000074,"My mechanic couldn't fix my brakes, so he fixed my clutch","clutch",6.702864582,1,4139,"straight","1C","My clutch was also broken.","yes",1
"5c689b1d0487640001026127",40,"NO",2257.81399999926,"The only time my father ever raised a hand to his children was in self-defense","self-defense",11.78742342,3,2052,"joke","1C","My father beat his children a lot.","no",1
"5c689b1d0487640001026127",41,"NO",2006.78700000001,"The first thing he does every morning is sit in the lotus position and meditate","meditate",10.47229586,2,5077,"expected","1C","He starts every day with coffee and the morning news.","no",1
"5c689b1d0487640001026127",42,"YES",1689.19300000224,"Except for not having a shell, slugs are a lot like snails","snails",9.906692973,2,6044,"expected","1C","Slugs and snails are similar.","yes",1
"5c689b1d0487640001026127",43,"YES",2662.39599999925,"One good turn gets most of the profit","profit",13.04880397,1,4155,"straight","1C","Doing something good can earn you money.","yes",1
"5c689b1d0487640001026127",44,"NO",3971.03800000221,"This new computer works so quickly, it comes complete with ulcers","ulcers",25.7519383,2,2158,"joke","1C","The computer feels no stress.","no",1
"5c689b1d0487640001026127",45,"YES",1942.565,"I asked the woman at the party if she remembered me from last year, and she said she never forgets a dress","dress",12.63234583,1,2009,"joke","1C","The woman notices what clothes people wear.","yes",1
"5c689b1d0487640001026127",46,"YES",3036.71000000002,"The penalty for dishonesty is the disgrace of dying unloved","unloved",20.48056234,2,3131,"straight","1C","People who lie don't have many friends.","yes",1
"5c689b1d0487640001026127",47,"YES",1142.86800000077,"This is an attention check so please select yes if you are paying attention.","",NA,NA,NA,"catch","1C","The snow had melted.","yes",1
"5c689b1d0487640001026127",48,"NO",4086.04000000225,"Now that the Hollywood couple has ironed out the divorce settlement, they can finally go ahead with their careers","careers",10.35007057,1,3035,"straight","1C","The divorce hadn't affected their work.","no",1
"5c689b1d0487640001026127",49,"NO",1195.39099999925,"This house comes with a lot of extras, mostly termites","termites",20.16627754,2,1134,"joke","1C","The house is free of bugs.","no",1
"5c689b1d0487640001026127",50,"YES",3296.00299999927,"Every introductory sailing class includes learning how to save a man drowning","drowning",12.81617883,1,6079,"expected","1C","Beginning sailing classes emphasize safety.","yes",1
"5c689b1d0487640001026127",51,"NO",1916.49199999997,"The luggage handler seemed to take great delight in tossing the boxes marked fragile","fragile",20.32353991,1,5002,"expected","1C","The luggage handler was very careful.","no",1
"5c689b1d0487640001026127",52,"YES",837.143000002252,"This is an attention check so please select yes if you are paying attention.","",NA,NA,NA,"catch","1C","They arived late to the party.","yes",1
"5c689b1d0487640001026127",53,"NO",1723.16000000149,"The children held their hands and formed a circle","circle",3.189006782,1,6028,"expected","1C","The children were watching television.","no",1
"5c689b1d0487640001026127",54,"YES",1495.95899999927,"We finally got a decent picture on the TV after an hour of adjusting the antenna","antenna",7.439998898,1,6039,"expected","1C","The TV had poor reception.","yes",1
"5c689b1d0487640001026127",55,"YES",3133.32499999995,"My wife did natural childbirth: no makeup","makeup",11.03922187,1,2054,"joke","1C","My wife didn't wear makeup when she had her baby.","yes",1
"5c689b1d0487640001026127",56,"NO",3240.85400000075,"It's not hard to meet expenses; they're everywhere","everywhere",6.091085923,1,1114,"joke","1C","It's easy to pay the bills.","no",1
"5c689b1d0487640001026127",57,"NO",3193.73500000226,"When I asked how long I should cook the noodles, he said at least ten seconds","seconds",5.632028629,1,3001,"straight","1C","They had already eaten.","no",1
"5c689b1d0487640001026127",58,"NO",3635.42699999927,"Frequent naps prevent old age, especially when taken while relaxed","relaxed",12.08688853,1,3089,"straight","1C","It's best to nap when you are very stressed.","no",1
"5c689b1d0487640001026127",59,"YES",3686.96800000151,"Autumn is a good time to buy some new clothes","clothes",4.267297613,1,5061,"expected","1C","It's good to buy clothes before the winter.","yes",1
"5c689b1d0487640001026127",60,"NO",2654.53600000072,"When we watch a sexy movie, my wife leans over and breathes on my glasses","glasses",13.04685843,1,1018,"joke","1C","She wants me to see the movie.","no",1
"5c689b1d0487640001026127",61,"NO",3920.34700000222,"The woman who has her husband eating out of her hand must save a lot of dishwashing","dishwashing",18.54264171,2,1060,"joke","1C","The husband washes all the dishes.","no",1
"5c689b1d0487640001026127",62,"NO",1453.97800000221,"The wind was so strong it blew out three streetlights","streetlights",13.7549184,2,4092,"straight","1C","The storm didn't cause any damage.","no",1
"5c689b1d0487640001026127",63,"YES",2950.79800000001,"A man who has lost ninety percent of his brain is called a zombie","zombie",8.596029964,1,4141,"straight","1C","A zombie still has an intact brain.","no",0
"5c689b1d0487640001026127",64,"YES",1654.93999999925,"Good Friday commemorates the Last Supper that Jesus had with his twelve disciples","disciples",0.163229102,1,6076,"expected","1C","Good Friday is a religious holiday.","yes",1
"639dc966f953a42bc397c24b",1,"NO",10032.516,"One person who sure makes a long story short is my aunt","aunt",8.373546002,1,3051,"straight","1C","My aunt talks a lot.","no",1
"639dc966f953a42bc397c24b",2,"YES",1595.96099985695,"Nothing in the known universe travels faster than gossip","gossip",18.66224037,1,2010,"joke","1C","Rumors get around quickly.","yes",1
"639dc966f953a42bc397c24b",3,"NO",9984.06299985695,"After Olga tore her red dress, she went to the store for a needle and a spool of red thread","thread",6.739739415,1,5014,"expected","1C","She planned to throw the dress away.","no",1
"639dc966f953a42bc397c24b",4,"YES",2482.598,"There were over a hundred trees in the apple orchard","orchard",8.806346785,2,5046,"expected","1C","It was an extremely small orchard.","no",0
"639dc966f953a42bc397c24b",5,"NO",2986.05399985694,"This is an attention check so please select no if you are paying attention.","",NA,NA,NA,"catch","1C","They forgot the dog at home. ","no",1
"639dc966f953a42bc397c24b",6,"YES",7685.19999980927,"Some babies are born to rule, while others are weak","weak",12.11343088,1,4093,"straight","1C","Power starts at an early age.","yes",1
"639dc966f953a42bc397c24b",7,"NO",4166.46899990464,"He asked if I'd join him in a bowl of soup, but I told him we didn't have enough room","room",4.820401869,1,1034,"joke","1C","We can't afford the soup.","no",1
"639dc966f953a42bc397c24b",8,"YES",3052.63699990463,"Autumn is a good time to buy some new clothes","clothes",4.267297613,1,5061,"expected","1C","It's good to buy clothes before the winter.","yes",1
"639dc966f953a42bc397c24b",9,"NO",2428.12099995231,"The wind was so strong it blew out three streetlights","streetlights",13.7549184,2,4092,"straight","1C","The storm didn't cause any damage.","no",1
"639dc966f953a42bc397c24b",10,"YES",16229.1109998569,"The woman who has her husband eating out of her hand must save a lot of dishwashing","dishwashing",18.54264171,2,1060,"joke","1C","The husband washes all the dishes.","no",0
"639dc966f953a42bc397c24b",11,"NO",2586.55399990463,"A man who has lost ninety percent of his brain is called a zombie","zombie",8.596029964,1,4141,"straight","1C","A zombie still has an intact brain.","no",1
"639dc966f953a42bc397c24b",12,"NO",4681.78099995232,"When we watch a sexy movie, my wife leans over and breathes on my glasses","glasses",13.04685843,1,1018,"joke","1C","She wants me to see the movie.","no",1
"639dc966f953a42bc397c24b",13,"YES",2917.356,"Good Friday commemorates the Last Supper that Jesus had with his twelve disciples","disciples",0.163229102,1,6076,"expected","1C","Good Friday is a religious holiday.","yes",1
"639dc966f953a42bc397c24b",14,"YES",4903.033,"They planned to dig a tunnel in order to escape","escape",5.659423589,1,6052,"expected","1C","They were being held prisoner.","yes",1
"639dc966f953a42bc397c24b",15,"NO",2998.46299985694,"The only person who sticks closer to you in adversity than a friend is a spouse","spouse",9.230727716,1,4149,"straight","1C","You just can't depend on a husband or wife.","no",1
"639dc966f953a42bc397c24b",16,"NO",3298.35999985694,"Parents support clubs for teenagers, especially when they lack other forms of punishment","punishment",10.69148973,1,1078,"joke","1C","Teenagers may need physical punishment.","yes",0
"639dc966f953a42bc397c24b",17,"NO",6206.84699995231,"The difference between a dog and a fox is about five beers","beers",15.8569203,1,1148,"joke","1C","Drinking makes women appear more attractive.","yes",0
"639dc966f953a42bc397c24b",18,"YES",1771.59799995233,"She read so much about the bad effects of cigarettes she decided to give up the habit","habit",0.946034523,1,4005,"straight","1C","She was going to quit smoking.","yes",1
"639dc966f953a42bc397c24b",19,"YES",7887.80799995232,"The movers put the sofa on the bare floor","floor",2.526548159,1,5029,"expected","1C","The house was fully carpeted.","no",0
"639dc966f953a42bc397c24b",20,"YES",3113.28499985696,"He spilled some of the quart of oil onto the engine because he didn't have a funnel","funnel",13.99511469,1,5041,"expected","1C","He was pouring oil into the car.","yes",1
"639dc966f953a42bc397c24b",21,"YES",3450.04799990461,"I asked the florist what I should give to my girlfriend, and he suggested his address","address",11.41269379,1,2090,"joke","1C","The florist would like to meet the girlfriend.","yes",1
"639dc966f953a42bc397c24b",22,"NO",2156.36999985692,"She was suddenly called back to New York and had to take a cab to the airport","airport",3.021786889,1,5033,"expected","1C","She was going to take a train.","no",1
"639dc966f953a42bc397c24b",23,"YES",2934.67999985698,"It's extraordinary what fine poker hand you get when you're playing bridge","bridge",17.02911973,1,1118,"joke","1C","You always get the best hand just when you need it.","no",0
"639dc966f953a42bc397c24b",24,"YES",3696.03299985692,"For a great vacation, put the kids in the back seat, and take a freeway","freeway",15.28390735,1,4063,"straight","1C","A road trip can be a fun vacation.","yes",1
"639dc966f953a42bc397c24b",25,"YES",8773.45699995232,"My doctor has never violated his oath: the oath he took years ago to become a practitioner","practitioner",11.97259273,1,4029,"straight","1C","My doctor is very honorable.","yes",1
"639dc966f953a42bc397c24b",26,"NO",3191.56799990463,"When I asked how long I should cook the noodles, he said at least ten seconds","seconds",5.632028629,1,3001,"straight","1C","They had already eaten.","no",1
"639dc966f953a42bc397c24b",27,"NO",2064.71600000007,"It's not hard to meet expenses; they're everywhere","everywhere",6.091085923,1,1114,"joke","1C","It's easy to pay the bills.","no",1
"639dc966f953a42bc397c24b",28,"YES",3444.17799990461,"We finally got a decent picture on the TV after an hour of adjusting the antenna","antenna",7.439998898,1,6039,"expected","1C","The TV had poor reception.","yes",1
"639dc966f953a42bc397c24b",29,"NO",1671.66599985695,"Frequent naps prevent old age, especially when taken while relaxed","relaxed",12.08688853,1,3089,"straight","1C","It's best to nap when you are very stressed.","no",1
"639dc966f953a42bc397c24b",30,"YES",679.018999952299,"This is an attention check so please select yes if you are paying attention.","",NA,NA,NA,"catch","1C","They arived late to the party.","yes",1
"639dc966f953a42bc397c24b",31,"NO",1963.83599980926,"The children held their hands and formed a circle","circle",3.189006782,1,6028,"expected","1C","The children were watching television.","no",1
"639dc966f953a42bc397c24b",32,"NO",2580.15099985694,"My wife did natural childbirth: no makeup","makeup",11.03922187,1,2054,"joke","1C","My wife didn't wear makeup when she had her baby.","yes",0
"639dc966f953a42bc397c24b",33,"NO",5438.65299995232,"I can walk on water, but I stagger on alcohol","alcohol",12.86157897,1,1064,"joke","1C","I can walk just fine even when I'm drunk.","no",1
"639dc966f953a42bc397c24b",34,"NO",1317.33399990463,"Eva turned down the heat and left the sauce on the stove to simmer","simmer",5.457855614,1,6051,"expected","1C","Eva was cooking.","yes",0
"639dc966f953a42bc397c24b",35,"YES",1051.77299990464,"Nothing you put in a banana split is as potentially fattening as the spoon","spoon",10.95940007,1,2030,"joke","1C","Eating banana splits can make you fat.","yes",1
"639dc966f953a42bc397c24b",36,"NO",673.622999856947,"My brother-in-law enjoys fixing things around the house so much he spent an hour last night just fixing our stove","stove",8.858617358,1,4081,"straight","1C","He's a real handyman.","yes",0
"639dc966f953a42bc397c24b",37,"YES",1035.84000000003,"Diamonds are produced by great pressure, usually provided by a piston","piston",8.91414506,1,4125,"straight","1C","Diamonds can be made by machine.","yes",1
"639dc966f953a42bc397c24b",38,"YES",956.873999952339,"The newspaper photo was so murky he couldn't figure out who it was until he read the caption","caption",5.303910534,1,5073,"expected","1C","He could see the person in the photo clearly.","no",0
"639dc966f953a42bc397c24b",39,"NO",570.635999904654,"Every introductory sailing class includes learning how to save a man drowning","drowning",12.81617883,1,6079,"expected","1C","Beginning sailing classes emphasize safety.","yes",0
"639dc966f953a42bc397c24b",40,"YES",530.441999952309,"This house comes with a lot of extras, mostly termites","termites",20.16627754,2,1134,"joke","1C","The house is free of bugs.","no",0
"639dc966f953a42bc397c24b",41,"YES",672.277999856975,"The penalty for dishonesty is the disgrace of dying unloved","unloved",20.48056234,2,3131,"straight","1C","People who lie don't have many friends.","yes",1
"639dc966f953a42bc397c24b",42,"NO",413.009999904607,"Now that the Hollywood couple has ironed out the divorce settlement, they can finally go ahead with their careers","careers",10.35007057,1,3035,"straight","1C","The divorce hadn't affected their work.","no",1
"639dc966f953a42bc397c24b",43,"YES",298.124999952328,"I asked the woman at the party if she remembered me from last year, and she said she never forgets a dress","dress",12.63234583,1,2009,"joke","1C","The woman notices what clothes people wear.","yes",1
"639dc966f953a42bc397c24b",44,"YES",387.084999809274,"The luggage handler seemed to take great delight in tossing the boxes marked fragile","fragile",20.32353991,1,5002,"expected","1C","The luggage handler was very careful.","no",0
"639dc966f953a42bc397c24b",45,"YES",6383.18599985697,"This is an attention check so please select yes if you are paying attention.","",NA,NA,NA,"catch","1C","The snow had melted.","yes",1
"639dc966f953a42bc397c24b",46,"YES",871.494999952323,"He owns stock in a company that pays quarterly dividends, so every three months they send him a statement","statement",8.74219597,1,4011,"straight","1C","He never hears from the company.","no",0
"639dc966f953a42bc397c24b",47,"NO",593.245999952313,"The whole town came to hear their mayor speak","speak",3.911737277,1,5025,"expected","1C","The people wanted to hear what the mayor would say.","yes",0
"639dc966f953a42bc397c24b",48,"YES",647.255999856978,"The cops claimed that the prisoner just decided to come clean, but most people think he was forced into the bathtub","bathtub",9.085282771,2,2038,"joke","1C","The prisoner had been dirty and needed to be washed.","yes",1
"639dc966f953a42bc397c24b",49,"YES",1031.72599995229,"The policeman saw him throw the bottle out the window and gave him a ticket for littering","littering",9.591963528,2,5026,"expected","1C","He got a ticket for speeding.","no",0
"639dc966f953a42bc397c24b",50,"YES",532.921000000031,"Love has its benefits, and they are usually called alimony","alimony",18.88641237,2,1150,"joke","1C","Divorce can get you some money.","yes",1
"639dc966f953a42bc397c24b",51,"NO",432.550999952306,"A thoughtful wife has pork chops ready when her husband comes home from working","working",8.0518802,1,3003,"straight","1C","A nice wife cooks dinner for her husband.","yes",0
"639dc966f953a42bc397c24b",52,"YES",425.681999904627,"Except for not having a shell, slugs are a lot like snails","snails",9.906692973,2,6044,"expected","1C","Slugs and snails are similar.","yes",1
"639dc966f953a42bc397c24b",53,"NO",573.708999952301,"This new computer works so quickly, it comes complete with ulcers","ulcers",25.7519383,2,2158,"joke","1C","The computer feels no stress.","no",1
"639dc966f953a42bc397c24b",54,"YES",488.840999904613,"The only time my father ever raised a hand to his children was in self-defense","self-defense",11.78742342,3,2052,"joke","1C","My father beat his children a lot.","no",0
"639dc966f953a42bc397c24b",55,"NO",491.98799995234,"One good turn gets most of the profit","profit",13.04880397,1,4155,"straight","1C","Doing something good can earn you money.","yes",0
"639dc966f953a42bc397c24b",56,"NO",460.605999904627,"This is an attention check so please select no if you are paying attention.","",NA,NA,NA,"catch","1C","The sun was shining.","no",1
"639dc966f953a42bc397c24b",57,"YES",581.59600000002,"The first thing he does every morning is sit in the lotus position and meditate","meditate",10.47229586,2,5077,"expected","1C","He starts every day with coffee and the morning news.","no",0
"639dc966f953a42bc397c24b",58,"YES",432.911000000022,"My mechanic couldn't fix my brakes, so he fixed my clutch","clutch",6.702864582,1,4139,"straight","1C","My clutch was also broken.","yes",1
"639dc966f953a42bc397c24b",59,"NO",460.26499985694,"A good source of vitamin A is orange vegetables like carrots","carrots",3.896494472,1,6056,"expected","1C","Carrots contain vitamin A.","yes",0
"639dc966f953a42bc397c24b",60,"YES",431.112999809266,"He likes to make things around the house; this week it's the shelves","shelves",15.03289989,1,4137,"straight","1C","He isn't very good with his hands.","no",0
"639dc966f953a42bc397c24b",61,"YES",906.409999856958,"I hope this train stops at Grand Central because if it doesn't, there will be a delay","delay",7.932313067,1,4104,"straight","1C","I'm afraid I will fall behind schedule.","yes",1
"639dc966f953a42bc397c24b",62,"NO",4175.61099999998,"To pay for the car Al simply wrote a check","check",1.955601878,1,5006,"expected","1C","Al paid with a credit card.","no",1
"639dc966f953a42bc397c24b",63,"NO",525.736999952293,"Figures don't lie, except on the beaches","beaches",11.72183771,1,1132,"joke","1C","People lie in the sand.","yes",0
"639dc966f953a42bc397c24b",64,"YES",437.89199995232,"Sunday is the day we bow our heads and putt","putt",25.02242179,2,1006,"joke","1C","We go to church on Sunday.","no",0
"5de83f3b3aa615000a41f831",1,"YES",3905.06,"One person who sure makes a long story short is my aunt","aunt",8.373546002,1,3051,"straight","1C","My aunt talks a lot.","no",0
"5de83f3b3aa615000a41f831",2,"NO",1467.68,"This is an attention check so please select no if you are paying attention.","",NA,NA,NA,"catch","1C","They forgot the dog at home. ","no",1
"5de83f3b3aa615000a41f831",3,"NO",7464.62,"After Olga tore her red dress, she went to the store for a needle and a spool of red thread","thread",6.739739415,1,5014,"expected","1C","She planned to throw the dress away.","no",1
"5de83f3b3aa615000a41f831",4,"NO",8467.46,"Nothing in the known universe travels faster than gossip","gossip",18.66224037,1,2010,"joke","1C","Rumors get around quickly.","yes",0
"5de83f3b3aa615000a41f831",5,"NO",4323.14,"There were over a hundred trees in the apple orchard","orchard",8.806346785,2,5046,"expected","1C","It was an extremely small orchard.","no",1
"5de83f3b3aa615000a41f831",6,"NO",3527.28,"Some babies are born to rule, while others are weak","weak",12.11343088,1,4093,"straight","1C","Power starts at an early age.","yes",0
"5de83f3b3aa615000a41f831",7,"NO",3597.36,"He asked if I'd join him in a bowl of soup, but I told him we didn't have enough room","room",4.820401869,1,1034,"joke","1C","We can't afford the soup.","no",1
"5de83f3b3aa615000a41f831",8,"NO",2876.56,"The children held their hands and formed a circle","circle",3.189006782,1,6028,"expected","1C","The children were watching television.","no",1
"5de83f3b3aa615000a41f831",9,"NO",2452.60000000001,"My wife did natural childbirth: no makeup","makeup",11.03922187,1,2054,"joke","1C","My wife didn't wear makeup when she had her baby.","yes",0
"5de83f3b3aa615000a41f831",10,"YES",842.100000000006,"This is an attention check so please select yes if you are paying attention.","",NA,NA,NA,"catch","1C","They arived late to the party.","yes",1
"5de83f3b3aa615000a41f831",11,"NO",4813.8,"We finally got a decent picture on the TV after an hour of adjusting the antenna","antenna",7.439998898,1,6039,"expected","1C","The TV had poor reception.","yes",0
"5de83f3b3aa615000a41f831",12,"NO",18781.78,"When I asked how long I should cook the noodles, he said at least ten seconds","seconds",5.632028629,1,3001,"straight","1C","They had already eaten.","no",1
"5de83f3b3aa615000a41f831",13,"NO",17061.62,"Frequent naps prevent old age, especially when taken while relaxed","relaxed",12.08688853,1,3089,"straight","1C","It's best to nap when you are very stressed.","no",1
"5de83f3b3aa615000a41f831",14,"NO",2880.67999999999,"It's not hard to meet expenses; they're everywhere","everywhere",6.091085923,1,1114,"joke","1C","It's easy to pay the bills.","no",1
"5de83f3b3aa615000a41f831",15,"NO",10931.3,"The cops claimed that the prisoner just decided to come clean, but most people think he was forced into the bathtub","bathtub",9.085282771,2,2038,"joke","1C","The prisoner had been dirty and needed to be washed.","yes",0
"5de83f3b3aa615000a41f831",16,"NO",9230.38,"The policeman saw him throw the bottle out the window and gave him a ticket for littering","littering",9.591963528,2,5026,"expected","1C","He got a ticket for speeding.","no",1
"5de83f3b3aa615000a41f831",17,"NO",11037.38,"He owns stock in a company that pays quarterly dividends, so every three months they send him a statement","statement",8.74219597,1,4011,"straight","1C","He never hears from the company.","no",1
"5de83f3b3aa615000a41f831",18,"NO",10707.26,"The whole town came to hear their mayor speak","speak",3.911737277,1,5025,"expected","1C","The people wanted to hear what the mayor would say.","yes",0
"5de83f3b3aa615000a41f831",19,"YES",27348.08,"Love has its benefits, and they are usually called alimony","alimony",18.88641237,2,1150,"joke","1C","Divorce can get you some money.","yes",1
"5de83f3b3aa615000a41f831",20,"NO",8045.20000000001,"A thoughtful wife has pork chops ready when her husband comes home from working","working",8.0518802,1,3003,"straight","1C","A nice wife cooks dinner for her husband.","yes",0
"5de83f3b3aa615000a41f831",21,"NO",8059.29999999999,"The luggage handler seemed to take great delight in tossing the boxes marked fragile","fragile",20.32353991,1,5002,"expected","1C","The luggage handler was very careful.","no",1
"5de83f3b3aa615000a41f831",22,"NO",5063.17999999999,"Now that the Hollywood couple has ironed out the divorce settlement, they can finally go ahead with their careers","careers",10.35007057,1,3035,"straight","1C","The divorce hadn't affected their work.","no",1
"5de83f3b3aa615000a41f831",23,"NO",4145.97999999998,"The penalty for dishonesty is the disgrace of dying unloved","unloved",20.48056234,2,3131,"straight","1C","People who lie don't have many friends.","yes",0
"5de83f3b3aa615000a41f831",24,"YES",4810.52000000002,"Every introductory sailing class includes learning how to save a man drowning","drowning",12.81617883,1,6079,"expected","1C","Beginning sailing classes emphasize safety.","yes",1
"5de83f3b3aa615000a41f831",25,"NO",2169.08000000002,"This house comes with a lot of extras, mostly termites","termites",20.16627754,2,1134,"joke","1C","The house is free of bugs.","no",1
"5de83f3b3aa615000a41f831",26,"YES",751.780000000028,"This is an attention check so please select yes if you are paying attention.","",NA,NA,NA,"catch","1C","The snow had melted.","yes",1
"5de83f3b3aa615000a41f831",27,"NO",11885.48,"I asked the woman at the party if she remembered me from last year, and she said she never forgets a dress","dress",12.63234583,1,2009,"joke","1C","The woman notices what clothes people wear.","yes",0
"5de83f3b3aa615000a41f831",28,"NO",2883.88,"The difference between a dog and a fox is about five beers","beers",15.8569203,1,1148,"joke","1C","Drinking makes women appear more attractive.","yes",0
"5de83f3b3aa615000a41f831",29,"NO",4513.82000000001,"The only person who sticks closer to you in adversity than a friend is a spouse","spouse",9.230727716,1,4149,"straight","1C","You just can't depend on a husband or wife.","no",1
"5de83f3b3aa615000a41f831",30,"NO",3084.65999999997,"The movers put the sofa on the bare floor","floor",2.526548159,1,5029,"expected","1C","The house was fully carpeted.","no",1
"5de83f3b3aa615000a41f831",31,"NO",3606.34000000003,"They planned to dig a tunnel in order to escape","escape",5.659423589,1,6052,"expected","1C","They were being held prisoner.","yes",0
