model,sentence,answer,shots,condition,correct,yes_lp,no_lp,lp_ratio,is_joke
text-davinci-002,Nothing you put in a banana split is as potentially fattening as the spoon.,Eating banana splits can make you fat.,0,J,yes,-2.656911,-0.5441993,-2.1127117,True
text-davinci-002,Nothing you put in a banana split is as potentially fattening as the syrup.,Syrup has very few calories.,0,S,no,-4.647596,-0.27500957,-4.37258643,False
text-davinci-002,"Now that the Hollywood couple has ironed out the divorce settlement, they can finally go ahead with their careers.",The divorce hadn't affected their work.,0,S,no,-4.4160323,-0.23113798,-4.184894320000001,False
text-davinci-002,"Now that the Hollywood couple has ironed out the divorce settlement, they can finally go ahead with their nuptials.",They are already married.,0,J,no,-3.5116518,-0.24387398,-3.26777782,True
text-davinci-002,"Once a week they hold a bingo game, and all the proceeds go to fight disease.",They are raising money to build a new church.,0,S,no,-5.345583,-0.25894177,-5.086641230000001,False
text-davinci-002,"Once a week they hold a bingo game, and all the proceeds go to fight gambling.",They are raising money to help orphans.,0,J,no,-2.5305402,-0.49044773,-2.04009247,True
text-davinci-002,One good turn gets most of the blanket.,"If you do nice things, people will give you blankets.",0,J,no,-2.8266914,-0.4330143,-2.3936771,True
text-davinci-002,One good turn gets most of the profit.,Doing something good can earn you money.,0,S,yes,-3.4952435,-0.28831768,-3.20692582,False
text-davinci-002,One good way to invest in the country is to buy a business.,Buying a business is bad for the economy.,0,S,no,-8.895849,-0.28895184,-8.60689716,False
text-davinci-002,One good way to invest in the country is to buy a senator.,Politicians will do favors for money.,0,J,yes,-3.683174,-0.6785201,-3.0046539,True
text-davinci-002,One person who sure makes a long story short is my aunt.,My aunt talks a lot.,0,S,no,-3.8098085,-0.20580369,-3.6040048099999997,False
text-davinci-002,One person who sure makes a long story short is my editor.,My editor cuts out parts of my stories.,0,J,yes,-2.433585,-0.46215594,-1.97142906,True
text-davinci-002,One thing that makes the world go round is detours.,Detours make people go around.,0,J,yes,-4.930634,-0.27533174,-4.65530226,True
text-davinci-002,One thing that makes the world go round is greed.,Most people don't care about money.,0,S,no,-6.458317,-0.33259788,-6.12571912,False
text-davinci-002,One way to keep pornography away from teenagers is to put it in a cabinet.,Adult magazines should be put where adolescents won't get into them.,0,S,yes,-2.8665652,-0.43092707,-2.43563813,False
text-davinci-002,One way to keep pornography away from teenagers is to put it in a textbook.,Teenagers read their textbooks often.,0,J,no,-2.665498,-0.5830108,-2.0824872,True
text-davinci-002,Our new green car blocked the narrow driveway.,The car was parked in the garage.,0,E,no,-6.363601,-0.23118767,-6.13241333,False
text-davinci-002,Our son brought home a note from school saying they need a written excuse for his presence.,The son does very well in school.,0,J,no,-3.9576936,-0.592131,-3.3655625999999996,True
text-davinci-002,Our son brought home a note from school saying they need a written excuse for his tardiness.,He had been late for school.,0,S,yes,-4.6083355,-0.5388504,-4.0694851,False
text-davinci-002,"Parents support clubs for teenagers, especially when they lack other forms of diversion.",Parents want their teenagers to have appropriate forms of entertainment.,0,S,yes,-6.237467,-0.40121773,-5.83624927,False
text-davinci-002,"Parents support clubs for teenagers, especially when they lack other forms of punishment.",Teenagers may need physical punishment.,0,J,yes,-3.1049511,-0.6760306,-2.4289205000000003,True
text-davinci-002,Paul heard a loud grinding noise when someone put a tin can right down the garbage disposal.,Paul broke the garbage disposal.,0,E,no,-4.264738,-0.29750335,-3.9672346500000004,False
text-davinci-002,Politicians who are as American as apple pie still want their rewards.,Patriotic politicians don't care about personal glory.,0,S,no,-4.2551675,-0.631386,-3.6237814999999998,False
text-davinci-002,Politicians who are as American as apple pie still want their slice.,Politicians are happy to do something for nothing.,0,J,no,-1.2859689,-2.006663,0.7206941,True
text-davinci-002,Save the whales; start a coalition.,"To save an endangered species, it's best to act alone.",0,S,no,-6.6374235,-0.41444868,-6.222974819999999,False
text-davinci-002,Save the whales; start a collection.,It's important to protect endangered species in the wild.,0,J,no,-2.416561,-0.815583,-1.6009780000000002,True
text-davinci-002,She always told girls not to look for a husband but just to date bachelors.,It's better to date a married man.,0,J,no,-3.0279958,-0.6241381,-2.4038576999999997,True
text-davinci-002,She always told girls not to look for a husband but just to date someone.,She thinks you should wait for the perfect man.,0,S,no,-3.7147157,-0.66560334,-3.04911236,False
text-davinci-002,"She asked what state he was born in, and he said in the East.",He was a native Californian.,0,S,no,-1.9940374,-0.7966962,-1.1973412,False
text-davinci-002,"She asked what state he was born in, and he said in the nude.",He said he was born in the North.,0,J,no,-0.688563,-3.468637,2.780074,True
text-davinci-002,She bought her father a tasteful tie for his birthday.,She was giving her father a Christmas gift.,0,E,no,-9.387082,-0.37837481,-9.008707189999999,False
text-davinci-002,She called her husband at his office.,Her husband worked at home.,0,E,no,-7.802234,-0.2657557,-7.536478300000001,False
text-davinci-002,"She is so modest, she pulls down the shade to change her jacket.",She doesn't want people to see her change clothes.,0,S,yes,-2.3494036,-0.51217866,-1.83722494,False
text-davinci-002,"She is so modest, she pulls down the shade to change her mind.",She likes to show off in front of others.,0,J,no,-1.6596537,-0.72864336,-0.93101034,True
text-davinci-002,She puts something behind her ears to attract men; lately she's been using her ankles.,She's very prudish.,0,J,no,-1.0386325,-1.4996657,0.4610331999999999,True
text-davinci-002,She puts something behind her ears to attract men; lately she's been using her vanilla.,She wears vanilla as a perfume.,0,S,yes,-2.0503097,-0.7338487,-1.316461,False
text-davinci-002,She read so much about the bad effects of cigarettes she decided to give up the habit.,She was going to quit smoking.,0,S,yes,-4.953958,-0.3850139,-4.5689441,False
text-davinci-002,She read so much about the bad effects of cigarettes she decided to give up the reading.,She planned to quit smoking.,0,J,no,-0.78670496,-3.1038878,2.31718284,True
text-davinci-002,She tied up her hair with a yellow ribbon.,She had very short hair.,0,E,no,-10.032467,-0.1799914,-9.8524756,False
text-davinci-002,"She told him he looked like a million, and she meant every century.",She thought he looked quite young and handsome.,0,J,no,-0.786474,-2.7978184,2.0113444,True
text-davinci-002,"She told him he looked like a million, and she meant every syllable.",She thought he looked good.,0,S,yes,-5.9746246,-0.25699612,-5.71762848,False
text-davinci-002,She used a needle and a tweezers to pull out the splinter.,She needed a scalpel to remove the splinter.,0,E,no,-7.4484053,-0.29941452,-7.14899078,False
text-davinci-002,She was suddenly called back to New York and had to take a cab to the airport.,She was going to take a train.,0,E,no,-8.14026,-0.2527429,-7.887517099999999,False
text-davinci-002,"She went on a fourteen day diet, but she only lost two ounces.",She didn't lose much weight.,0,S,yes,-0.6322639,-3.496147,2.8638831000000002,False
text-davinci-002,"She went on a fourteen day diet, but she only lost two weeks.",She didn't lose any weight.,0,J,yes,-0.60190064,-4.5342493,3.9323486599999997,True
text-davinci-002,She's happy because she finally has a boyfriend who gets along with her father.,Her father really liked her previous boyfriends.,0,S,no,-7.3243384,-0.29246643,-7.03187197,False
text-davinci-002,She's happy because she finally has a boyfriend who gets along with her fiance.,She is dating more than one man.,0,J,yes,-2.0646195,-0.73213,-1.3324895,True
text-davinci-002,"Some babies are born to rule, while others are male.",Males are born rulers.,0,J,no,-3.3566804,-0.50817883,-2.8485015700000003,True
text-davinci-002,"Some babies are born to rule, while others are weak.",Power starts at an early age.,0,S,yes,-6.0964265,-0.37229493,-5.72413157,False
text-davinci-002,"Some husbands are good providers, but only if you count children.",Some men don't take care of their families.,0,J,yes,-1.4505663,-1.8789655,0.4283992000000001,True
text-davinci-002,"Some husbands are good providers, but only if you count salary.",Some men give their families nothing but money.,0,S,yes,-1.4458023,-1.9543043,0.508502,False
text-davinci-002,Some people think courtship is the first in a series of steps leading to divorce.,One of those steps is marriage.,0,J,yes,-3.4970267,-0.48385513,-3.01317157,True
text-davinci-002,Some people think courtship is the first in a series of steps leading to romance.,Some people still believe in romantic courtship.,0,S,yes,-5.5750484,-0.34306902,-5.23197938,False
text-davinci-002,Some people's only culture is bacteria.,Everybody can appreciate the fine arts.,0,J,no,-5.815625,-0.31053174,-5.50509326,True
text-davinci-002,Some people's only culture is radio.,Everyone watches television.,0,S,no,-6.48958,-0.56042004,-5.92915996,False
text-davinci-002,"Statistics indicate that Americans spend eighty million a year on games of chance, mostly blackjack.",Americans like to gamble on card games.,0,S,yes,-6.8652196,-0.30738652,-6.55783308,False
text-davinci-002,"Statistics indicate that Americans spend eighty million a year on games of chance, mostly weddings.",Getting married is a risky thing to do.,0,J,yes,-2.7837965,-0.5803412,-2.2034553,True
text-davinci-002,Sunday is the day we bow our heads and putt.,We go to church on Sunday.,0,J,no,-3.3038344,-0.492169,-2.8116654,True
text-davinci-002,Sunday is the day we bow our heads and rest.,We work hard on Sunday.,0,S,no,-7.2523284,-0.3277085,-6.9246199,False
text-davinci-002,The accident injured his spinal cord and his legs are paralyzed.,He can move his legs.,0,E,no,-9.054314,-0.27843943,-8.77587457,False
text-davinci-002,The art museum just acquired an early Rembrandt; it's done in charcoal.,This early work is an oil painting.,0,S,no,-6.486635,-0.27235946,-6.21427554,False
text-davinci-002,The art museum just acquired an early Rembrandt; it's done in Crayola.,Rembrandt was a child when he completed the work.,0,J,yes,-2.4019282,-0.92133635,-1.48059185,True
text-davinci-002,The baby cried and upset her mother.,The mother was very calm.,0,E,no,-9.570597,-0.24794424,-9.322652759999999,False
text-davinci-002,The bartender dropped two olives into the strong martini.,The bartender was preparing a drink.,0,E,yes,-7.835912,-0.20822403,-7.62768797,False
text-davinci-002,The best bargain I ever got was when I went to a family garage sale and bought a grandma.,I bought a car at the garage sale.,0,J,no,-3.4145267,-0.47590253,-2.93862417,True
text-davinci-002,The best bargain I ever got was when I went to a family garage sale and bought a toaster.,I got a really good deal on a blender.,0,S,no,-7.2262726,-0.34463271,-6.88163989,False
text-davinci-002,The best gift for the man who has everything is neckties.,A necktie always makes a good gift for a man.,0,S,yes,-6.401863,-0.3181608,-6.083702199999999,False
text-davinci-002,The best gift for the man who has everything is penicillin.,This man has lots of diseases.,0,J,yes,-1.2090893,-1.6311922,0.42210290000000006,True
text-davinci-002,The best way to keep the milk from turning sour is to keep it in the cold.,Milk turns sour faster when it's warm.,0,S,yes,-7.718529,-0.36836597,-7.35016303,False
text-davinci-002,The best way to keep the milk from turning sour is to keep it in the cow.,Milk stays fresh for a long time.,0,J,no,-3.0100565,-0.46673158,-2.5433249200000003,True
text-davinci-002,The best way to remove coffee stains from a white blouse is with detergent.,Coffee stains are impossible to wash out.,0,S,no,-8.601553,-0.32874933,-8.272803669999998,False
text-davinci-002,The best way to remove coffee stains from a white blouse is with scissors.,Coffee stains are easy to wash out.,0,J,no,-4.722652,-0.39561975,-4.32703225,True
text-davinci-002,The best way to stop an elephant from charging is to cut off its credit.,Elephants should pay in cash.,0,J,yes,-1.3480238,-1.6038136,0.25578980000000007,True
text-davinci-002,The best way to stop an elephant from charging is to cut off its toes.,Elephants can run quickly even without toes.,0,S,no,-4.92201,-0.3294621,-4.5925479000000005,False
text-davinci-002,The bill was due at the end of the month.,He had to pay by the thirty-first.,0,E,yes,-9.330689,-0.3311453,-8.9995437,False
text-davinci-002,The book that tells you where you can go on vacation is called a checkbook.,Where you go on vacation depends on how much you can afford.,0,J,yes,-3.8798988,-0.4526305,-3.4272682999999997,True
text-davinci-002,The book that tells you where you can go on vacation is called a guidebook.,Guidebooks aren't very useful for planning a trip.,0,S,no,-7.595253,-0.22937863,-7.365874369999999,False
text-davinci-002,The children held their hands and formed a circle.,The children were watching television.,0,E,no,-9.943582,-0.1921477,-9.7514343,False
text-davinci-002,The choir sang hymns while the people listened.,The people joined in the singing.,0,E,no,-10.342258,-0.3278824,-10.0143756,False
text-davinci-002,"The convict told his cellmate how he'd blown all the money he stole on wine, women, and crack.",The convict had been a drug user.,0,S,yes,-5.1952376,-0.25802076,-4.93721684,False
text-davinci-002,"The convict told his cellmate how he'd blown all the money he stole on wine, women, and lawyers.",Lawyers are expensive.,0,J,yes,-4.2809763,-0.30570596,-3.97527034,True
text-davinci-002,"The cops claimed that the prisoner just decided to come clean, but most people think he was forced into the admission.",The prisoner may have been forced into confessing.,0,S,yes,-5.4976416,-0.29915956,-5.19848204,False
text-davinci-002,"The cops claimed that the prisoner just decided to come clean, but most people think he was forced into the bathtub.",The prisoner had been dirty and needed to be washed.,0,J,yes,-2.5385058,-0.52244884,-2.01605696,True
text-davinci-002,The curse of heavy drinking is that afterwards you get a huge bartab.,Drinking a lot can be expensive.,0,J,yes,-1.9606013,-0.7992458,-1.1613555,True
text-davinci-002,The curse of heavy drinking is that afterwards you get a huge headache.,Drinking alcohol can lead to a hangover.,0,S,yes,-3.3600683,-0.5276097,-2.8324586,False
text-davinci-002,The difference between a dog and a fox is about five beers.,Drinking makes women appear more attractive.,0,J,yes,-1.5606805,-1.4557983,-0.10488219999999981,True
text-davinci-002,The difference between a dog and a fox is about five degrees.,Dogs and foxes have the same body temperature.,0,S,no,-3.5662258,-0.58639646,-2.9798293399999998,False
text-davinci-002,The difference between a good speaker and a bad one is often a nice diction.,It's important to speak clearly.,0,S,yes,-4.5448766,-0.58606803,-3.9588085700000004,False
text-davinci-002,The difference between a good speaker and a bad one is often a nice nap.,Bad speakers can put you to sleep.,0,J,yes,-1.895238,-1.1884844,-0.7067535999999999,True
text-davinci-002,The doctor said he could have a stroke because his arteries were getting narrow and clogged.,He was in excellent health.,0,E,no,-7.0965223,-0.31713414,-6.77938816,False
text-davinci-002,The doctor told her not to scratch no matter how much it itched.,She had a heart condition.,0,E,no,-3.2048957,-0.40331236,-2.8015833399999996,False
text-davinci-002,The farmer put a new engine in his old tractor.,The farmer wanted to keep the tractor.,0,E,yes,-8.3582735,-0.19250336,-8.16577014,False
text-davinci-002,The first thing he does every morning is sit in the lotus position and meditate.,He starts every day with coffee and the morning news.,0,E,no,-7.5121636,-0.2908487,-7.2213149,False
text-davinci-002,The first two hundred story building opened in Chicago; it was a hotel.,Chicago has a skyscraper that's a hotel.,0,S,yes,-5.9480963,-0.47861418,-5.4694821199999994,False
text-davinci-002,The first two hundred story building opened in Chicago; it was a library.,This building had lots of books.,0,J,yes,-5.8822474,-0.40673944,-5.47550796,True
text-davinci-002,The garment bag kept his suit from getting wrinkled.,His suit needed to be ironed.,0,E,no,-10.247843,-0.26323175,-9.98461125,False
text-davinci-002,The husband who catches his wife in the act is probably on the snoop.,An unfaithful wife can get in trouble if her husband is on the lookout.,0,S,yes,-2.6955307,-0.51590806,-2.17962264,False
text-davinci-002,The husband who catches his wife in the act is probably on the trapeze.,His wife is cheating on him.,0,J,no,-0.92367643,-2.3532684,1.4295919700000002,True
text-davinci-002,The last time a guy in a mask took all my money I was in shock.,I had been mugged.,0,S,yes,-3.6281662,-0.40527052,-3.2228956799999997,False
text-davinci-002,The last time a guy in a mask took all my money I was in surgery.,I had been mugged.,0,J,no,-4.0723863,-0.41114154,-3.6612447599999998,True
text-davinci-002,The lawyer feared that his client was guilty.,The lawyer was a prosecutor.,0,E,no,-7.7775626,-0.16674985,-7.61081275,False
text-davinci-002,The luggage handler seemed to take great delight in tossing the boxes marked fragile.,The luggage handler was very careful.,0,E,no,-5.3931932,-0.21588346,-5.17730974,False
text-davinci-002,The mole lived in a hole in the ground.,The mole was kept in the house as a pet.,0,E,no,-6.210028,-0.24138036,-5.96864764,False
text-davinci-002,The most popular instrument in a Scottish marching band is the bagpipe.,"In Scottish marching bands, people like bagpipes more than drums.",0,E,yes,-6.3797913,-0.14885285,-6.23093845,False
text-davinci-002,The most prevalent form of legalized gambling is betting.,Betting is not very common.,0,S,no,-7.1880937,-0.1270424,-7.0610513,False
text-davinci-002,The most prevalent form of legalized gambling is elections.,People are gambling when they vote for someone.,0,J,yes,-4.7567134,-0.4188719,-4.3378415,True
text-davinci-002,The movers put the sofa on the bare floor.,The house was fully carpeted.,0,E,no,-7.6781034,-0.20762905,-7.47047435,False
text-davinci-002,"The new tax forms are more realistic-- where your wife signs, it says: accomplice.",Your wife doesn't need to sign your tax form.,0,J,no,-1.0372204,-3.242441,2.2052205999999996,True
text-davinci-002,"The new tax forms are more realistic-- where your wife signs, it says: partner.",Tax forms are very old-fashioned.,0,S,no,-1.5620731,-1.3388091,-0.22326400000000013,False
text-davinci-002,The newspaper photo was so murky he couldn't figure out who it was until he read the caption.,He could see the person in the photo clearly.,0,E,no,-3.4689922,-0.32404566,-3.1449465400000003,False
text-davinci-002,The nurse gave him detailed instructions about how to clean the wound and put on a fresh bandage.,He had been injured.,0,E,yes,-10.493347,-0.16639732,-10.32694968,False
text-davinci-002,The old wealthy family lived in a twelve bedroom mansion.,They lived in a small home.,0,E,no,-8.144156,-0.17230575,-7.971850250000001,False
text-davinci-002,The only crop that is grown in America and harvested abroad is the American tobacco.,Very few foreigners smoke American cigarettes.,0,S,no,-4.198378,-0.40541384,-3.79296416,False
text-davinci-002,The only crop that is grown in America and harvested abroad is the American tourist.,Tourists spend a lot of money in other countries.,0,J,yes,-1.9164909,-0.8990433,-1.0174476000000001,True
text-davinci-002,The only fishing through the ice that some men ever do is for the olive.,Some men fish; others just drink martinis.,0,J,yes,-2.2248259,-0.91667455,-1.30815135,True
text-davinci-002,The only fishing through the ice that some men ever do is for the trout.,Some ice fishermen only want to catch trout.,0,S,yes,-3.6599052,-0.52534825,-3.13455695,False
text-davinci-002,The only ones who want me for my body are losers.,Everybody finds me very attractive.,0,S,no,-5.482472,-0.66535866,-4.81711334,False
text-davinci-002,The only ones who want me for my body are mosquitoes.,People find me very sexy.,0,J,no,-3.3827524,-0.46065873,-2.92209367,True
text-davinci-002,The only person who sticks closer to you in adversity than a friend is a creditor.,People you owe money to don't hang around much.,0,J,no,-4.823833,-0.54316306,-4.280669939999999,True
text-davinci-002,The only person who sticks closer to you in adversity than a friend is a spouse.,You just can't depend on a husband or wife.,0,S,no,-6.3800035,-0.3531412,-6.0268623,False
text-davinci-002,The only place where you can find people who spend all their time minding their own business is the bank.,People at banks are very nosy.,0,S,no,-1.8557822,-0.72948116,-1.12630104,False
text-davinci-002,The only place where you can find people who spend all their time minding their own business is the cemetery.,Everybody is nosy to some extent.,0,J,yes,-1.4795964,-1.0723611,-0.40723529999999997,True
text-davinci-002,The only thing money can't buy is generosity.,Just because you have money doesn't mean you'll share it.,0,S,yes,-6.2394714,-0.59921527,-5.64025613,False
text-davinci-002,The only thing money can't buy is poverty.,Money can buy almost anything.,0,J,yes,-3.94517,-0.6754787,-3.2696913,True
text-davinci-002,The only time my father ever raised a hand to his children was in discipline.,My father didn't believe in corporal punishment.,0,S,no,-7.484557,-0.4560192,-7.0285378,False
text-davinci-002,The only time my father ever raised a hand to his children was in self-defense.,My father beat his children a lot.,0,J,no,-3.3995388,-0.7177916,-2.6817472,True
text-davinci-002,The paint turned out to be the wrong color.,They were putting up wallpaper.,0,E,no,-8.757612,-0.33429542,-8.42331658,False
text-davinci-002,The painter used water-based paint for the interior of the house but enamel for the exterior.,He used the same paint both inside and outside the house.,0,E,no,-7.5858526,-0.21175465,-7.37409795,False
text-davinci-002,The penalty for dishonesty is the disgrace of dying rich.,Liars never win.,0,J,no,-5.17749,-0.34601918,-4.83147082,True
text-davinci-002,The penalty for dishonesty is the disgrace of dying unloved.,People who lie don't have many friends.,0,S,yes,-5.766836,-0.29016027,-5.476675729999999,False
text-davinci-002,The perfect companion to a vegetarian dinner is a salad.,A vegetarian meal doesn't need a salad.,0,S,no,-8.595689,-0.34710923,-8.248579770000001,False
text-davinci-002,The perfect companion to a vegetarian dinner is a steak.,I don't believe in eating meat.,0,J,no,-5.287406,-0.55219495,-4.73521105,True
text-davinci-002,The policeman saw him throw the bottle out the window and gave him a ticket for littering.,He got a ticket for speeding.,0,E,no,-6.7802925,-0.2024539,-6.5778386,False
text-davinci-002,The Republican candidate won the election by a landslide.,The election was very close.,0,E,no,-9.425819,-0.38971627,-9.036102730000001,False
text-davinci-002,The rodeo champion was quite proud of his big silver belt buckle.,The rodeo champion didn't wear a belt.,0,E,no,-9.84738,-0.1288597,-9.7185203,False
text-davinci-002,The show had one act that was really offbeat: the clowns.,The clowns were really out of the ordinary.,0,S,yes,-4.072838,-0.26803783,-3.80480017,False
text-davinci-002,The show had one act that was really offbeat: the singer.,The singer had poor rhythm.,0,J,yes,-3.5582533,-0.4488135,-3.1094398,True
text-davinci-002,The surgeon tried vainly to save his patient.,The patient died.,0,E,yes,-7.3556776,-0.33329478,-7.02238282,False
text-davinci-002,The teacher wrote the problem on the board.,The teacher was going to explain the problem.,0,E,yes,-9.49117,-0.29909283,-9.192077170000001,False
text-davinci-002,The terrorists planted a bomb in the airport and four people were killed in the explosion.,The bomb squad was able to defuse the bomb.,0,E,no,-8.451395,-0.41310617,-8.038288829999999,False
text-davinci-002,The tourist bureau told the visitors there was plenty of hunting in this part of the country but very little finding.,Things are hard to find in this area.,0,J,yes,-0.8653394,-2.5871353,1.7217959,True
text-davinci-002,The tourist bureau told the visitors there was plenty of hunting in this part of the country but very little sightseeing.,There aren't many tourist sights in the area.,0,S,yes,-2.1555605,-0.83650714,-1.3190533599999998,False
text-davinci-002,The victim was rushed to the hospital in an ambulance.,The victim wasn't hurt in the accident.,0,E,no,-10.060761,-0.22335008,-9.83741092,False
text-davinci-002,The visitor stared at the grandfather clock and seemed almost hypnotized by the swinging of the pendulum.,The visitor could see the clock.,0,E,yes,-9.598343,-0.105082795,-9.493260205,False
text-davinci-002,The whole town came to hear their mayor speak.,The people wanted to hear what the mayor would say.,0,E,yes,-10.126295,-0.21962443,-9.906670570000001,False
text-davinci-002,The wind was so strong it blew out three fuses.,The wind affected the electrical system.,0,J,yes,-6.389938,-0.31852636,-6.07141164,True
text-davinci-002,The wind was so strong it blew out three streetlights.,The storm didn't cause any damage.,0,S,no,-8.258736,-0.31686455,-7.941871450000001,False
text-davinci-002,The woman in the grocery store was handing out free samples.,The samples cost ten cents each.,0,E,no,-9.509311,-0.21573843,-9.29357257,False
text-davinci-002,The woman who has her husband eating out of her hand must save a lot of dishwashing.,The husband washes all the dishes.,0,J,no,-1.8117388,-0.7758365,-1.0359023,True
text-davinci-002,The woman who has her husband eating out of her hand must save a lot of heartbreak.,She's happy because her husband does what she wants.,0,S,yes,-3.1231656,-0.41953096,-2.70363464,False
text-davinci-002,There were over a hundred trees in the apple orchard.,It was an extremely small orchard.,0,E,no,-10.012186,-0.24495372,-9.76723228,False
text-davinci-002,They planned to dig a tunnel in order to escape.,They were being held prisoner.,0,E,yes,-5.2193546,-0.38686922,-4.83248538,False
text-davinci-002,They redecorated the bar with new drunks.,The bar has all new furniture.,0,J,no,-2.925422,-0.32865313,-2.59676887,True
text-davinci-002,They redecorated the bar with new wood.,The bar is all chrome and glass.,0,S,no,-9.472859,-0.34370276,-9.12915624,False
text-davinci-002,They went to Las Vegas and got married in one of those quickie wedding chapels.,They spent months planning a big wedding.,0,E,no,-4.7757797,-0.44310093,-4.33267877,False
text-davinci-002,This fall two things are turning yellow: trees and bushes.,The leaves are changing color.,0,S,yes,-5.2953577,-0.2863995,-5.0089582,False
text-davinci-002,This fall two things are turning yellow: trees and investors.,Investors are becoming scared.,0,J,yes,-3.5848587,-0.90303516,-2.68182354,True
text-davinci-002,"This house comes with a lot of extras, mostly termites.",The house is free of bugs.,0,J,no,-1.7278013,-1.0570303,-0.670771,True
text-davinci-002,"This house comes with a lot of extras, mostly upgrades.",The house would be a good purchase.,0,S,yes,-7.729613,-0.111629084,-7.617983916,False
text-davinci-002,"This new computer works so quickly, it comes complete with games.","If you use this computer, you'll have time left to play.",0,S,yes,-4.458387,-0.35075745,-4.10762955,False
text-davinci-002,"This new computer works so quickly, it comes complete with ulcers.",The computer feels no stress.,0,J,no,-1.5332694,-1.4980087,-0.035260700000000034,True
text-davinci-002,"Though most people think it's Rome, the world's most beloved capital is actually dollars.",People love money.,0,J,yes,-3.0519273,-0.47422618,-2.57770112,True
text-davinci-002,"Though most people think it's Rome, the world's most beloved capital is actually Vienna.",Rome is more beloved than Vienna.,0,S,no,-6.5427995,-0.22585413,-6.31694537,False
text-davinci-002,Three people were killed in a major highway accident.,The accident had not been fatal.,0,E,no,-7.9615626,-0.28258845,-7.67897415,False
text-davinci-002,Tim threw a rock and broke the window.,Tim was playing baseball.,0,E,no,-8.269269,-0.24804139,-8.02122761,False
text-davinci-002,"To clothe one soldier, it takes the wool from two sheep and the hides from three animals.",Military uniforms are made from natural materials.,0,S,yes,-7.4371343,-0.30904683,-7.1280874700000005,False
text-davinci-002,"To clothe one soldier, it takes the wool from two sheep and the hides from three taxpayers.",Military uniforms are expensive.,0,J,yes,-3.8536246,-0.5070948,-3.3465298,True
text-davinci-002,"To get something done, a committee should consist of no more than three people, two of whom are dead.",Groups are more efficient than individuals.,0,J,no,-0.89362943,-2.8389037,1.94527427,True
text-davinci-002,"To get something done, a committee should consist of no more than three people, two of whom are workers.",A committee works best with one leader.,0,S,yes,-4.128915,-0.4262283,-3.7026867,False
text-davinci-002,To keep the dogs out of the yard he put up a fence.,He was worried his pet would escape.,0,E,no,-8.957587,-0.27439857,-8.68318843,False
text-davinci-002,To pay for the car Al simply wrote a check.,Al paid with a credit card.,0,E,no,-5.6140237,-0.30762514,-5.30639856,False
text-davinci-002,Too many girls believe that the chief foundation for true love is a large fortune.,A lot of women marry for money.,0,S,yes,-3.9891708,-0.4865548,-3.502616,False
text-davinci-002,Too many girls believe that the chief foundation for true love is a large stone.,Some girls just want a big diamond ring.,0,J,yes,-2.9182732,-0.5260277,-2.3922454999999996,True
text-davinci-002,Two things are essential for success: wealth and fame.,Having money without celebrity is still success.,0,S,no,-7.734272,-0.32971105,-7.40456095,False
text-davinci-002,Two things are essential for success: wealth and money.,You don't need much cash to succeed in business.,0,J,no,-5.7664137,-0.3610153,-5.4053984,True
text-davinci-002,We finally got a decent picture on the TV after an hour of adjusting the antenna.,The TV had poor reception.,0,E,yes,-9.275843,-0.21166183,-9.06418117,False
text-davinci-002,We live in a lovely suburb; it's just two miles beyond our income.,We can't afford to live where we do.,0,J,yes,-1.1161581,-1.9935791,0.877421,True
text-davinci-002,We live in a lovely suburb; it's just two miles beyond our town.,The suburb is far from the city.,0,S,no,-4.5175343,-0.3632718,-4.154262500000001,False
text-davinci-002,"We used to have food on the table as soon as the customer was seated, but our new system requires more effort.",We have to work harder now.,0,S,yes,-5.9724264,-0.28462815,-5.68779825,False
text-davinci-002,"We used to have food on the table as soon as the customer was seated, but our new system requires more plates.",Our service is faster now.,0,J,no,-5.0607667,-0.33708704,-4.72367966,True
text-davinci-002,"When an irresistible force meets an immovable object, you get two very angry entities.","When one thing runs into another, both become unhappy.",0,S,yes,-2.76509,-0.54967624,-2.2154137599999997,False
text-davinci-002,"When an irresistible force meets an immovable object, you get two very angry women.",Women can be stubborn.,0,J,yes,-1.0961746,-1.9221251,0.8259504999999998,True
text-davinci-002,"When he stepped into the elevator, he knew Jennifer had just been there by the smell of her perfume.",Jennifer wore strong perfume.,0,E,yes,-6.672221,-0.5093038,-6.162917200000001,False
text-davinci-002,"When I asked how long I should cook the noodles, he said at least ten inches.",The noodles should be at least ten inches long.,0,J,yes,-0.85463357,-1.7416376,0.88700403,True
text-davinci-002,"When I asked how long I should cook the noodles, he said at least ten seconds.",They had already eaten.,0,S,no,-2.2495837,-0.54233456,-1.70724914,False
text-davinci-002,"When I asked the bartender for something cold and full of rum, he recommended his daiquiri.",The bartender recommended a drink.,0,S,yes,-4.323167,-0.40627703,-3.9168899699999997,False
text-davinci-002,"When I asked the bartender for something cold and full of rum, he recommended his wife.",The bartender was married.,0,J,yes,-1.3483397,-1.0594126,-0.2889271,True
text-davinci-002,"When I found out how much my wife spent on dresses last year, I dumped her and proposed to the dressmaker.",The dressmaker had a lot of my money.,0,J,yes,-0.58614135,-2.7242157,2.1380743499999997,True
text-davinci-002,"When I found out how much my wife spent on dresses last year, I dumped her and proposed to the mistress.",I had been faithful to my wife.,0,S,no,-1.2365633,-1.0876895,-0.14887380000000006,False
