model,sentence,answer,shots,condition,correct,yes_lp,no_lp,lp_ratio
text-davinci-002,One good turn gets most of the blanket.,"If you do nice things, people will give you blankets.",0,J,no,-3.342745,-0.314777,-3.027968
text-davinci-002,One good turn gets most of the profit.,Doing something good can earn you money.,0,S,yes,-0.5037896,-4.9849625,4.4811729
text-davinci-002,One good way to invest in the country is to buy a business.,Buying a business is bad for the economy.,0,S,no,-11.842093,-0.34004816,-11.50204484
text-davinci-002,One good way to invest in the country is to buy a senator.,Politicians will do favors for money.,0,J,yes,-0.36661464,-6.2071104,5.8404957600000005
text-davinci-002,One person who sure makes a long story short is my aunt.,My aunt talks a lot.,0,S,no,-1.3127071,-1.043388,-0.2693190999999999
text-davinci-002,One person who sure makes a long story short is my editor.,My editor cuts out parts of my stories.,0,J,yes,-0.62521917,-5.0842566,4.4590374299999995
text-davinci-002,One thing that makes the world go round is detours.,Detours make people go around.,0,J,yes,-0.4252795,-2.981526,2.5562465000000003
text-davinci-002,One thing that makes the world go round is greed.,Most people don't care about money.,0,S,no,-9.004331,-0.20911698,-8.795214020000001
text-davinci-002,One way to keep pornography away from teenagers is to put it in a cabinet.,Adult magazines should be put where adolescents won't get into them.,0,S,yes,-0.62014455,-6.749375,6.12923045
text-davinci-002,One way to keep pornography away from teenagers is to put it in a textbook.,Teenagers read their textbooks often.,0,J,no,-2.4097989,-0.83844393,-1.5713549700000002
text-davinci-002,Our new green car blocked the narrow driveway.,The car was parked in the garage.,0,E,no,-3.7248156,-0.15041335,-3.57440225
text-davinci-002,Our son brought home a note from school saying they need a written excuse for his presence.,The son does very well in school.,0,J,no,-6.3394103,-0.12132908,-6.21808122
text-davinci-002,Our son brought home a note from school saying they need a written excuse for his tardiness.,He had been late for school.,0,S,yes,-0.17700341,-7.3620925,7.18508909
text-davinci-002,"Parents support clubs for teenagers, especially when they lack other forms of diversion.",Parents want their teenagers to have appropriate forms of entertainment.,0,S,yes,-0.4004666,-9.941937,9.5414704
text-davinci-002,"Parents support clubs for teenagers, especially when they lack other forms of punishment.",Teenagers may need physical punishment.,0,J,yes,-6.0100527,-1.0081375,-5.0019152
text-davinci-002,Paul heard a loud grinding noise when someone put a tin can right down the garbage disposal.,Paul broke the garbage disposal.,0,E,no,-3.558023,-0.08836505,-3.4696579499999998
text-davinci-002,Politicians who are as American as apple pie still want their rewards.,Patriotic politicians don't care about personal glory.,0,S,no,-3.1342816,-0.07152319,-3.06275841
text-davinci-002,Politicians who are as American as apple pie still want their slice.,Politicians are happy to do something for nothing.,0,J,no,-4.8327527,-0.38132358,-4.45142912
text-davinci-002,Save the whales; start a coalition.,"To save an endangered species, it's best to act alone.",0,S,no,-10.145048,-0.52931327,-9.61573473
text-davinci-002,Save the whales; start a collection.,It's important to protect endangered species in the wild.,0,J,no,-3.7815065,-0.2201892,-3.5613173
text-davinci-002,She always told girls not to look for a husband but just to date bachelors.,It's better to date a married man.,0,J,no,-10.14212,-0.67639464,-9.46572536
text-davinci-002,She always told girls not to look for a husband but just to date someone.,She thinks you should wait for the perfect man.,0,S,no,-0.21045712,-2.6289864,2.41852928
text-davinci-002,"She asked what state he was born in, and he said in the East.",He was a native Californian.,0,S,no,-4.4700217,-0.096447654,-4.373574046
text-davinci-002,"She asked what state he was born in, and he said in the nude.",He said he was born in the North.,0,J,no,-10.119299,-0.10458913,-10.014709869999999
text-davinci-002,She bought her father a tasteful tie for his birthday.,She was giving her father a Christmas gift.,0,E,no,-2.6886523,-0.36295557,-2.32569673
text-davinci-002,She called her husband at his office.,Her husband worked at home.,0,E,no,-7.2104053,-0.26213527,-6.94827003
text-davinci-002,"She is so modest, she pulls down the shade to change her jacket.",She doesn't want people to see her change clothes.,0,S,yes,-0.28069717,-7.323534,7.042836830000001
text-davinci-002,"She is so modest, she pulls down the shade to change her mind.",She likes to show off in front of others.,0,J,no,-12.036813,-0.58215225,-11.45466075
text-davinci-002,She puts something behind her ears to attract men; lately she's been using her ankles.,She's very prudish.,0,J,no,-10.01118,-0.40259033,-9.608589669999999
text-davinci-002,She puts something behind her ears to attract men; lately she's been using her vanilla.,She wears vanilla as a perfume.,0,S,yes,-0.358193,-3.553803,3.19561
text-davinci-002,She read so much about the bad effects of cigarettes she decided to give up the habit.,She was going to quit smoking.,0,S,yes,-0.35099518,-9.039927,8.68893182
text-davinci-002,She read so much about the bad effects of cigarettes she decided to give up the reading.,She planned to quit smoking.,0,J,no,-5.3643637,-0.32267937,-5.04168433
text-davinci-002,She tied up her hair with a yellow ribbon.,She had very short hair.,0,E,no,-9.715607,-0.10759189,-9.60801511
text-davinci-002,"She told him he looked like a million, and she meant every century.",She thought he looked quite young and handsome.,0,J,no,-1.6163108,-0.53240776,-1.08390304
text-davinci-002,"She told him he looked like a million, and she meant every syllable.",She thought he looked good.,0,S,yes,-0.16274418,-7.237728,7.07498382
text-davinci-002,She used a needle and a tweezers to pull out the splinter.,She needed a scalpel to remove the splinter.,0,E,no,-11.245954,-0.22861712,-11.017336879999998
text-davinci-002,She was suddenly called back to New York and had to take a cab to the airport.,She was going to take a train.,0,E,no,-9.872343,-0.28832906,-9.58401394
text-davinci-002,"She went on a fourteen day diet, but she only lost two ounces.",She didn't lose much weight.,0,S,yes,-0.34625408,-5.988099,5.6418449200000005
text-davinci-002,"She went on a fourteen day diet, but she only lost two weeks.",She didn't lose any weight.,0,J,yes,-6.250889,-0.58175606,-5.66913294
text-davinci-002,She's happy because she finally has a boyfriend who gets along with her father.,Her father really liked her previous boyfriends.,0,S,no,-2.7861795,-0.6308927,-2.1552868
text-davinci-002,She's happy because she finally has a boyfriend who gets along with her fiance.,She is dating more than one man.,0,J,yes,-3.4141245,-0.2098245,-3.2043
text-davinci-002,"Some babies are born to rule, while others are male.",Males are born rulers.,0,J,no,-5.7572927,-0.08002423,-5.67726847
text-davinci-002,"Some babies are born to rule, while others are weak.",Power starts at an early age.,0,S,yes,-0.15274875,-5.1320357,4.9792869500000005
text-davinci-002,"Some husbands are good providers, but only if you count children.",Some men don't take care of their families.,0,J,yes,-0.9156935,-1.2459077,0.3302142
text-davinci-002,"Some husbands are good providers, but only if you count salary.",Some men give their families nothing but money.,0,S,yes,-0.97349316,-2.9699466,1.9964534400000002
text-davinci-002,Some people think courtship is the first in a series of steps leading to divorce.,One of those steps is marriage.,0,J,yes,-0.5600672,-4.0908637,3.5307965
text-davinci-002,Some people think courtship is the first in a series of steps leading to romance.,Some people still believe in romantic courtship.,0,S,yes,-0.22978401,-9.726744,9.49695999
text-davinci-002,Some people's only culture is bacteria.,Everybody can appreciate the fine arts.,0,J,no,-11.742671,-0.48497492,-11.257696079999999
text-davinci-002,Some people's only culture is radio.,Everyone watches television.,0,S,no,-8.850448,-0.90641934,-7.94402866
text-davinci-002,"Statistics indicate that Americans spend eighty million a year on games of chance, mostly blackjack.",Americans like to gamble on card games.,0,S,yes,-0.28616405,-9.244642,8.95847795
text-davinci-002,"Statistics indicate that Americans spend eighty million a year on games of chance, mostly weddings.",Getting married is a risky thing to do.,0,J,yes,-2.4502351,-0.20815326,-2.24208184
text-davinci-002,Sunday is the day we bow our heads and putt.,We go to church on Sunday.,0,J,no,-4.084432,-0.20300536,-3.8814266399999995
text-davinci-002,Sunday is the day we bow our heads and rest.,We work hard on Sunday.,0,S,no,-11.730407,-0.18933156,-11.54107544
text-davinci-002,The accident injured his spinal cord and his legs are paralyzed.,He can move his legs.,0,E,no,-11.921167,-0.19032317,-11.730843830000001
text-davinci-002,The art museum just acquired an early Rembrandt; it's done in charcoal.,This early work is an oil painting.,0,S,no,-11.058525,-0.06857037,-10.98995463
text-davinci-002,The art museum just acquired an early Rembrandt; it's done in Crayola.,Rembrandt was a child when he completed the work.,0,J,yes,-5.4656935,-0.13196155,-5.333731950000001
text-davinci-002,The baby cried and upset her mother.,The mother was very calm.,0,E,no,-9.317525,-0.37503546,-8.94248954
text-davinci-002,The bartender dropped two olives into the strong martini.,The bartender was preparing a drink.,0,E,yes,-0.14811507,-3.675144,3.52702893
text-davinci-002,The best bargain I ever got was when I went to a family garage sale and bought a grandma.,I bought a car at the garage sale.,0,J,no,-9.312036,-0.2635704,-9.0484656
text-davinci-002,The best bargain I ever got was when I went to a family garage sale and bought a toaster.,I got a really good deal on a blender.,0,S,no,-2.4753883,-0.5233613,-1.9520270000000002
text-davinci-002,The best gift for the man who has everything is neckties.,A necktie always makes a good gift for a man.,0,S,yes,-0.3353722,-6.2940216,5.9586494
text-davinci-002,The best gift for the man who has everything is penicillin.,This man has lots of diseases.,0,J,yes,-5.048928,-0.2059705,-4.8429575
text-davinci-002,The best way to keep the milk from turning sour is to keep it in the cold.,Milk turns sour faster when it's warm.,0,S,yes,-1.819198,-0.6248092,-1.1943888
text-davinci-002,The best way to keep the milk from turning sour is to keep it in the cow.,Milk stays fresh for a long time.,0,J,no,-9.674235,-0.19398141,-9.48025359
text-davinci-002,The best way to remove coffee stains from a white blouse is with detergent.,Coffee stains are impossible to wash out.,0,S,no,-7.216614,-0.3036991,-6.9129149
text-davinci-002,The best way to remove coffee stains from a white blouse is with scissors.,Coffee stains are easy to wash out.,0,J,no,-11.943952,-0.31582704,-11.62812496
text-davinci-002,The best way to stop an elephant from charging is to cut off its credit.,Elephants should pay in cash.,0,J,yes,-6.454145,-0.2093297,-6.2448153
text-davinci-002,The best way to stop an elephant from charging is to cut off its toes.,Elephants can run quickly even without toes.,0,S,no,-8.186695,-0.30000192,-7.886693080000001
text-davinci-002,The bill was due at the end of the month.,He had to pay by the thirty-first.,0,E,yes,-0.16526473,-10.161993,9.99672827
text-davinci-002,The book that tells you where you can go on vacation is called a checkbook.,Where you go on vacation depends on how much you can afford.,0,J,yes,-2.1178865,-0.35325015,-1.76463635
text-davinci-002,The book that tells you where you can go on vacation is called a guidebook.,Guidebooks aren't very useful for planning a trip.,0,S,no,-8.482651,-0.096480936,-8.386170064
text-davinci-002,The children held their hands and formed a circle.,The children were watching television.,0,E,no,-12.8885355,-0.17132463,-12.717210869999999
text-davinci-002,The choir sang hymns while the people listened.,The people joined in the singing.,0,E,no,-0.25405246,-4.488726,4.23467354
text-davinci-002,"The convict told his cellmate how he'd blown all the money he stole on wine, women, and crack.",The convict had been a drug user.,0,S,yes,-1.6985387,-0.6896161,-1.0089226
text-davinci-002,"The convict told his cellmate how he'd blown all the money he stole on wine, women, and lawyers.",Lawyers are expensive.,0,J,yes,-0.691445,-2.9091666,2.2177216
text-davinci-002,"The cops claimed that the prisoner just decided to come clean, but most people think he was forced into the admission.",The prisoner may have been forced into confessing.,0,S,yes,-0.6911702,-9.642398,8.9512278
text-davinci-002,"The cops claimed that the prisoner just decided to come clean, but most people think he was forced into the bathtub.",The prisoner had been dirty and needed to be washed.,0,J,yes,-1.3360046,-1.9958508,0.6598461999999998
text-davinci-002,The curse of heavy drinking is that afterwards you get a huge bartab.,Drinking a lot can be expensive.,0,J,yes,-0.3569567,-5.4984713,5.141514600000001
text-davinci-002,The curse of heavy drinking is that afterwards you get a huge headache.,Drinking alcohol can lead to a hangover.,0,S,yes,-0.35823753,-10.562974,10.20473647
text-davinci-002,The difference between a dog and a fox is about five beers.,Drinking makes women appear more attractive.,0,J,yes,-6.962209,-0.3939478,-6.568261199999999
text-davinci-002,The difference between a dog and a fox is about five degrees.,Dogs and foxes have the same body temperature.,0,S,no,-1.1345409,-0.62554586,-0.50899504
text-davinci-002,The difference between a good speaker and a bad one is often a nice diction.,It's important to speak clearly.,0,S,yes,-0.15020406,-9.110018,8.95981394
text-davinci-002,The difference between a good speaker and a bad one is often a nice nap.,Bad speakers can put you to sleep.,0,J,yes,-0.56052136,-6.0095925,5.44907114
text-davinci-002,The doctor said he could have a stroke because his arteries were getting narrow and clogged.,He was in excellent health.,0,E,no,-11.208206,-0.23754218,-10.97066382
text-davinci-002,The doctor told her not to scratch no matter how much it itched.,She had a heart condition.,0,E,no,-5.908614,-0.10825996,-5.80035404
text-davinci-002,The farmer put a new engine in his old tractor.,The farmer wanted to keep the tractor.,0,E,yes,-0.5613477,-6.979367,6.4180193
text-davinci-002,The first thing he does every morning is sit in the lotus position and meditate.,He starts every day with coffee and the morning news.,0,E,no,-13.540405,-0.41190016,-13.12850484
text-davinci-002,The first two hundred story building opened in Chicago; it was a hotel.,Chicago has a skyscraper that's a hotel.,0,S,yes,-0.25645098,-10.864639,10.60818802
text-davinci-002,The first two hundred story building opened in Chicago; it was a library.,This building had lots of books.,0,J,yes,-0.3927643,-7.7523737,7.3596094
text-davinci-002,The garment bag kept his suit from getting wrinkled.,His suit needed to be ironed.,0,E,no,-3.262757,-0.23114263,-3.0316143700000002
text-davinci-002,The husband who catches his wife in the act is probably on the snoop.,An unfaithful wife can get in trouble if her husband is on the lookout.,0,S,yes,-0.9256505,-1.3970823,0.47143180000000007
text-davinci-002,The husband who catches his wife in the act is probably on the trapeze.,His wife is cheating on him.,0,J,no,-1.6550125,-0.378407,-1.2766055
text-davinci-002,The last time a guy in a mask took all my money I was in shock.,I had been mugged.,0,S,yes,-0.7216938,-6.5754175,5.853723700000001
text-davinci-002,The last time a guy in a mask took all my money I was in surgery.,I had been mugged.,0,J,no,-0.75099254,-4.2115064,3.4605138600000003
text-davinci-002,The lawyer feared that his client was guilty.,The lawyer was a prosecutor.,0,E,no,-6.894933,-0.048470575,-6.846462425
text-davinci-002,The luggage handler seemed to take great delight in tossing the boxes marked fragile.,The luggage handler was very careful.,0,E,no,-11.1915,-0.7355477,-10.4559523
text-davinci-002,The mole lived in a hole in the ground.,The mole was kept in the house as a pet.,0,E,no,-11.159431,-0.22661696,-10.93281404
text-davinci-002,The most popular instrument in a Scottish marching band is the bagpipe.,"In Scottish marching bands, people like bagpipes more than drums.",0,E,yes,-0.36749855,-3.5285788,3.16108025
text-davinci-002,The most prevalent form of legalized gambling is betting.,Betting is not very common.,0,S,no,-10.186742,-0.35044232,-9.83629968
text-davinci-002,The most prevalent form of legalized gambling is elections.,People are gambling when they vote for someone.,0,J,yes,-0.2955225,-5.718964,5.4234415
text-davinci-002,The movers put the sofa on the bare floor.,The house was fully carpeted.,0,E,no,-9.10166,-0.098601304,-9.003058696
text-davinci-002,"The new tax forms are more realistic-- where your wife signs, it says: accomplice.",Your wife doesn't need to sign your tax form.,0,J,no,-7.304256,-0.24270742,-7.061548579999999
text-davinci-002,"The new tax forms are more realistic-- where your wife signs, it says: partner.",Tax forms are very old-fashioned.,0,S,no,-7.939974,-0.14311107,-7.7968629300000005
text-davinci-002,The newspaper photo was so murky he couldn't figure out who it was until he read the caption.,He could see the person in the photo clearly.,0,E,no,-11.268766,-0.27589414,-10.99287186
text-davinci-002,The nurse gave him detailed instructions about how to clean the wound and put on a fresh bandage.,He had been injured.,0,E,yes,-0.34000728,-2.2412603,1.90125302
text-davinci-002,The old wealthy family lived in a twelve bedroom mansion.,They lived in a small home.,0,E,no,-12.982464,-0.14052169,-12.84194231
text-davinci-002,The only crop that is grown in America and harvested abroad is the American tobacco.,Very few foreigners smoke American cigarettes.,0,S,no,-3.0830455,-0.2829074,-2.8001381
text-davinci-002,The only crop that is grown in America and harvested abroad is the American tourist.,Tourists spend a lot of money in other countries.,0,J,yes,-0.9693303,-1.87602,0.9066897
text-davinci-002,The only fishing through the ice that some men ever do is for the olive.,Some men fish; others just drink martinis.,0,J,yes,-4.911662,-0.47047654,-4.44118546
text-davinci-002,The only fishing through the ice that some men ever do is for the trout.,Some ice fishermen only want to catch trout.,0,S,yes,-0.31820476,-6.5227137,6.20450894
text-davinci-002,The only ones who want me for my body are losers.,Everybody finds me very attractive.,0,S,no,-11.569628,-0.2756736,-11.2939544
text-davinci-002,The only ones who want me for my body are mosquitoes.,People find me very sexy.,0,J,no,-11.480008,-0.35398564,-11.12602236
text-davinci-002,The only person who sticks closer to you in adversity than a friend is a creditor.,People you owe money to don't hang around much.,0,J,no,-1.174477,-2.9499547,1.7754777000000002
text-davinci-002,The only person who sticks closer to you in adversity than a friend is a spouse.,You just can't depend on a husband or wife.,0,S,no,-5.288277,-0.20040815,-5.0878688499999996
text-davinci-002,The only place where you can find people who spend all their time minding their own business is the bank.,People at banks are very nosy.,0,S,no,-9.008048,-0.13884102,-8.869206980000001
text-davinci-002,The only place where you can find people who spend all their time minding their own business is the cemetery.,Everybody is nosy to some extent.,0,J,yes,-4.785762,-0.13745028,-4.64831172
text-davinci-002,The only thing money can't buy is generosity.,Just because you have money doesn't mean you'll share it.,0,S,yes,-1.1231586,-0.940324,-0.18283459999999996
text-davinci-002,The only thing money can't buy is poverty.,Money can buy almost anything.,0,J,yes,-6.1065845,-0.30348465,-5.803099850000001
text-davinci-002,The only time my father ever raised a hand to his children was in discipline.,My father didn't believe in corporal punishment.,0,S,no,-2.2507145,-0.23999444,-2.01072006
text-davinci-002,The only time my father ever raised a hand to his children was in self-defense.,My father beat his children a lot.,0,J,no,-12.526577,-0.46288005,-12.063696949999999
text-davinci-002,The paint turned out to be the wrong color.,They were putting up wallpaper.,0,E,no,-7.2360754,-0.070856735,-7.165218664999999
text-davinci-002,The painter used water-based paint for the interior of the house but enamel for the exterior.,He used the same paint both inside and outside the house.,0,E,no,-7.9338446,-0.3237466,-7.610098
text-davinci-002,The penalty for dishonesty is the disgrace of dying rich.,Liars never win.,0,J,no,-2.0023127,-0.522404,-1.4799087000000002
text-davinci-002,The penalty for dishonesty is the disgrace of dying unloved.,People who lie don't have many friends.,0,S,yes,-1.0712606,-3.8962433,2.8249827
text-davinci-002,The perfect companion to a vegetarian dinner is a salad.,A vegetarian meal doesn't need a salad.,0,S,no,-8.167894,-0.13465309,-8.03324091
text-davinci-002,The perfect companion to a vegetarian dinner is a steak.,I don't believe in eating meat.,0,J,no,-12.467926,-0.4702474,-11.9976786
text-davinci-002,The policeman saw him throw the bottle out the window and gave him a ticket for littering.,He got a ticket for speeding.,0,E,no,-9.0299,-0.33240366,-8.697496339999999
text-davinci-002,The Republican candidate won the election by a landslide.,The election was very close.,0,E,no,-12.163179,-0.35225603,-11.81092297
text-davinci-002,The rodeo champion was quite proud of his big silver belt buckle.,The rodeo champion didn't wear a belt.,0,E,no,-11.412241,-0.31189686,-11.10034414
text-davinci-002,The show had one act that was really offbeat: the clowns.,The clowns were really out of the ordinary.,0,S,yes,-0.4743186,-6.9158206,6.441502
text-davinci-002,The show had one act that was really offbeat: the singer.,The singer had poor rhythm.,0,J,yes,-0.78468746,-1.3207217,0.53603424
text-davinci-002,The surgeon tried vainly to save his patient.,The patient died.,0,E,yes,-0.51504374,-8.887205,8.37216126
text-davinci-002,The teacher wrote the problem on the board.,The teacher was going to explain the problem.,0,E,yes,-0.1670444,-5.316226,5.1491816
text-davinci-002,The terrorists planted a bomb in the airport and four people were killed in the explosion.,The bomb squad was able to defuse the bomb.,0,E,no,-7.513204,-0.5402702,-6.9729338
text-davinci-002,The tourist bureau told the visitors there was plenty of hunting in this part of the country but very little finding.,Things are hard to find in this area.,0,J,yes,-0.6535749,-2.780054,2.1264791
text-davinci-002,The tourist bureau told the visitors there was plenty of hunting in this part of the country but very little sightseeing.,There aren't many tourist sights in the area.,0,S,yes,-0.46426535,-8.485684,8.02141865
text-davinci-002,The victim was rushed to the hospital in an ambulance.,The victim wasn't hurt in the accident.,0,E,no,-4.8125896,-0.08421176,-4.72837784
text-davinci-002,The visitor stared at the grandfather clock and seemed almost hypnotized by the swinging of the pendulum.,The visitor could see the clock.,0,E,yes,-0.3291211,-6.867369,6.5382479
text-davinci-002,The whole town came to hear their mayor speak.,The people wanted to hear what the mayor would say.,0,E,yes,-0.37826335,-10.400275,10.022011650000001
text-davinci-002,The wind was so strong it blew out three fuses.,The wind affected the electrical system.,0,J,yes,-0.37153926,-6.9403477,6.568808440000001
text-davinci-002,The wind was so strong it blew out three streetlights.,The storm didn't cause any damage.,0,S,no,-7.0690384,-0.44645512,-6.622583280000001
text-davinci-002,The woman in the grocery store was handing out free samples.,The samples cost ten cents each.,0,E,no,-10.475201,-0.10644466,-10.368756340000001
text-davinci-002,The woman who has her husband eating out of her hand must save a lot of dishwashing.,The husband washes all the dishes.,0,J,no,-2.4646845,-0.5993614,-1.8653231000000001
text-davinci-002,The woman who has her husband eating out of her hand must save a lot of heartbreak.,She's happy because her husband does what she wants.,0,S,yes,-0.31847298,-5.0852594,4.76678642
text-davinci-002,There were over a hundred trees in the apple orchard.,It was an extremely small orchard.,0,E,no,-9.3503275,-0.13420093,-9.21612657
text-davinci-002,They planned to dig a tunnel in order to escape.,They were being held prisoner.,0,E,yes,-0.30609754,-8.327858,8.021760460000001
text-davinci-002,They redecorated the bar with new drunks.,The bar has all new furniture.,0,J,no,-7.4545484,-0.121700525,-7.332847875000001
text-davinci-002,They redecorated the bar with new wood.,The bar is all chrome and glass.,0,S,no,-12.120537,-0.1468462,-11.9736908
text-davinci-002,They went to Las Vegas and got married in one of those quickie wedding chapels.,They spent months planning a big wedding.,0,E,no,-12.135038,-0.5162988,-11.6187392
text-davinci-002,This fall two things are turning yellow: trees and bushes.,The leaves are changing color.,0,S,yes,-0.7429879,-6.3325486,5.5895607
text-davinci-002,This fall two things are turning yellow: trees and investors.,Investors are becoming scared.,0,J,yes,-1.4649721,-1.3341613,-0.1308107999999999
text-davinci-002,"This house comes with a lot of extras, mostly termites.",The house is free of bugs.,0,J,no,-9.610478,-0.20369329,-9.40678471
text-davinci-002,"This house comes with a lot of extras, mostly upgrades.",The house would be a good purchase.,0,S,yes,-0.64046323,-5.34774,4.70727677
text-davinci-002,"This new computer works so quickly, it comes complete with games.","If you use this computer, you'll have time left to play.",0,S,yes,-0.9367578,-1.8093129,0.8725550999999999
text-davinci-002,"This new computer works so quickly, it comes complete with ulcers.",The computer feels no stress.,0,J,no,-7.4688053,-0.20908928,-7.25971602
text-davinci-002,"Though most people think it's Rome, the world's most beloved capital is actually dollars.",People love money.,0,J,yes,-0.8101177,-1.3258657,0.515748
text-davinci-002,"Though most people think it's Rome, the world's most beloved capital is actually Vienna.",Rome is more beloved than Vienna.,0,S,no,-5.8753595,-0.32469025,-5.55066925
text-davinci-002,Three people were killed in a major highway accident.,The accident had not been fatal.,0,E,no,-12.911495,-0.22520281,-12.68629219
text-davinci-002,Tim threw a rock and broke the window.,Tim was playing baseball.,0,E,no,-4.5084257,-0.1441217,-4.364304
text-davinci-002,"To clothe one soldier, it takes the wool from two sheep and the hides from three animals.",Military uniforms are made from natural materials.,0,S,yes,-0.44667056,-5.2350435,4.7883729399999995
text-davinci-002,"To clothe one soldier, it takes the wool from two sheep and the hides from three taxpayers.",Military uniforms are expensive.,0,J,yes,-0.98193353,-3.2976823,2.31574877
text-davinci-002,"To get something done, a committee should consist of no more than three people, two of whom are dead.",Groups are more efficient than individuals.,0,J,no,-6.5602794,-0.25171137,-6.30856803
text-davinci-002,"To get something done, a committee should consist of no more than three people, two of whom are workers.",A committee works best with one leader.,0,S,yes,-0.79097474,-1.0870494,0.29607465999999993
text-davinci-002,To keep the dogs out of the yard he put up a fence.,He was worried his pet would escape.,0,E,no,-0.17283146,-7.2107415,7.03791004
text-davinci-002,To pay for the car Al simply wrote a check.,Al paid with a credit card.,0,E,no,-6.9982285,-0.19874689,-6.79948161
text-davinci-002,Too many girls believe that the chief foundation for true love is a large fortune.,A lot of women marry for money.,0,S,yes,-0.38074893,-7.430121,7.0493720699999995
text-davinci-002,Too many girls believe that the chief foundation for true love is a large stone.,Some girls just want a big diamond ring.,0,J,yes,-2.568675,-2.1246326,-0.44404239999999984
text-davinci-002,Two things are essential for success: wealth and fame.,Having money without celebrity is still success.,0,S,no,-0.24024574,-4.614534,4.37428826
text-davinci-002,Two things are essential for success: wealth and money.,You don't need much cash to succeed in business.,0,J,no,-7.2978687,-0.18246283,-7.11540587
text-davinci-002,We finally got a decent picture on the TV after an hour of adjusting the antenna.,The TV had poor reception.,0,E,yes,-0.30193138,-4.0594482,3.75751682
text-davinci-002,We live in a lovely suburb; it's just two miles beyond our income.,We can't afford to live where we do.,0,J,yes,-0.45635968,-4.7119355,4.25557582
text-davinci-002,We live in a lovely suburb; it's just two miles beyond our town.,The suburb is far from the city.,0,S,no,-0.562695,-1.6182994,1.0556044
text-davinci-002,"We used to have food on the table as soon as the customer was seated, but our new system requires more effort.",We have to work harder now.,0,S,yes,-0.22617072,-8.404329,8.17815828
text-davinci-002,"We used to have food on the table as soon as the customer was seated, but our new system requires more plates.",Our service is faster now.,0,J,no,-2.3036957,-0.47961268,-1.82408302
text-davinci-002,"When an irresistible force meets an immovable object, you get two very angry entities.","When one thing runs into another, both become unhappy.",0,S,yes,-0.5467907,-8.409619,7.862828299999999
text-davinci-002,"When an irresistible force meets an immovable object, you get two very angry women.",Women can be stubborn.,0,J,yes,-0.88073677,-3.5632217,2.68248493
text-davinci-002,"When he stepped into the elevator, he knew Jennifer had just been there by the smell of her perfume.",Jennifer wore strong perfume.,0,E,yes,-0.46328118,-5.727463,5.26418182
text-davinci-002,"When I asked how long I should cook the noodles, he said at least ten inches.",The noodles should be at least ten inches long.,0,J,yes,-0.15140565,-3.5303013,3.37889565
text-davinci-002,"When I asked how long I should cook the noodles, he said at least ten seconds.",They had already eaten.,0,S,no,-6.6597447,-0.15832375,-6.50142095
text-davinci-002,"When I asked the bartender for something cold and full of rum, he recommended his daiquiri.",The bartender recommended a drink.,0,S,yes,-0.29259,-7.6027765,7.3101865
text-davinci-002,"When I asked the bartender for something cold and full of rum, he recommended his wife.",The bartender was married.,0,J,yes,-1.3022108,-0.8528494,-0.4493613999999999
text-davinci-002,"When I found out how much my wife spent on dresses last year, I dumped her and proposed to the dressmaker.",The dressmaker had a lot of my money.,0,J,yes,-0.87166965,-1.1664575,0.29478784999999996
text-davinci-002,"When I found out how much my wife spent on dresses last year, I dumped her and proposed to the mistress.",I had been faithful to my wife.,0,S,no,-9.77823,-0.63726795,-9.14096205
text-davinci-002,"When it comes to keeping warm, nothing beats a thermal brunette.",A down parka is the best way to keep warm.,0,J,no,-7.9813647,-0.31740704,-7.66395766
text-davinci-002,"When it comes to keeping warm, nothing beats a thermal parka.",A trenchcoat is the best way to keep warm.,0,S,no,-8.689396,-0.1189401,-8.5704559
text-davinci-002,"When John bought a bulldog, it was no time at all before he had that dog eating out of his fingers.",He trained the dog well.,0,S,yes,-0.1431,-10.508313,10.365212999999999
text-davinci-002,"When John bought a bulldog, it was no time at all before he had that dog eating out of his leg.",The dog was aggressive.,0,J,yes,-2.7375982,-0.21787518,-2.51972302
text-davinci-002,"When reviewing your notes for a test, the most important ones will be capitalized.",Pay more attention to the things in small print.,0,S,no,-7.988765,-0.35445067,-7.63431433
text-davinci-002,"When reviewing your notes for a test, the most important ones will be illegible.",Important notes are written clearly so they stand out.,0,J,no,-9.001751,-0.4131979,-8.5885531
text-davinci-002,"When the kid came into the store and asked for empty boxes, the owner gave him the crate.",The kid didn't get any boxes.,0,S,no,-4.101205,-0.33186832,-3.7693366800000003
text-davinci-002,"When the kid came into the store and asked for empty boxes, the owner gave him the register.",The store had made a lot of money.,0,J,no,-7.180323,-0.2854453,-6.894877699999999
text-davinci-002,When they were in London they visited Buckingham Palace.,They made a trip to England.,0,E,yes,-0.24429975,-4.6974425,4.4531427500000005
text-davinci-002,"When we got divorced, my wife and I split the house; she got the inside.",I got the outside.,0,J,yes,-0.7082141,-2.1268456,1.4186314999999998
text-davinci-002,"When we got divorced, my wife and I split the house; she got the kitchen.",My wife gave me the kitchen items.,0,S,no,-3.9529645,-0.3261926,-3.6267719
text-davinci-002,"When we watch a sexy movie, my wife leans over and breathes on my collar.",She wants to get me excited.,0,S,yes,-0.32956785,-9.269106,8.93953815
text-davinci-002,"When we watch a sexy movie, my wife leans over and breathes on my glasses.",She wants me to see the movie.,0,J,no,-0.70926476,-2.1404142,1.43114944
