model,params,text,sentence,condition,log_prob,num_tokens,identified_token,surprisal,final_word
babbage,1300000000,False,"She is so modest, she pulls down the shade to change her mind.",J,-4.03827,1, mind,4.03827, mind
babbage,1300000000,False,She puts something behind her ears to attract men; lately she's been using her ankles.,J,-7.4670715,1, ankles,7.4670715, ankles
babbage,1300000000,False,She puts something behind her ears to attract men; lately she's been using her vanilla.,S,-11.243619,1, vanilla,11.243619, vanilla
babbage,1300000000,False,She read so much about the bad effects of cigarettes she decided to give up the habit.,S,-0.28987548,1, habit,0.28987548, habit
babbage,1300000000,False,She read so much about the bad effects of cigarettes she decided to give up the reading.,J,-13.238765,1, reading,13.238765, reading
babbage,1300000000,False,She tied up her hair with a yellow ribbon.,E,-1.026105,1, ribbon,1.026105, ribbon
babbage,1300000000,False,"She told him he looked like a million, and she meant every century.",J,-11.847141,1, century,11.847141, century
babbage,1300000000,False,"She told him he looked like a million, and she meant every syllable.",S,-4.69363977466,2, syllable,4.69363977466, syllable
babbage,1300000000,False,She used a needle and a tweezers to pull out the splinter.,E,-6.2696709,2, splinter,6.2696709, splinter
babbage,1300000000,False,She was suddenly called back to New York and had to take a cab to the airport.,E,-0.7320023,1, airport,0.7320023, airport
babbage,1300000000,False,"She went on a fourteen day diet, but she only lost two ounces.",S,-5.474264,1, ounces,5.474264, ounces
babbage,1300000000,False,"She went on a fourteen day diet, but she only lost two weeks.",J,-7.252594,1, weeks,7.252594, weeks
babbage,1300000000,False,She's happy because she finally has a boyfriend who gets along with her father.,S,-3.7473361,1, father,3.7473361, father
babbage,1300000000,False,She's happy because she finally has a boyfriend who gets along with her fiance.,J,-8.062629,1, fiance,8.062629, fiance
babbage,1300000000,False,"Some babies are born to rule, while others are male.",J,-12.494611,1, male,12.494611, male
babbage,1300000000,False,"Some babies are born to rule, while others are weak.",S,-9.428331,1, weak,9.428331, weak
babbage,1300000000,False,"Some husbands are good providers, but only if you count children.",J,-6.099356,1, children,6.099356, children
babbage,1300000000,False,"Some husbands are good providers, but only if you count salary.",S,-7.6684947,1, salary,7.6684947, salary
babbage,1300000000,False,Some people think courtship is the first in a series of steps leading to divorce.,J,-8.525044,1, divorce,8.525044, divorce
babbage,1300000000,False,Some people think courtship is the first in a series of steps leading to romance.,S,-5.4517026,1, romance,5.4517026, romance
babbage,1300000000,False,Some people's only culture is bacteria.,J,-11.535383,1, bacteria,11.535383, bacteria
babbage,1300000000,False,Some people's only culture is radio.,S,-9.35304,1, radio,9.35304, radio
babbage,1300000000,False,"Statistics indicate that Americans spend eighty million a year on games of chance, mostly blackjack.",S,-4.79073742,2, blackjack,4.79073742, blackjack
babbage,1300000000,False,"Statistics indicate that Americans spend eighty million a year on games of chance, mostly weddings.",J,-12.713754,1, weddings,12.713754, weddings
babbage,1300000000,False,Sunday is the day we bow our heads and putt.,J,-15.2058063,2, putt,15.2058063, putt
babbage,1300000000,False,Sunday is the day we bow our heads and rest.,S,-6.9809213,1, rest,6.9809213, rest
babbage,1300000000,False,The accident injured his spinal cord and his legs are paralyzed.,E,-1.0477421,1, paralyzed,1.0477421, paralyzed
babbage,1300000000,False,The art museum just acquired an early Rembrandt; it's done in charcoal.,S,-5.246454,1, charcoal,5.246454, charcoal
babbage,1300000000,False,The art museum just acquired an early Rembrandt; it's done in Crayola.,J,-13.4628085,3, Crayola,13.4628085, Crayola
babbage,1300000000,False,The baby cried and upset her mother.,E,-2.3597276,1, mother,2.3597276, mother
babbage,1300000000,False,The bartender dropped two olives into the strong martini.,E,-6.087903375,2, martini,6.087903375, martini
babbage,1300000000,False,The best bargain I ever got was when I went to a family garage sale and bought a grandma.,J,-10.788716,1, grandma,10.788716, grandma
babbage,1300000000,False,The best bargain I ever got was when I went to a family garage sale and bought a toaster.,S,-7.310025705,2, toaster,7.310025705, toaster
babbage,1300000000,False,The best gift for the man who has everything is neckties.,S,-15.2640008,2, neckties,15.2640008, neckties
babbage,1300000000,False,The best gift for the man who has everything is penicillin.,J,-12.097332057,3, penicillin,12.097332057, penicillin
babbage,1300000000,False,The best way to keep the milk from turning sour is to keep it in the cold.,S,-5.6650534,1, cold,5.6650534, cold
babbage,1300000000,False,The best way to keep the milk from turning sour is to keep it in the cow.,J,-6.5656104,1, cow,6.5656104, cow
babbage,1300000000,False,The best way to remove coffee stains from a white blouse is with detergent.,S,-5.732253526999999,2, detergent,5.732253526999999, detergent
babbage,1300000000,False,The best way to remove coffee stains from a white blouse is with scissors.,J,-11.5634985,1, scissors,11.5634985, scissors
babbage,1300000000,False,The best way to stop an elephant from charging is to cut off its credit.,J,-11.930191,1, credit,11.930191, credit
babbage,1300000000,False,The best way to stop an elephant from charging is to cut off its toes.,S,-8.877501,1, toes,8.877501, toes
babbage,1300000000,False,The bill was due at the end of the month.,E,-1.7722771,1, month,1.7722771, month
babbage,1300000000,False,The book that tells you where you can go on vacation is called a checkbook.,J,-8.6442817,2, checkbook,8.6442817, checkbook
babbage,1300000000,False,The book that tells you where you can go on vacation is called a guidebook.,S,-2.3852638,2, guidebook,2.3852638, guidebook
babbage,1300000000,False,The children held their hands and formed a circle.,E,-0.586204,1, circle,0.586204, circle
babbage,1300000000,False,The choir sang hymns while the people listened.,E,-3.7823303,1, listened,3.7823303, listened
babbage,1300000000,False,"The convict told his cellmate how he'd blown all the money he stole on wine, women, and crack.",S,-6.463099,1, crack,6.463099, crack
babbage,1300000000,False,"The convict told his cellmate how he'd blown all the money he stole on wine, women, and lawyers.",J,-10.230111,1, lawyers,10.230111, lawyers
babbage,1300000000,False,"The cops claimed that the prisoner just decided to come clean, but most people think he was forced into the admission.",S,-6.0075455,1, admission,6.0075455, admission
babbage,1300000000,False,"The cops claimed that the prisoner just decided to come clean, but most people think he was forced into the bathtub.",J,-12.9258474,2, bathtub,12.9258474, bathtub
babbage,1300000000,False,The curse of heavy drinking is that afterwards you get a huge bartab.,J,-18.82519,2, bartab,18.82519, bartab
babbage,1300000000,False,The curse of heavy drinking is that afterwards you get a huge headache.,S,-2.8767843,1, headache,2.8767843, headache
babbage,1300000000,False,The difference between a dog and a fox is about five beers.,J,-9.212182,1, beers,9.212182, beers
babbage,1300000000,False,The difference between a dog and a fox is about five degrees.,S,-5.3727555,1, degrees,5.3727555, degrees
babbage,1300000000,False,The difference between a good speaker and a bad one is often a nice diction.,S,-12.324398,1, diction,12.324398, diction
babbage,1300000000,False,The difference between a good speaker and a bad one is often a nice nap.,J,-11.682707,1, nap,11.682707, nap
babbage,1300000000,False,The doctor said he could have a stroke because his arteries were getting narrow and clogged.,E,-4.212007563,2, clogged,4.212007563, clogged
babbage,1300000000,False,The doctor told her not to scratch no matter how much it itched.,E,-3.91182145,2, itched,3.91182145, itched
babbage,1300000000,False,The farmer put a new engine in his old tractor.,E,-1.3712294,1, tractor,1.3712294, tractor
babbage,1300000000,False,The first thing he does every morning is sit in the lotus position and meditate.,E,-0.569757573,2, meditate,0.569757573, meditate
babbage,1300000000,False,The first two hundred story building opened in Chicago; it was a hotel.,S,-4.460632,1, hotel,4.460632, hotel
babbage,1300000000,False,The first two hundred story building opened in Chicago; it was a library.,J,-8.590898,1, library,8.590898, library
babbage,1300000000,False,The garment bag kept his suit from getting wrinkled.,E,-0.947633179,2, wrinkled,0.947633179, wrinkled
babbage,1300000000,False,The husband who catches his wife in the act is probably on the snoop.,S,-14.973593,2, snoop,14.973593, snoop
babbage,1300000000,False,The husband who catches his wife in the act is probably on the trapeze.,J,-14.682452039,3, trapeze,14.682452039, trapeze
babbage,1300000000,False,The last time a guy in a mask took all my money I was in shock.,S,-6.3325586,1, shock,6.3325586, shock
babbage,1300000000,False,The last time a guy in a mask took all my money I was in surgery.,J,-8.8455515,1, surgery,8.8455515, surgery
babbage,1300000000,False,The lawyer feared that his client was guilty.,E,-4.6320686,1, guilty,4.6320686, guilty
babbage,1300000000,False,The luggage handler seemed to take great delight in tossing the boxes marked fragile.,E,-6.9440236,1, fragile,6.9440236, fragile
babbage,1300000000,False,The mole lived in a hole in the ground.,E,-0.5634368,1, ground,0.5634368, ground
babbage,1300000000,False,The most popular instrument in a Scottish marching band is the bagpipe.,E,-1.66348517,2, bagpipe,1.66348517, bagpipe
babbage,1300000000,False,The most prevalent form of legalized gambling is betting.,S,-4.6774063,1, betting,4.6774063, betting
babbage,1300000000,False,The most prevalent form of legalized gambling is elections.,J,-12.944708,1, elections,12.944708, elections
babbage,1300000000,False,The movers put the sofa on the bare floor.,E,-1.0847666,1, floor,1.0847666, floor
babbage,1300000000,False,"The new tax forms are more realistic-- where your wife signs, it says: accomplice.",J,-15.00658444,2, accomplice,15.00658444, accomplice
babbage,1300000000,False,"The new tax forms are more realistic-- where your wife signs, it says: partner.",S,-10.351652,1, partner,10.351652, partner
babbage,1300000000,False,The newspaper photo was so murky he couldn't figure out who it was until he read the caption.,E,-0.7004218,1, caption,0.7004218, caption
babbage,1300000000,False,The nurse gave him detailed instructions about how to clean the wound and put on a fresh bandage.,E,-1.4597102,2, bandage,1.4597102, bandage
babbage,1300000000,False,The old wealthy family lived in a twelve bedroom mansion.,E,-1.4060484,1, mansion,1.4060484, mansion
babbage,1300000000,False,The only crop that is grown in America and harvested abroad is the American tobacco.,S,-3.5056014,1, tobacco,3.5056014, tobacco
babbage,1300000000,False,The only crop that is grown in America and harvested abroad is the American tourist.,J,-8.275542,1, tourist,8.275542, tourist
babbage,1300000000,False,The only fishing through the ice that some men ever do is for the olive.,J,-12.564674,1, olive,12.564674, olive
babbage,1300000000,False,The only fishing through the ice that some men ever do is for the trout.,S,-5.250246,1, trout,5.250246, trout
babbage,1300000000,False,The only ones who want me for my body are losers.,S,-7.070045,1, losers,7.070045, losers
babbage,1300000000,False,The only ones who want me for my body are mosquitoes.,J,-11.367485,1, mosquitoes,11.367485, mosquitoes
babbage,1300000000,False,The only person who sticks closer to you in adversity than a friend is a creditor.,J,-6.7075906,1, creditor,6.7075906, creditor
babbage,1300000000,False,The only person who sticks closer to you in adversity than a friend is a spouse.,S,-5.268969,1, spouse,5.268969, spouse
babbage,1300000000,False,The only place where you can find people who spend all their time minding their own business is the bank.,S,-7.4519167,1, bank,7.4519167, bank
babbage,1300000000,False,The only place where you can find people who spend all their time minding their own business is the cemetery.,J,-6.3152523,1, cemetery,6.3152523, cemetery
babbage,1300000000,False,The only thing money can't buy is generosity.,S,-9.749517,1, generosity,9.749517, generosity
babbage,1300000000,False,The only thing money can't buy is poverty.,J,-7.9914837,1, poverty,7.9914837, poverty
babbage,1300000000,False,The only time my father ever raised a hand to his children was in discipline.,S,-6.4827266,1, discipline,6.4827266, discipline
babbage,1300000000,False,The only time my father ever raised a hand to his children was in self-defense.,J,-2.9407547400000005,3, self-defense,2.9407547400000005, self-defense
babbage,1300000000,False,The paint turned out to be the wrong color.,E,-0.5271615,1, color,0.5271615, color
babbage,1300000000,False,The painter used water-based paint for the interior of the house but enamel for the exterior.,E,-0.47427675,1, exterior,0.47427675, exterior
babbage,1300000000,False,The penalty for dishonesty is the disgrace of dying rich.,J,-8.746738,1, rich,8.746738, rich
babbage,1300000000,False,The penalty for dishonesty is the disgrace of dying unloved.,S,-9.78800982,2, unloved,9.78800982, unloved
babbage,1300000000,False,The perfect companion to a vegetarian dinner is a salad.,S,-3.0839257,1, salad,3.0839257, salad
babbage,1300000000,False,The perfect companion to a vegetarian dinner is a steak.,J,-6.526298,1, steak,6.526298, steak
babbage,1300000000,False,The policeman saw him throw the bottle out the window and gave him a ticket for littering.,E,-1.167369355,2, littering,1.167369355, littering
babbage,1300000000,False,The Republican candidate won the election by a landslide.,E,-2.0314355,1, landslide,2.0314355, landslide
babbage,1300000000,False,The rodeo champion was quite proud of his big silver belt buckle.,E,-2.033208,1, buckle,2.033208, buckle
babbage,1300000000,False,The show had one act that was really offbeat: the clowns.,S,-6.200496599999999,2, clowns,6.200496599999999, clowns
babbage,1300000000,False,The show had one act that was really offbeat: the singer.,J,-5.585078,1, singer,5.585078, singer
babbage,1300000000,False,The surgeon tried vainly to save his patient.,E,-1.670034,1, patient,1.670034, patient
babbage,1300000000,False,The teacher wrote the problem on the board.,E,-0.66587013,1, board,0.66587013, board
babbage,1300000000,False,The terrorists planted a bomb in the airport and four people were killed in the explosion.,E,-2.0752282,1, explosion,2.0752282, explosion
babbage,1300000000,False,The tourist bureau told the visitors there was plenty of hunting in this part of the country but very little finding.,J,-10.392234,1, finding,10.392234, finding
babbage,1300000000,False,The tourist bureau told the visitors there was plenty of hunting in this part of the country but very little sightseeing.,S,-6.157943,2, sightseeing,6.157943, sightseeing
babbage,1300000000,False,The victim was rushed to the hospital in an ambulance.,E,-0.6638908,1, ambulance,0.6638908, ambulance
babbage,1300000000,False,The visitor stared at the grandfather clock and seemed almost hypnotized by the swinging of the pendulum.,E,-0.106624879,2, pendulum,0.106624879, pendulum
babbage,1300000000,False,The whole town came to hear their mayor speak.,E,-2.0453174,1, speak,2.0453174, speak
babbage,1300000000,False,The wind was so strong it blew out three fuses.,J,-7.5262369,2, fuses,7.5262369, fuses
babbage,1300000000,False,The wind was so strong it blew out three streetlights.,S,-5.9539275,2, streetlights,5.9539275, streetlights
babbage,1300000000,False,The woman in the grocery store was handing out free samples.,E,-1.1059,1, samples,1.1059, samples
babbage,1300000000,False,The woman who has her husband eating out of her hand must save a lot of dishwashing.,J,-9.2623013,2, dishwashing,9.2623013, dishwashing
babbage,1300000000,False,The woman who has her husband eating out of her hand must save a lot of heartbreak.,S,-9.746035,2, heartbreak,9.746035, heartbreak
babbage,1300000000,False,There were over a hundred trees in the apple orchard.,E,-0.385964634,2, orchard,0.385964634, orchard
babbage,1300000000,False,They planned to dig a tunnel in order to escape.,E,-1.8867489,1, escape,1.8867489, escape
babbage,1300000000,False,They redecorated the bar with new drunks.,J,-11.3970816,2, drunks,11.3970816, drunks
babbage,1300000000,False,They redecorated the bar with new wood.,S,-4.18698,1, wood,4.18698, wood
babbage,1300000000,False,They went to Las Vegas and got married in one of those quickie wedding chapels.,E,-3.6234985736,2, chapels,3.6234985736, chapels
babbage,1300000000,False,This fall two things are turning yellow: trees and bushes.,S,-8.095299,1, bushes,8.095299, bushes
babbage,1300000000,False,This fall two things are turning yellow: trees and investors.,J,-11.556589,1, investors,11.556589, investors
babbage,1300000000,False,"This house comes with a lot of extras, mostly termites.",J,-12.80747046,2, termites,12.80747046, termites
babbage,1300000000,False,"This house comes with a lot of extras, mostly upgrades.",S,-5.9448924,1, upgrades,5.9448924, upgrades
babbage,1300000000,False,"This new computer works so quickly, it comes complete with games.",S,-7.2804375,1, games,7.2804375, games
babbage,1300000000,False,"This new computer works so quickly, it comes complete with ulcers.",J,-19.731877,2, ulcers,19.731877, ulcers
babbage,1300000000,False,"Though most people think it's Rome, the world's most beloved capital is actually dollars.",J,-15.324186,1, dollars,15.324186, dollars
babbage,1300000000,False,"Though most people think it's Rome, the world's most beloved capital is actually Vienna.",S,-5.199809,1, Vienna,5.199809, Vienna
babbage,1300000000,False,Three people were killed in a major highway accident.,E,-1.1983314,1, accident,1.1983314, accident
babbage,1300000000,False,Tim threw a rock and broke the window.,E,-1.9239541,1, window,1.9239541, window
babbage,1300000000,False,"To clothe one soldier, it takes the wool from two sheep and the hides from three animals.",S,-3.1706626,1, animals,3.1706626, animals
babbage,1300000000,False,"To clothe one soldier, it takes the wool from two sheep and the hides from three taxpayers.",J,-15.278976,1, taxpayers,15.278976, taxpayers
babbage,1300000000,False,"To get something done, a committee should consist of no more than three people, two of whom are dead.",J,-9.832166,1, dead,9.832166, dead
babbage,1300000000,False,"To get something done, a committee should consist of no more than three people, two of whom are workers.",S,-9.33075,1, workers,9.33075, workers
babbage,1300000000,False,To keep the dogs out of the yard he put up a fence.,E,-1.8383803,1, fence,1.8383803, fence
babbage,1300000000,False,To pay for the car Al simply wrote a check.,E,-0.3580739,1, check,0.3580739, check
babbage,1300000000,False,Too many girls believe that the chief foundation for true love is a large fortune.,S,-4.077821,1, fortune,4.077821, fortune
babbage,1300000000,False,Too many girls believe that the chief foundation for true love is a large stone.,J,-8.780679,1, stone,8.780679, stone
babbage,1300000000,False,Two things are essential for success: wealth and fame.,S,-4.1324854,1, fame,4.1324854, fame
babbage,1300000000,False,Two things are essential for success: wealth and money.,J,-6.345453,1, money,6.345453, money
babbage,1300000000,False,We finally got a decent picture on the TV after an hour of adjusting the antenna.,E,-4.960072,1, antenna,4.960072, antenna
babbage,1300000000,False,We live in a lovely suburb; it's just two miles beyond our income.,J,-12.791978,1, income,12.791978, income
babbage,1300000000,False,We live in a lovely suburb; it's just two miles beyond our town.,S,-3.519239,1, town,3.519239, town
babbage,1300000000,False,"We used to have food on the table as soon as the customer was seated, but our new system requires more effort.",S,-3.7670555,1, effort,3.7670555, effort
babbage,1300000000,False,"We used to have food on the table as soon as the customer was seated, but our new system requires more plates.",J,-9.302177,1, plates,9.302177, plates
babbage,1300000000,False,"When an irresistible force meets an immovable object, you get two very angry entities.",S,-7.0266623,1, entities,7.0266623, entities
babbage,1300000000,False,"When an irresistible force meets an immovable object, you get two very angry women.",J,-6.9880147,1, women,6.9880147, women
babbage,1300000000,False,"When he stepped into the elevator, he knew Jennifer had just been there by the smell of her perfume.",E,-0.617902,1, perfume,0.617902, perfume
babbage,1300000000,False,"When I asked how long I should cook the noodles, he said at least ten inches.",J,-9.694865,1, inches,9.694865, inches
babbage,1300000000,False,"When I asked how long I should cook the noodles, he said at least ten seconds.",S,-6.472708,1, seconds,6.472708, seconds
babbage,1300000000,False,"When I asked the bartender for something cold and full of rum, he recommended his daiquiri.",S,-7.055061623,3, daiquiri,7.055061623, daiquiri
babbage,1300000000,False,"When I asked the bartender for something cold and full of rum, he recommended his wife.",J,-5.082492,1, wife,5.082492, wife
babbage,1300000000,False,"When I found out how much my wife spent on dresses last year, I dumped her and proposed to the dressmaker.",J,-6.0094506,2, dressmaker,6.0094506, dressmaker
babbage,1300000000,False,"When I found out how much my wife spent on dresses last year, I dumped her and proposed to the mistress.",S,-7.35193,1, mistress,7.35193, mistress
babbage,1300000000,False,"When it comes to keeping warm, nothing beats a thermal brunette.",J,-16.28466898,2, brunette,16.28466898, brunette
babbage,1300000000,False,"When it comes to keeping warm, nothing beats a thermal parka.",S,-5.273298903,2, parka,5.273298903, parka
babbage,1300000000,False,"When John bought a bulldog, it was no time at all before he had that dog eating out of his fingers.",S,-6.6559505,1, fingers,6.6559505, fingers
babbage,1300000000,False,"When John bought a bulldog, it was no time at all before he had that dog eating out of his leg.",J,-9.248989,1, leg,9.248989, leg
babbage,1300000000,False,"When reviewing your notes for a test, the most important ones will be capitalized.",S,-10.77923395,2, capitalized,10.77923395, capitalized
babbage,1300000000,False,"When reviewing your notes for a test, the most important ones will be illegible.",J,-11.862610826,2, illegible,11.862610826, illegible
babbage,1300000000,False,"When the kid came into the store and asked for empty boxes, the owner gave him the crate.",S,-9.522495,1, crate,9.522495, crate
babbage,1300000000,False,"When the kid came into the store and asked for empty boxes, the owner gave him the register.",J,-11.051163,1, register,11.051163, register
babbage,1300000000,False,When they were in London they visited Buckingham Palace.,E,-0.058486287,1, Palace,0.058486287, Palace
babbage,1300000000,False,"When we got divorced, my wife and I split the house; she got the inside.",J,-7.5459733,1, inside,7.5459733, inside
babbage,1300000000,False,"When we got divorced, my wife and I split the house; she got the kitchen.",S,-3.9892528,1, kitchen,3.9892528, kitchen
babbage,1300000000,False,"When we watch a sexy movie, my wife leans over and breathes on my collar.",S,-7.056449,1, collar,7.056449, collar
babbage,1300000000,False,"When we watch a sexy movie, my wife leans over and breathes on my glasses.",J,-8.01661,1, glasses,8.01661, glasses
babbage,1300000000,False,"When you go to bed, turn off the lights.",E,-1.1518986,1, lights,1.1518986, lights
babbage,1300000000,False,"When you own an ice cream business, your favorite flavor is aspirin.",J,-17.148886,1, aspirin,17.148886, aspirin
babbage,1300000000,False,"When you own an ice cream business, your favorite flavor is everything.",S,-5.7398076,1, everything,5.7398076, everything
babbage,1300000000,False,"Where I'm from, the two most common elements are hydrogen and nitrogen.",S,-3.0744755,1, nitrogen,3.0744755, nitrogen
babbage,1300000000,False,"Where I'm from, the two most common elements are hydrogen and stupidity.",J,-10.609491,1, stupidity,10.609491, stupidity
babbage,1300000000,False,"Women don't dress to please men; if they did, they'd dress a lot faster.",J,-7.7471614,1, faster,7.7471614, faster
babbage,1300000000,False,"Women don't dress to please men; if they did, they'd dress a lot scantier.",S,-11.2511279,2, scantier,11.2511279, scantier
babbage,1300000000,False,Women were not allowed to vote until when Congress passed the nineteenth amendment to the constitution.,E,-1.4435054,1, constitution,1.4435054, constitution
babbage,1300000000,False,Yesterday they canoed down the river.,E,-1.5893329,1, river,1.5893329, river
babbage,1300000000,False,You can keep your kids out of hot water with dishes.,J,-10.806982,1, dishes,10.806982, dishes
babbage,1300000000,False,You can keep your kids out of hot water with rules.,S,-10.277593,1, rules,10.277593, rules
babbage,1300000000,False,You could tell he had grown up in the South by his accent.,E,-1.5862429,1, accent,1.5862429, accent
curie,6700000000,False,A committee keeps minutes and takes hours.,J,-10.265677,1, hours,10.265677, hours
curie,6700000000,False,A committee keeps minutes and takes votes.,S,-4.8896475,1, votes,4.8896475, votes
curie,6700000000,False,A device for finding furniture in the dark is a candle.,S,-7.0733275,1, candle,7.0733275, candle
curie,6700000000,False,A device for finding furniture in the dark is a shin.,J,-14.138033,1, shin,14.138033, shin
curie,6700000000,False,A good source of vitamin A is orange vegetables like carrots.,E,-0.107623816,1, carrots,0.107623816, carrots
curie,6700000000,False,A good way to blow your mind is to smoke gunpowder.,J,-11.4799264,2, gunpowder,11.4799264, gunpowder
curie,6700000000,False,A good way to blow your mind is to smoke heroin.,S,-8.916419,1, heroin,8.916419, heroin
curie,6700000000,False,A man who has lost ninety percent of his brain is called a widower.,J,-10.118188941,2, widower,10.118188941, widower
curie,6700000000,False,A man who has lost ninety percent of his brain is called a zombie.,S,-5.0471096,1, zombie,5.0471096, zombie
curie,6700000000,False,A problem drinker is one who never buys.,J,-9.352079,1, buys,9.352079, buys
curie,6700000000,False,A problem drinker is one who never quits.,S,-4.5622047602,2, quits,4.5622047602, quits
curie,6700000000,False,A replacement player hit a home run with my ball.,S,-5.2283096,1, ball,5.2283096, ball
curie,6700000000,False,A replacement player hit a home run with my girl.,J,-6.727764,1, girl,6.727764, girl
curie,6700000000,False,A thoughtful wife has pork chops ready when her husband comes home from fishing.,J,-6.059791,1, fishing,6.059791, fishing
curie,6700000000,False,A thoughtful wife has pork chops ready when her husband comes home from working.,S,-5.687675,1, working,5.687675, working
curie,6700000000,False,A vacation is the shortest distance between two locations.,S,-5.7815304,1, locations,5.7815304, locations
curie,6700000000,False,A vacation is the shortest distance between two paychecks.,J,-16.25100562,2, paychecks,16.25100562, paychecks
curie,6700000000,False,"After Olga tore her red dress, she went to the store for a needle and a spool of red thread.",E,-0.210912,1, thread,0.210912, thread
curie,6700000000,False,"All roads lead to Rome, and all detours lead to profanity.",J,-12.6401449,2, profanity,12.6401449, profanity
curie,6700000000,False,"All roads lead to Rome, and all detours lead to somewhere.",S,-7.7572436,1, somewhere,7.7572436, somewhere
curie,6700000000,False,All the plates were garnished with little sprigs of parsley.,E,-1.4580331937,2, parsley,1.4580331937, parsley
curie,6700000000,False,Another thing a small boy is constantly outgrowing is his allowance.,J,-5.300489,1, allowance,5.300489, allowance
curie,6700000000,False,Another thing a small boy is constantly outgrowing is his underwear.,S,-5.108765,1, underwear,5.108765, underwear
curie,6700000000,False,Another thing that has developed by leaps and bounds is the modern dance.,J,-7.2281876,1, dance,7.2281876, dance
curie,6700000000,False,Another thing that has developed by leaps and bounds is the modern science.,S,-5.512164,1, science,5.512164, science
curie,6700000000,False,Arguments between couples are healthy; sometimes they even prevent breakups.,S,-5.3136389,2, breakups,5.3136389, breakups
curie,6700000000,False,Arguments between couples are healthy; sometimes they even prevent marriage.,J,-6.6258883,1, marriage,6.6258883, marriage
curie,6700000000,False,Autobiography is an unrivaled vehicle for telling the truth about others.,J,-6.502411,1, others,6.502411, others
curie,6700000000,False,Autobiography is an unrivaled vehicle for telling the truth about somebody.,S,-8.3757925,1, somebody,8.3757925, somebody
curie,6700000000,False,Autumn is a good time to buy some new clothes.,E,-2.3291152,1, clothes,2.3291152, clothes
curie,6700000000,False,"Because of his diabetes, he had to take daily shots of insulin.",E,-0.057743277,1, insulin,0.057743277, insulin
curie,6700000000,False,"Before the outdoor concert, he packed a basket with wine and food for a picnic.",E,-0.66944194,1, picnic,0.66944194, picnic
curie,6700000000,False,Bill jumped in the lake and made a big splash.,E,-0.13166256,1, splash,0.13166256, splash
curie,6700000000,False,"By the time Mary had her fourteenth child, she'd run out of names to call her husband.",J,-3.6362114,1, husband,3.6362114, husband
curie,6700000000,False,"By the time Mary had her fourteenth child, she'd run out of names to call her offspring.",S,-3.600711,1, offspring,3.600711, offspring
curie,6700000000,False,"Charged with statutory rape, he told the judge he didn't know she was a statue.",J,-12.358133,1, statue,12.358133, statue
curie,6700000000,False,"Charged with statutory rape, he told the judge he didn't know she was a teenager.",S,-4.9721794,1, teenager,4.9721794, teenager
curie,6700000000,False,Cocktail lounges are usually half lit to match the patrons.,J,-7.2680473,1, patrons,7.2680473, patrons
curie,6700000000,False,Cocktail lounges are usually half lit to match the setting.,S,-5.6766953,1, setting,5.6766953, setting
curie,6700000000,False,"Congress taxes our income, our property, and our patience.",J,-9.636678,1, patience,9.636678, patience
curie,6700000000,False,"Congress taxes our income, our property, and our purchases.",S,-6.6624327,1, purchases,6.6624327, purchases
curie,6700000000,False,"Diamonds are produced by great pressure, usually provided by a girlfriend.",J,-15.565277,1, girlfriend,15.565277, girlfriend
curie,6700000000,False,"Diamonds are produced by great pressure, usually provided by a piston.",S,-4.0628257,1, piston,4.0628257, piston
curie,6700000000,False,Dogs crack open bones so they can eat the marrow.,E,-0.18904097,1, marrow,0.18904097, marrow
curie,6700000000,False,"During the worst part of the drought, people were encouraged to not always flush the toilet.",E,-0.21619941,1, toilet,0.21619941, toilet
curie,6700000000,False,Eva turned down the heat and left the sauce on the stove to simmer.,E,-0.47297132,1, simmer,0.47297132, simmer
curie,6700000000,False,Every introductory sailing class includes learning how to save a man drowning.,E,-9.836818,1, drowning,9.836818, drowning
curie,6700000000,False,"Every time I wear my spring coat in the rain, it damages the fabric.",S,-1.9108704,1, fabric,1.9108704, fabric
curie,6700000000,False,"Every time I wear my spring coat in the rain, it damages the springs.",J,-7.8690157,1, springs,7.8690157, springs
curie,6700000000,False,Everyone had so much fun diving from the tree into the swimming pool we decided to put in a little platform.,S,-7.1550636,1, platform,7.1550636, platform
curie,6700000000,False,Everyone had so much fun diving from the tree into the swimming pool we decided to put in a little water.,J,-4.0298615,1, water,4.0298615, water
curie,6700000000,False,"Except for not having a shell, slugs are a lot like snails.",E,-1.57006401888,2, snails,1.57006401888, snails
curie,6700000000,False,"Figures don't lie, except on the beaches.",J,-6.758246,1, beaches,6.758246, beaches
curie,6700000000,False,"Figures don't lie, except on the page.",S,-5.0176535,1, page,5.0176535, page
curie,6700000000,False,"For a great vacation, put the kids in the back seat, and take a cruise.",J,-4.3750677,1, cruise,4.3750677, cruise
curie,6700000000,False,"For a great vacation, put the kids in the back seat, and take a freeway.",S,-10.554352,1, freeway,10.554352, freeway
curie,6700000000,False,"For his thirtieth birthday, all his friends gathered to celebrate.",E,-1.0064353,1, celebrate,1.0064353, celebrate
curie,6700000000,False,For lunch he had an apple and a peanut butter sandwich.,E,-0.74468756,1, sandwich,0.74468756, sandwich
curie,6700000000,False,"Frequent naps prevent old age, especially when taken while driving.",J,-2.5696359,1, driving,2.5696359, driving
curie,6700000000,False,"Frequent naps prevent old age, especially when taken while relaxed.",S,-8.78105,1, relaxed,8.78105, relaxed
