model,sentence,answer,shots,condition,correct,yes_lp,no_lp,lp_ratio
text-davinci-002,One good turn gets most of the blanket.,"If you do nice things, people will give you blankets.",1,J,no,-8.945957,-0.0076455926,-8.9383114074
text-davinci-002,One good turn gets most of the profit.,Doing something good can earn you money.,1,S,yes,-0.027972616,-8.653259,8.625286384
text-davinci-002,One good way to invest in the country is to buy a business.,Buying a business is bad for the economy.,1,S,no,-15.4753685,-0.082812294,-15.392556206
text-davinci-002,One good way to invest in the country is to buy a senator.,Politicians will do favors for money.,1,J,yes,-0.19047178,-8.694392,8.503920220000001
text-davinci-002,One person who sure makes a long story short is my aunt.,My aunt talks a lot.,1,S,no,-4.1017833,-0.052178785,-4.049604515
text-davinci-002,One person who sure makes a long story short is my editor.,My editor cuts out parts of my stories.,1,J,yes,-0.07271779,-8.738097,8.66537921
text-davinci-002,One thing that makes the world go round is detours.,Detours make people go around.,1,J,yes,-0.085228674,-4.073569,3.988340326
text-davinci-002,One thing that makes the world go round is greed.,Most people don't care about money.,1,S,no,-8.525949,-0.083579175,-8.442369825
text-davinci-002,One way to keep pornography away from teenagers is to put it in a cabinet.,Adult magazines should be put where adolescents won't get into them.,1,S,yes,-0.093534075,-7.9995623,7.906028225
text-davinci-002,One way to keep pornography away from teenagers is to put it in a textbook.,Teenagers read their textbooks often.,1,J,no,-4.333988,-0.042439505,-4.291548495
text-davinci-002,Our new green car blocked the narrow driveway.,The car was parked in the garage.,1,E,no,-7.760501,-0.06838647,-7.69211453
text-davinci-002,Our son brought home a note from school saying they need a written excuse for his presence.,The son does very well in school.,1,J,no,-10.606243,-0.03602155,-10.57022145
text-davinci-002,Our son brought home a note from school saying they need a written excuse for his tardiness.,He had been late for school.,1,S,yes,-0.11344017,-9.001663,8.88822283
text-davinci-002,"Parents support clubs for teenagers, especially when they lack other forms of diversion.",Parents want their teenagers to have appropriate forms of entertainment.,1,S,yes,-0.32021144,-8.65372,8.33350856
text-davinci-002,"Parents support clubs for teenagers, especially when they lack other forms of punishment.",Teenagers may need physical punishment.,1,J,yes,-6.52185,-0.10555982,-6.41629018
text-davinci-002,Paul heard a loud grinding noise when someone put a tin can right down the garbage disposal.,Paul broke the garbage disposal.,1,E,no,-2.512479,-0.3994902,-2.1129888
text-davinci-002,Politicians who are as American as apple pie still want their rewards.,Patriotic politicians don't care about personal glory.,1,S,no,-7.6738915,-0.017673206,-7.656218293999999
text-davinci-002,Politicians who are as American as apple pie still want their slice.,Politicians are happy to do something for nothing.,1,J,no,-2.978852,-0.12500231,-2.8538496899999997
text-davinci-002,Save the whales; start a coalition.,"To save an endangered species, it's best to act alone.",1,S,no,-10.97501,-0.011070109,-10.963939890999999
text-davinci-002,Save the whales; start a collection.,It's important to protect endangered species in the wild.,1,J,no,-0.049088795,-3.962263,3.9131742050000002
text-davinci-002,She always told girls not to look for a husband but just to date bachelors.,It's better to date a married man.,1,J,no,-10.70545,-0.038035065,-10.667414935
text-davinci-002,She always told girls not to look for a husband but just to date someone.,She thinks you should wait for the perfect man.,1,S,no,-0.99670684,-0.69249403,-0.30421281
text-davinci-002,"She asked what state he was born in, and he said in the East.",He was a native Californian.,1,S,no,-7.2855844,-0.037463065,-7.248121335
text-davinci-002,"She asked what state he was born in, and he said in the nude.",He said he was born in the North.,1,J,no,-11.728149,-0.09294037,-11.635208630000001
text-davinci-002,She bought her father a tasteful tie for his birthday.,She was giving her father a Christmas gift.,1,E,no,-5.541762,-0.021372683,-5.520389317
text-davinci-002,She called her husband at his office.,Her husband worked at home.,1,E,no,-11.540906,-0.03393236,-11.50697364
text-davinci-002,"She is so modest, she pulls down the shade to change her jacket.",She doesn't want people to see her change clothes.,1,S,yes,-0.19927587,-8.913945,8.71466913
text-davinci-002,"She is so modest, she pulls down the shade to change her mind.",She likes to show off in front of others.,1,J,no,-13.363454,-0.112930015,-13.250523985000001
text-davinci-002,She puts something behind her ears to attract men; lately she's been using her ankles.,She's very prudish.,1,J,no,-12.951443,-0.4238767,-12.5275663
text-davinci-002,She puts something behind her ears to attract men; lately she's been using her vanilla.,She wears vanilla as a perfume.,1,S,yes,-0.09876393,-4.527215,4.42845107
text-davinci-002,She read so much about the bad effects of cigarettes she decided to give up the habit.,She was going to quit smoking.,1,S,yes,-0.094217926,-10.688988,10.594770074
text-davinci-002,She read so much about the bad effects of cigarettes she decided to give up the reading.,She planned to quit smoking.,1,J,no,-0.11241645,-3.88484,3.77242355
text-davinci-002,She tied up her hair with a yellow ribbon.,She had very short hair.,1,E,no,-11.284722,-0.007833244,-11.276888756
text-davinci-002,"She told him he looked like a million, and she meant every century.",She thought he looked quite young and handsome.,1,J,no,-0.57826763,-1.0365574,0.45828976999999993
text-davinci-002,"She told him he looked like a million, and she meant every syllable.",She thought he looked good.,1,S,yes,-0.076364696,-10.656945,10.580580304
text-davinci-002,She used a needle and a tweezers to pull out the splinter.,She needed a scalpel to remove the splinter.,1,E,no,-13.158487,-0.040556453,-13.117930546999998
text-davinci-002,She was suddenly called back to New York and had to take a cab to the airport.,She was going to take a train.,1,E,no,-12.620379,-0.064298265,-12.556080735
text-davinci-002,"She went on a fourteen day diet, but she only lost two ounces.",She didn't lose much weight.,1,S,yes,-0.21875913,-9.416137,9.19737787
text-davinci-002,"She went on a fourteen day diet, but she only lost two weeks.",She didn't lose any weight.,1,J,yes,-0.5717989,-5.9061046,5.3343057
text-davinci-002,She's happy because she finally has a boyfriend who gets along with her father.,Her father really liked her previous boyfriends.,1,S,no,-5.6313715,-0.13432056,-5.49705094
text-davinci-002,She's happy because she finally has a boyfriend who gets along with her fiance.,She is dating more than one man.,1,J,yes,-0.86343455,-1.2032676,0.33983304999999997
text-davinci-002,"Some babies are born to rule, while others are male.",Males are born rulers.,1,J,no,-4.209325,-0.022853086,-4.186471914
text-davinci-002,"Some babies are born to rule, while others are weak.",Power starts at an early age.,1,S,yes,-0.085051425,-5.199864,5.114812575
text-davinci-002,"Some husbands are good providers, but only if you count children.",Some men don't take care of their families.,1,J,yes,-0.06182692,-5.8085213,5.74669438
text-davinci-002,"Some husbands are good providers, but only if you count salary.",Some men give their families nothing but money.,1,S,yes,-0.05177633,-7.476815,7.42503867
text-davinci-002,Some people think courtship is the first in a series of steps leading to divorce.,One of those steps is marriage.,1,J,yes,-0.37615722,-2.8019369,2.4257796799999998
text-davinci-002,Some people think courtship is the first in a series of steps leading to romance.,Some people still believe in romantic courtship.,1,S,yes,-0.031494495,-6.5197053,6.4882108050000005
text-davinci-002,Some people's only culture is bacteria.,Everybody can appreciate the fine arts.,1,J,no,-14.102549,-0.018268226,-14.084280774
text-davinci-002,Some people's only culture is radio.,Everyone watches television.,1,S,no,-11.992093,-0.143747,-11.848346000000001
text-davinci-002,"Statistics indicate that Americans spend eighty million a year on games of chance, mostly blackjack.",Americans like to gamble on card games.,1,S,yes,-0.0543262,-10.027653,9.9733268
text-davinci-002,"Statistics indicate that Americans spend eighty million a year on games of chance, mostly weddings.",Getting married is a risky thing to do.,1,J,yes,-2.8454177,-0.2890736,-2.5563441
text-davinci-002,Sunday is the day we bow our heads and putt.,We go to church on Sunday.,1,J,no,-11.209145,-0.06790683,-11.14123817
text-davinci-002,Sunday is the day we bow our heads and rest.,We work hard on Sunday.,1,S,no,-15.290247,-0.0916536,-15.1985934
text-davinci-002,The accident injured his spinal cord and his legs are paralyzed.,He can move his legs.,1,E,no,-15.234937,-0.051577736,-15.183359264
text-davinci-002,The art museum just acquired an early Rembrandt; it's done in charcoal.,This early work is an oil painting.,1,S,no,-13.027794,-0.34723726,-12.68055674
text-davinci-002,The art museum just acquired an early Rembrandt; it's done in Crayola.,Rembrandt was a child when he completed the work.,1,J,yes,-5.9062977,-0.07522593,-5.831071769999999
text-davinci-002,The baby cried and upset her mother.,The mother was very calm.,1,E,no,-13.525857,-0.073394254,-13.452462746
text-davinci-002,The bartender dropped two olives into the strong martini.,The bartender was preparing a drink.,1,E,yes,-0.12853701,-5.289816,5.1612789900000005
text-davinci-002,The best bargain I ever got was when I went to a family garage sale and bought a grandma.,I bought a car at the garage sale.,1,J,no,-11.4827,-0.007834145,-11.474865855
text-davinci-002,The best bargain I ever got was when I went to a family garage sale and bought a toaster.,I got a really good deal on a blender.,1,S,no,-4.9782996,-0.028273745,-4.950025855
text-davinci-002,The best gift for the man who has everything is neckties.,A necktie always makes a good gift for a man.,1,S,yes,-0.13438669,-4.210482,4.0760953099999995
text-davinci-002,The best gift for the man who has everything is penicillin.,This man has lots of diseases.,1,J,yes,-6.6003375,-0.14949262,-6.45084488
text-davinci-002,The best way to keep the milk from turning sour is to keep it in the cold.,Milk turns sour faster when it's warm.,1,S,yes,-3.0445101,-0.26890856,-2.7756015400000003
text-davinci-002,The best way to keep the milk from turning sour is to keep it in the cow.,Milk stays fresh for a long time.,1,J,no,-10.509907,-0.025751418,-10.484155582
text-davinci-002,The best way to remove coffee stains from a white blouse is with detergent.,Coffee stains are impossible to wash out.,1,S,no,-6.367168,-0.19057989,-6.17658811
text-davinci-002,The best way to remove coffee stains from a white blouse is with scissors.,Coffee stains are easy to wash out.,1,J,no,-13.776137,-0.042522218,-13.733614782
text-davinci-002,The best way to stop an elephant from charging is to cut off its credit.,Elephants should pay in cash.,1,J,yes,-2.4680448,-0.1419283,-2.3261165
text-davinci-002,The best way to stop an elephant from charging is to cut off its toes.,Elephants can run quickly even without toes.,1,S,no,-8.94981,-0.020175224,-8.929634775999999
text-davinci-002,The bill was due at the end of the month.,He had to pay by the thirty-first.,1,E,yes,-0.23191252,-11.010369,10.778456480000001
text-davinci-002,The book that tells you where you can go on vacation is called a checkbook.,Where you go on vacation depends on how much you can afford.,1,J,yes,-2.3752341,-0.55465025,-1.8205838500000002
text-davinci-002,The book that tells you where you can go on vacation is called a guidebook.,Guidebooks aren't very useful for planning a trip.,1,S,no,-9.597124,-0.06282989,-9.534294110000001
text-davinci-002,The children held their hands and formed a circle.,The children were watching television.,1,E,no,-14.638687,-0.0681492,-14.570537799999999
text-davinci-002,The choir sang hymns while the people listened.,The people joined in the singing.,1,E,no,-0.075299315,-8.059183,7.983883685000001
text-davinci-002,"The convict told his cellmate how he'd blown all the money he stole on wine, women, and crack.",The convict had been a drug user.,1,S,yes,-1.4844123,-0.5811622,-0.9032501000000001
text-davinci-002,"The convict told his cellmate how he'd blown all the money he stole on wine, women, and lawyers.",Lawyers are expensive.,1,J,yes,-0.9932976,-2.0933065,1.1000089000000002
text-davinci-002,"The cops claimed that the prisoner just decided to come clean, but most people think he was forced into the admission.",The prisoner may have been forced into confessing.,1,S,yes,-0.055577498,-12.168955,12.113377502
text-davinci-002,"The cops claimed that the prisoner just decided to come clean, but most people think he was forced into the bathtub.",The prisoner had been dirty and needed to be washed.,1,J,yes,-2.3764465,-0.1387481,-2.2376984
text-davinci-002,The curse of heavy drinking is that afterwards you get a huge bartab.,Drinking a lot can be expensive.,1,J,yes,-0.07672883,-7.3502545,7.27352567
text-davinci-002,The curse of heavy drinking is that afterwards you get a huge headache.,Drinking alcohol can lead to a hangover.,1,S,yes,-0.07824522,-11.077957,10.99971178
text-davinci-002,The difference between a dog and a fox is about five beers.,Drinking makes women appear more attractive.,1,J,yes,-8.377011,-0.13028061,-8.24673039
text-davinci-002,The difference between a dog and a fox is about five degrees.,Dogs and foxes have the same body temperature.,1,S,no,-0.31808934,-1.5857546,1.26766526
text-davinci-002,The difference between a good speaker and a bad one is often a nice diction.,It's important to speak clearly.,1,S,yes,-0.055646624,-5.494568,5.438921376
text-davinci-002,The difference between a good speaker and a bad one is often a nice nap.,Bad speakers can put you to sleep.,1,J,yes,-0.10752359,-7.101284,6.99376041
text-davinci-002,The doctor said he could have a stroke because his arteries were getting narrow and clogged.,He was in excellent health.,1,E,no,-15.537882,-0.107510984,-15.430371016
text-davinci-002,The doctor told her not to scratch no matter how much it itched.,She had a heart condition.,1,E,no,-11.931171,-0.011343705,-11.919827295000001
text-davinci-002,The farmer put a new engine in his old tractor.,The farmer wanted to keep the tractor.,1,E,yes,-0.03481784,-4.4591184,4.424300560000001
text-davinci-002,The first thing he does every morning is sit in the lotus position and meditate.,He starts every day with coffee and the morning news.,1,E,no,-14.522717,-0.056473564,-14.466243436000001
text-davinci-002,The first two hundred story building opened in Chicago; it was a hotel.,Chicago has a skyscraper that's a hotel.,1,S,yes,-0.14395031,-8.01897,7.875019689999999
text-davinci-002,The first two hundred story building opened in Chicago; it was a library.,This building had lots of books.,1,J,yes,-0.22763322,-5.155271,4.9276377799999995
text-davinci-002,The garment bag kept his suit from getting wrinkled.,His suit needed to be ironed.,1,E,no,-2.5572066,-0.48427525,-2.07293135
text-davinci-002,The husband who catches his wife in the act is probably on the snoop.,An unfaithful wife can get in trouble if her husband is on the lookout.,1,S,yes,-0.1860064,-2.583677,2.3976705999999997
text-davinci-002,The husband who catches his wife in the act is probably on the trapeze.,His wife is cheating on him.,1,J,no,-0.39451045,-2.4878957,2.0933852500000003
text-davinci-002,The last time a guy in a mask took all my money I was in shock.,I had been mugged.,1,S,yes,-0.24944215,-6.273853,6.02441085
text-davinci-002,The last time a guy in a mask took all my money I was in surgery.,I had been mugged.,1,J,no,-0.17289679,-4.8825393,4.70964251
text-davinci-002,The lawyer feared that his client was guilty.,The lawyer was a prosecutor.,1,E,no,-9.227947,-0.13141863,-9.09652837
text-davinci-002,The luggage handler seemed to take great delight in tossing the boxes marked fragile.,The luggage handler was very careful.,1,E,no,-16.395819,-0.033295475,-16.362523525
text-davinci-002,The mole lived in a hole in the ground.,The mole was kept in the house as a pet.,1,E,no,-11.64623,-0.055200264,-11.591029736
text-davinci-002,The most popular instrument in a Scottish marching band is the bagpipe.,"In Scottish marching bands, people like bagpipes more than drums.",1,E,yes,-0.524864,-1.2953051,0.7704411
text-davinci-002,The most prevalent form of legalized gambling is betting.,Betting is not very common.,1,S,no,-11.682453,-0.07782964,-11.604623360000001
text-davinci-002,The most prevalent form of legalized gambling is elections.,People are gambling when they vote for someone.,1,J,yes,-0.10458027,-5.2042375,5.09965723
text-davinci-002,The movers put the sofa on the bare floor.,The house was fully carpeted.,1,E,no,-11.89229,-0.017300716,-11.874989284
text-davinci-002,"The new tax forms are more realistic-- where your wife signs, it says: accomplice.",Your wife doesn't need to sign your tax form.,1,J,no,-3.4266598,-0.17121823,-3.25544157
text-davinci-002,"The new tax forms are more realistic-- where your wife signs, it says: partner.",Tax forms are very old-fashioned.,1,S,no,-8.9145155,-0.024936805,-8.889578695
text-davinci-002,The newspaper photo was so murky he couldn't figure out who it was until he read the caption.,He could see the person in the photo clearly.,1,E,no,-14.710521,-0.1728321,-14.5376889
text-davinci-002,The nurse gave him detailed instructions about how to clean the wound and put on a fresh bandage.,He had been injured.,1,E,yes,-4.1603603,-0.17997855,-3.98038175
text-davinci-002,The old wealthy family lived in a twelve bedroom mansion.,They lived in a small home.,1,E,no,-14.808954,-0.018331118,-14.790622882
text-davinci-002,The only crop that is grown in America and harvested abroad is the American tobacco.,Very few foreigners smoke American cigarettes.,1,S,no,-0.835261,-1.7434163,0.9081553
text-davinci-002,The only crop that is grown in America and harvested abroad is the American tourist.,Tourists spend a lot of money in other countries.,1,J,yes,-0.37295672,-4.373021,4.000064279999999
text-davinci-002,The only fishing through the ice that some men ever do is for the olive.,Some men fish; others just drink martinis.,1,J,yes,-8.00731,-0.037083562,-7.970226438
text-davinci-002,The only fishing through the ice that some men ever do is for the trout.,Some ice fishermen only want to catch trout.,1,S,yes,-0.019186364,-6.7805996,6.761413236
text-davinci-002,The only ones who want me for my body are losers.,Everybody finds me very attractive.,1,S,no,-12.488463,-0.055520225,-12.432942774999999
text-davinci-002,The only ones who want me for my body are mosquitoes.,People find me very sexy.,1,J,no,-14.932356,-0.11127621,-14.82107979
text-davinci-002,The only person who sticks closer to you in adversity than a friend is a creditor.,People you owe money to don't hang around much.,1,J,no,-0.1937189,-6.418417,6.2246980999999995
text-davinci-002,The only person who sticks closer to you in adversity than a friend is a spouse.,You just can't depend on a husband or wife.,1,S,no,-3.315854,-0.0763683,-3.2394857
text-davinci-002,The only place where you can find people who spend all their time minding their own business is the bank.,People at banks are very nosy.,1,S,no,-11.017751,-0.12403156,-10.89371944
text-davinci-002,The only place where you can find people who spend all their time minding their own business is the cemetery.,Everybody is nosy to some extent.,1,J,yes,-1.1331735,-0.561183,-0.5719905000000001
text-davinci-002,The only thing money can't buy is generosity.,Just because you have money doesn't mean you'll share it.,1,S,yes,-0.15999183,-5.19978,5.03978817
text-davinci-002,The only thing money can't buy is poverty.,Money can buy almost anything.,1,J,yes,-0.39219773,-2.4023175,2.01011977
text-davinci-002,The only time my father ever raised a hand to his children was in discipline.,My father didn't believe in corporal punishment.,1,S,no,-1.097113,-1.2436993,0.14658630000000006
text-davinci-002,The only time my father ever raised a hand to his children was in self-defense.,My father beat his children a lot.,1,J,no,-14.120798,-0.19356424,-13.92723376
text-davinci-002,The paint turned out to be the wrong color.,They were putting up wallpaper.,1,E,no,-7.5265303,-0.058446225,-7.468084075
text-davinci-002,The painter used water-based paint for the interior of the house but enamel for the exterior.,He used the same paint both inside and outside the house.,1,E,no,-12.707918,-0.07206003,-12.63585797
text-davinci-002,The penalty for dishonesty is the disgrace of dying rich.,Liars never win.,1,J,no,-0.20489334,-2.03916,1.83426666
text-davinci-002,The penalty for dishonesty is the disgrace of dying unloved.,People who lie don't have many friends.,1,S,yes,-0.082222976,-7.588728,7.506505024
text-davinci-002,The perfect companion to a vegetarian dinner is a salad.,A vegetarian meal doesn't need a salad.,1,S,no,-10.118094,-0.010859733,-10.107234266999999
text-davinci-002,The perfect companion to a vegetarian dinner is a steak.,I don't believe in eating meat.,1,J,no,-13.712233,-0.071896896,-13.640336104
text-davinci-002,The policeman saw him throw the bottle out the window and gave him a ticket for littering.,He got a ticket for speeding.,1,E,no,-14.158753,-0.16414717,-13.994605830000001
text-davinci-002,The Republican candidate won the election by a landslide.,The election was very close.,1,E,no,-13.225243,-0.1635134,-13.061729600000001
text-davinci-002,The rodeo champion was quite proud of his big silver belt buckle.,The rodeo champion didn't wear a belt.,1,E,no,-13.147497,-0.03742903,-13.11006797
text-davinci-002,The show had one act that was really offbeat: the clowns.,The clowns were really out of the ordinary.,1,S,yes,-0.108036496,-8.746576,8.638539503999999
text-davinci-002,The show had one act that was really offbeat: the singer.,The singer had poor rhythm.,1,J,yes,-1.4197419,-0.8997767,-0.5199652
text-davinci-002,The surgeon tried vainly to save his patient.,The patient died.,1,E,yes,-0.08812482,-8.072213,7.98408818
text-davinci-002,The teacher wrote the problem on the board.,The teacher was going to explain the problem.,1,E,yes,-0.75951487,-0.6773716,-0.08214326999999999
text-davinci-002,The terrorists planted a bomb in the airport and four people were killed in the explosion.,The bomb squad was able to defuse the bomb.,1,E,no,-10.416834,-0.022445505,-10.394388495
text-davinci-002,The tourist bureau told the visitors there was plenty of hunting in this part of the country but very little finding.,Things are hard to find in this area.,1,J,yes,-0.08102254,-6.914459,6.83343646
text-davinci-002,The tourist bureau told the visitors there was plenty of hunting in this part of the country but very little sightseeing.,There aren't many tourist sights in the area.,1,S,yes,-0.29964706,-9.485309,9.185661940000001
text-davinci-002,The victim was rushed to the hospital in an ambulance.,The victim wasn't hurt in the accident.,1,E,no,-12.642372,-0.021713983,-12.620658017
text-davinci-002,The visitor stared at the grandfather clock and seemed almost hypnotized by the swinging of the pendulum.,The visitor could see the clock.,1,E,yes,-0.39536417,-1.7216859,1.32632173
text-davinci-002,The whole town came to hear their mayor speak.,The people wanted to hear what the mayor would say.,1,E,yes,-0.1345159,-9.929191,9.7946751
text-davinci-002,The wind was so strong it blew out three fuses.,The wind affected the electrical system.,1,J,yes,-0.2947943,-8.016717,7.7219226999999995
text-davinci-002,The wind was so strong it blew out three streetlights.,The storm didn't cause any damage.,1,S,no,-12.890245,-0.072518274,-12.817726726
text-davinci-002,The woman in the grocery store was handing out free samples.,The samples cost ten cents each.,1,E,no,-14.156789,-0.0057276716,-14.151061328399999
text-davinci-002,The woman who has her husband eating out of her hand must save a lot of dishwashing.,The husband washes all the dishes.,1,J,no,-4.800316,-0.051130477,-4.7491855229999995
text-davinci-002,The woman who has her husband eating out of her hand must save a lot of heartbreak.,She's happy because her husband does what she wants.,1,S,yes,-0.19532448,-6.193533,5.99820852
text-davinci-002,There were over a hundred trees in the apple orchard.,It was an extremely small orchard.,1,E,no,-10.96826,-0.35115767,-10.617102330000002
text-davinci-002,They planned to dig a tunnel in order to escape.,They were being held prisoner.,1,E,yes,-0.510783,-6.8805804,6.3697974
text-davinci-002,They redecorated the bar with new drunks.,The bar has all new furniture.,1,J,no,-10.493748,-0.027977822,-10.465770178
text-davinci-002,They redecorated the bar with new wood.,The bar is all chrome and glass.,1,S,no,-14.892758,-0.053703424,-14.839054576
text-davinci-002,They went to Las Vegas and got married in one of those quickie wedding chapels.,They spent months planning a big wedding.,1,E,no,-15.493646,-0.29682183,-15.19682417
text-davinci-002,This fall two things are turning yellow: trees and bushes.,The leaves are changing color.,1,S,yes,-0.1747592,-4.873987,4.699227799999999
text-davinci-002,This fall two things are turning yellow: trees and investors.,Investors are becoming scared.,1,J,yes,-0.30008045,-3.827078,3.5269975500000004
text-davinci-002,"This house comes with a lot of extras, mostly termites.",The house is free of bugs.,1,J,no,-15.291471,-0.06468001,-15.22679099
text-davinci-002,"This house comes with a lot of extras, mostly upgrades.",The house would be a good purchase.,1,S,yes,-0.74215627,-0.98368734,0.24153107000000007
text-davinci-002,"This new computer works so quickly, it comes complete with games.","If you use this computer, you'll have time left to play.",1,S,yes,-0.29249334,-3.6766078,3.38411446
text-davinci-002,"This new computer works so quickly, it comes complete with ulcers.",The computer feels no stress.,1,J,no,-9.298299,-0.04980569,-9.24849331
text-davinci-002,"Though most people think it's Rome, the world's most beloved capital is actually dollars.",People love money.,1,J,yes,-0.121663705,-7.1109867,6.989322995
text-davinci-002,"Though most people think it's Rome, the world's most beloved capital is actually Vienna.",Rome is more beloved than Vienna.,1,S,no,-8.4990225,-0.11079772,-8.38822478
text-davinci-002,Three people were killed in a major highway accident.,The accident had not been fatal.,1,E,no,-12.919445,-0.08304218,-12.83640282
text-davinci-002,Tim threw a rock and broke the window.,Tim was playing baseball.,1,E,no,-6.618918,-0.04934394,-6.56957406
text-davinci-002,"To clothe one soldier, it takes the wool from two sheep and the hides from three animals.",Military uniforms are made from natural materials.,1,S,yes,-0.31834146,-3.428325,3.10998354
text-davinci-002,"To clothe one soldier, it takes the wool from two sheep and the hides from three taxpayers.",Military uniforms are expensive.,1,J,yes,-0.19982396,-5.8623447,5.662520740000001
text-davinci-002,"To get something done, a committee should consist of no more than three people, two of whom are dead.",Groups are more efficient than individuals.,1,J,no,-9.527356,-0.07706046,-9.450295539999999
text-davinci-002,"To get something done, a committee should consist of no more than three people, two of whom are workers.",A committee works best with one leader.,1,S,yes,-6.079639,-0.014064376,-6.065574624
text-davinci-002,To keep the dogs out of the yard he put up a fence.,He was worried his pet would escape.,1,E,no,-0.12047044,-4.6670165,4.54654606
text-davinci-002,To pay for the car Al simply wrote a check.,Al paid with a credit card.,1,E,no,-8.672983,-0.04622013,-8.62676287
text-davinci-002,Too many girls believe that the chief foundation for true love is a large fortune.,A lot of women marry for money.,1,S,yes,-0.07671828,-8.9292145,8.85249622
text-davinci-002,Too many girls believe that the chief foundation for true love is a large stone.,Some girls just want a big diamond ring.,1,J,yes,-0.029481122,-8.35208,8.322598878
text-davinci-002,Two things are essential for success: wealth and fame.,Having money without celebrity is still success.,1,S,no,-0.3321846,-1.3915353,1.0593507
text-davinci-002,Two things are essential for success: wealth and money.,You don't need much cash to succeed in business.,1,J,no,-5.995565,-0.13977623,-5.85578877
text-davinci-002,We finally got a decent picture on the TV after an hour of adjusting the antenna.,The TV had poor reception.,1,E,yes,-0.31268886,-8.554622,8.24193314
text-davinci-002,We live in a lovely suburb; it's just two miles beyond our income.,We can't afford to live where we do.,1,J,yes,-0.2529954,-10.243648,9.9906526
text-davinci-002,We live in a lovely suburb; it's just two miles beyond our town.,The suburb is far from the city.,1,S,no,-2.1925905,-0.16879322,-2.02379728
text-davinci-002,"We used to have food on the table as soon as the customer was seated, but our new system requires more effort.",We have to work harder now.,1,S,yes,-0.053824186,-8.2378,8.183975814
text-davinci-002,"We used to have food on the table as soon as the customer was seated, but our new system requires more plates.",Our service is faster now.,1,J,no,-6.2801833,-0.011648371,-6.268534929
text-davinci-002,"When an irresistible force meets an immovable object, you get two very angry entities.","When one thing runs into another, both become unhappy.",1,S,yes,-0.100370534,-7.1724997,7.072129166000001
text-davinci-002,"When an irresistible force meets an immovable object, you get two very angry women.",Women can be stubborn.,1,J,yes,-1.4481446,-0.5559232,-0.8922214
text-davinci-002,"When he stepped into the elevator, he knew Jennifer had just been there by the smell of her perfume.",Jennifer wore strong perfume.,1,E,yes,-0.33005723,-4.887594,4.5575367700000005
text-davinci-002,"When I asked how long I should cook the noodles, he said at least ten inches.",The noodles should be at least ten inches long.,1,J,yes,-0.037944734,-5.8280416,5.790096866
text-davinci-002,"When I asked how long I should cook the noodles, he said at least ten seconds.",They had already eaten.,1,S,no,-11.324161,-0.041459013,-11.282701987
text-davinci-002,"When I asked the bartender for something cold and full of rum, he recommended his daiquiri.",The bartender recommended a drink.,1,S,yes,-0.099290065,-8.374898,8.275607935
text-davinci-002,"When I asked the bartender for something cold and full of rum, he recommended his wife.",The bartender was married.,1,J,yes,-0.66747713,-3.608991,2.94151387
text-davinci-002,"When I found out how much my wife spent on dresses last year, I dumped her and proposed to the dressmaker.",The dressmaker had a lot of my money.,1,J,yes,-0.22655162,-2.7538373,2.52728568
text-davinci-002,"When I found out how much my wife spent on dresses last year, I dumped her and proposed to the mistress.",I had been faithful to my wife.,1,S,no,-13.730482,-0.08008429,-13.65039771
text-davinci-002,"When it comes to keeping warm, nothing beats a thermal brunette.",A down parka is the best way to keep warm.,1,J,no,-7.6462145,-0.0077677662,-7.6384467338
text-davinci-002,"When it comes to keeping warm, nothing beats a thermal parka.",A trenchcoat is the best way to keep warm.,1,S,no,-9.150682,-0.019772558,-9.130909442
text-davinci-002,"When John bought a bulldog, it was no time at all before he had that dog eating out of his fingers.",He trained the dog well.,1,S,yes,-0.0681136,-9.446572,9.3784584
text-davinci-002,"When John bought a bulldog, it was no time at all before he had that dog eating out of his leg.",The dog was aggressive.,1,J,yes,-8.945962,-0.21745609,-8.728505909999999
text-davinci-002,"When reviewing your notes for a test, the most important ones will be capitalized.",Pay more attention to the things in small print.,1,S,no,-10.764272,-0.0053528324,-10.7589191676
text-davinci-002,"When reviewing your notes for a test, the most important ones will be illegible.",Important notes are written clearly so they stand out.,1,J,no,-12.051119,-0.02692318,-12.02419582
text-davinci-002,"When the kid came into the store and asked for empty boxes, the owner gave him the crate.",The kid didn't get any boxes.,1,S,no,-7.6953316,-0.03516401,-7.66016759
text-davinci-002,"When the kid came into the store and asked for empty boxes, the owner gave him the register.",The store had made a lot of money.,1,J,no,-11.608886,-0.09961187,-11.50927413
text-davinci-002,When they were in London they visited Buckingham Palace.,They made a trip to England.,1,E,yes,-0.52571833,-1.6605697,1.1348513699999998
text-davinci-002,"When we got divorced, my wife and I split the house; she got the inside.",I got the outside.,1,J,yes,-0.5807062,-1.8644258,1.2837196
text-davinci-002,"When we got divorced, my wife and I split the house; she got the kitchen.",My wife gave me the kitchen items.,1,S,no,-7.823549,-0.04081272,-7.78273628
text-davinci-002,"When we watch a sexy movie, my wife leans over and breathes on my collar.",She wants to get me excited.,1,S,yes,-0.14620455,-9.442399,9.29619445
text-davinci-002,"When we watch a sexy movie, my wife leans over and breathes on my glasses.",She wants me to see the movie.,1,J,no,-1.6908184,-0.23907714,-1.45174126
