model,sentence,answer,condition,best_response,best_response_lp,entropy,is_joke
meta-llama/Meta-Llama-3-8B,No patient should leave the hospital until he's strong enough to face the cashier.,Hospital bills are quite expensive.,J,1,-1.3955078,1.4741126994131095,True
meta-llama/Meta-Llama-3-8B,No patient should leave the hospital until he's strong enough to face the outside.,Patients should be released as soon as possible.,S,1,-1.4326172,1.492034573765057,False
meta-llama/Meta-Llama-3-8B,None of his books made any sense.,His books were hard to understand.,E,1,-1.0068359,1.2757771276589525,False
meta-llama/Meta-Llama-3-8B,Nothing ages a woman faster than hardships.,A difficult life can make you look old.,S,1,-1.1904297,1.3568628923641353,False
meta-llama/Meta-Llama-3-8B,Nothing ages a woman faster than identification.,Many women lie about their age.,J,1,-1.4287109,1.4833317137672393,True
meta-llama/Meta-Llama-3-8B,Nothing in the known universe travels faster than gossip.,Rumors get around quickly.,J,1,-1.2353516,1.380939106871716,True
meta-llama/Meta-Llama-3-8B,Nothing in the known universe travels faster than radiation.,Radiation travels at great speed.,S,1,-1.0224609,1.3210159666621508,False
meta-llama/Meta-Llama-3-8B,Nothing you put in a banana split is as potentially fattening as the spoon.,Eating banana splits can make you fat.,J,1,-1.2734375,1.4640909300780753,True
meta-llama/Meta-Llama-3-8B,Nothing you put in a banana split is as potentially fattening as the syrup.,Syrup has very few calories.,S,1,-1.2480469,1.469153458420582,False
meta-llama/Meta-Llama-3-8B,"Now that the Hollywood couple has ironed out the divorce settlement, they can finally go ahead with their careers.",The divorce hadn't affected their work.,S,1,-1.4130859,1.510173150627768,False
meta-llama/Meta-Llama-3-8B,"Now that the Hollywood couple has ironed out the divorce settlement, they can finally go ahead with their nuptials.",They are already married.,J,1,-1.4853516,1.5279963433210348,True
meta-llama/Meta-Llama-3-8B,"Once a week they hold a bingo game, and all the proceeds go to fight disease.",They are raising money to build a new church.,S,1,-1.4433594,1.5447899071799502,False
meta-llama/Meta-Llama-3-8B,"Once a week they hold a bingo game, and all the proceeds go to fight gambling.",They are raising money to help orphans.,J,1,-1.1103516,1.4920025898452964,True
meta-llama/Meta-Llama-3-8B,One good turn gets most of the blanket.,"If you do nice things, people will give you blankets.",J,3,-1.4824219,1.5421256487578998,True
meta-llama/Meta-Llama-3-8B,One good turn gets most of the profit.,Doing something good can earn you money.,S,3,-1.453125,1.5482540199169872,False
meta-llama/Meta-Llama-3-8B,One good way to invest in the country is to buy a business.,Buying a business is bad for the economy.,S,1,-1.5058594,1.476058788614206,False
meta-llama/Meta-Llama-3-8B,One good way to invest in the country is to buy a senator.,Politicians will do favors for money.,J,1,-1.1552734,1.397118774973526,True
meta-llama/Meta-Llama-3-8B,One person who sure makes a long story short is my aunt.,My aunt talks a lot.,S,1,-1.3330078,1.437864368499544,False
meta-llama/Meta-Llama-3-8B,One person who sure makes a long story short is my editor.,My editor cuts out parts of my stories.,J,1,-1.5146484,1.4708088812607352,True
meta-llama/Meta-Llama-3-8B,One thing that makes the world go round is detours.,Detours make people go around.,J,1,-1.5566406,1.485506569991112,True
meta-llama/Meta-Llama-3-8B,One thing that makes the world go round is greed.,Most people don't care about money.,S,1,-1.3886719,1.4323299787571306,False
meta-llama/Meta-Llama-3-8B,One way to keep pornography away from teenagers is to put it in a cabinet.,Adult magazines should be put where adolescents won't get into them.,S,1,-1.1738281,1.3878022675767783,False
meta-llama/Meta-Llama-3-8B,One way to keep pornography away from teenagers is to put it in a textbook.,Teenagers read their textbooks often.,J,1,-1.1044922,1.356582526695522,True
meta-llama/Meta-Llama-3-8B,Our new green car blocked the narrow driveway.,The car was parked in the garage.,E,1,-1.125,1.3332349812012392,False
meta-llama/Meta-Llama-3-8B,Our son brought home a note from school saying they need a written excuse for his presence.,The son does very well in school.,J,3,-1.5810547,1.5395548768281406,True
meta-llama/Meta-Llama-3-8B,Our son brought home a note from school saying they need a written excuse for his tardiness.,He had been late for school.,S,3,-1.5058594,1.5333471377710504,False
meta-llama/Meta-Llama-3-8B,"Parents support clubs for teenagers, especially when they lack other forms of diversion.",Parents want their teenagers to have appropriate forms of entertainment.,S,1,-1.3691406,1.4299501005481483,False
meta-llama/Meta-Llama-3-8B,"Parents support clubs for teenagers, especially when they lack other forms of punishment.",Teenagers may need physical punishment.,J,1,-1.3154297,1.4238624958173827,True
meta-llama/Meta-Llama-3-8B,Paul heard a loud grinding noise when someone put a tin can right down the garbage disposal.,Paul broke the garbage disposal.,E,1,-1.0517578,1.3222124736547942,False
meta-llama/Meta-Llama-3-8B,Politicians who are as American as apple pie still want their rewards.,Patriotic politicians don't care about personal glory.,S,1,-1.3759766,1.420582921078907,False
meta-llama/Meta-Llama-3-8B,Politicians who are as American as apple pie still want their slice.,Politicians are happy to do something for nothing.,J,1,-1.4033203,1.4326440244920056,True
meta-llama/Meta-Llama-3-8B,Save the whales; start a coalition.,"To save an endangered species, it's best to act alone.",S,1,-1.4433594,1.5173513029424193,False
meta-llama/Meta-Llama-3-8B,Save the whales; start a collection.,It's important to protect endangered species in the wild.,J,1,-1.4160156,1.5185106265989876,True
meta-llama/Meta-Llama-3-8B,She always told girls not to look for a husband but just to date bachelors.,It's better to date a married man.,J,1,-1.4042969,1.4238079989776329,True
meta-llama/Meta-Llama-3-8B,She always told girls not to look for a husband but just to date someone.,She thinks you should wait for the perfect man.,S,1,-1.46875,1.4363505713471787,False
meta-llama/Meta-Llama-3-8B,"She asked what state he was born in, and he said in the East.",He was a native Californian.,S,1,-0.95166016,1.2247604511074806,False
meta-llama/Meta-Llama-3-8B,"She asked what state he was born in, and he said in the nude.",He said he was born in the North.,J,1,-0.953125,1.1708443959402908,True
meta-llama/Meta-Llama-3-8B,She bought her father a tasteful tie for his birthday.,She was giving her father a Christmas gift.,E,1,-1.1601562,1.3710432725417179,False
meta-llama/Meta-Llama-3-8B,She called her husband at his office.,Her husband worked at home.,E,1,-1.2177734,1.4136393176691127,False
meta-llama/Meta-Llama-3-8B,"She is so modest, she pulls down the shade to change her jacket.",She doesn't want people to see her change clothes.,S,1,-1.3662109,1.4050769831368912,False
meta-llama/Meta-Llama-3-8B,"She is so modest, she pulls down the shade to change her mind.",She likes to show off in front of others.,J,1,-1.421875,1.4198054306878654,True
meta-llama/Meta-Llama-3-8B,She puts something behind her ears to attract men; lately she's been using her ankles.,She's very prudish.,J,1,-1.2060547,1.3165848153791313,True
meta-llama/Meta-Llama-3-8B,She puts something behind her ears to attract men; lately she's been using her vanilla.,She wears vanilla as a perfume.,S,1,-1.3457031,1.365305080251143,False
meta-llama/Meta-Llama-3-8B,She read so much about the bad effects of cigarettes she decided to give up the habit.,She was going to quit smoking.,S,1,-1.0800781,1.296557327284413,False
meta-llama/Meta-Llama-3-8B,She read so much about the bad effects of cigarettes she decided to give up the reading.,She planned to quit smoking.,J,1,-1.0410156,1.2734942653814063,True
meta-llama/Meta-Llama-3-8B,She tied up her hair with a yellow ribbon.,She had very short hair.,E,1,-1.265625,1.3975215525883498,False
meta-llama/Meta-Llama-3-8B,"She told him he looked like a million, and she meant every century.",She thought he looked quite young and handsome.,J,1,-1.3847656,1.4053623715917638,True
meta-llama/Meta-Llama-3-8B,"She told him he looked like a million, and she meant every syllable.",She thought he looked good.,S,1,-1.3388672,1.3949251748861442,False
meta-llama/Meta-Llama-3-8B,She used a needle and a tweezers to pull out the splinter.,She needed a scalpel to remove the splinter.,E,1,-1.2275391,1.4180937372241726,False
meta-llama/Meta-Llama-3-8B,She was suddenly called back to New York and had to take a cab to the airport.,She was going to take a train.,E,1,-1.2431641,1.3672767392851741,False
meta-llama/Meta-Llama-3-8B,"She went on a fourteen day diet, but she only lost two ounces.",She didn't lose much weight.,S,1,-1.3125,1.4229844547026644,False
meta-llama/Meta-Llama-3-8B,"She went on a fourteen day diet, but she only lost two weeks.",She didn't lose any weight.,J,1,-1.4853516,1.4310254562068385,True
meta-llama/Meta-Llama-3-8B,She's happy because she finally has a boyfriend who gets along with her father.,Her father really liked her previous boyfriends.,S,1,-1.3339844,1.4103358204533611,False
meta-llama/Meta-Llama-3-8B,She's happy because she finally has a boyfriend who gets along with her fiance.,She is dating more than one man.,J,1,-1.2929688,1.4187345770722048,True
meta-llama/Meta-Llama-3-8B,"Some babies are born to rule, while others are male.",Males are born rulers.,J,1,-1.2451172,1.4166110022318297,True
meta-llama/Meta-Llama-3-8B,"Some babies are born to rule, while others are weak.",Power starts at an early age.,S,1,-1.4570312,1.4651139779124525,False
meta-llama/Meta-Llama-3-8B,"Some husbands are good providers, but only if you count children.",Some men don't take care of their families.,J,1,-1.3935547,1.433451716261988,True
meta-llama/Meta-Llama-3-8B,"Some husbands are good providers, but only if you count salary.",Some men give their families nothing but money.,S,1,-1.4746094,1.487699169621813,False
meta-llama/Meta-Llama-3-8B,Some people think courtship is the first in a series of steps leading to divorce.,One of those steps is marriage.,J,1,-1.0664062,1.3493107771826833,True
meta-llama/Meta-Llama-3-8B,Some people think courtship is the first in a series of steps leading to romance.,Some people still believe in romantic courtship.,S,1,-1.1572266,1.400113467501886,False
meta-llama/Meta-Llama-3-8B,Some people's only culture is bacteria.,Everybody can appreciate the fine arts.,J,1,-1.3378906,1.4217256579514461,True
meta-llama/Meta-Llama-3-8B,Some people's only culture is radio.,Everyone watches television.,S,1,-1.4404297,1.4357835525226994,False
meta-llama/Meta-Llama-3-8B,"Statistics indicate that Americans spend eighty million a year on games of chance, mostly blackjack.",Americans like to gamble on card games.,S,1,-1.0634766,1.2952049852549905,False
meta-llama/Meta-Llama-3-8B,"Statistics indicate that Americans spend eighty million a year on games of chance, mostly weddings.",Getting married is a risky thing to do.,J,1,-1.0205078,1.2585217823326889,True
meta-llama/Meta-Llama-3-8B,Sunday is the day we bow our heads and putt.,We go to church on Sunday.,J,1,-1.4423828,1.5240582495733175,True
meta-llama/Meta-Llama-3-8B,Sunday is the day we bow our heads and rest.,We work hard on Sunday.,S,1,-1.3183594,1.4907241544414038,False
meta-llama/Meta-Llama-3-8B,The accident injured his spinal cord and his legs are paralyzed.,He can move his legs.,E,1,-1.1074219,1.2830344656116779,False
meta-llama/Meta-Llama-3-8B,The art museum just acquired an early Rembrandt; it's done in charcoal.,This early work is an oil painting.,S,1,-1.3212891,1.386655006727977,False
meta-llama/Meta-Llama-3-8B,The art museum just acquired an early Rembrandt; it's done in Crayola.,Rembrandt was a child when he completed the work.,J,1,-1.1826172,1.3397824626027424,True
meta-llama/Meta-Llama-3-8B,The baby cried and upset her mother.,The mother was very calm.,E,1,-1.1728516,1.4493435810617747,False
meta-llama/Meta-Llama-3-8B,The bartender dropped two olives into the strong martini.,The bartender was preparing a drink.,E,1,-1.3798828,1.4296146986590197,False
meta-llama/Meta-Llama-3-8B,The best bargain I ever got was when I went to a family garage sale and bought a grandma.,I bought a car at the garage sale.,J,1,-1.4423828,1.456246719326556,True
meta-llama/Meta-Llama-3-8B,The best bargain I ever got was when I went to a family garage sale and bought a toaster.,I got a really good deal on a blender.,S,1,-1.3496094,1.4331657622128648,False
meta-llama/Meta-Llama-3-8B,The best gift for the man who has everything is neckties.,A necktie always makes a good gift for a man.,S,1,-1.3613281,1.4488191835626354,False
meta-llama/Meta-Llama-3-8B,The best gift for the man who has everything is penicillin.,This man has lots of diseases.,J,1,-1.3525391,1.4712099287545768,True
meta-llama/Meta-Llama-3-8B,The best way to keep the milk from turning sour is to keep it in the cold.,Milk turns sour faster when it's warm.,S,1,-1.1259766,1.4140189510203736,False
meta-llama/Meta-Llama-3-8B,The best way to keep the milk from turning sour is to keep it in the cow.,Milk stays fresh for a long time.,J,1,-1.1240234,1.4356193526434131,True
meta-llama/Meta-Llama-3-8B,The best way to remove coffee stains from a white blouse is with detergent.,Coffee stains are impossible to wash out.,S,1,-1.0839844,1.412548801941689,False
meta-llama/Meta-Llama-3-8B,The best way to remove coffee stains from a white blouse is with scissors.,Coffee stains are easy to wash out.,J,1,-0.87353516,1.318048478367611,True
meta-llama/Meta-Llama-3-8B,The best way to stop an elephant from charging is to cut off its credit.,Elephants should pay in cash.,J,1,-1.2099609,1.4185932872563662,True
meta-llama/Meta-Llama-3-8B,The best way to stop an elephant from charging is to cut off its toes.,Elephants can run quickly even without toes.,S,1,-1.0292969,1.3535622126153808,False
meta-llama/Meta-Llama-3-8B,The bill was due at the end of the month.,He had to pay by the thirty-first.,E,1,-1.2314453,1.4350749708112693,False
meta-llama/Meta-Llama-3-8B,The book that tells you where you can go on vacation is called a checkbook.,Where you go on vacation depends on how much you can afford.,J,1,-0.9633789,1.3866075613807705,True
meta-llama/Meta-Llama-3-8B,The book that tells you where you can go on vacation is called a guidebook.,Guidebooks aren't very useful for planning a trip.,S,1,-1.1621094,1.4737762944974648,False
meta-llama/Meta-Llama-3-8B,The children held their hands and formed a circle.,The children were watching television.,E,1,-1.3769531,1.5121408841110537,False
meta-llama/Meta-Llama-3-8B,The choir sang hymns while the people listened.,The people joined in the singing.,E,1,-1.0673828,1.35697053734275,False
meta-llama/Meta-Llama-3-8B,"The convict told his cellmate how he'd blown all the money he stole on wine, women, and crack.",The convict had been a drug user.,S,1,-1.0966797,1.3072303760150459,False
meta-llama/Meta-Llama-3-8B,"The convict told his cellmate how he'd blown all the money he stole on wine, women, and lawyers.",Lawyers are expensive.,J,1,-1.1542969,1.3257232045068512,True
meta-llama/Meta-Llama-3-8B,"The cops claimed that the prisoner just decided to come clean, but most people think he was forced into the admission.",The prisoner may have been forced into confessing.,S,1,-1.1689453,1.3952649718683678,False
meta-llama/Meta-Llama-3-8B,"The cops claimed that the prisoner just decided to come clean, but most people think he was forced into the bathtub.",The prisoner had been dirty and needed to be washed.,J,1,-1.1611328,1.38715964020653,True
meta-llama/Meta-Llama-3-8B,The curse of heavy drinking is that afterwards you get a huge bartab.,Drinking a lot can be expensive.,J,1,-1.5664062,1.5151043755989049,True
meta-llama/Meta-Llama-3-8B,The curse of heavy drinking is that afterwards you get a huge headache.,Drinking alcohol can lead to a hangover.,S,1,-1.4287109,1.4651298270044455,False
meta-llama/Meta-Llama-3-8B,The difference between a dog and a fox is about five beers.,Drinking makes women appear more attractive.,J,1,-1.2675781,1.402685480476524,True
meta-llama/Meta-Llama-3-8B,The difference between a dog and a fox is about five degrees.,Dogs and foxes have the same body temperature.,S,1,-1.1318359,1.3623278755118367,False
meta-llama/Meta-Llama-3-8B,The difference between a good speaker and a bad one is often a nice diction.,It's important to speak clearly.,S,1,-1.4785156,1.4952586464866713,False
meta-llama/Meta-Llama-3-8B,The difference between a good speaker and a bad one is often a nice nap.,Bad speakers can put you to sleep.,J,1,-1.4863281,1.4819384369555735,True
meta-llama/Meta-Llama-3-8B,The doctor said he could have a stroke because his arteries were getting narrow and clogged.,He was in excellent health.,E,1,-1.3203125,1.360124382786022,False
meta-llama/Meta-Llama-3-8B,The doctor told her not to scratch no matter how much it itched.,She had a heart condition.,E,1,-1.1445312,1.302803959821913,False
meta-llama/Meta-Llama-3-8B,The farmer put a new engine in his old tractor.,The farmer wanted to keep the tractor.,E,1,-1.1914062,1.3694540978767096,False
meta-llama/Meta-Llama-3-8B,The first thing he does every morning is sit in the lotus position and meditate.,He starts every day with coffee and the morning news.,E,1,-1.2382812,1.4874208517983525,False
meta-llama/Meta-Llama-3-8B,The first two hundred story building opened in Chicago; it was a hotel.,Chicago has a skyscraper that's a hotel.,S,1,-1.1601562,1.3835082662997482,False
meta-llama/Meta-Llama-3-8B,The first two hundred story building opened in Chicago; it was a library.,This building had lots of books.,J,1,-1.1660156,1.4050427966628427,True
meta-llama/Meta-Llama-3-8B,The garment bag kept his suit from getting wrinkled.,His suit needed to be ironed.,E,1,-1.2001953,1.3499519532078617,False
meta-llama/Meta-Llama-3-8B,The husband who catches his wife in the act is probably on the snoop.,An unfaithful wife can get in trouble if her husband is on the lookout.,S,1,-1.3710938,1.4517715437774228,False
meta-llama/Meta-Llama-3-8B,The husband who catches his wife in the act is probably on the trapeze.,His wife is cheating on him.,J,1,-1.2695312,1.4184843778139296,True
meta-llama/Meta-Llama-3-8B,The last time a guy in a mask took all my money I was in shock.,I had been mugged.,S,1,-1.3173828,1.4301157854824922,False
meta-llama/Meta-Llama-3-8B,The last time a guy in a mask took all my money I was in surgery.,I had been mugged.,J,1,-1.3291016,1.4630045492477388,True
meta-llama/Meta-Llama-3-8B,The lawyer feared that his client was guilty.,The lawyer was a prosecutor.,E,1,-0.9760742,1.2005250261834461,False
meta-llama/Meta-Llama-3-8B,The luggage handler seemed to take great delight in tossing the boxes marked fragile.,The luggage handler was very careful.,E,1,-1.2460938,1.3908995859269495,False
meta-llama/Meta-Llama-3-8B,The mole lived in a hole in the ground.,The mole was kept in the house as a pet.,E,1,-1.0927734,1.3414587505979507,False
meta-llama/Meta-Llama-3-8B,The most popular instrument in a Scottish marching band is the bagpipe.,"In Scottish marching bands, people like bagpipes more than drums.",E,1,-0.9716797,1.336510835537213,False
meta-llama/Meta-Llama-3-8B,The most prevalent form of legalized gambling is betting.,Betting is not very common.,S,1,-1.1855469,1.3977243870243818,False
meta-llama/Meta-Llama-3-8B,The most prevalent form of legalized gambling is elections.,People are gambling when they vote for someone.,J,1,-1.1630859,1.3332416411651766,True
meta-llama/Meta-Llama-3-8B,The movers put the sofa on the bare floor.,The house was fully carpeted.,E,1,-1.0947266,1.3748604572997594,False
meta-llama/Meta-Llama-3-8B,"The new tax forms are more realistic-- where your wife signs, it says: accomplice.",Your wife doesn't need to sign your tax form.,J,1,-1.4794922,1.4458941736328392,True
meta-llama/Meta-Llama-3-8B,"The new tax forms are more realistic-- where your wife signs, it says: partner.",Tax forms are very old-fashioned.,S,1,-1.5625,1.4849353478999507,False
meta-llama/Meta-Llama-3-8B,The newspaper photo was so murky he couldn't figure out who it was until he read the caption.,He could see the person in the photo clearly.,E,1,-1.0107422,1.280787128462662,False
meta-llama/Meta-Llama-3-8B,The nurse gave him detailed instructions about how to clean the wound and put on a fresh bandage.,He had been injured.,E,1,-1.2285156,1.3825551401860867,False
meta-llama/Meta-Llama-3-8B,The old wealthy family lived in a twelve bedroom mansion.,They lived in a small home.,E,1,-1.1679688,1.3455029616664285,False
meta-llama/Meta-Llama-3-8B,The only crop that is grown in America and harvested abroad is the American tobacco.,Very few foreigners smoke American cigarettes.,S,1,-1.1386719,1.3750622205207315,False
meta-llama/Meta-Llama-3-8B,The only crop that is grown in America and harvested abroad is the American tourist.,Tourists spend a lot of money in other countries.,J,1,-1.2089844,1.365125693904973,True
meta-llama/Meta-Llama-3-8B,The only fishing through the ice that some men ever do is for the olive.,Some men fish; others just drink martinis.,J,1,-1.3574219,1.4159093182270757,True
meta-llama/Meta-Llama-3-8B,The only fishing through the ice that some men ever do is for the trout.,Some ice fishermen only want to catch trout.,S,1,-1.3564453,1.3939523506533738,False
meta-llama/Meta-Llama-3-8B,The only ones who want me for my body are losers.,Everybody finds me very attractive.,S,1,-1.3486328,1.4576009641087122,False
meta-llama/Meta-Llama-3-8B,The only ones who want me for my body are mosquitoes.,People find me very sexy.,J,1,-1.3056641,1.3955626279641917,True
meta-llama/Meta-Llama-3-8B,The only person who sticks closer to you in adversity than a friend is a creditor.,People you owe money to don't hang around much.,J,1,-1.4238281,1.426754034832316,True
meta-llama/Meta-Llama-3-8B,The only person who sticks closer to you in adversity than a friend is a spouse.,You just can't depend on a husband or wife.,S,1,-1.5126953,1.4416841753479164,False
meta-llama/Meta-Llama-3-8B,The only place where you can find people who spend all their time minding their own business is the bank.,People at banks are very nosy.,S,1,-1.28125,1.4468752207971876,False
meta-llama/Meta-Llama-3-8B,The only place where you can find people who spend all their time minding their own business is the cemetery.,Everybody is nosy to some extent.,J,1,-1.2841797,1.4324057892990965,True
meta-llama/Meta-Llama-3-8B,The only thing money can't buy is generosity.,Just because you have money doesn't mean you'll share it.,S,1,-1.53125,1.4886178937700216,False
meta-llama/Meta-Llama-3-8B,The only thing money can't buy is poverty.,Money can buy almost anything.,J,1,-1.4287109,1.4633125495840134,True
meta-llama/Meta-Llama-3-8B,The only time my father ever raised a hand to his children was in discipline.,My father didn't believe in corporal punishment.,S,1,-1.3320312,1.3903539147818296,False
meta-llama/Meta-Llama-3-8B,The only time my father ever raised a hand to his children was in self-defense.,My father beat his children a lot.,J,1,-1.3388672,1.400927215662828,True
meta-llama/Meta-Llama-3-8B,The paint turned out to be the wrong color.,They were putting up wallpaper.,E,1,-1.2509766,1.3838849822800368,False
meta-llama/Meta-Llama-3-8B,The painter used water-based paint for the interior of the house but enamel for the exterior.,He used the same paint both inside and outside the house.,E,1,-1.0126953,1.2770916762892377,False
meta-llama/Meta-Llama-3-8B,The penalty for dishonesty is the disgrace of dying rich.,Liars never win.,J,1,-1.4384766,1.511029034006092,True
meta-llama/Meta-Llama-3-8B,The penalty for dishonesty is the disgrace of dying unloved.,People who lie don't have many friends.,S,1,-1.4326172,1.4917187498668052,False
meta-llama/Meta-Llama-3-8B,The perfect companion to a vegetarian dinner is a salad.,A vegetarian meal doesn't need a salad.,S,1,-1.2363281,1.448785960621772,False
meta-llama/Meta-Llama-3-8B,The perfect companion to a vegetarian dinner is a steak.,I don't believe in eating meat.,J,1,-0.8730469,1.3117509612295746,True
meta-llama/Meta-Llama-3-8B,The policeman saw him throw the bottle out the window and gave him a ticket for littering.,He got a ticket for speeding.,E,1,-1.1259766,1.3014700531992114,False
meta-llama/Meta-Llama-3-8B,The Republican candidate won the election by a landslide.,The election was very close.,E,1,-0.93066406,1.2659899484653832,False
meta-llama/Meta-Llama-3-8B,The rodeo champion was quite proud of his big silver belt buckle.,The rodeo champion didn't wear a belt.,E,1,-1.3349609,1.4177941368178235,False
meta-llama/Meta-Llama-3-8B,The show had one act that was really offbeat: the clowns.,The clowns were really out of the ordinary.,S,3,-1.46875,1.5448270632233967,False
meta-llama/Meta-Llama-3-8B,The show had one act that was really offbeat: the singer.,The singer had poor rhythm.,J,3,-1.4414062,1.5496397441678809,True
meta-llama/Meta-Llama-3-8B,The surgeon tried vainly to save his patient.,The patient died.,E,1,-1.1865234,1.3448474694977863,False
meta-llama/Meta-Llama-3-8B,The teacher wrote the problem on the board.,The teacher was going to explain the problem.,E,1,-1.4326172,1.5346806341583714,False
meta-llama/Meta-Llama-3-8B,The terrorists planted a bomb in the airport and four people were killed in the explosion.,The bomb squad was able to defuse the bomb.,E,1,-1.0830078,1.3025119151176585,False
meta-llama/Meta-Llama-3-8B,The tourist bureau told the visitors there was plenty of hunting in this part of the country but very little finding.,Things are hard to find in this area.,J,1,-1.1298828,1.3168375652458983,True
meta-llama/Meta-Llama-3-8B,The tourist bureau told the visitors there was plenty of hunting in this part of the country but very little sightseeing.,There aren't many tourist sights in the area.,S,1,-1.078125,1.3209593658725698,False
meta-llama/Meta-Llama-3-8B,The victim was rushed to the hospital in an ambulance.,The victim wasn't hurt in the accident.,E,1,-1.2207031,1.4228751807436912,False
meta-llama/Meta-Llama-3-8B,The visitor stared at the grandfather clock and seemed almost hypnotized by the swinging of the pendulum.,The visitor could see the clock.,E,1,-1.1269531,1.342431337730128,False
meta-llama/Meta-Llama-3-8B,The whole town came to hear their mayor speak.,The people wanted to hear what the mayor would say.,E,1,-1.078125,1.2969991531118112,False
meta-llama/Meta-Llama-3-8B,The wind was so strong it blew out three fuses.,The wind affected the electrical system.,J,1,-1.3222656,1.4023711517607123,True
meta-llama/Meta-Llama-3-8B,The wind was so strong it blew out three streetlights.,The storm didn't cause any damage.,S,1,-1.2871094,1.3828534759969418,False
meta-llama/Meta-Llama-3-8B,The woman in the grocery store was handing out free samples.,The samples cost ten cents each.,E,1,-1.2080078,1.3829266124571633,False
meta-llama/Meta-Llama-3-8B,The woman who has her husband eating out of her hand must save a lot of dishwashing.,The husband washes all the dishes.,J,1,-1.2363281,1.3762089613713833,True
meta-llama/Meta-Llama-3-8B,The woman who has her husband eating out of her hand must save a lot of heartbreak.,She's happy because her husband does what she wants.,S,1,-1.2783203,1.3657924584279402,False
meta-llama/Meta-Llama-3-8B,There were over a hundred trees in the apple orchard.,It was an extremely small orchard.,E,1,-1.1523438,1.3817157206760668,False
meta-llama/Meta-Llama-3-8B,They planned to dig a tunnel in order to escape.,They were being held prisoner.,E,1,-1.1318359,1.3626950009459493,False
meta-llama/Meta-Llama-3-8B,They redecorated the bar with new drunks.,The bar has all new furniture.,J,1,-1.4501953,1.4495107284634572,True
meta-llama/Meta-Llama-3-8B,They redecorated the bar with new wood.,The bar is all chrome and glass.,S,1,-1.2714844,1.4351704694961274,False
meta-llama/Meta-Llama-3-8B,They went to Las Vegas and got married in one of those quickie wedding chapels.,They spent months planning a big wedding.,E,1,-1.6054688,1.493761896803737,False
meta-llama/Meta-Llama-3-8B,This fall two things are turning yellow: trees and bushes.,The leaves are changing color.,S,1,-1.4238281,1.5445571266044757,False
meta-llama/Meta-Llama-3-8B,This fall two things are turning yellow: trees and investors.,Investors are becoming scared.,J,1,-1.3378906,1.4932278225390276,True
meta-llama/Meta-Llama-3-8B,"This house comes with a lot of extras, mostly termites.",The house is free of bugs.,J,1,-1.2509766,1.46628015665651,True
meta-llama/Meta-Llama-3-8B,"This house comes with a lot of extras, mostly upgrades.",The house would be a good purchase.,S,3,-1.4833984,1.5247935347942383,False
meta-llama/Meta-Llama-3-8B,"This new computer works so quickly, it comes complete with games.","If you use this computer, you'll have time left to play.",S,1,-1.3945312,1.4968762721325342,False
meta-llama/Meta-Llama-3-8B,"This new computer works so quickly, it comes complete with ulcers.",The computer feels no stress.,J,1,-1.2519531,1.4441978926404477,True
meta-llama/Meta-Llama-3-8B,"Though most people think it's Rome, the world's most beloved capital is actually dollars.",People love money.,J,1,-1.3359375,1.4945663345907603,True
meta-llama/Meta-Llama-3-8B,"Though most people think it's Rome, the world's most beloved capital is actually Vienna.",Rome is more beloved than Vienna.,S,1,-1.296875,1.4769202476048826,False
meta-llama/Meta-Llama-3-8B,Three people were killed in a major highway accident.,The accident had not been fatal.,E,1,-0.9243164,1.2797500036186864,False
meta-llama/Meta-Llama-3-8B,Tim threw a rock and broke the window.,Tim was playing baseball.,E,1,-0.96484375,1.2723443852236431,False
meta-llama/Meta-Llama-3-8B,"To clothe one soldier, it takes the wool from two sheep and the hides from three animals.",Military uniforms are made from natural materials.,S,1,-1.0488281,1.4134102989422817,False
meta-llama/Meta-Llama-3-8B,"To clothe one soldier, it takes the wool from two sheep and the hides from three taxpayers.",Military uniforms are expensive.,J,1,-1.0566406,1.400735420289839,True
meta-llama/Meta-Llama-3-8B,"To get something done, a committee should consist of no more than three people, two of whom are dead.",Groups are more efficient than individuals.,J,1,-1.4570312,1.5087336999330039,True
meta-llama/Meta-Llama-3-8B,"To get something done, a committee should consist of no more than three people, two of whom are workers.",A committee works best with one leader.,S,1,-1.2929688,1.5082588346628059,False
meta-llama/Meta-Llama-3-8B,To keep the dogs out of the yard he put up a fence.,He was worried his pet would escape.,E,1,-1.2675781,1.4134665676257945,False
meta-llama/Meta-Llama-3-8B,To pay for the car Al simply wrote a check.,Al paid with a credit card.,E,1,-1.0351562,1.3817016087378253,False
meta-llama/Meta-Llama-3-8B,Too many girls believe that the chief foundation for true love is a large fortune.,A lot of women marry for money.,S,1,-1.1298828,1.2961890912795537,False
meta-llama/Meta-Llama-3-8B,Too many girls believe that the chief foundation for true love is a large stone.,Some girls just want a big diamond ring.,J,1,-1.1337891,1.341596011478779,True
meta-llama/Meta-Llama-3-8B,Two things are essential for success: wealth and fame.,Having money without celebrity is still success.,S,1,-1.4023438,1.5045171648614155,False
meta-llama/Meta-Llama-3-8B,Two things are essential for success: wealth and money.,You don't need much cash to succeed in business.,J,1,-1.3007812,1.486942300780843,True
meta-llama/Meta-Llama-3-8B,We finally got a decent picture on the TV after an hour of adjusting the antenna.,The TV had poor reception.,E,1,-1.3251953,1.48174936428506,False
